name,gw_frac,n_postcodes
PE11,0.0,1240
PE12,0.0,1213
PE13,0.0,1082
PE14,0.0,713
PE15,0.0,950
PE16,0.0,293
PE19,0.0,1252
PE2,0.0,969
PE20,0.0,600
PE21,0.0,1100
PE22,0.0,756
PE23,0.0,388
PE24,0.0,535
PE25,0.0,714
PE26,0.0,349
PE27,0.0,556
PE28,0.0,1556
PE29,0.0,924
PE3,0.0,605
PE30,0.0,1213
PE31,0.0,870
PE32,0.0,591
PE33,0.0,533
PE34,0.0,434
PE35,0.0,12
PE36,0.0,325
PE37,0.0,409
PE38,0.0,464
PE4,0.0,486
PE5,0.0,51
PE6,0.0,1022
PE7,0.0,1175
PE8,0.0,636
PE9,0.0,1013
PL1,0.0,855
PL10,0.0,177
PL11,0.0,323
PL12,0.0,739
PL13,0.0,455
PL14,0.0,1012
PL15,0.0,811
PL16,0.0,109
PL17,0.0,421
PL18,0.0,228
PL19,0.0,650
PL2,0.0,639
PL20,0.0,494
PL21,0.0,648
PL22,0.0,208
PL23,0.0,169
PL24,0.0,252
PL25,0.0,856
PL26,0.0,874
PL27,0.0,589
PL28,0.0,238
PL29,0.0,58
PL3,0.0,692
PL30,0.0,537
PL31,0.0,490
PL32,0.0,169
PL33,0.0,79
PL34,0.0,78
PL35,0.0,80
PL4,0.0,812
PL5,0.0,905
PL6,0.0,1010
PL7,0.0,741
PL8,0.0,307
PL9,0.0,941
PL95,0.0,1
PO1,0.0,887
PO10,0.0,594
PO11,0.0,469
PO12,0.0,1058
PO13,0.0,775
PO14,0.0,1008
PO15,0.0,678
PO16,0.0,990
PO17,0.0,330
PO18,0.10635,677
PO19,0.0,1237
PO2,0.0,751
PO20,0.0,1207
PO21,0.0,1344
PO22,0.0,993
PO3,0.0,433
PO30,0.0,1077
PO31,0.0,465
PO32,0.0,252
PO33,0.0,1010
PO34,0.0,122
PO35,0.0,163
PO36,0.0,550
PO37,0.0,332
PO38,0.0,583
PO39,0.0,116
PO4,0.0,731
PO40,0.0,292
PO41,0.0,149
PO5,0.0,662
PO6,0.0,907
PO7,0.13702,1248
PO8,0.00467,856
PO9,0.00578,1211
PR1,0.0,1664
PR11,0.0,5
PR2,0.0,1762
PR25,0.0,744
PR26,0.0,309
PR3,0.0,1385
PR4,0.0,1754
PR5,0.0,957
PR6,0.0,1037
PR7,0.0,1462
PR8,0.0,1249
PR9,0.0,938
RG1,0.0,1227
RG10,0.0,671
RG12,0.0,1069
RG14,0.0,1266
RG17,0.03759,665
RG18,0.0,536
RG19,0.0,484
RG2,0.0,1015
RG20,0.02688,930
RG21,0.03553,760
RG22,0.03608,776
RG23,0.0,357
RG24,0.00879,910
RG25,0.0646,387
RG26,0.0,640
RG27,0.0,839
RG28,0.0,235
RG29,0.0,266
RG30,0.0,967
RG31,0.0,633
RG4,0.0,986
RG40,0.0,935
RG41,0.0,769
RG42,0.0,953
RG45,0.0,427
RG5,0.0,502
RG6,0.0,749
RG7,0.0,1471
RG8,0.0,845
RG9,0.01242,1127
RH1,0.0,1242
RH10,0.0,1879
RH11,0.0,1178
RH12,0.0,1324
RH13,0.0,1111
RH14,0.0,590
RH15,0.0,837
RH16,0.0,1108
RH17,0.0,705
RH18,0.0,142
RH19,0.0,1109
RH2,0.0,844
RH20,0.0,894
RH3,0.0,145
RH4,0.0,616
RH5,0.0,637
RH6,0.0,887
RH7,0.0,234
RH8,0.0,399
RH9,0.0,150
RM1,0.0,487
RM10,0.0,578
RM11,0.0,573
RM12,0.0,622
RM13,0.0,647
RM14,0.0,623
RM15,0.0,569
RM16,0.0,695
RM17,0.0,533
RM18,0.0,329
RM19,0.0,141
RM2,0.0,265
RM20,0.0,160
RM3,0.0,916
RM4,0.0,151
RM5,0.0,378
RM6,0.0,528
RM7,0.0,575
RM8,0.0,582
RM9,0.0,546
S1,0.0,479
S10,0.0,919
S11,0.0,657
S12,0.0,650
S13,0.0,590
S14,0.0,183
S17,0.0,372
S18,0.0,597
S2,0.0,978
S20,0.0,636
S21,0.0,451
S25,0.0,482
S26,0.0,529
S3,0.0,504
S32,0.0,206
S33,0.0,169
S35,0.0,881
S36,0.0,736
S4,0.0,296
S40,0.0,1084
S41,0.0,994
S42,0.0,797
S43,0.0,1053
S44,0.0,585
S45,0.0,493
S49,0.0,8
S5,0.0,1047
S6,0.0,1233
S60,0.0,1013
S61,0.0,863
S62,0.0,605
S63,0.0,1135
S64,0.0,673
S65,0.0,811
S66,0.0,1083
S7,0.0,302
S70,0.0,1272
S71,0.0,1212
S72,0.0,708
S73,0.0,749
S74,0.0,514
S75,0.0,1338
S8,0.0,854
S80,0.0,980
S81,0.0,1068
S9,0.0,700
S95,0.0,6
S96,0.0,3
S97,0.0,2
S98,0.0,180
S99,0.0,1
SE1,0.0,1954
SE10,0.29229,804
SE11,0.0,484
SE12,0.0,515
SE13,0.17713,717
SE14,0.0,406
SE15,0.0,1179
SE16,0.0,1075
SE17,0.0,656
SE18,0.03789,1425
SE19,0.0,602
SE1P,0.0,690
SE2,0.29783,460
SE20,0.0,492
SE21,0.0,292
SE22,0.0,498
SE23,0.0,626
SE24,0.0,293
SE25,0.0,634
SE26,0.0,634
SE27,0.0,381
SE28,0.0,414
SE3,0.00265,754
SE4,0.00866,462
SE5,0.0,848
SE6,0.0,856
SE7,0.32624,423
SE8,0.05808,551
SE9,0.0,1211
SG1,0.0,1226
SG10,0.0,109
SG11,0.0,376
SG12,0.0,937
SG13,0.0,511
SG14,0.0,610
SG15,0.0,116
SG16,0.0,186
SG17,0.0,394
SG18,0.0,752
SG19,0.0,685
SG2,0.0,827
SG3,0.0,205
SG4,0.03946,887
SG5,0.0,942
SG6,0.0,971
SG7,0.0,438
SG8,0.0,1283
SG9,0.0,506
SK1,0.0,475
SK10,0.0,1461
SK11,0.0,1094
SK12,0.0,481
SK13,0.0,999
SK14,0.0,1273
SK15,0.0,662
SK16,0.0,455
SK17,0.0,1204
SK2,0.0,579
SK22,0.0,384
SK23,0.0,538
SK3,0.0,588
SK4,0.0,791
SK5,0.0,609
SK6,0.0,1272
SK7,0.0,1018
SK8,0.0,1328
SK9,0.0,1210
SL0,0.0,344
SL1,0.0,1614
SL2,0.0,1121
SL3,0.0,1068
SL4,0.0,1360
SL5,0.0,875
SL6,0.03914,2274
SL60,0.0,26
SL7,0.0,694
SL8,0.0,267
SL9,0.0,892
SL95,0.0,3
SM1,0.0,800
SM2,0.0,586
SM3,0.0,377
SM4,0.0,583
SM5,0.07423,714
SM6,0.064,750
SM7,0.0,467
SN1,0.0,749
SN10,0.30435,1196
SN11,0.0,769
SN12,0.0,818
SN13,0.0,660
SN14,0.0,966
SN15,0.0,1239
SN16,0.0,517
SN2,0.0,951
SN25,0.0,815
SN26,0.0,69
SN3,0.0,1233
SN38,0.0,29
SN4,0.0,923
SN5,0.0,897
SN6,0.0,651
SN7,0.0,539
SN8,0.13312,939
SN9,0.99686,318
SO14,0.0,804
SO15,0.0,1162
SO16,0.0,1523
SO17,0.0,441
SO18,0.0,946
SO19,0.0,1186
SO20,0.27988,343
SO21,0.14714,734
SO22,0.05379,725
SO23,0.04657,816
SO24,0.16556,453
SO25,0.0,1
SO30,0.0,773
SO31,0.0,1152
SO32,0.08889,630
SO40,0.0,1072
SO41,0.0,1085
SO42,0.0,164
SO43,0.0,138
SO45,0.0,973
SO50,0.00078,1287
SO51,0.0,864
SO52,0.0,179
SO53,0.0,864
SP1,1.0,665
SP10,0.0,956
SP11,0.30125,1278
SP2,1.0,894
SP3,0.50593,674
SP4,1.0,1096
SP5,0.54102,1024
SP6,0.62799,586
SP7,0.04473,626
SP8,0.0,559
SP9,0.99632,272
SR1,0.0,283
SR2,0.0,834
SR3,0.0,887
SR4,0.0,953
SR5,0.0,1018
SR6,0.0,734
SR7,0.0,844
SR8,0.0,975
SS0,0.0,737
SS1,0.0,689
SS11,0.0,473
SS12,0.0,403
SS13,0.0,491
SS14,0.0,704
SS15,0.0,629
SS16,0.0,652
SS17,0.0,764
SS2,0.0,696
SS3,0.0,596
SS4,0.0,569
SS5,0.0,538
SS6,0.0,731
SS7,0.0,1114
SS8,0.0,896
SS9,0.0,1054
SS99,0.0,7
ST1,0.0,949
ST10,0.0,812
ST11,0.0,235
ST12,0.0,120
ST13,0.0,933
ST14,0.0,677
ST15,0.0,693
ST16,0.0,906
ST17,0.0,897
ST18,0.0,602
ST19,0.0,451
ST2,0.0,758
ST20,0.0,217
ST21,0.0,216
ST3,0.0,1634
ST4,0.0,1651
ST5,0.0,2006
ST55,0.0,41
ST6,0.0,1620
ST7,0.0,1345
ST8,0.0,533
ST9,0.0,330
SW10,0.0,460
SW11,0.0,1471
SW12,0.0,594
SW13,0.0,380
SW14,0.0,367
SW15,0.0,1223
SW16,0.0,1355
SW17,0.0,966
SW18,0.0,1206
SW19,0.0,1643
SW1A,0.0,123
SW1E,0.0,85
SW1H,0.0,88
SW1P,0.0,717
SW1V,0.0,566
SW1W,0.0,329
SW1X,0.0,394
SW1Y,0.0,171
SW2,0.0,1034
SW20,0.0,552
SW3,0.0,847
SW4,0.0,918
SW5,0.0,311
SW6,0.0,1497
SW7,0.0,596
SW8,0.0,818
SW9,0.0,963
SW95,0.0,2
SY1,0.0,1028
SY10,0.0,597
SY11,0.0,976
SY12,0.0,377
SY13,0.0,749
SY14,0.0,315
SY15,0.0,50
SY2,0.0,565
SY21,0.0,20
SY22,0.0,20
SY3,0.0,1087
SY4,0.0,1066
SY5,0.0,1021
SY6,0.0,321
SY7,0.0,563
SY8,0.0,814
SY9,0.0,136
TA1,0.0,1163
TA10,0.0,433
TA11,0.0,416
TA12,0.0,167
TA13,0.0,143
TA14,0.0,89
TA15,0.0,25
TA16,0.0,56
TA17,0.0,35
TA18,0.0,401
TA19,0.0,439
TA2,0.0,740
TA20,0.0,849
TA21,0.0,647
TA22,0.0,171
TA23,0.0,249
TA24,0.0,949
TA3,0.0,658
TA4,0.0,927
TA5,0.0,492
TA6,0.0,1384
TA7,0.0,600
TA8,0.0,438
TA9,0.0,451
TD12,0.0,97
TD15,0.0,524
TD5,0.0,1
TD9,0.0,7
TF1,0.0,1080
TF10,0.0,645
TF11,0.0,453
TF12,0.0,236
TF13,0.0,201
TF2,0.0,1116
TF3,0.0,640
TF4,0.0,590
TF5,0.0,119
TF6,0.0,292
TF7,0.0,488
TF8,0.0,174
TF9,0.0,1003
TN1,0.0,393
TN10,0.0,396
TN11,0.0,589
TN12,0.0,1231
TN13,0.0,817
TN14,0.0,574
TN15,0.0,933
TN16,0.0,612
TN17,0.0,655
TN18,0.0,347
TN19,0.0,188
TN2,0.0,835
TN20,0.0,175
TN21,0.0,706
TN22,0.0,999
TN23,0.0,1040
TN24,0.0,760
TN25,0.00136,738
TN26,0.0,510
TN27,0.0,636
TN28,0.0,294
TN29,0.0,525
TN3,0.0,567
TN30,0.0,384
TN31,0.0,541
TN32,0.0,240
TN33,0.0,475
TN34,0.0,714
TN35,0.0,396
TN36,0.0,103
TN37,0.0,442
TN38,0.0,648
TN39,0.0,688
TN4,0.0,774
TN40,0.0,546
TN5,0.0,408
TN6,0.0,837
TN7,0.0,99
TN8,0.0,569
TN9,0.0,529
TQ1,0.0,907
TQ10,0.0,176
TQ11,0.0,158
TQ12,0.0,1702
TQ13,0.0,1028
TQ14,0.0,658
TQ2,0.0,922
TQ3,0.0,751
TQ4,0.0,588
TQ5,0.0,649
TQ6,0.0,442
TQ7,0.0,907
TQ8,0.0,178
TQ9,0.0,919
TR1,0.0,854
TR10,0.0,372
TR11,0.0,1024
TR12,0.0,434
TR13,0.0,763
TR14,0.0,843
TR15,0.0,708
TR16,0.0,658
TR17,0.0,93
TR18,0.0,851
TR19,0.0,511
TR2,0.0,531
TR20,0.0,507
TR21,0.0,72
TR22,0.0,1
TR23,0.0,1
TR24,0.0,18
TR25,0.0,3
TR26,0.0,642
TR27,0.0,555
TR3,0.0,486
TR4,0.0,515
TR5,0.0,181
TR6,0.0,153
TR7,0.0,667
TR8,0.0,543
TR9,0.0,283
TS1,0.0,591
TS10,0.0,1094
TS11,0.0,349
TS12,0.0,664
TS13,0.0,395
TS14,0.0,517
TS15,0.0,444
TS16,0.0,332
TS17,0.0,1023
TS18,0.0,888
TS19,0.0,1060
TS2,0.0,116
TS20,0.0,526
TS21,0.0,521
TS22,0.0,305
TS23,0.0,767
TS24,0.0,742
TS25,0.0,1048
TS26,0.0,653
TS27,0.0,374
TS28,0.0,163
TS29,0.0,193
TS3,0.0,879
TS4,0.0,493
TS5,0.0,1018
TS6,0.0,894
TS7,0.0,597
TS8,0.0,390
TS9,0.0,541
TW1,0.0,681
TW10,0.0,509
TW11,0.0,554
TW12,0.0,538
TW13,0.0,685
TW14,0.0,463
TW15,0.0,651
TW16,0.0,535
TW17,0.0,412
TW18,0.11364,704
TW19,0.0,380
TW2,0.0,548
TW20,0.00156,643
TW3,0.0,680
TW4,0.0,418
TW5,0.0,392
TW6,0.0,97
TW7,0.0,764
TW8,0.0,505
TW9,0.0,601
UB1,0.0,597
UB10,0.0,707
UB11,0.0,18
UB2,0.0,527
UB3,0.0,979
UB4,0.0,695
UB5,0.0,813
UB6,0.0,847
UB7,0.0,630
UB8,0.0,841
UB9,0.0,428
W10,0.0,674
W11,0.0,732
W12,0.0,790
W13,0.0,594
W14,0.0,640
W1A,0.0,163
W1B,0.0,259
W1C,0.0,110
W1D,0.0,603
W1F,0.0,667
W1G,0.0,628
W1H,0.0,658
W1J,0.0,618
W1K,0.0,798
W1S,0.0,497
W1T,0.0,862
W1U,0.0,979
W1W,0.0,575
W2,0.0,1095
W3,0.0,1109
W4,0.0,1044
W5,0.0,1002
W6,0.0,771
W7,0.0,508
W8,0.0,678
W9,0.0,579
WA1,0.0,745
WA10,0.0,1270
WA11,0.0,1022
WA12,0.0,646
WA13,0.0,486
WA14,0.0,1117
WA15,0.0,1214
WA16,0.0,1168
WA2,0.0,912
WA3,0.0,1508
WA4,0.0,1438
WA5,0.0,1301
WA55,0.0,13
WA6,0.0,977
WA7,0.0,1491
WA8,0.0,1559
WA9,0.0,1277
WC1A,0.0,151
WC1B,0.0,146
WC1E,0.0,104
WC1H,0.0,279
WC1N,0.0,265
WC1R,0.0,77
WC1V,0.0,87
WC1X,0.0,310
WC2A,0.0,102
WC2B,0.0,179
WC2E,0.0,161
WC2H,0.0,323
WC2N,0.0,131
WC2R,0.0,95
WD17,0.0,554
WD18,0.0,698
WD19,0.0,677
WD23,0.0,775
WD24,0.0,520
WD25,0.0,666
WD3,0.0,1259
WD4,0.0,368
WD5,0.0,260
WD6,0.0,1087
WD7,0.0,428
WF1,0.0,1223
WF10,0.0,1253
WF11,0.0,527
WF12,0.0,800
WF13,0.0,737
WF14,0.0,578
WF15,0.0,507
WF16,0.0,356
WF17,0.0,1102
WF2,0.0,1315
WF3,0.0,915
WF4,0.0,1251
WF5,0.0,658
WF6,0.0,575
WF7,0.0,573
WF8,0.0,1009
WF9,0.0,1130
WF90,0.0,3
WN1,0.0,693
WN2,0.0,1252
WN3,0.0,694
WN4,0.0,597
WN5,0.0,930
WN6,0.0,916
WN7,0.0,1202
WN8,0.0,917
WR1,0.0,409
WR10,0.0,662
WR11,0.0,1191
WR12,0.0,204
WR13,0.0,372
WR14,0.0,1078
WR15,0.0,259
WR2,0.0,761
WR3,0.0,533
WR4,0.0,602
WR5,0.0,798
WR6,0.0,519
WR7,0.0,215
WR8,0.0,339
WR9,0.0,887
WR99,0.0,3
WS1,0.0,619
WS10,0.0,922
WS11,0.0,1011
WS12,0.0,739
WS13,0.0,871
WS14,0.0,558
WS15,0.0,1062
WS2,0.0,731
WS3,0.0,990
WS4,0.0,336
WS5,0.0,378
WS6,0.0,334
WS7,0.0,667
WS8,0.0,315
WS9,0.0,627
WV1,0.0,632
WV10,0.0,1137
WV11,0.0,678
WV12,0.0,502
WV13,0.0,500
WV14,0.0,1026
WV15,0.0,296
WV16,0.0,562
WV2,0.0,446
WV3,0.0,610
WV4,0.0,733
WV5,0.0,466
WV6,0.0,1039
WV7,0.0,201
WV8,0.0,429
WV9,0.0,182
WV98,0.0,145
WV99,0.0,119
YO1,0.0,439
YO10,0.0,640
YO11,0.0,757
YO12,0.0,880
YO13,0.0,401
YO14,0.0,389
YO15,0.0,488
YO16,0.0,673
YO17,0.0,825
YO18,0.0,435
YO19,0.0,481
YO21,0.0,667
YO22,0.0,423
YO23,0.0,576
YO24,0.0,696
YO25,0.0,1351
YO26,0.0,869
YO30,0.0,670
YO31,0.0,796
YO32,0.0,788
YO41,0.0,435
YO42,0.0,698
YO43,0.0,469
YO51,0.0,250
YO60,0.0,256
YO61,0.0,655
YO62,0.0,616
YO7,0.0,945
YO8,0.0,1309
YO90,0.0,10
