name,f_high,f_low
AB10 1,0.050878,0.091518
AB10 6,0.056884,0.148915
AB10 7,0.029007,0.058889
AB11 5,0.122867,0.176747
AB11 6,0.135023,0.193036
AB11 7,0.084231,0.106087
AB11 8,0.009573,0.026066
AB11 9,0.014404,0.020870
AB12 3,0.000826,0.000937
AB12 4,0.041442,0.046634
AB12 5,0.004534,0.004655
AB12 9,0.003429,0.003891
AB13 0,0.010681,0.011107
AB14 0,0.069397,0.090291
AB15 4,0.144978,0.203853
AB15 5,0.085855,0.129208
AB15 6,0.018753,0.035935
AB15 7,0.034118,0.066375
AB15 8,0.005362,0.009755
AB15 9,0.006818,0.012406
AB16 5,0.000265,0.000295
AB16 6,0.000322,0.000358
AB16 7,0.008055,0.008086
AB16 9,0.000806,0.000898
AB21 0,0.022354,0.029091
AB21 1,0.018836,0.030008
AB21 7,0.012251,0.023712
AB21 9,0.018271,0.033238
AB22 8,0.010135,0.013527
AB22 9,0.004254,0.005760
AB23 8,0.003085,0.003134
AB23 9,0.004762,0.005625
AB24 1,0.001892,0.003700
AB24 2,0.043700,0.060754
AB24 3,0.001147,0.002243
AB24 4,0.001135,0.002220
AB24 5,0.001047,0.026319
AB25 1,0.076265,0.111508
AB25 2,0.080458,0.120903
AB25 3,0.012732,0.028322
AB25 9,0.056309,0.086491
AB30 1,0.059660,0.087917
AB31 4,0.046067,0.054278
AB31 5,0.011994,0.022755
AB31 6,0.043583,0.068776
AB31 9,0.031113,0.043604
AB32 6,0.010116,0.016679
AB32 7,0.045869,0.061927
AB33 8,0.044234,0.058997
AB34 4,0.103874,0.131657
AB34 5,0.055625,0.080401
AB35 5,0.167093,0.315430
AB36 8,0.119360,0.159487
AB37 9,0.023391,0.023927
AB38 7,0.284551,0.329091
AB38 9,0.039133,0.070462
AB39 2,0.192296,0.222725
AB39 3,0.028050,0.034230
AB39 8,0.034798,0.040612
AB39 9,0.111354,0.129958
AB41 1,0.028474,0.040862
AB41 6,0.029481,0.037531
AB41 7,0.020042,0.034286
AB41 8,0.029348,0.030196
AB41 9,0.034882,0.063674
AB42 0,0.030995,0.031481
AB42 1,0.018791,0.026055
AB42 2,0.002247,0.002729
AB42 3,0.009808,0.014253
AB42 4,0.039467,0.044024
AB42 5,0.014257,0.018814
AB42 9,0.019658,0.023883
AB43 6,0.001915,0.002414
AB43 7,0.031796,0.037250
AB43 8,0.023142,0.034293
AB43 9,0.008372,0.008679
AB44 1,0.007302,0.027913
AB45 1,0.029072,0.049868
AB45 2,0.027210,0.038954
AB45 3,0.028294,0.038057
AB51 0,0.028774,0.048338
AB51 1,0.039512,0.056335
AB51 3,0.075682,0.077673
AB51 4,0.004415,0.006294
AB51 5,0.037994,0.070869
AB51 6,0.040438,0.045315
AB51 7,0.094046,0.118579
AB51 8,0.015567,0.027189
AB52 6,0.055882,0.059944
AB53 4,0.005528,0.013413
AB53 5,0.014660,0.015055
AB53 6,0.030248,0.030826
AB53 8,0.043541,0.043844
AB54 4,0.042398,0.059217
AB54 6,0.020135,0.029489
AB54 7,0.017875,0.018819
AB54 8,0.022802,0.030417
AB54 9,0.027855,0.037253
AB55 4,0.043552,0.064021
AB55 5,0.012136,0.017558
AB55 6,0.039596,0.040495
AB56 1,0.030962,0.048254
AB56 4,0.027946,0.033661
AB56 5,0.023014,0.057486
AB56 9,0.028362,0.045519
AL1 1,0.000097,0.005277
AL1 2,0.005339,0.016108
AL1 3,0.000078,0.000304
AL1 4,0.000080,0.000310
AL1 5,0.000075,0.000291
AL1 9,0.000986,0.003827
AL10 0,0.000006,0.000219
AL10 1,0.000080,0.002748
AL10 8,0.000006,0.000201
AL10 9,0.000006,0.007160
AL2 1,0.046977,0.070623
AL2 2,0.005917,0.011240
AL2 3,0.001250,0.005542
AL3 4,0.000214,0.000221
AL3 5,0.000177,0.000182
AL3 6,0.000249,0.000256
AL3 7,0.010166,0.010172
AL3 8,0.000206,0.000212
AL4 0,0.000174,0.007015
AL4 8,0.009081,0.009312
AL4 9,0.000173,0.000346
AL5 1,0.000006,0.000011
AL5 2,0.000005,0.000009
AL5 3,0.000008,0.000015
AL5 4,0.000005,0.000009
AL5 5,0.000005,0.000010
AL6 0,0.000009,0.003987
AL6 9,0.000009,0.008218
AL7 1,0.000007,0.000013
AL7 2,0.000008,0.000015
AL7 3,0.000006,0.000011
AL7 4,0.000006,0.000011
AL7 9,0.000073,0.000143
AL8 6,0.005082,0.005095
AL8 7,0.004857,0.004870
AL9 5,0.014751,0.016021
AL9 6,0.001068,0.002484
AL9 7,0.005529,0.025840
B1 1,0.000105,0.000202
B1 2,0.000136,0.000262
B1 3,0.000137,0.000265
B10 0,0.000086,0.000166
B10 9,0.000073,0.000141
B11 1,0.000039,0.008443
B11 2,0.000065,0.091488
B11 3,0.000038,0.038254
B11 4,0.000048,0.003927
B12 0,0.054222,0.084366
B12 8,0.002102,0.003289
B12 9,0.002225,0.003482
B13 0,0.000029,0.000183
B13 3,0.000344,0.002182
B13 8,0.000041,0.006212
B13 9,0.000024,0.000149
B14 4,0.000140,0.000507
B14 5,0.004315,0.008843
B14 6,0.000155,0.010411
B14 7,0.000178,0.000645
B15 1,0.000088,0.000947
B15 2,0.000044,0.009608
B15 3,0.000054,0.000582
B16 0,0.000053,0.000102
B16 6,0.000480,0.000928
B16 8,0.000053,0.000102
B16 9,0.000065,0.000125
B17 0,0.009759,0.019516
B17 8,0.000419,0.000834
B17 9,0.000384,0.000765
B18 4,0.001381,0.001777
B18 5,0.031253,0.039117
B18 6,0.001503,0.001934
B18 7,0.001634,0.002102
B18 9,0.009393,0.012085
B19 1,0.001151,0.006928
B19 2,0.023375,0.145857
B19 3,0.001151,0.006928
B2 4,0.000395,0.000764
B2 5,0.000585,0.001131
B20 1,0.013966,0.014018
B20 2,0.000373,0.000409
B20 3,0.000361,0.000396
B21 0,0.011412,0.034178
B21 8,0.000774,0.002238
B21 9,0.000577,0.001669
B23 3,0.003964,0.009138
B23 5,0.009446,0.018966
B23 6,0.000343,0.000791
B23 7,0.000267,0.003982
B24 0,0.000033,0.000797
B24 8,0.000047,0.025528
B24 9,0.000035,0.005274
B25 8,0.000062,0.000120
B26 1,0.001008,0.002784
B26 2,0.005381,0.020515
B26 3,0.018167,0.045621
B27 6,0.005422,0.015768
B27 7,0.004250,0.004636
B28 0,0.000025,0.000049
B28 1,0.000368,0.000710
B28 8,0.000037,0.000071
B28 9,0.000044,0.000086
B29 4,0.000322,0.001797
B29 5,0.009015,0.010127
B29 6,0.000207,0.012393
B29 7,0.000279,0.036914
B29 9,0.002766,0.015451
B3 1,0.000212,0.000410
B3 2,0.000473,0.000913
B3 3,0.000501,0.000968
B30 1,0.009975,0.010883
B30 2,0.023441,0.046583
B30 3,0.006814,0.013269
B30 9,0.013711,0.024063
B31 1,0.000522,0.000609
B31 2,0.010630,0.014103
B31 3,0.017189,0.017276
B31 4,0.000520,0.000607
B31 5,0.000572,0.000668
B31 9,0.006262,0.007312
B32 1,0.000032,0.000061
B32 2,0.000026,0.000050
B32 3,0.000025,0.000048
B32 4,0.000044,0.000084
B32 9,0.000303,0.000586
B33 0,0.004294,0.004319
B33 3,0.003251,0.003559
B33 8,0.000280,0.000307
B33 9,0.004347,0.004372
B34 6,0.000067,0.000130
B34 7,0.000077,0.000148
B35 6,0.028931,0.142089
B35 7,0.396987,0.767612
B35 9,0.214089,0.451460
B36 0,0.006470,0.007881
B36 8,0.202973,0.246493
B36 9,0.007481,0.009112
B37 5,0.000027,0.000053
B37 6,0.000026,0.000051
B37 7,0.000020,0.000038
B37 9,0.000309,0.000597
B38 0,0.000121,0.000770
B38 8,0.000041,0.004667
B38 9,0.000042,0.000268
B4 6,0.002576,0.002820
B4 7,0.020979,0.021196
B40 1,0.004720,0.009117
B42 1,0.016498,0.080763
B42 2,0.000590,0.068069
B43 5,0.000041,0.010591
B43 6,0.000044,0.000478
B43 7,0.000036,0.000383
B44 0,0.000027,0.000053
B44 8,0.000033,0.000063
B44 9,0.000033,0.000063
B45 0,0.000638,0.000680
B45 5,0.004532,0.004829
B45 8,0.000293,0.000313
B45 9,0.010268,0.010288
B46 1,0.015983,0.031567
B46 2,0.033981,0.056873
B46 3,0.003378,0.006019
B46 9,0.019425,0.034607
B47 5,0.006767,0.013526
B47 6,0.000851,0.001692
B48 7,0.004881,0.004963
B49 5,0.108444,0.120225
B49 6,0.027677,0.046744
B49 9,0.062753,0.078204
B5 4,0.028587,0.031386
B5 5,0.280731,0.308740
B5 6,0.242462,0.244754
B5 7,0.056119,0.070717
B50 4,0.004812,0.014343
B6 4,0.068462,0.106338
B6 5,0.018151,0.020626
B6 6,0.018874,0.020556
B6 7,0.285965,0.304468
B6 9,0.094387,0.107255
B60 1,0.010499,0.010648
B60 2,0.005638,0.005784
B60 3,0.009495,0.009629
B60 4,0.012479,0.018370
B60 9,0.004276,0.004993
B61 0,0.001540,0.012503
B61 7,0.057545,0.058237
B61 8,0.032677,0.038329
B61 9,0.009155,0.009878
B62 0,0.000046,0.000089
B62 2,0.000403,0.000778
B62 8,0.000042,0.000081
B62 9,0.000034,0.000066
B63 1,0.000240,0.001452
B63 2,0.000122,0.000737
B63 3,0.004842,0.033757
B63 4,0.000131,0.000793
B64 5,0.006113,0.006165
B64 6,0.000299,0.000351
B64 7,0.000297,0.000349
B65 0,0.000047,0.000091
B65 8,0.000046,0.000090
B65 9,0.000042,0.000082
B66 1,0.000641,0.000702
B66 2,0.015996,0.016054
B66 3,0.000432,0.000473
B66 4,0.000437,0.000478
B67 5,0.000045,0.000087
B67 6,0.000043,0.000084
B67 7,0.000049,0.000095
B67 9,0.000431,0.000833
B68 0,0.000846,0.000880
B68 8,0.024631,0.024664
B68 9,0.000744,0.000774
B69 1,0.000954,0.004182
B69 2,0.033500,0.070939
B69 3,0.010158,0.049496
B69 4,0.016889,0.135427
B69 9,0.005768,0.025278
B7 4,0.013366,0.015915
B7 5,0.082408,0.116609
B70 0,0.000134,0.000157
B70 1,0.001530,0.001793
B70 6,0.000178,0.000209
B70 7,0.007258,0.007295
B70 8,0.000223,0.000262
B70 9,0.000151,0.000178
B71 1,0.028870,0.054402
B71 2,0.000840,0.045481
B71 3,0.000861,0.012763
B71 4,0.001414,0.005095
B72 1,0.000073,0.000141
B73 5,0.001886,0.002535
B73 6,0.049383,0.065866
B73 9,0.024701,0.033208
B74 2,0.000021,0.000041
B74 3,0.000021,0.000041
B74 4,0.000023,0.000044
B75 5,0.000028,0.000053
B75 6,0.000032,0.000061
B75 7,0.000029,0.000056
B76 0,0.001565,0.120543
B76 1,0.000293,0.001374
B76 2,0.000592,0.002777
B76 9,0.017214,0.036271
B77 1,0.020947,0.021072
B77 2,0.000365,0.000470
B77 3,0.000453,0.000583
B77 4,0.000356,0.000458
B77 5,0.000392,0.005134
B77 9,0.002824,0.003633
B78 1,0.000965,0.014362
B78 2,0.052897,0.056080
B78 3,0.000913,0.049813
B79 0,0.006452,0.015062
B79 7,0.020059,0.288516
B79 8,0.000915,0.007389
B79 9,0.028861,0.070328
B8 1,0.027983,0.039198
B8 2,0.000746,0.001062
B8 3,0.000846,0.001204
B80 7,0.000082,0.004776
B9 4,0.072040,0.093701
B9 5,0.001925,0.002529
B9 9,0.025891,0.034020
B90 1,0.000076,0.000338
B90 2,0.000103,0.000457
B90 3,0.000099,0.000439
B90 4,0.003147,0.015697
B90 8,0.000309,0.001371
B90 9,0.001144,0.005073
B91 1,0.000124,0.000349
B91 2,0.000126,0.000353
B91 3,0.003646,0.010916
B91 9,0.000839,0.002350
B92 0,0.001972,0.003296
B92 7,0.006117,0.011738
B92 8,0.046424,0.071915
B92 9,0.001819,0.008596
B93 0,0.000059,0.007566
B93 3,0.000445,0.006741
B93 8,0.000040,0.005066
B93 9,0.000051,0.006448
B94 5,0.000687,0.001061
B94 6,0.010784,0.016203
B95 5,0.071367,0.099734
B95 6,0.068385,0.088846
B95 8,0.067150,0.091958
B96 6,0.014331,0.019160
B97 4,0.000341,0.000987
B97 5,0.000174,0.000504
B97 6,0.008240,0.024695
B97 9,0.002003,0.005792
B98 0,0.022808,0.023491
B98 7,0.000499,0.000997
B98 8,0.000869,0.035444
B98 9,0.007647,0.008669
BA1 0,0.010990,0.030238
BA1 1,0.027936,0.269601
BA1 2,0.015815,0.064147
BA1 3,0.038967,0.187519
BA1 4,0.004250,0.011692
BA1 5,0.016609,0.021707
BA1 6,0.100561,0.117362
BA1 7,0.021772,0.027013
BA1 8,0.018607,0.042657
BA1 9,0.008853,0.024358
BA10 0,0.011539,0.023019
BA11 1,0.041889,0.042601
BA11 2,0.019461,0.035191
BA11 3,0.006525,0.007276
BA11 4,0.015449,0.016176
BA11 5,0.007815,0.031314
BA11 6,0.021471,0.022906
BA11 9,0.019161,0.027126
BA12 0,0.021279,0.022297
BA12 2,0.011736,0.024249
BA12 6,0.009390,0.010441
BA12 7,0.005439,0.010947
BA12 8,0.013930,0.047648
BA12 9,0.005880,0.021357
BA13 2,0.106613,0.111058
BA13 3,0.006175,0.017786
BA13 4,0.003955,0.004395
BA13 9,0.009920,0.016587
BA14 0,0.000315,0.000674
BA14 4,0.004772,0.010204
BA14 6,0.000369,0.000788
BA14 7,0.000268,0.006191
BA14 8,0.024093,0.036380
BA14 9,0.000370,0.008543
BA15 1,0.031518,0.056170
BA15 2,0.001933,0.008565
BA15 5,0.019622,0.036934
BA16 0,0.003536,0.004277
BA16 9,0.000749,0.043003
BA2 0,0.009240,0.016614
BA2 1,0.003915,0.041952
BA2 2,0.003601,0.005737
BA2 3,0.159608,0.246101
BA2 4,0.172031,0.272428
BA2 5,0.003995,0.006364
BA2 6,0.121722,0.157092
BA2 7,0.009890,0.011828
BA2 8,0.003963,0.006313
BA2 9,0.008580,0.048452
BA20 1,0.023410,0.035140
BA20 2,0.021784,0.032691
BA20 9,0.022399,0.033831
BA21 3,0.000196,0.000383
BA21 4,0.000276,0.000540
BA21 5,0.007287,0.014563
BA22 7,0.033620,0.034438
BA22 8,0.020639,0.035030
BA22 9,0.012704,0.020780
BA3 2,0.000445,0.000937
BA3 3,0.009639,0.025475
BA3 4,0.006059,0.009316
BA3 5,0.008775,0.017589
BA3 9,0.006634,0.013966
BA4 4,0.001116,0.001476
BA4 5,0.037738,0.041417
BA4 6,0.009140,0.021358
BA4 9,0.005953,0.007870
BA5 1,0.062433,0.096516
BA5 2,0.077613,0.096610
BA5 3,0.008997,0.010737
BA5 9,0.052111,0.071862
BA6 0,0.042307,0.055533
BA6 8,0.006388,0.007303
BA6 9,0.080162,0.105651
BA7 7,0.000179,0.010182
BA8 0,0.009663,0.009788
BA9 0,0.001152,0.004645
BA9 8,0.000161,0.000650
BA9 9,0.000090,0.004253
BB1 1,0.000034,0.007004
BB1 2,0.000036,0.007457
BB1 3,0.000068,0.023800
BB1 4,0.000042,0.002952
BB1 5,0.000039,0.067929
BB1 6,0.000072,0.106050
BB1 7,0.000086,0.018060
BB1 8,0.000040,0.002772
BB1 9,0.000034,0.021322
BB10 1,0.000043,0.003395
BB10 2,0.000041,0.003205
BB10 3,0.000043,0.003366
BB10 4,0.000045,0.155672
BB11 1,0.028970,0.119915
BB11 2,0.014572,0.017439
BB11 3,0.048439,0.097617
BB11 4,0.001745,0.004159
BB11 5,0.001454,0.003466
BB11 9,0.007054,0.016813
BB12 0,0.008244,0.010410
BB12 6,0.002329,0.013132
BB12 7,0.050736,0.070112
BB12 8,0.045522,0.098480
BB12 9,0.014061,0.016287
BB18 5,0.030271,0.031989
BB18 6,0.054145,0.100774
BB18 9,0.041958,0.067037
BB2 1,0.097991,0.139598
BB2 2,0.047912,0.148097
BB2 3,0.001589,0.003789
BB2 4,0.008056,0.050395
BB2 5,0.001913,0.004562
BB2 6,0.001993,0.004751
BB2 7,0.006821,0.014369
BB2 9,0.007849,0.018712
BB3 0,0.022484,0.069185
BB3 1,0.058351,0.101458
BB3 2,0.034242,0.043329
BB3 3,0.002162,0.015972
BB3 9,0.027675,0.054437
BB4 0,0.035251,0.094903
BB4 4,0.013005,0.023548
BB4 5,0.036866,0.071283
BB4 6,0.048221,0.094135
BB4 7,0.028055,0.154385
BB4 8,0.038758,0.062576
BB4 9,0.044979,0.163437
BB5 0,0.040017,0.056653
BB5 1,0.001426,0.216994
BB5 2,0.005102,0.038263
BB5 3,0.013185,0.037161
BB5 4,0.010857,0.039557
BB5 5,0.000639,0.009499
BB5 6,0.000826,0.044656
BB5 9,0.005828,0.029432
BB6 7,0.014437,0.043257
BB6 8,0.002000,0.005864
BB7 0,0.017628,0.030005
BB7 1,0.099025,0.118784
BB7 2,0.003205,0.021984
BB7 3,0.021351,0.033233
BB7 4,0.025188,0.045800
BB7 9,0.043801,0.092220
BB8 0,0.003525,0.009909
BB8 7,0.036366,0.056363
BB8 8,0.055101,0.060403
BB8 9,0.035857,0.046227
BB9 0,0.002960,0.020135
BB9 4,0.020053,0.036415
BB9 5,0.042433,0.058254
BB9 6,0.012566,0.046891
BB9 7,0.038606,0.050248
BB9 8,0.129805,0.218190
BB9 9,0.017684,0.048635
BD1 1,0.268825,0.271981
BD1 2,0.115796,0.118134
BD1 3,0.036905,0.039563
BD1 4,0.163426,0.215431
BD1 5,0.045532,0.048812
BD1 9,0.682807,0.687663
BD10 0,0.007584,0.030140
BD10 8,0.000315,0.001076
BD10 9,0.005549,0.016846
BD11 1,0.000135,0.000208
BD11 2,0.000142,0.000219
BD12 0,0.000523,0.001017
BD12 7,0.028794,0.057534
BD12 8,0.000569,0.001107
BD12 9,0.000654,0.001272
BD13 1,0.000240,0.000562
BD13 2,0.000189,0.000442
BD13 3,0.000182,0.000427
BD13 4,0.000285,0.000666
BD13 5,0.014133,0.035278
BD14 6,0.004278,0.004342
BD15 0,0.000352,0.006472
BD15 7,0.000271,0.000507
BD15 8,0.001316,0.002459
BD15 9,0.013093,0.013742
BD16 1,0.026320,0.048625
BD16 2,0.050118,0.075539
BD16 3,0.001877,0.003122
BD16 4,0.001485,0.002470
BD17 5,0.018256,0.020218
BD17 6,0.001771,0.003783
BD17 7,0.046394,0.122624
BD18 1,0.000931,0.000963
BD18 2,0.017451,0.017483
BD18 3,0.010935,0.010964
BD18 4,0.005419,0.005447
BD19 3,0.011717,0.018179
BD19 4,0.028609,0.033863
BD19 5,0.068514,0.152195
BD19 6,0.003041,0.011486
BD19 9,0.024784,0.043608
BD2 1,0.010864,0.043319
BD2 2,0.000449,0.001613
BD2 3,0.000238,0.000854
BD2 4,0.000315,0.001130
BD20 0,0.020553,0.067441
BD20 5,0.002330,0.004382
BD20 6,0.002191,0.007629
BD20 7,0.078789,0.143006
BD20 8,0.079106,0.126484
BD20 9,0.007556,0.014764
BD21 1,0.019629,0.032320
BD21 2,0.005124,0.008129
BD21 3,0.006438,0.010214
BD21 4,0.146536,0.225617
BD21 5,0.028596,0.054819
BD21 9,0.050215,0.079668
BD22 0,0.000403,0.004709
BD22 6,0.000473,0.000754
BD22 7,0.000370,0.008053
BD22 8,0.009542,0.009811
BD22 9,0.013836,0.014100
BD23 1,0.143226,0.179816
BD23 2,0.070420,0.122595
BD23 3,0.019190,0.043048
BD23 4,0.030544,0.058026
BD23 5,0.019444,0.026386
BD23 6,0.013220,0.019396
BD23 9,0.518944,0.532106
BD24 0,0.048287,0.066300
BD24 9,0.049788,0.088851
BD3 0,0.000080,0.000123
BD3 7,0.000091,0.000140
BD3 8,0.000079,0.000122
BD3 9,0.000088,0.000135
BD4 0,0.000036,0.000056
BD4 6,0.000035,0.000055
BD4 7,0.000045,0.000069
BD4 8,0.000036,0.000055
BD4 9,0.000045,0.000069
BD5 0,0.000077,0.000119
BD5 5,0.000652,0.001003
BD5 7,0.000097,0.000149
BD5 8,0.000068,0.000105
BD5 9,0.000074,0.000114
BD6 1,0.000038,0.000154
BD6 2,0.000048,0.004761
BD6 3,0.000035,0.000143
BD7 1,0.008918,0.008975
BD7 2,0.000203,0.000234
BD7 3,0.000270,0.000311
BD7 4,0.000205,0.000236
BD8 0,0.016013,0.021526
BD8 7,0.000701,0.001158
BD8 8,0.000642,0.001060
BD8 9,0.000573,0.006322
BD9 4,0.000072,0.000111
BD9 5,0.000081,0.000125
BD9 6,0.000070,0.000107
BH1 1,0.000076,0.000222
BH1 2,0.000106,0.000311
BH1 3,0.000051,0.000150
BH1 4,0.000045,0.000131
BH10 4,0.003101,0.005434
BH10 5,0.002360,0.004136
BH10 6,0.003034,0.005317
BH10 7,0.086552,0.149579
BH11 0,0.006095,0.006950
BH11 8,0.000523,0.000597
BH11 9,0.009817,0.009871
BH12 1,0.000041,0.000634
BH12 2,0.000040,0.000630
BH12 3,0.000037,0.000571
BH12 4,0.000036,0.016685
BH12 5,0.000066,0.001034
BH12 9,0.000331,0.005169
BH13 6,0.001810,0.009054
BH13 7,0.023873,0.024397
BH14 0,0.000373,0.000782
BH14 4,0.003746,0.007857
BH14 8,0.007685,0.015397
BH14 9,0.000451,0.000947
BH15 1,0.126168,0.224632
BH15 2,0.004228,0.007928
BH15 3,0.003180,0.014366
BH15 4,0.016923,0.033419
BH15 9,0.037843,0.070952
BH16 5,0.004053,0.004135
BH16 6,0.000311,0.000426
BH17 0,0.042024,0.042435
BH17 7,0.000524,0.000631
BH17 8,0.000728,0.000876
BH17 9,0.000843,0.001015
BH18 8,0.000092,0.000268
BH18 9,0.000095,0.000276
BH19 1,0.078452,0.078527
BH19 2,0.035187,0.035252
BH19 3,0.006569,0.006692
BH19 9,0.043357,0.044169
BH2 5,0.000124,0.000361
BH2 6,0.000148,0.000433
BH20 4,0.014540,0.019433
BH20 5,0.006131,0.006600
BH20 6,0.013846,0.026706
BH20 7,0.017417,0.017931
BH20 9,0.012846,0.017650
BH21 1,0.045695,0.232295
BH21 2,0.001130,0.178378
BH21 3,0.001164,0.009835
BH21 4,0.040693,0.076542
BH21 5,0.025133,0.034338
BH21 6,0.003743,0.020866
BH21 7,0.001715,0.009559
BH21 8,0.030638,0.066831
BH21 9,0.017405,0.097028
BH22 0,0.006059,0.017863
BH22 2,0.004533,0.010771
BH22 8,0.000318,0.000756
BH22 9,0.007234,0.014586
BH23 1,0.048643,0.323731
BH23 2,0.014417,0.246367
BH23 3,0.001380,0.057546
BH23 4,0.021131,0.030521
BH23 5,0.001347,0.008557
BH23 6,0.047034,0.157133
BH23 7,0.026299,0.043372
BH23 8,0.002135,0.019852
BH23 9,0.016971,0.107821
BH24 1,0.025094,0.079565
BH24 2,0.002427,0.012308
BH24 3,0.087049,0.103681
BH24 4,0.007309,0.025440
BH24 9,0.031428,0.059390
BH25 5,0.005876,0.005982
BH25 6,0.000244,0.000403
BH25 7,0.000230,0.004427
BH25 9,0.002835,0.004678
BH3 7,0.000213,0.000622
BH31 6,0.000066,0.000192
BH31 7,0.000131,0.000383
BH4 0,0.000998,0.002914
BH4 8,0.000158,0.000462
BH4 9,0.000152,0.000445
BH5 1,0.000110,0.000320
BH5 2,0.000151,0.000441
BH6 3,0.000561,0.001507
BH6 4,0.015144,0.030875
BH6 5,0.004978,0.019211
BH7 6,0.000075,0.000535
BH7 7,0.000142,0.010021
BH8 0,0.017128,0.022902
BH8 8,0.000385,0.000559
BH8 9,0.000409,0.000593
BH9 1,0.000028,0.000083
BH9 2,0.000027,0.000080
BH9 3,0.000033,0.000095
BL0 0,0.125670,0.125695
BL0 9,0.023827,0.023845
BL1 1,0.002885,0.022285
BL1 2,0.001570,0.091197
BL1 3,0.001172,0.005581
BL1 4,0.069401,0.079671
BL1 5,0.013429,0.014264
BL1 6,0.028042,0.029236
BL1 7,0.001474,0.002652
BL1 8,0.018155,0.019073
BL1 9,0.008440,0.015184
BL2 1,0.007299,0.007445
BL2 2,0.000094,0.004454
BL2 3,0.000099,0.000192
BL2 4,0.000135,0.000261
BL2 5,0.000093,0.000179
BL2 6,0.000083,0.000160
BL3 1,0.000115,0.003659
BL3 2,0.008916,0.008991
BL3 3,0.000124,0.000189
BL3 4,0.000105,0.000159
BL3 5,0.000183,0.000278
BL3 6,0.000160,0.000243
BL4 0,0.000029,0.000049
BL4 7,0.000028,0.000047
BL4 8,0.000029,0.000049
BL4 9,0.000027,0.000045
BL5 1,0.000065,0.009052
BL5 2,0.000028,0.000154
BL5 3,0.000020,0.000111
BL6 4,0.024207,0.066542
BL6 5,0.016915,0.040285
BL6 6,0.001660,0.003613
BL6 7,0.051646,0.095319
BL6 9,0.022333,0.048594
BL7 0,0.000643,0.011920
BL7 8,0.021233,0.024987
BL7 9,0.006790,0.017011
BL8 1,0.000210,0.013138
BL8 2,0.003980,0.004297
BL8 3,0.000284,0.000648
BL8 4,0.010032,0.010445
BL8 9,0.001750,0.003992
BL9 0,0.003104,0.005688
BL9 5,0.035024,0.080250
BL9 6,0.022430,0.030845
BL9 7,0.002089,0.022840
BL9 8,0.016282,0.027554
BL9 9,0.076147,0.123699
BN1 1,0.000034,0.000082
BN1 2,0.000036,0.000085
BN1 3,0.000023,0.000054
BN1 4,0.000024,0.000058
BN1 5,0.000025,0.000060
BN1 6,0.000016,0.000038
BN1 7,0.000033,0.000079
BN1 8,0.000016,0.000039
BN1 9,0.000031,0.000074
BN10 7,0.000048,0.000113
BN10 8,0.000039,0.000092
BN10 9,0.000606,0.001441
BN11 1,0.012946,0.026087
BN11 2,0.061030,0.067172
BN11 3,0.235048,0.302758
BN11 4,0.005647,0.007114
BN11 5,0.029460,0.031044
BN11 9,0.039529,0.049801
BN12 4,0.030581,0.034434
BN12 5,0.032335,0.032641
BN12 6,0.011320,0.016166
BN12 9,0.025082,0.028637
BN13 1,0.000277,0.001043
BN13 2,0.000230,0.000868
BN13 3,0.006187,0.024707
BN14 0,0.000047,0.000113
BN14 7,0.000036,0.000086
BN14 8,0.000051,0.000121
BN14 9,0.000042,0.000100
BN15 0,0.005248,0.036133
BN15 5,0.009828,0.161914
BN15 8,0.024886,0.294130
BN15 9,0.000636,0.156111
BN16 1,0.010336,0.010459
BN16 2,0.040271,0.044230
BN16 3,0.005929,0.006047
BN16 4,0.037528,0.037634
BN16 9,0.010226,0.010864
BN17 5,0.039700,0.293216
BN17 6,0.002455,0.011731
BN17 7,0.070764,0.121186
BN18 0,0.007612,0.010730
BN18 8,0.044630,0.053878
BN18 9,0.108229,0.126424
BN2 0,0.002178,0.002219
BN2 1,0.001349,0.001374
BN2 3,0.001713,0.001745
BN2 4,0.001225,0.001247
BN2 5,0.090018,0.090039
BN2 6,0.001742,0.001775
BN2 7,0.002275,0.002318
BN2 8,0.001631,0.001661
BN2 9,0.001548,0.001577
BN20 0,0.000076,0.000182
BN20 7,0.000037,0.000088
BN20 8,0.000036,0.000085
BN20 9,0.000046,0.000110
BN21 1,0.000032,0.000076
BN21 2,0.000029,0.000068
BN21 3,0.000036,0.000086
BN21 4,0.000042,0.000101
BN21 9,0.000267,0.000633
BN22 0,0.000495,0.004706
BN22 7,0.019842,0.020238
BN22 8,0.004437,0.008699
BN22 9,0.000706,0.006719
BN23 5,0.035530,0.035620
BN23 6,0.000723,0.000785
BN23 7,0.000598,0.000649
BN23 8,0.000993,0.001078
BN24 5,0.002575,0.010186
BN24 6,0.076089,0.304190
BN24 9,0.031539,0.124778
BN25 1,0.073400,0.303829
BN25 2,0.001369,0.013955
BN25 3,0.001374,0.006545
BN25 4,0.001969,0.057508
BN25 9,0.018412,0.087698
BN26 5,0.008218,0.028855
BN26 6,0.000291,0.004430
BN26 9,0.004366,0.016457
BN27 1,0.003781,0.011062
BN27 2,0.000255,0.000444
BN27 3,0.000186,0.000322
BN27 4,0.007695,0.007867
BN27 9,0.003117,0.005414
BN3 1,0.000100,0.000134
BN3 2,0.000108,0.000146
BN3 3,0.000082,0.000111
BN3 4,0.006250,0.006290
BN3 5,0.000095,0.000127
BN3 6,0.000077,0.000103
