name,f_high,f_low
LL44,0.035714,0.035714
LL45,0.035714,0.035714
LL46,0.035714,0.035714
LL47,0.035714,0.035714
LL48,0.035714,0.035714
LL49,0.035714,0.035714
LL51,0.035714,0.035714
LL52,0.035714,0.035714
LL53,0.035714,0.035714
LL54,0.035714,0.035714
LL55,0.035714,0.035714
LL56,0.035714,0.035714
LL57,0.035714,0.035714
LL58,0.035714,0.035714
LL59,0.035714,0.035714
LL60,0.035714,0.035714
LL61,0.035714,0.035714
LL62,0.035714,0.035714
LL63,0.035714,0.035714
LL64,0.035714,0.035714
LL65,0.035714,0.035714
LL66,0.035714,0.035714
LL67,0.035714,0.035714
LL68,0.035714,0.035714
LL69,0.035714,0.035714
LL70,0.035714,0.035714
LL71,0.035714,0.035714
LL72,0.035714,0.035714
LL73,0.035714,0.035714
LL74,0.035714,0.035714
LL75,0.035714,0.035714
LL76,0.035714,0.035714
LL77,0.035714,0.035714
LL78,0.035714,0.035714
LN1,0.091733,0.172824
LN2,0.028243,0.041846
LN3,0.049499,0.077163
LN4,0.082729,0.103416
LN5,0.124891,0.215018
LN6,0.040973,0.113974
LN7,0.012036,0.017722
LN8,0.015042,0.039071
LN9,0.013385,0.059548
LN10,0.082857,0.094584
LN11,0.085317,0.143346
LN12,0.253646,0.960084
LN13,0.012627,0.071833
LS1,0.049268,0.171564
LS2,0.067707,0.102043
LS3,0.078433,0.156265
LS4,0.099602,0.114777
LS5,0.028304,0.047563
LS6,0.003993,0.012445
LS7,0.044282,0.055065
LS8,0.003746,0.022347
LS9,0.026993,0.053898
LS10,0.011665,0.109811
LS11,0.006009,0.065365
LS12,0.011184,0.021473
LS13,0.016051,0.024269
LS14,0.003571,0.004008
LS15,0.000502,0.000925
LS16,0.000500,0.000922
LS17,0.002808,0.006352
LS18,0.017450,0.018238
LS19,0.013129,0.026118
LS20,0.025703,0.029566
LS21,0.060172,0.085843
LS22,0.016714,0.061405
LS23,0.012156,0.021400
LS24,0.245284,0.253411
LS25,0.077714,0.100846
LS26,0.020715,0.085244
LS27,0.000462,0.002660
LS28,0.003974,0.004352
LS29,0.050452,0.071783
LU1,0.005730,0.009286
LU2,0.000100,0.000265
LU3,0.003713,0.020676
LU4,0.004224,0.009898
LU5,0.002512,0.006298
LU6,0.001632,0.004844
LU7,0.012546,0.031009
M1,0.038113,0.082812
M2,0.002524,0.007609
M3,0.064089,0.378664
M4,0.047389,0.058694
M5,0.004273,0.196027
M6,0.054153,0.111339
M7,0.228825,0.336674
M8,0.028680,0.052972
M9,0.004171,0.007012
M11,0.004643,0.008697
M12,0.005025,0.066474
M13,0.003155,0.097415
M14,0.104872,0.180324
M15,0.016682,0.114930
M16,0.072318,0.226364
M17,0.003667,0.105648
M18,0.000884,0.005922
M19,0.005533,0.030007
M20,0.042470,0.120416
M21,0.066123,0.206726
M22,0.021268,0.044659
M23,0.020003,0.099922
M24,0.003585,0.016287
M25,0.001950,0.005861
M26,0.078997,0.104837
M27,0.000493,0.003305
M28,0.009762,0.026515
M29,0.007900,0.021975
M30,0.016500,0.148233
M31,0.001925,0.034170
M32,0.003936,0.115535
M33,0.014043,0.094939
M34,0.000430,0.002879
M35,0.000999,0.003013
M38,0.001564,0.004714
M40,0.015554,0.016344
M41,0.006484,0.026398
M43,0.000860,0.002592
M44,0.037920,0.083100
M45,0.002445,0.007347
M46,0.022993,0.029942
M50,0.002635,0.595320
M90,0.007141,0.021524
ME1,0.087631,0.087765
ME2,0.135175,0.135296
ME3,0.038569,0.046796
ME4,0.225774,0.225926
ME5,0.001350,0.001465
ME6,0.011635,0.012035
ME7,0.040872,0.040986
ME8,0.004762,0.004865
ME9,0.025014,0.028499
ME10,0.060791,0.060892
ME11,0.470184,0.471133
ME12,0.342664,0.347080
ME13,0.051528,0.054482
ME14,0.010240,0.021223
ME15,0.013325,0.033003
ME16,0.027075,0.042431
ME17,0.003060,0.004985
ME18,0.166754,0.194211
ME19,0.010735,0.012167
ME20,0.097513,0.127125
MK1,0.001924,0.007508
MK2,0.002999,0.004186
MK3,0.003225,0.005405
MK4,0.001815,0.002532
MK5,0.000370,0.006140
MK6,0.000259,0.001011
MK7,0.021025,0.050556
MK8,0.000309,0.001207
MK9,0.000641,0.002503
MK10,0.002021,0.032488
MK11,0.012053,0.021434
MK12,0.000521,0.002032
MK13,0.002297,0.003206
MK14,0.000332,0.001296
MK15,0.005215,0.007278
MK16,0.022843,0.089611
MK17,0.004544,0.006137
MK18,0.013715,0.014081
MK19,0.003172,0.004426
MK40,0.001310,0.054995
MK41,0.003016,0.017780
MK42,0.025148,0.170796
MK43,0.007264,0.014796
MK44,0.013607,0.057378
MK45,0.013311,0.015218
MK46,0.000490,0.005018
N1,0.000129,0.000550
N1C,0.002731,0.011671
N2,0.004319,0.009827
N3,0.000453,0.001936
N4,0.000323,0.001379
N5,0.000665,0.002840
N6,0.000552,0.002358
N7,0.000314,0.001343
N8,0.000402,0.001716
N9,0.079627,0.273769
N10,0.000561,0.002396
N11,0.003713,0.016605
N12,0.003303,0.004614
N13,0.008053,0.066250
N14,0.003372,0.006191
N15,0.001787,0.081483
N16,0.000253,0.001080
N17,0.058158,0.325532
N18,0.121877,0.415179
N19,0.000442,0.001889
N20,0.000518,0.002212
N21,0.015020,0.022103
N22,0.000412,0.004744
NE1,0.014416,0.018706
NE2,0.000574,0.000907
NE3,0.012451,0.019569
NE4,0.000364,0.001811
NE5,0.000257,0.000406
NE6,0.004098,0.004261
NE7,0.001008,0.001593
NE8,0.005989,0.010412
NE9,0.000349,0.000551
NE10,0.000390,0.000616
NE11,0.077570,0.117506
NE12,0.002788,0.012716
NE13,0.002604,0.004960
NE15,0.003558,0.015621
NE16,0.010758,0.013574
NE17,0.092980,0.093899
NE18,0.003270,0.005170
NE19,0.022625,0.031903
NE20,0.025669,0.071512
NE21,0.049536,0.051661
NE22,0.000538,0.000851
NE23,0.003096,0.012655
NE24,0.005764,0.042551
NE25,0.004788,0.010851
NE26,0.000551,0.000871
NE27,0.000848,0.001341
NE28,0.006064,0.017789
NE29,0.014068,0.014249
NE30,0.006720,0.006988
NE31,0.000570,0.000902
NE32,0.000431,0.000681
NE33,0.008315,0.009862
NE34,0.001213,0.002310
NE35,0.001975,0.003123
NE36,0.001274,0.010672
NE37,0.000549,0.002734
NE38,0.006536,0.006796
NE39,0.003910,0.007448
NE40,0.002451,0.002775
NE41,0.002537,0.107459
NE42,0.006038,0.035435
NE43,0.018510,0.027868
NE44,0.021442,0.023040
NE45,0.029006,0.034402
NE46,0.060558,0.076739
NE47,0.050720,0.096378
NE48,0.034292,0.039160
NE49,0.027648,0.034884
NE61,0.059561,0.074845
NE62,0.004314,0.004884
NE63,0.002960,0.003181
NE64,0.095046,0.095888
NE65,0.033538,0.049879
NE66,0.005206,0.012257
NE67,0.076823,0.078099
NE68,0.002247,0.003552
NE69,0.005163,0.008163
NE70,0.028821,0.050103
NE71,0.053782,0.097454
NG1,0.043093,0.047496
NG2,0.399801,0.470533
NG3,0.001291,0.001859
NG4,0.061438,0.129692
NG5,0.005974,0.006811
NG6,0.050370,0.056245
NG7,0.130051,0.153917
NG8,0.030874,0.035622
NG9,0.129243,0.192883
NG10,0.293985,0.397505
NG11,0.100483,0.131934
NG12,0.015909,0.023299
NG13,0.047959,0.099061
NG14,0.173033,0.253611
NG15,0.012376,0.017982
NG16,0.012807,0.017408
NG17,0.000827,0.001191
NG18,0.008037,0.011125
NG19,0.001085,0.003993
NG20,0.004494,0.005286
NG21,0.003905,0.004888
NG22,0.029208,0.034111
NG23,0.170698,0.240061
NG24,0.064378,0.137551
NG25,0.023905,0.103999
NG31,0.019121,0.044738
NG32,0.012989,0.015464
NG33,0.021317,0.022531
NG34,0.029574,0.112117
NG90,0.066949,0.096384
NN1,0.004152,0.024777
NN2,0.000080,0.000347
NN3,0.000046,0.003285
NN4,0.003259,0.043941
NN5,0.001204,0.076432
NN6,0.009333,0.012034
NN7,0.012951,0.022553
NN8,0.003423,0.010338
NN9,0.001543,0.004746
NN10,0.001246,0.007357
NN11,0.000051,0.001081
NN12,0.002506,0.005183
NN13,0.001886,0.002243
NN14,0.004134,0.008383
NN15,0.000063,0.004494
NN16,0.000074,0.000320
NN17,0.003537,0.004925
NN18,0.000090,0.003379
NN29,0.010303,0.010978
NP4,0.039301,0.039301
NP7,0.035728,0.035728
NP8,0.039301,0.039301
NP10,0.039301,0.039301
NP11,0.039301,0.039301
NP12,0.039301,0.039301
NP13,0.039301,0.039301
NP15,0.039301,0.039301
NP16,0.027422,0.027422
NP18,0.039301,0.039301
NP19,0.039301,0.039301
NP20,0.039301,0.039301
NP22,0.039301,0.039301
NP23,0.039301,0.039301
NP24,0.039301,0.039301
NP25,0.085465,0.085465
NP26,0.039301,0.039301
NP44,0.039301,0.039301
NR1,0.026699,0.087583
NR2,0.000725,0.088392
NR3,0.001869,0.152738
NR4,0.000901,0.001783
NR5,0.000810,0.001602
NR6,0.008621,0.009412
NR7,0.009046,0.009655
NR8,0.003035,0.018047
NR9,0.004740,0.022943
NR10,0.000689,0.002694
NR11,0.012062,0.015239
NR12,0.050343,0.073618
NR13,0.020249,0.021604
NR14,0.016317,0.024210
NR15,0.005738,0.006564
NR16,0.002929,0.005837
NR17,0.002525,0.003367
NR18,0.005329,0.009126
NR19,0.005395,0.009238
NR20,0.002854,0.007963
NR21,0.008126,0.014992
NR22,0.006232,0.012330
NR23,0.066069,0.148094
NR24,0.002269,0.004489
NR25,0.044017,0.053902
NR26,0.001669,0.003301
NR27,0.001323,0.002617
NR28,0.000854,0.003339
NR29,0.029983,0.033320
NR30,0.186649,0.436389
NR31,0.046342,0.046764
NR32,0.046646,0.051730
NR33,0.072891,0.092578
NR34,0.042363,0.047591
NR35,0.029322,0.052112
NW1,0.000175,0.000244
NW2,0.000197,0.001047
NW3,0.000207,0.000289
NW4,0.008570,0.011448
NW5,0.000406,0.000567
NW6,0.000205,0.000286
NW7,0.033835,0.033965
NW8,0.000312,0.000435
NW9,0.023888,0.038603
NW10,0.044218,0.062456
NW11,0.010167,0.015218
OL1,0.000937,0.002718
OL2,0.023359,0.029978
OL3,0.050529,0.080636
OL4,0.005360,0.007510
OL5,0.017193,0.041098
OL6,0.004125,0.006681
OL7,0.001557,0.002195
OL8,0.000789,0.001112
OL9,0.000690,0.000972
OL10,0.004493,0.006054
OL11,0.002464,0.013788
OL12,0.006484,0.046446
OL13,0.020558,0.079618
OL14,0.252416,0.260309
OL15,0.089659,0.104596
OL16,0.082722,0.106039
OX1,0.206184,0.341002
OX2,0.091176,0.140494
OX3,0.007744,0.016408
OX4,0.025560,0.047230
OX5,0.006810,0.019467
OX7,0.012591,0.018572
OX9,0.000982,0.003606
OX10,0.021322,0.071253
OX11,0.009082,0.033591
OX12,0.013401,0.021748
OX13,0.029785,0.036814
OX14,0.059772,0.104222
OX15,0.003000,0.004693
OX16,0.008799,0.020568
OX17,0.011644,0.016324
OX18,0.018957,0.025908
OX20,0.005350,0.006847
OX25,0.012238,0.020534
OX26,0.006116,0.007696
OX27,0.001398,0.002520
OX28,0.047635,0.113587
OX29,0.024634,0.036110
OX33,0.008683,0.017004
OX39,0.001947,0.003510
OX44,0.015207,0.024630
OX49,0.010264,0.012005
PE1,0.020025,0.029757
PE2,0.006160,0.015522
PE3,0.004291,0.015055
PE4,0.005165,0.012132
PE5,0.036443,0.085609
PE6,0.152216,0.172586
PE7,0.065534,0.068207
PE8,0.027141,0.043331
PE9,0.012414,0.036566
PE10,0.035226,0.044525
PE11,0.652590,0.722537
PE12,0.078689,0.756064
PE13,0.350998,0.497319
PE14,0.456250,0.533535
PE15,0.172834,0.182206
PE16,0.119325,0.130407
PE19,0.032824,0.157126
PE20,0.158156,0.768991
PE21,0.004216,0.986285
PE22,0.171668,0.773059
PE23,0.028753,0.074636
PE24,0.244780,0.679352
PE25,0.160208,0.956387
PE26,0.255464,0.264603
PE27,0.168378,0.317989
PE28,0.040621,0.115772
PE29,0.047526,0.064494
PE30,0.190769,0.399060
PE31,0.031764,0.050087
PE32,0.012418,0.018131
PE33,0.019042,0.041508
PE34,0.343460,0.424014
PE35,0.083466,0.196072
PE36,0.034693,0.045144
PE37,0.010595,0.018656
PE38,0.109329,0.145693
PL1,0.045744,0.047067
PL2,0.000849,0.000980
PL3,0.010841,0.010964
PL4,0.032745,0.032851
PL5,0.005023,0.006221
PL6,0.006459,0.007529
PL7,0.043758,0.057315
PL8,0.016684,0.022950
PL9,0.015206,0.015291
PL10,0.079774,0.080216
PL11,0.028106,0.031301
PL12,0.006002,0.006116
PL13,0.089696,0.089892
PL14,0.009341,0.010403
PL15,0.014267,0.018077
PL16,0.019363,0.035168
PL17,0.019624,0.019822
PL18,0.022585,0.022936
PL19,0.065911,0.097104
PL20,0.041295,0.043376
PL21,0.018938,0.025101
PL22,0.128504,0.137575
PL23,0.056752,0.057216
PL24,0.131202,0.131521
PL25,0.019254,0.025982
PL26,0.031553,0.033859
PL27,0.051528,0.075282
PL28,0.039535,0.039858
PL29,0.007036,0.008129
PL30,0.013445,0.013598
PL31,0.013244,0.021499
PL32,0.008232,0.008689
PL33,0.005731,0.006621
PL34,0.005615,0.006487
PL35,0.025559,0.026422
PO1,0.053499,0.066193
PO2,0.112210,0.133884
PO3,0.259894,0.493740
PO4,0.130515,0.148346
PO5,0.310415,0.316940
PO6,0.138174,0.149628
PO7,0.026184,0.029665
PO8,0.002828,0.003191
PO9,0.074954,0.093647
PO10,0.097258,0.105811
PO11,0.229199,0.308773
PO12,0.086598,0.088818
PO13,0.005639,0.006041
PO14,0.006560,0.009914
PO15,0.003518,0.008201
PO16,0.082484,0.083820
PO17,0.015744,0.019526
PO18,0.046223,0.072282
PO19,0.053855,0.100776
PO20,0.201647,0.219194
PO21,0.038457,0.043924
PO22,0.063368,0.103607
PO30,0.016661,0.016966
PO31,0.064064,0.064736
PO32,0.087017,0.095609
PO33,0.042967,0.044302
PO34,0.080947,0.083201
PO35,0.041406,0.043174
PO36,0.060678,0.064881
PO37,0.004435,0.005384
PO38,0.002458,0.002984
PO39,0.010909,0.013245
PO40,0.040832,0.041878
PO41,0.087316,0.089244
PR1,0.068666,0.074322
PR2,0.039303,0.048706
PR3,0.055861,0.079530
PR4,0.018067,0.028118
PR5,0.067130,0.086743
PR6,0.008659,0.018790
PR7,0.003159,0.005302
PR8,0.006455,0.009131
PR9,0.046560,0.048904
PR25,0.038191,0.047767
PR26,0.076574,0.107517
RG1,0.047160,0.146246
RG2,0.009269,0.024240
RG4,0.093584,0.141064
RG5,0.006986,0.009871
RG6,0.022042,0.060911
RG7,0.037547,0.048483
RG8,0.068798,0.121940
RG9,0.042830,0.079265
RG10,0.037132,0.072662
RG12,0.032750,0.037939
RG14,0.092541,0.165784
RG17,0.040096,0.046853
RG18,0.008349,0.009224
RG19,0.019925,0.050029
RG20,0.008068,0.010706
RG21,0.031956,0.056997
RG22,0.002028,0.002643
RG23,0.001327,0.002418
RG24,0.004583,0.010312
RG25,0.011153,0.012321
RG26,0.005422,0.009174
RG27,0.006671,0.012024
RG28,0.061353,0.067181
RG29,0.023182,0.031915
RG30,0.015384,0.068633
RG31,0.000893,0.001627
RG40,0.004770,0.006310
RG41,0.031803,0.053123
RG42,0.012310,0.022385
RG45,0.001245,0.002268
RH1,0.028249,0.061608
RH2,0.000318,0.000655
RH3,0.039058,0.046955
RH4,0.024321,0.026336
RH5,0.006568,0.017794
RH6,0.055909,0.129215
RH7,0.022433,0.036380
RH8,0.000638,0.001312
RH9,0.007436,0.009005
RH10,0.025580,0.058359
RH11,0.011097,0.018855
RH12,0.000192,0.006558
RH13,0.002896,0.003131
RH14,0.002068,0.004160
RH15,0.000282,0.005099
RH16,0.003979,0.007971
RH17,0.001718,0.002081
RH18,0.020963,0.029115
RH19,0.000248,0.001502
RH20,0.010439,0.012994
RM1,0.018989,0.117296
RM2,0.004126,0.019908
RM3,0.000190,0.004038
RM4,0.029220,0.037593
RM5,0.000436,0.032117
RM6,0.000318,0.001211
RM7,0.004090,0.112343
RM8,0.000288,0.001097
RM9,0.054858,0.066644
RM10,0.000292,0.014718
RM11,0.002027,0.013242
RM12,0.000283,0.001077
RM13,0.029450,0.139253
RM14,0.010185,0.024181
RM15,0.003790,0.004632
RM16,0.001655,0.002336
RM17,0.002321,0.003275
RM18,0.006407,0.016678
RM19,0.020203,0.029643
RM20,0.001011,0.021494
S1,0.015934,0.132422
S2,0.034082,0.073336
S3,0.004336,0.229527
S4,0.017035,0.082474
S5,0.001222,0.002495
S6,0.025612,0.066816
S7,0.022664,0.036178
S8,0.022784,0.032644
S9,0.012203,0.084778
S10,0.009179,0.009568
S11,0.081871,0.111597
S12,0.000447,0.000975
S13,0.003805,0.006042
S14,0.001468,0.003199
S17,0.014053,0.036205
S18,0.000504,0.002791
S20,0.003659,0.005811
S21,0.023343,0.024069
S25,0.004488,0.005174
S26,0.002305,0.002930
S32,0.032580,0.038613
S33,0.039448,0.046753
S35,0.017017,0.035205
S36,0.005582,0.019025
S40,0.030181,0.048842
S41,0.011287,0.040609
S42,0.001509,0.003081
S43,0.010480,0.013589
S44,0.000468,0.001019
S45,0.002454,0.008789
S60,0.046202,0.079334
S61,0.000336,0.000732
S62,0.016217,0.032519
S63,0.010675,0.014453
S64,0.010607,0.057630
S65,0.006337,0.028289
S66,0.000268,0.000584
S70,0.004990,0.013985
S71,0.021311,0.028889
S72,0.007248,0.007728
S73,0.042164,0.049151
S74,0.000555,0.006796
S75,0.013524,0.015262
S80,0.037919,0.039257
S81,0.002958,0.003273
SE1,0.003947,0.108259
SE2,0.070465,0.071698
SE3,0.014748,0.019385
SE4,0.003032,0.006461
SE5,0.000469,0.001153
SE6,0.042295,0.155298
SE7,0.000934,0.002295
SE8,0.052415,0.241353
SE9,0.002862,0.006721
SE10,0.079082,0.149921
SE11,0.000823,0.026663
SE12,0.074276,0.100551
SE13,0.176617,0.257201
SE14,0.000949,0.002334
SE15,0.000338,0.000831
SE16,0.005861,0.010975
SE17,0.000594,0.001461
SE18,0.005916,0.006327
SE19,0.000671,0.001650
SE20,0.004859,0.006042
SE21,0.001349,0.003316
SE22,0.000787,0.001935
SE23,0.000648,0.001593
SE24,0.001309,0.003218
SE25,0.000634,0.012634
SE26,0.024523,0.027046
SE27,0.001040,0.002558
SE28,0.005419,0.006738
SG1,0.000259,0.008750
SG2,0.001525,0.012316
SG3,0.001399,0.002699
SG4,0.011383,0.018327
SG5,0.008920,0.021035
SG6,0.000336,0.003867
SG7,0.005084,0.005724
SG8,0.012735,0.016085
SG9,0.004390,0.012532
SG10,0.018216,0.020508
SG11,0.010865,0.051900
SG12,0.056862,0.119135
SG13,0.050143,0.062033
SG14,0.043424,0.075683
SG15,0.002239,0.032889
SG16,0.034016,0.035370
SG17,0.003679,0.012898
SG18,0.022751,0.024447
SG19,0.016835,0.041078
SK1,0.019933,0.117175
SK2,0.003879,0.006108
SK3,0.002123,0.035591
SK4,0.006652,0.018369
SK5,0.000463,0.000969
SK6,0.008988,0.014016
SK7,0.013028,0.019219
SK8,0.024198,0.065432
SK9,0.005379,0.009926
SK10,0.004987,0.015546
SK11,0.020905,0.025677
SK12,0.016478,0.029033
SK13,0.035395,0.054768
SK14,0.000232,0.009335
SK15,0.041601,0.064123
SK16,0.013437,0.029068
SK17,0.012393,0.030879
SK22,0.013188,0.028937
SK23,0.046486,0.048904
SL0,0.008280,0.019685
SL1,0.058343,0.106929
SL2,0.034642,0.047171
SL3,0.131853,0.192663
SL4,0.169316,0.330333
SL5,0.025579,0.032674
SL6,0.144673,0.198971
SL7,0.187733,0.208249
SL8,0.153185,0.266667
SL9,0.004690,0.030776
SM1,0.001277,0.005468
SM2,0.000064,0.000740
SM3,0.002676,0.021766
SM4,0.008687,0.049044
SM5,0.001456,0.025870
SM6,0.000051,0.047072
SM7,0.000082,0.000951
SN1,0.000230,0.001827
SN2,0.002536,0.019106
SN3,0.012809,0.035956
SN4,0.005101,0.007829
SN5,0.003661,0.015452
SN6,0.008902,0.017885
SN7,0.015962,0.018108
SN8,0.007743,0.018783
SN9,0.038873,0.042513
SN10,0.001000,0.001199
SN11,0.014276,0.018406
SN12,0.005083,0.022399
SN13,0.004701,0.005047
SN14,0.005300,0.011681
SN15,0.014983,0.051884
SN16,0.011635,0.019608
SN25,0.018177,0.036422
SN26,0.001914,0.004430
SO14,0.208947,0.253312
SO15,0.033029,0.041293
SO16,0.010178,0.011593
SO17,0.052423,0.055037
SO18,0.028052,0.036983
SO19,0.008868,0.009019
SO20,0.049017,0.049519
SO21,0.006285,0.009206
SO22,0.000920,0.001159
SO23,0.084770,0.085023
SO24,0.010319,0.010718
SO30,0.005854,0.006080
SO31,0.014125,0.014278
SO32,0.003923,0.010009
SO40,0.074663,0.122274
SO41,0.040508,0.050167
SO42,0.054467,0.061104
SO43,0.011226,0.012427
SO45,0.042215,0.044478
SO50,0.005993,0.008471
SO51,0.051406,0.071619
SO52,0.003391,0.004276
SO53,0.024064,0.045205
SP1,0.096993,0.196765
SP2,0.091552,0.151090
SP3,0.034187,0.046402
SP4,0.012304,0.016315
SP5,0.016063,0.025178
SP6,0.030586,0.055918
SP7,0.013634,0.017496
SP8,0.028919,0.036649
SP9,0.043497,0.048488
SP10,0.001804,0.025147
SP11,0.023421,0.032934
SR1,0.003521,0.003659
SR2,0.000029,0.007003
SR3,0.003214,0.008571
SR4,0.002092,0.002133
SR5,0.000025,0.000067
SR6,0.002714,0.004108
SR7,0.000028,0.001214
SR8,0.000025,0.000067
SS0,0.008553,0.013352
SS1,0.018158,0.205223
SS2,0.001872,0.024043
SS3,0.105855,0.158596
SS4,0.066853,0.114186
SS5,0.009641,0.017884
SS6,0.001766,0.007879
SS7,0.000281,0.021432
SS8,0.002547,0.003143
SS9,0.008852,0.016021
SS11,0.040402,0.079192
SS12,0.012740,0.081184
SS13,0.002599,0.021493
SS14,0.003294,0.005490
SS15,0.000480,0.002848
SS16,0.000464,0.001269
SS17,0.016872,0.046710
ST1,0.002443,0.007087
ST2,0.000256,0.006922
ST3,0.000735,0.000845
ST4,0.036952,0.081510
ST5,0.008548,0.011620
ST6,0.000736,0.002688
ST7,0.012062,0.012940
ST8,0.002199,0.002530
ST9,0.003444,0.003962
ST10,0.019470,0.023292
ST11,0.016087,0.028271
ST12,0.001472,0.002805
ST13,0.016702,0.017999
ST14,0.019268,0.026830
ST15,0.006184,0.018231
ST16,0.011656,0.029004
ST17,0.003462,0.015561
ST18,0.010162,0.017014
ST19,0.004678,0.039104
ST20,0.000845,0.001612
ST21,0.005101,0.005867
SW1A,0.022894,0.041931
SW1E,0.003186,0.012602
SW1H,0.003358,0.013280
SW1P,0.000706,0.009582
SW1V,0.000559,0.005787
SW1W,0.000932,0.033537
SW1X,0.000830,0.003285
SW1Y,0.001927,0.007624
SW2,0.000308,0.001219
SW3,0.001572,0.033814
SW4,0.000340,0.001344
SW5,0.001037,0.004103
SW6,0.001604,0.036918
SW7,0.000559,0.002209
SW8,0.000367,0.039054
SW9,0.000327,0.001292
SW10,0.002840,0.015660
SW11,0.001569,0.228789
SW12,0.000532,0.002104
SW13,0.006085,0.076934
SW14,0.000842,0.159663
SW15,0.000263,0.009457
SW16,0.026651,0.045460
SW17,0.033785,0.137155
SW18,0.139829,0.215300
SW19,0.018424,0.067401
SW20,0.025788,0.045469
SY1,0.051124,0.170373
SY2,0.033115,0.055899
SY3,0.039234,0.056741
SY4,0.009741,0.012901
SY5,0.006199,0.016158
SY6,0.063903,0.071038
SY7,0.020125,0.029594
SY8,0.027640,0.045349
SY9,0.003081,0.005678
SY10,0.054391,0.060082
SY11,0.009586,0.018086
SY12,0.001196,0.002205
SY13,0.000623,0.005117
SY14,0.007444,0.008641
SY15,0.022636,0.028750
SY16,0.023568,0.043437
SY17,0.023568,0.043437
SY18,0.023568,0.043437
SY19,0.023568,0.043437
SY20,0.023568,0.043437
SY21,0.012739,0.023479
SY22,0.039766,0.050506
SY23,0.023568,0.043437
SY24,0.023568,0.043437
SY25,0.023568,0.043437
TA1,0.083214,0.212723
TA2,0.029034,0.060333
TA3,0.038218,0.061284
TA4,0.037723,0.043664
TA5,0.048353,0.131031
TA6,0.059505,0.532720
TA7,0.026820,0.160778
TA8,0.015940,0.700945
TA9,0.133642,0.649407
TA10,0.031278,0.068637
TA11,0.006813,0.015270
TA12,0.031989,0.051677
TA13,0.036280,0.052512
TA14,0.046261,0.071139
TA15,0.021110,0.080264
TA16,0.012499,0.047525
TA17,0.017272,0.065671
TA18,0.007108,0.023161
TA19,0.046349,0.065513
TA20,0.008205,0.011348
TA21,0.024926,0.031782
TA22,0.078272,0.102680
TA23,0.036581,0.108867
TA24,0.105929,0.132856
TD1,0.023140,0.039669
TD2,0.023140,0.039669
TD3,0.023140,0.039669
TD4,0.023140,0.039669
TD5,0.022039,0.037780
TD6,0.023140,0.039669
TD7,0.023140,0.039669
TD8,0.023140,0.039669
TD9,0.017800,0.030515
TD10,0.023140,0.039669
TD11,0.023140,0.039669
TD12,0.021416,0.032986
TD13,0.023140,0.039669
TD14,0.023140,0.039669
TD15,0.023829,0.041670
TF1,0.004734,0.004761
TF2,0.000961,0.003707
TF3,0.000095,0.001710
TF4,0.000096,0.000142
TF5,0.007798,0.008009
TF6,0.003377,0.006654
TF7,0.000130,0.004474
TF8,0.030302,0.035446
TF9,0.002004,0.003978
TF10,0.000090,0.000133
TF11,0.004356,0.004417
TF12,0.000235,0.000347
TF13,0.013786,0.013916
TN1,0.001838,0.002657
TN2,0.012231,0.020187
TN3,0.015046,0.019047
TN4,0.000912,0.005164
TN5,0.001666,0.002408
TN6,0.000833,0.001204
TN7,0.014627,0.017335
TN8,0.063735,0.090327
TN9,0.181222,0.210802
TN10,0.023571,0.036476
TN11,0.042639,0.087941
TN12,0.158879,0.219593
TN13,0.022644,0.029848
TN14,0.013048,0.013584
TN15,0.007065,0.011609
TN16,0.020873,0.029603
TN17,0.004108,0.004588
TN18,0.004715,0.005587
TN19,0.013625,0.015217
TN20,0.003705,0.005355
TN21,0.001011,0.002881
TN22,0.013991,0.022478
TN23,0.058412,0.094158
TN24,0.013893,0.044135
TN25,0.007427,0.013041
TN26,0.027143,0.033262
TN27,0.016328,0.024433
TN28,0.065751,0.139772
TN29,0.092229,0.168883
TN30,0.006952,0.007765
TN31,0.089014,0.139978
TN32,0.053770,0.058934
TN33,0.013641,0.014285
TN34,0.083993,0.085877
TN35,0.006487,0.009637
TN36,0.071405,0.188756
TN37,0.001517,0.002192
TN38,0.046888,0.050425
TN39,0.034707,0.039365
TN40,0.013624,0.014184
TQ1,0.026813,0.030374
TQ2,0.022060,0.026664
TQ3,0.020139,0.024400
TQ4,0.070043,0.075506
TQ5,0.041631,0.041956
TQ6,0.133158,0.140037
TQ7,0.051738,0.051971
TQ8,0.081742,0.082816
TQ9,0.069016,0.093976
TQ10,0.016086,0.032311
TQ11,0.098764,0.111480
TQ12,0.061936,0.093276
TQ13,0.050556,0.055511
TQ14,0.154826,0.159693
TR1,0.052862,0.068155
TR2,0.021172,0.021291
TR3,0.023139,0.023269
TR4,0.012515,0.012638
TR5,0.013407,0.013733
TR6,0.148602,0.148983
TR7,0.005585,0.005684
TR8,0.012453,0.012559
TR9,0.012279,0.015808
TR10,0.067787,0.067955
TR11,0.025254,0.026301
TR12,0.019139,0.019284
TR13,0.021366,0.031680
TR14,0.012423,0.012499
TR15,0.014935,0.015027
TR16,0.030275,0.030372
TR17,0.033109,0.033697
TR18,0.073375,0.077020
TR19,0.046012,0.049859
TR20,0.033038,0.042489
TR21,0.115574,0.116358
TR22,0.033725,0.036862
TR23,0.033725,0.036862
TR24,0.103006,0.104836
TR25,0.030792,0.033657
TR26,0.078824,0.078924
