name,f_high,f_low
TR27,0.069122,0.083525
TS1,0.017052,0.028378
TS2,0.144302,0.398355
TS3,0.037367,0.044395
TS4,0.053941,0.060185
TS5,0.015908,0.021021
TS6,0.009158,0.012719
TS7,0.007169,0.007645
TS8,0.003674,0.004412
TS9,0.112355,0.116421
TS10,0.022709,0.151000
TS11,0.001272,0.002058
TS12,0.002171,0.004073
TS13,0.018069,0.026034
TS14,0.029264,0.029826
TS15,0.107700,0.114598
TS16,0.001314,0.002125
TS17,0.033315,0.044230
TS18,0.033615,0.037375
TS19,0.006429,0.011684
TS20,0.002732,0.003280
TS21,0.002663,0.004996
TS22,0.001350,0.002185
TS23,0.003213,0.006189
TS24,0.086658,0.124519
TS25,0.003244,0.006317
TS26,0.003692,0.004134
TS27,0.001184,0.001916
TS28,0.002613,0.020532
TS29,0.002247,0.003635
TW1,0.133953,0.255890
TW2,0.003201,0.032105
TW3,0.002435,0.006764
TW4,0.004074,0.011315
TW5,0.004383,0.012172
TW6,0.021088,0.058571
TW7,0.019541,0.035639
TW8,0.049524,0.168167
TW9,0.019307,0.098352
TW10,0.015279,0.227409
TW11,0.100537,0.220144
TW12,0.010475,0.023469
TW13,0.002632,0.007311
TW14,0.003711,0.010308
TW15,0.014815,0.291949
TW16,0.039529,0.844066
TW17,0.381025,0.933598
TW18,0.467945,0.857705
TW19,0.223921,0.279248
TW20,0.210127,0.479230
UB1,0.000424,0.001037
UB2,0.000479,0.001169
UB3,0.000271,0.000662
UB4,0.015901,0.063037
UB5,0.000315,0.004433
UB6,0.032605,0.035443
UB7,0.013046,0.051549
UB8,0.016322,0.086059
UB9,0.041122,0.055473
UB10,0.017025,0.027264
UB11,0.007817,0.019098
W1B,0.000111,0.001126
W1C,0.000216,0.002193
W1D,0.000049,0.000493
W1F,0.000044,0.000445
W1G,0.000048,0.000490
W1H,0.000048,0.000493
W1J,0.000053,0.000534
W1K,0.000039,0.000393
W1S,0.000061,0.000619
W1T,0.000036,0.000371
W1U,0.000032,0.000323
W1W,0.000054,0.000550
W2,0.000032,0.000329
W3,0.000029,0.000297
W4,0.010903,0.022075
W5,0.002114,0.002432
W6,0.001393,0.313127
W7,0.019712,0.047819
W8,0.000054,0.000548
W9,0.000060,0.000615
W10,0.000049,0.000496
W11,0.000049,0.000494
W12,0.000043,0.000437
W13,0.008589,0.026177
W14,0.000054,0.000553
WA1,0.276291,0.303201
WA2,0.074311,0.092116
WA3,0.014619,0.022318
WA4,0.135506,0.155338
WA5,0.065756,0.102911
WA6,0.005901,0.010456
WA7,0.018227,0.026716
WA8,0.026871,0.046465
WA9,0.013607,0.020091
WA10,0.015470,0.061101
WA11,0.013268,0.020460
WA12,0.001263,0.003575
WA13,0.025171,0.039880
WA14,0.015119,0.074909
WA15,0.013491,0.115443
WA16,0.004113,0.005384
WC1A,0.000245,0.000245
WC1B,0.000196,0.000196
WC1E,0.000252,0.000252
WC1H,0.000098,0.000098
WC1N,0.000103,0.000103
WC1R,0.000295,0.000295
WC1V,0.000278,0.000278
WC1X,0.000082,0.000082
WC2A,0.000248,0.000248
WC2B,0.000155,0.000155
WC2E,0.000162,0.000162
WC2H,0.000083,0.000083
WC2N,0.007555,0.007555
WC2R,0.019684,0.019684
WD3,0.042700,0.061664
WD4,0.008843,0.057590
WD5,0.001134,0.001987
WD6,0.001272,0.010252
WD7,0.010231,0.013156
WD17,0.021254,0.029208
WD18,0.007350,0.029929
WD19,0.017607,0.027952
WD23,0.021027,0.024091
WD24,0.004507,0.004958
WD25,0.001931,0.005227
WF1,0.025999,0.058936
WF2,0.057430,0.124724
WF3,0.000511,0.023774
WF4,0.031051,0.046488
WF5,0.002228,0.004661
WF6,0.010975,0.017115
WF7,0.007701,0.027624
WF8,0.007445,0.008076
WF9,0.003860,0.008697
WF10,0.020595,0.104307
WF11,0.069489,0.103127
WF12,0.017636,0.082886
WF13,0.063695,0.172784
WF14,0.045140,0.058147
WF15,0.054177,0.057285
WF16,0.015020,0.016755
WF17,0.007662,0.014547
WN1,0.016732,0.025021
WN2,0.037204,0.060842
WN3,0.066839,0.107058
WN4,0.012453,0.021038
WN5,0.007076,0.008436
WN6,0.006013,0.011624
WN7,0.085070,0.103714
WN8,0.010756,0.013294
WR1,0.081965,0.108445
WR2,0.019128,0.023044
WR3,0.015578,0.019564
WR4,0.005960,0.007964
WR5,0.035460,0.055595
WR6,0.014023,0.014339
WR7,0.010485,0.011198
WR8,0.086330,0.143464
WR9,0.017585,0.022321
WR10,0.011308,0.011562
WR11,0.029643,0.034087
WR12,0.056446,0.061732
WR13,0.006312,0.009293
WR14,0.002409,0.002573
WR15,0.027890,0.062100
WS1,0.052850,0.054810
WS2,0.007092,0.023694
WS3,0.000175,0.000292
WS4,0.014709,0.020728
WS5,0.000454,0.000758
WS6,0.000503,0.015004
WS7,0.000261,0.000435
WS8,0.000523,0.000874
WS9,0.001908,0.003722
WS10,0.004575,0.010182
WS11,0.004128,0.004245
WS12,0.000235,0.000393
WS13,0.002466,0.012793
WS14,0.005809,0.006026
WS15,0.032212,0.054945
WV1,0.002109,0.002273
WV2,0.000229,0.000419
WV3,0.000166,0.000304
WV4,0.002823,0.002938
WV5,0.006465,0.008726
WV6,0.001092,0.002167
WV7,0.000469,0.000857
WV8,0.000234,0.000429
WV9,0.005599,0.011110
WV10,0.005298,0.014053
WV11,0.000149,0.000273
WV12,0.000200,0.000366
WV13,0.025895,0.061638
WV14,0.005995,0.007062
WV15,0.032696,0.052390
WV16,0.007288,0.009216
YO1,0.221830,0.228365
YO7,0.017081,0.034134
YO8,0.493993,0.611744
YO10,0.028664,0.029423
YO11,0.011479,0.014834
YO12,0.009701,0.010259
YO13,0.047166,0.066683
YO14,0.003630,0.004802
YO15,0.019227,0.056580
YO16,0.021070,0.060968
YO17,0.075113,0.096468
YO18,0.071630,0.106834
YO19,0.224786,0.237638
YO21,0.033065,0.047000
YO22,0.048844,0.054245
YO23,0.214073,0.241975
YO24,0.019562,0.030401
YO25,0.016364,0.021808
YO26,0.044703,0.057700
YO30,0.053388,0.096502
YO31,0.054126,0.065929
YO32,0.023175,0.045065
YO41,0.018969,0.037878
YO42,0.022141,0.061672
YO43,0.005075,0.044369
YO51,0.016366,0.036258
YO60,0.009187,0.018274
YO61,0.009473,0.010185
YO62,0.046927,0.081092
