name,sev_rel,dwellings
BS2 0,0.7968,3434
BS2 2,0.7837,115
BS2 8,0.8397,4122
BS2 9,0.8080,3068
BS20 0,1.0209,2175
BS20 1,0.9649,150
BS20 6,1.0189,3820
BS20 7,1.0971,6294
BS20 8,1.2386,2719
BS21 5,0.9418,2008
BS21 6,0.9937,4686
BS21 7,1.0950,4532
BS21 9,1.0601,113
BS22 6,0.9172,3775
BS22 7,0.9729,4273
BS22 8,0.9328,4683
BS22 9,1.0533,3986
BS23 1,0.8338,3258
BS23 2,0.9393,5092
BS23 3,0.8211,5957
BS23 4,0.9654,4099
BS23 9,0.8435,594
BS24 0,1.1691,1083
BS24 6,1.1333,554
BS24 7,0.9750,4795
BS24 8,0.9889,2075
BS24 9,1.0212,3129
BS25 1,1.2329,2168
BS25 5,1.2204,1099
BS25 9,1.3075,55
BS26 2,1.1468,2335
BS27 3,1.0919,3415
BS27 9,0.9753,58
BS28 4,1.2884,1666
BS29 6,1.0535,1707
BS3 1,0.8426,4669
BS3 2,0.8612,3276
BS3 3,0.8213,2923
BS3 4,0.8300,3879
BS3 5,0.8466,4032
BS3 9,0.7852,358
BS30 5,1.0725,2339
BS30 6,1.1048,1803
BS30 7,0.9844,1478
BS30 8,0.9369,4120
BS30 9,1.0180,3410
BS31 1,1.0451,4504
BS31 2,0.9803,4754
BS31 3,1.2652,1747
BS31 9,0.9980,110
BS32 0,0.9560,2626
BS32 4,1.1453,2706
BS32 8,0.9990,3152
BS32 9,0.9727,2042
BS34 4,0.9532,191
BS34 5,0.8810,5501
BS34 6,0.9017,2912
BS34 7,0.8536,3354
BS34 8,1.0162,4675
BS34 9,0.9280,297
BS35 1,1.1164,3413
BS35 2,1.0183,3012
BS35 3,1.1515,2008
BS35 4,1.0211,2237
BS35 5,1.0749,312
BS35 9,1.2004,96
BS36 1,1.0852,2825
BS36 2,1.1145,4067
BS36 9,0.9834,39
BS37 0,1.0413,397
BS37 4,0.8888,4196
BS37 5,0.9404,3474
BS37 6,1.0450,4082
BS37 7,1.0627,4407
BS37 8,0.8763,2451
BS37 9,1.2164,445
BS39 4,1.2312,1100
BS39 5,1.1817,2063
BS39 6,1.1160,1338
BS39 7,0.9613,2786
BS4 1,0.8227,5654
BS4 2,0.8868,4659
BS4 3,0.8556,4317
BS4 4,0.8640,5592
BS4 5,0.9069,1995
BS4 9,0.8614,295
BS40 5,1.2264,2261
BS40 6,1.3553,993
BS40 7,1.2778,805
BS40 8,1.3447,1689
BS40 9,1.2623,333
BS41 8,1.3116,424
BS41 9,1.2008,2311
BS48 1,1.1649,2275
BS48 2,1.0568,3270
BS48 3,1.3012,2423
BS48 4,1.1549,2668
BS48 9,0.9198,121
BS49 4,1.0789,3952
BS49 5,1.1624,1603
BS5 0,0.7400,4179
BS5 5,0.7587,206
BS5 6,0.7843,5471
BS5 7,0.8368,5610
BS5 8,0.8590,4889
BS5 9,0.7522,4520
BS6 5,0.9139,4520
BS6 6,1.0671,5024
BS6 7,1.1657,4190
BS6 9,1.0124,360
BS7 0,0.8932,6389
BS7 8,0.9944,4415
BS7 9,0.9081,6914
BS8 1,0.9686,2972
BS8 2,1.0699,3582
BS8 3,1.2652,2925
BS8 4,1.1106,4097
BS8 9,1.0835,214
BS9 0,1.1226,156
BS9 1,1.3924,3139
BS9 2,1.0715,3080
BS9 3,1.2176,3215
BS9 4,1.1976,3360
BS98 1,0.8159,18
BS99 1,0.7837,66
BS99 2,0.7837,16
BS99 3,0.7837,33
BS99 5,0.7837,66
BS99 6,0.9782,313
BS99 7,0.7837,121
CA1 1,0.8407,1237
CA1 2,0.7907,5577
CA1 3,0.8231,5374
CA1 9,0.8064,359
CA10 1,1.0696,2724
CA10 2,1.0425,2094
CA10 3,1.0057,2357
CA11 0,1.1310,2417
CA11 1,0.8956,310
CA11 7,0.8742,2405
CA11 8,0.9631,4418
CA11 9,0.9653,2562
CA12 4,1.0963,2041
CA12 5,1.0944,2072
CA12 9,0.9457,21
CA13 0,1.0031,4338
CA13 3,0.8567,63
CA13 9,0.9578,3724
CA14 1,0.8819,4214
CA14 2,0.7350,2522
CA14 3,0.7732,4542
CA14 4,0.9116,2943
CA14 5,0.8047,3721
CA14 9,0.7514,294
CA15 6,0.8176,2266
CA15 7,0.8209,3310
CA15 8,0.7542,2278
CA15 9,0.7449,21
CA16 6,0.9891,3281
CA17 4,0.9745,2643
CA18 1,0.9656,179
CA19 1,1.0611,596
CA2 4,0.8047,4905
CA2 5,0.7709,3556
CA2 6,0.8315,5089
CA2 7,0.8178,6294
CA20 1,0.9748,1740
CA21 2,1.0078,396
CA22 2,0.8244,4215
CA22 9,0.8386,55
CA23 3,0.8423,816
CA24 3,0.8842,476
CA25 5,0.8532,3118
CA26 3,0.8610,1782
CA27 0,1.0254,722
CA28 0,0.8442,269
CA28 6,0.8739,3884
CA28 7,0.7839,1817
CA28 8,0.8026,3992
CA28 9,0.7890,4027
CA3 0,1.0008,3281
CA3 8,0.8307,683
CA3 9,0.9096,3781
CA4 0,1.0623,1592
CA4 8,1.0957,2715
CA4 9,1.0716,712
CA5 6,1.0672,1686
CA5 7,1.1097,1590
CA6 4,1.0612,1936
CA6 5,0.8498,1695
CA6 6,0.9952,846
CA7 0,0.9922,1046
CA7 1,1.0275,863
CA7 2,0.9697,1014
CA7 3,0.8546,1665
CA7 4,0.8510,2225
CA7 5,0.9526,857
CA7 7,0.8991,43
CA7 8,1.0988,1039
CA7 9,0.8463,2966
CA8 0,1.0724,17
CA8 1,0.9320,2455
CA8 2,1.0126,867
CA8 7,0.9864,667
CA8 9,1.0679,1253
CA9 3,0.8663,1197
CA95 1,0.7332,44
CB1 0,1.0515,1486
CB1 1,1.1569,1704
CB1 2,1.0631,4432
CB1 3,0.9764,8397
CB1 7,1.1993,1848
CB1 8,1.0929,2378
CB1 9,1.0147,3927
CB10 1,1.1497,2757
CB10 2,1.1875,4552
CB10 9,1.2294,469
CB11 3,1.1905,4423
CB11 4,1.2302,3597
CB2 0,1.3231,847
CB2 1,1.1462,1863
CB2 3,1.2869,425
CB2 7,1.3476,246
CB2 8,1.3006,1849
CB2 9,1.1349,5070
CB21 4,1.1814,3736
CB21 5,1.1690,2613
CB21 6,1.2550,816
CB22 3,1.0833,3787
CB22 4,1.2403,1845
CB22 5,1.2324,3753
CB22 6,1.2463,552
CB22 7,1.2892,1657
CB23 1,1.2446,1376
CB23 2,1.2192,1160
CB23 3,1.1156,1900
CB23 4,1.1661,803
CB23 5,1.1432,1091
CB23 6,1.0897,3106
CB23 7,1.1720,3884
CB23 8,1.0823,2363
CB24 1,1.0952,1384
CB24 3,1.1048,2127
CB24 4,1.1220,1498
CB24 5,1.0868,3318
CB24 6,1.0696,1554
CB24 8,1.1197,3285
CB24 9,1.1291,3534
CB25 0,1.0911,3700
CB25 9,1.0778,4744
CB3 0,1.1820,4573
CB3 1,1.0811,933
CB3 9,1.3357,2158
CB4 0,1.0245,676
CB4 1,1.0417,7763
CB4 2,0.9730,6645
CB4 3,1.0470,5438
CB5 8,1.0047,5658
CB6 1,0.9422,6293
CB6 2,1.0266,6228
CB6 3,1.0295,6140
CB7 4,0.9600,4416
CB7 5,0.9790,8143
CB7 6,1.0079,425
CB7 7,1.0326,118
CB7 9,0.8866,570
CB8 0,0.9545,5148
CB8 1,1.0188,180
CB8 7,1.0050,3955
CB8 8,1.0695,4523
CB8 9,1.1378,3431
CB9 0,0.9186,3132
CB9 1,0.8691,92
CB9 7,1.0520,4816
CB9 8,0.8610,2510
CB9 9,0.9025,3950
CF10 1,1.1210,1447
CF10 2,1.1001,1223
CF10 3,1.1288,1704
CF10 4,1.1344,2938
CF10 5,1.1029,4689
CF11 0,1.1783,2283
CF11 1,1.2044,471
CF11 6,0.9810,5152
CF11 7,1.0184,4114
CF11 8,1.0832,2446
CF11 9,1.2160,4316
CF14 0,1.6349,2865
CF14 1,1.2839,4500
CF14 2,1.1038,4661
CF14 3,1.1039,4281
CF14 4,1.3470,4313
CF14 5,1.1559,3915
CF14 6,1.3818,4439
CF14 7,1.2856,2270
CF14 8,0.9694,260
CF14 9,1.2676,3142
CF15 5,1.2457,73
CF15 7,1.0476,2683
CF15 8,1.4719,3177
CF15 9,1.3939,2465
CF23 0,1.0426,261
CF23 5,1.4032,4286
CF23 6,1.4983,4402
CF23 7,0.9805,3167
CF23 8,1.2121,2985
CF23 9,1.1006,5052
CF24 0,0.8936,3725
CF24 1,0.9552,3099
CF24 2,0.9373,5730
CF24 3,0.9831,6725
CF24 4,1.1208,6863
CF24 5,0.9425,1045
CF3 0,0.9540,4814
CF3 1,0.8997,1978
CF3 2,1.3115,1709
CF3 3,1.0319,3074
CF3 4,0.9853,2564
CF3 5,0.9669,3613
CF3 6,1.2614,1578
CF30 0,0.9553,179
CF31 1,0.9067,4256
CF31 2,0.9826,5184
CF31 3,1.1378,2193
CF31 4,0.9805,5950
CF31 5,1.1537,2277
CF31 9,0.9869,757
CF32 0,1.2100,2913
CF32 7,0.7786,2968
CF32 8,0.7696,3671
CF32 9,0.9342,5375
CF33 4,0.9113,3391
CF33 6,0.8789,3429
CF34 0,0.7831,5023
CF34 4,0.7653,19
CF34 9,0.8649,4398
CF35 5,1.1506,2522
CF35 6,1.0417,6054
CF36 3,1.2341,4453
CF36 5,1.1080,3425
CF36 9,1.0504,143
CF37 1,0.8595,4252
CF37 2,0.9072,2537
CF37 3,0.7998,3450
CF37 4,0.8701,3553
CF37 5,0.8571,4329
CF37 9,0.9456,211
CF38 1,1.0956,4437
CF38 2,0.9633,5489
CF39 0,0.7526,2532
CF39 8,0.8517,7018
CF39 9,0.7374,3902
CF40 1,0.7604,4192
CF40 2,0.7252,5234
CF40 9,0.7113,158
CF41 7,0.7370,5210
CF42 5,0.7056,2990
CF42 6,0.7454,3500
CF42 9,0.7515,17
CF43 3,0.6919,2330
CF43 4,0.6905,3560
CF43 9,0.7515,33
CF44 0,0.9142,4111
CF44 4,0.7619,93
CF44 6,0.7363,5013
CF44 7,0.7563,2060
CF44 8,0.8435,4030
CF44 9,0.7909,4133
CF45 3,0.7161,4900
CF45 4,0.7804,4462
CF46 5,0.8689,2849
CF46 6,0.8457,3963
CF47 0,0.8285,3348
CF47 7,0.7499,32
CF47 8,0.7957,2343
CF47 9,0.7424,4481
CF48 1,0.8530,4054
CF48 2,0.8466,2948
CF48 3,0.7372,2066
CF48 4,0.7589,3835
CF5 1,1.1620,5471
CF5 2,1.3315,4896
CF5 3,0.9717,5645
CF5 4,0.8966,6763
CF5 5,0.9050,5424
CF5 6,1.4667,3400
CF5 9,1.0973,211
CF61 1,1.1825,2513
CF61 2,1.0715,1940
CF62 3,1.2576,3385
CF62 4,1.0698,2433
CF62 5,1.0196,2439
CF62 6,1.1942,2670
CF62 7,1.0083,3214
CF62 8,0.9923,3166
CF62 9,0.9426,2994
CF63 1,0.9598,4168
CF63 2,0.8843,2378
CF63 3,0.8809,791
CF63 4,0.8982,3233
CF63 9,0.9169,232
CF64 1,1.2379,3135
CF64 2,1.1709,3871
CF64 3,1.3572,3660
CF64 4,1.2870,3622
CF64 5,1.3687,3305
CF64 9,1.0991,182
CF71 7,1.5326,4524
CF71 9,1.5799,85
CF72 0,1.1095,145
CF72 4,1.0473,492
CF72 8,1.1268,5251
CF72 9,1.0091,7064
CF81 8,0.7918,3789
CF81 9,0.7729,3734
CF82 6,0.9628,420
CF82 7,0.9150,5205
CF82 8,0.8769,2700
CF82 9,0.9673,555
CF83 1,1.0010,5869
CF83 2,0.9847,5094
CF83 3,0.9679,5954
CF83 4,0.8156,2897
CF83 8,0.9676,4950
CF83 9,0.8882,230
CF91 1,1.0937,4
CF91 5,1.0937,56
CF95 1,1.1217,79
CF99 1,1.2680,10
CH1 1,1.0401,830
CH1 2,1.0422,625
CH1 3,0.8745,2286
CH1 4,0.9099,3403
CH1 5,0.7773,6037
CH1 6,1.1292,2334
CH1 9,0.9098,868
CH2 1,1.0512,4869
CH2 2,0.9654,3322
CH2 3,0.9434,4718
CH2 4,1.0163,3407
CH25 9,0.7206,161
CH26 9,0.8731,89
CH27 9,0.7401,224
CH28 9,0.9900,52
CH29 9,1.1921,173
CH3 5,1.0331,6005
CH3 6,1.1804,3751
CH3 7,1.2357,2915
CH3 8,1.1783,2007
CH3 9,1.2651,2147
CH30 9,0.8846,50
CH31 9,1.2593,82
CH32 9,0.8066,191
CH33 9,0.8311,144
CH34 9,0.8052,490
CH4 0,1.1142,5101
CH4 7,1.1117,3812
CH4 8,0.9784,5440
CH4 9,1.2709,1888
CH41 0,0.8074,1517
CH41 1,0.7515,771
CH41 2,0.7448,1438
CH41 3,0.7211,647
CH41 4,0.7259,1678
CH41 5,0.7624,609
CH41 6,0.7551,574
CH41 7,0.7346,1142
CH41 8,0.7319,1643
CH41 9,0.7291,1161
CH42 0,0.7390,1614
CH42 1,0.7506,1848
CH42 2,0.7598,1359
CH42 3,0.7280,991
CH42 4,0.7941,2137
CH42 5,0.7246,1262
CH42 6,0.8231,1716
CH42 7,0.7745,1175
CH42 8,1.0603,1187
CH42 9,0.8062,2045
CH43 0,0.9309,2008
CH43 1,0.8613,1564
CH43 2,0.9347,1838
CH43 3,0.8754,1191
CH43 4,0.7613,1358
CH43 5,0.8890,1562
CH43 6,0.9762,1019
CH43 7,0.8755,2995
CH43 8,0.9154,676
CH43 9,0.9211,3423
CH44 0,0.7490,1419
CH44 1,0.7616,1232
CH44 2,0.8984,1351
CH44 3,0.8713,1026
CH44 4,0.7466,2051
CH44 5,0.7722,1642
CH44 6,0.7228,1183
CH44 7,0.7254,1183
CH44 8,0.7388,1205
CH44 9,0.7315,1604
CH45 0,1.0351,774
CH45 1,0.8155,1492
CH45 2,0.7883,1591
CH45 3,0.9449,1521
CH45 4,0.8524,1609
CH45 5,0.8330,2067
CH45 6,0.9419,964
CH45 7,0.8126,1750
CH45 8,0.9378,1782
CH45 9,0.8322,984
CH46 0,0.9203,1847
CH46 1,0.8121,1488
CH46 2,0.7545,1036
CH46 3,0.9357,783
CH46 4,0.8538,225
CH46 5,0.9306,383
CH46 6,0.8769,2173
CH46 7,0.7668,1112
CH46 8,0.8286,1355
CH46 9,0.7903,1377
CH47 0,1.1309,490
CH47 1,1.1921,228
CH47 2,0.9675,1063
CH47 3,0.9281,875
CH47 4,0.9851,374
CH47 5,1.0983,398
CH47 6,1.2031,376
CH47 7,1.1876,410
CH47 8,1.0825,154
CH47 9,1.0848,400
CH48 0,0.9936,582
CH48 1,1.3742,800
CH48 2,1.5218,559
CH48 3,1.1284,780
CH48 4,1.0272,752
CH48 5,1.0931,1091
CH48 6,1.0115,901
CH48 7,1.1684,496
CH48 8,1.2844,572
CH48 9,1.1054,765
CH49 0,0.8908,964
CH49 1,1.0016,1036
CH49 2,0.9754,1666
CH49 3,1.0089,1523
CH49 4,0.8762,2699
CH49 5,0.8207,825
CH49 6,1.0035,1608
CH49 7,0.7277,1060
CH49 8,0.7327,1124
CH49 9,0.7565,1177
CH5 1,0.8897,3667
CH5 2,0.9465,3775
CH5 3,1.2226,4664
CH5 4,0.9691,7019
CH5 9,0.8489,137
CH6 5,0.9435,6261
CH6 6,0.9444,1732
CH6 9,0.7976,118
CH60 0,1.3592,684
CH60 1,1.2957,799
CH60 2,1.3433,647
CH60 3,1.6053,422
CH60 4,1.4783,427
CH60 5,1.0113,728
CH60 6,1.2110,603
CH60 7,1.0519,703
CH60 8,1.5684,576
CH60 9,1.5201,583
CH61 0,1.1508,240
CH61 1,1.0625,716
CH61 2,1.0385,260
CH61 3,0.9915,775
CH61 4,1.0802,1097
CH61 5,0.9267,1001
CH61 6,1.0699,974
CH61 7,1.0022,812
CH61 8,0.9510,970
CH61 9,0.9857,928
CH62 0,0.9150,725
CH62 1,0.7493,1549
CH62 2,0.9246,1028
CH62 3,0.8608,927
CH62 4,0.8703,1538
CH62 5,0.8763,1226
CH62 6,1.0375,1506
CH62 7,0.8687,1844
CH62 8,0.9025,2318
CH62 9,0.8102,1438
CH63 0,1.1332,1901
CH63 1,1.2165,149
CH63 2,0.9213,1812
CH63 3,0.9426,1942
CH63 4,1.2108,198
CH63 5,0.9702,1861
CH63 6,1.0677,260
CH63 7,0.8750,1603
CH63 8,0.9271,1501
CH63 9,1.1333,1849
CH64 0,0.9929,1223
CH64 1,1.3630,671
CH64 2,1.1901,558
CH64 3,1.0614,972
CH64 4,1.1308,1147
CH64 5,1.3070,442
CH64 6,1.2719,1364
CH64 7,1.0767,292
CH64 8,1.4167,144
CH64 9,0.9619,2279
CH65 0,0.7536,638
CH65 1,0.8312,287
CH65 2,0.7716,1466
CH65 3,0.8525,1051
CH65 4,0.7816,1270
CH65 5,0.7896,1373
CH65 6,0.9534,1602
CH65 7,0.7910,1610
CH65 8,0.7557,2134
CH65 9,0.8891,2458
CH66 0,1.2714,55
CH66 1,0.8867,3376
CH66 2,0.9782,5472
CH66 3,0.7805,2616
CH66 4,1.0443,4221
CH66 5,1.1151,458
CH66 6,1.2071,72
CH66 7,1.1665,264
CH66 8,1.1689,82
CH66 9,1.1292,46
CH7 1,1.0726,4499
CH7 2,0.9739,3938
CH7 3,1.1105,3448
CH7 4,1.1412,3121
CH7 5,1.2923,3140
CH7 6,1.1842,5521
CH7 9,0.9830,163
CH70 8,0.9501,249
CH8 7,0.9227,4373
CH8 8,1.2384,2597
CH8 9,1.0180,2755
CH88 3,0.9213,22
CH99 9,1.1300,148
CM0 7,1.0796,3886
CM0 8,1.0809,4554
CM1 1,0.9972,3758
CM1 2,1.0052,6725
CM1 3,1.0682,3825
CM1 4,1.1006,5964
CM1 6,1.1016,6708
CM1 7,1.0917,4337
CM1 9,0.9761,521
CM11 1,1.3952,2768
CM11 2,1.1278,4780
CM12 0,1.2093,5555
CM12 2,1.2401,242
CM12 9,1.2933,3616
CM13 1,1.2029,3877
CM13 2,1.2861,4303
CM13 3,1.2569,3396
CM14 4,1.1298,5716
CM14 5,1.1979,4581
CM14 9,1.0489,429
CM15 0,1.3206,3581
CM15 8,1.4301,2790
CM15 9,1.1137,3996
CM16 4,1.2184,2300
CM16 5,1.2138,1255
CM16 6,1.2161,3649
CM16 7,1.3616,3007
CM16 9,1.1583,468
CM17 0,1.1376,4512
CM17 9,1.1123,7345
CM18 6,0.9380,5643
CM18 7,0.9470,5045
CM19 4,0.9892,4768
CM19 5,1.0164,4249
CM2 0,1.0116,3702
CM2 5,1.3186,270
CM2 6,1.0774,6439
CM2 7,1.1165,4052
CM2 8,1.0783,6724
CM2 9,1.0610,6076
CM20 1,0.9540,2722
CM20 2,0.9759,3576
CM20 3,0.9347,4692
CM20 9,0.8329,359
CM21 0,1.3025,1966
CM21 1,1.0867,172
CM21 9,1.1703,3101
CM22 6,1.2201,4124
CM22 7,1.3416,2718
CM23 1,1.2920,1217
CM23 2,1.2214,4817
CM23 3,1.0515,4693
CM23 4,1.2408,5276
CM23 5,1.1775,3853
CM23 9,0.9210,355
CM24 1,1.1652,387
CM24 8,1.1830,3457
CM3 1,1.2340,2586
CM3 2,1.1984,2716
CM3 3,1.1341,3177
CM3 4,1.3686,4040
CM3 5,1.0894,5883
CM3 6,1.2109,4258
CM3 7,1.3203,680
CM3 8,1.2221,1606
CM3 9,0.9609,148
CM4 0,1.3155,2182
CM4 9,1.3535,2551
CM5 0,1.2693,2650
CM5 5,1.1085,152
CM5 9,1.2984,2543
CM6 1,1.1634,5928
CM6 2,1.2475,2942
CM6 3,1.3004,3684
CM6 4,1.2562,640
CM6 9,0.8813,110
CM7 0,0.9741,596
CM7 1,0.9428,4322
CM7 2,1.0219,2886
CM7 3,0.9199,4393
CM7 4,1.1909,2201
CM7 5,1.0180,4378
CM7 9,1.0358,4090
CM77 6,1.1142,1175
CM77 7,1.2429,2684
CM77 8,1.1189,3190
CM8 1,0.9896,6730
CM8 2,0.9412,5578
CM8 3,1.1259,3829
CM8 9,0.9747,180
CM9 4,1.0488,4254
CM9 5,0.9790,2014
CM9 6,1.1166,5848
CM9 8,1.1565,3993
CM9 9,0.9960,361
CM92 1,0.9050,151
CM98 1,1.4375,225
CM99 2,0.9831,240
CO1 1,0.9166,3473
CO1 2,0.8818,5568
CO1 9,0.9776,533
CO10 0,0.9654,6493
CO10 1,0.9134,4030
CO10 2,0.9072,2744
CO10 3,1.0822,217
CO10 5,1.1765,1274
CO10 7,1.0782,3039
CO10 8,1.1104,2752
CO10 9,1.0838,3867
CO11 1,0.9809,3142
CO11 2,1.0599,3951
CO11 9,0.9859,68
CO12 3,0.8622,3913
CO12 4,0.8907,5295
CO12 5,1.0273,1934
CO12 9,0.8239,83
CO13 0,1.0646,4626
CO13 3,1.1554,160
CO13 9,1.1404,2486
CO14 8,0.9419,4019
CO15 1,0.9208,3424
CO15 2,0.8168,3855
CO15 3,0.8336,4193
CO15 4,0.9200,4277
CO15 5,0.9775,3802
CO15 6,0.9708,3013
CO15 9,0.8313,587
CO16 0,1.1129,1425
CO16 7,0.8640,2340
CO16 8,0.9336,6157
CO16 9,0.9871,3519
CO2 0,1.0688,2037
CO2 7,0.9204,5093
CO2 8,0.8966,6610
CO2 9,0.9455,4089
CO3 0,1.0366,3630
CO3 3,1.1042,3756
CO3 4,1.0906,3093
CO3 8,1.0732,1774
CO3 9,1.0372,2528
CO4 0,1.0022,3272
CO4 3,0.8880,6934
CO4 5,1.0868,6924
CO4 6,1.0991,1677
CO4 9,1.0033,3911
CO5 0,1.0754,4075
CO5 1,1.0577,30
CO5 7,1.0824,2299
CO5 8,1.1317,3889
CO5 9,1.1354,3793
CO6 1,1.1071,4252
CO6 2,1.1053,3123
CO6 3,1.1704,2537
CO6 4,1.1971,2667
CO6 5,1.2038,313
CO7 0,0.9643,4174
CO7 5,0.9109,80
CO7 6,1.2005,2722
CO7 7,1.1407,3174
CO7 8,1.0832,3419
CO7 9,1.0548,3721
CO8 5,1.2088,1109
CO9 1,0.9737,4483
CO9 2,1.0363,3344
CO9 3,1.0527,2829
CO9 4,1.1177,1914
CO9 9,0.8647,218
CR0 0,0.9339,6857
CR0 1,0.9862,7195
CR0 2,0.9869,10969
CR0 3,0.9683,6857
CR0 4,1.0347,7835
CR0 5,1.2413,5799
CR0 6,1.0216,10046
CR0 7,1.1788,6562
CR0 8,1.2515,5038
CR0 9,1.0174,4480
CR2 0,1.3629,4425
CR2 1,0.9584,75
CR2 6,1.0466,5610
CR2 7,1.2176,4030
CR2 8,1.2426,4807
CR2 9,1.3276,2850
CR3 0,1.1252,2420
CR3 4,1.2734,152
CR3 5,1.2473,5921
CR3 6,1.2475,4343
CR3 7,1.6878,872
CR4 1,1.0038,7045
CR4 2,1.0085,5193
CR4 3,0.9903,7296
CR4 4,1.0021,4275
CR4 9,1.0075,245
CR44 1,1.0691,39
CR5 1,1.2829,4331
CR5 2,1.2637,4233
CR5 3,1.3411,4231
CR5 9,1.2290,171
CR6 0,1.2734,66
CR6 9,1.3390,4583
CR7 6,1.0264,3394
CR7 7,0.9992,7015
CR7 8,1.0197,7512
CR7 9,0.9584,34
CR8 1,1.3731,2076
CR8 2,1.1894,4115
CR8 3,1.4960,2522
CR8 4,1.3472,2659
CR8 5,1.3208,3488
CR8 9,1.0501,260
CR9 0,0.9325,110
CR9 1,1.0158,1035
CR9 2,1.0267,420
CR9 3,1.0104,361
CR9 4,0.9956,122
CR9 5,1.0920,273
CR9 6,1.0254,283
CR9 7,1.1644,53
CR9 8,1.2959,33
CR9 9,0.9584,4
CR90 9,0.9584,228
CT1 1,0.9346,6175
CT1 2,1.0219,2811
CT1 3,1.0278,6091
CT1 9,0.8665,411
CT10 1,1.0144,4321
CT10 2,0.9951,5024
CT10 3,1.0614,3443
CT10 9,0.9750,116
CT11 0,0.9534,3828
CT11 1,0.8740,186
CT11 7,0.8587,3638
CT11 8,0.8362,3859
CT11 9,0.8451,3907
CT12 4,1.0047,1863
CT12 5,1.0444,1990
CT12 6,0.8533,5109
CT13 0,1.0440,2758
CT13 3,1.0665,47
CT13 9,1.1024,1656
CT14 0,1.1213,1720
CT14 4,0.9697,52
CT14 6,0.9326,3307
CT14 7,1.0270,4862
CT14 8,1.1765,1443
CT14 9,0.9400,7169
CT15 4,1.0398,1545
CT15 5,1.0826,1346
CT15 6,1.2124,1333
CT15 7,1.1257,2125
CT16 1,0.8659,2444
CT16 2,0.8628,4311
CT16 3,1.0712,3015
CT16 9,0.9464,462
CT17 0,0.9167,5391
CT17 9,0.8585,4342
CT18 7,1.1164,4645
CT18 8,1.1745,1675
CT19 4,0.9399,3744
CT19 5,0.9777,5090
CT19 6,0.8877,3561
CT2 0,1.0252,2762
CT2 7,1.0408,4521
CT2 8,1.0229,3506
CT2 9,1.1852,1545
CT20 1,0.8103,3516
CT20 2,0.9718,4186
CT20 3,1.0057,4563
CT20 9,0.8274,822
CT21 4,1.1943,2410
CT21 5,1.1161,3478
CT21 6,0.9712,3041
CT21 9,1.0343,67
CT3 1,1.1827,2895
CT3 2,1.1238,1449
CT3 3,0.8953,2903
CT3 4,1.0938,1956
CT4 5,1.2473,1965
CT4 6,1.2764,2319
CT4 7,1.1611,2595
CT4 8,1.2431,945
CT5 1,0.9595,4308
CT5 2,1.0428,3955
CT5 3,1.1718,3580
CT5 4,1.0261,4764
CT5 9,0.9065,87
CT50 1,1.0859,144
CT6 5,0.9374,4425
CT6 6,1.0645,4919
CT6 7,1.0190,5451
CT6 8,0.9652,4324
CT6 9,1.1395,51
CT7 0,0.9650,2223
CT7 9,1.0378,4145
CT8 8,0.9177,4056
CT9 1,0.7935,3811
CT9 2,0.8366,5347
CT9 3,0.9662,5335
CT9 4,0.9122,2328
CT9 5,0.9343,5170
CT9 9,0.7895,489
CV1 1,0.7973,2254
CV1 2,0.7949,5175
CV1 3,0.7974,3453
CV1 4,0.7716,4544
CV1 5,0.7721,5388
CV1 9,0.7757,127
CV10 0,0.9182,7161
CV10 7,0.8606,5379
CV10 8,0.7997,5288
CV10 9,0.8714,7354
CV11 4,0.8697,5502
CV11 5,0.7789,4817
CV11 6,1.0839,8628
CV11 7,1.1589,211
CV11 8,1.0313,48
CV11 9,0.7538,366
CV12 0,0.9066,4282
CV12 2,0.8164,50
CV12 8,0.8617,4853
CV12 9,0.9004,5424
CV13 0,1.0923,2947
CV13 6,1.1406,2268
CV2 1,0.7710,6782
CV2 2,0.8766,5925
CV2 3,0.8301,5808
CV2 4,0.7759,6290
CV2 5,0.8444,5052
CV21 1,0.9222,5400
CV21 2,0.8030,4067
CV21 3,0.8626,5183
CV21 4,0.9646,3383
CV21 9,0.8873,461
CV22 5,1.0203,4933
CV22 6,1.0415,4673
CV22 7,1.0519,7600
CV23 0,1.1519,5129
CV23 1,1.1398,1684
CV23 8,1.2197,2178
CV23 9,1.1140,3768
CV3 1,0.8206,5721
CV3 2,0.9341,7136
CV3 3,0.7713,3548
CV3 4,0.8226,2288
CV3 5,0.9599,5532
CV3 6,1.0988,5688
CV3 9,0.7917,429
CV31 1,0.9892,5319
CV31 2,0.9714,5457
CV31 3,0.9149,3611
CV31 9,0.9921,525
CV32 4,1.0050,2128
CV32 5,1.0585,4104
CV32 6,1.2362,3447
CV32 7,1.0437,6049
CV33 8,1.1155,184
CV33 9,1.1887,4603
CV34 0,1.0802,75
CV34 4,1.0295,3226
CV34 5,0.9901,6426
CV34 6,1.1731,6382
CV34 7,1.1440,871
CV34 8,1.2251,626
CV34 9,0.9203,248
CV35 0,1.2238,3115
CV35 7,1.3354,2229
CV35 8,1.2650,3095
CV35 9,1.1668,4299
CV36 4,1.1363,4007
CV36 5,1.3274,1439
CV37 0,1.1784,3426
CV37 1,1.0153,881
CV37 5,1.2481,150
CV37 6,1.1087,3454
CV37 7,1.2867,4682
CV37 8,1.2337,4787
CV37 9,1.1434,6161
CV4 0,0.7917,53
