name,burglaries,months
EH11 3,0,36
EH11 4,0,36
EH12 0,0,36
EH12 1,0,36
EH12 5,0,36
EH12 6,0,36
EH12 7,0,36
EH12 8,0,36
EH12 9,0,36
EH13 0,0,36
EH13 9,0,36
EH14 1,0,36
EH14 2,0,36
EH14 3,0,36
EH14 4,0,36
EH14 5,0,36
EH14 6,0,36
EH14 7,0,36
EH14 9,0,36
EH15 1,0,36
EH15 2,0,36
EH15 3,0,36
EH15 9,0,36
EH16 4,0,36
EH16 5,0,36
EH16 6,0,36
EH16 9,0,36
EH17 7,0,36
EH17 8,0,36
EH18 1,0,36
EH19 2,0,36
EH19 3,0,36
EH2 1,0,36
EH2 2,0,36
EH2 3,0,36
EH2 4,0,36
EH20 9,0,36
EH21 6,0,36
EH21 7,0,36
EH21 8,0,36
EH22 1,0,36
EH22 2,0,36
EH22 3,0,36
EH22 4,0,36
EH22 5,0,36
EH22 9,0,36
EH23 4,0,36
EH24 9,0,36
EH25 9,0,36
EH26 0,0,36
EH26 6,0,36
EH26 8,0,36
EH26 9,0,36
EH27 8,0,36
EH28 8,0,36
EH29 9,0,36
EH3 5,0,36
EH3 6,0,36
EH3 7,0,36
EH3 8,0,36
EH3 9,0,36
EH30 9,0,36
EH31 2,0,36
EH32 0,0,36
EH32 9,0,36
EH33 1,0,36
EH33 2,0,36
EH34 5,0,36
EH35 5,0,36
EH36 5,0,36
EH37 5,0,36
EH38 5,0,36
EH39 4,0,36
EH39 5,0,36
EH39 9,0,36
EH4 1,0,36
EH4 2,0,36
EH4 3,0,36
EH4 4,0,36
EH4 5,0,36
EH4 6,0,36
EH4 7,0,36
EH4 8,0,36
EH4 9,0,36
EH40 3,0,36
EH41 3,0,36
EH41 4,0,36
EH41 9,0,36
EH42 1,0,36
EH43 6,0,36
EH44 6,0,36
EH45 8,0,36
EH45 9,0,36
EH46 7,0,36
EH47 0,0,36
EH47 7,0,36
EH47 8,0,36
EH47 9,0,36
EH48 1,0,36
EH48 2,0,36
EH48 3,0,36
EH48 4,0,36
EH48 9,0,36
EH49 6,0,36
EH49 7,0,36
EH49 9,0,36
EH5 1,0,36
EH5 2,0,36
EH5 3,0,36
EH51 0,0,36
EH51 1,0,36
EH51 9,0,36
EH52 1,0,36
EH52 5,0,36
EH52 6,0,36
EH53 0,0,36
EH54 0,0,36
EH54 5,0,36
EH54 6,0,36
EH54 7,0,36
EH54 8,0,36
EH54 9,0,36
EH55 8,0,36
EH6 4,0,36
EH6 5,0,36
EH6 6,0,36
EH6 7,0,36
EH6 8,0,36
EH7 4,0,36
EH7 5,0,36
EH7 6,0,36
EH7 9,0,36
EH8 7,0,36
EH8 8,0,36
EH8 9,0,36
EH9 1,0,36
EH9 2,0,36
EH9 3,0,36
EH9 8,0,36
EN1 1,203,36
EN1 2,146,36
EN1 3,226,36
EN1 4,258,36
EN1 9,0,36
EN10 6,70,36
EN10 7,55,36
EN11 0,51,36
EN11 1,0,36
EN11 8,64,36
EN11 9,46,36
EN2 0,128,36
EN2 6,129,36
EN2 7,126,36
EN2 8,117,36
EN2 9,58,36
EN3 4,278,36
EN3 5,289,36
EN3 6,284,36
EN3 7,282,36
EN4 0,128,36
EN4 8,193,36
EN4 9,133,36
EN5 1,121,36
EN5 2,143,36
EN5 3,46,36
EN5 4,63,36
EN5 5,162,36
EN5 9,0,36
EN6 1,98,36
EN6 2,72,36
EN6 3,52,36
EN6 4,81,36
EN6 5,98,36
EN6 9,0,36
EN7 5,70,36
EN7 6,79,36
EN8 0,69,36
EN8 1,4,36
EN8 7,123,36
EN8 8,163,36
EN8 9,86,36
EN9 1,119,36
EN9 2,89,36
EN9 3,99,36
EX1 1,67,36
EX1 2,117,36
EX1 3,92,36
EX1 4,0,36
EX1 9,1,36
EX10 0,29,36
EX10 1,2,36
EX10 8,29,36
EX10 9,24,36
EX11 1,35,36
EX12 2,20,36
EX12 3,8,36
EX12 4,2,36
EX12 9,0,36
EX13 5,44,36
EX13 7,19,36
EX13 8,11,36
EX13 9,0,36
EX14 0,0,36
EX14 1,46,36
EX14 2,9,36
EX14 3,16,36
EX14 4,13,36
EX14 9,35,36
EX15 1,51,36
EX15 2,44,36
EX15 3,22,36
EX15 9,0,36
EX16 0,1,36
EX16 4,30,36
EX16 5,47,36
EX16 6,81,36
EX16 7,27,36
EX16 8,33,36
EX16 9,32,36
EX17 1,12,36
EX17 2,13,36
EX17 3,24,36
EX17 4,19,36
EX17 5,25,36
EX17 6,23,36
EX17 9,0,36
EX18 7,21,36
EX19 8,41,36
EX2 0,5,36
EX2 4,59,36
EX2 5,34,36
EX2 6,25,36
EX2 7,73,36
EX2 8,151,36
EX2 9,36,36
EX20 1,69,36
EX20 2,34,36
EX20 3,24,36
EX20 4,14,36
EX20 9,0,36
EX21 5,21,36
EX22 6,34,36
EX22 7,25,36
EX22 9,0,36
EX23 0,23,36
EX23 8,46,36
EX23 9,27,36
EX24 6,6,36
EX3 0,53,36
EX31 1,62,36
EX31 2,25,36
EX31 3,72,36
EX31 4,21,36
EX32 0,19,36
EX32 2,0,36
EX32 7,37,36
EX32 8,58,36
EX32 9,45,36
EX33 1,28,36
EX33 2,24,36
EX34 0,15,36
EX34 4,0,36
EX34 7,11,36
EX34 8,42,36
EX34 9,64,36
EX35 6,6,36
EX36 3,27,36
EX36 4,23,36
EX36 9,0,36
EX37 9,22,36
EX38 7,11,36
EX38 8,12,36
EX38 9,0,36
EX39 1,36,36
EX39 2,40,36
EX39 3,43,36
EX39 4,32,36
EX39 5,19,36
EX39 6,4,36
EX39 9,1,36
EX4 0,1,36
EX4 1,41,36
EX4 2,23,36
EX4 3,80,36
EX4 4,45,36
EX4 5,10,36
EX4 6,68,36
EX4 7,22,36
EX4 8,65,36
EX4 9,19,36
EX5 1,22,36
EX5 2,31,36
EX5 3,12,36
EX5 4,20,36
EX5 5,17,36
EX5 7,13,36
EX6 6,23,36
EX6 7,24,36
EX6 8,43,36
EX7 0,44,36
EX7 7,0,36
EX7 9,37,36
EX8 1,53,36
EX8 2,41,36
EX8 3,10,36
EX8 4,21,36
EX8 5,53,36
EX8 9,0,36
EX9 6,20,36
EX9 7,11,36
EX9 9,0,36
FK1 1,0,36
FK1 2,0,36
FK1 3,0,36
FK1 4,0,36
FK1 5,0,36
FK1 9,0,36
FK10 1,0,36
FK10 2,0,36
FK10 3,0,36
FK10 4,0,36
FK10 9,0,36
FK11 7,0,36
FK12 5,0,36
FK13 6,0,36
FK14 7,0,36
FK15 0,0,36
FK15 5,0,36
FK15 9,0,36
FK16 6,0,36
FK17 8,0,36
FK18 8,0,36
FK19 8,0,36
FK2 0,0,36
FK2 7,0,36
FK2 8,0,36
FK2 9,0,36
FK20 8,0,36
FK21 8,0,36
FK3 0,0,36
FK3 3,0,36
FK3 8,0,36
FK3 9,0,36
FK4 1,0,36
FK4 2,0,36
FK5 3,0,36
FK5 4,0,36
FK6 5,0,36
FK6 6,0,36
FK7 0,0,36
FK7 1,0,36
FK7 7,0,36
FK7 8,0,36
FK7 9,0,36
FK8 1,0,36
FK8 2,0,36
FK8 3,0,36
FK9 4,0,36
FK9 5,0,36
FY1 1,155,36
FY1 2,211,36
FY1 3,200,36
FY1 4,286,36
FY1 5,252,36
FY1 6,251,36
FY1 9,0,36
FY2 0,163,36
FY2 9,96,36
FY3 0,9,36
FY3 7,146,36
FY3 8,111,36
FY3 9,98,36
FY4 1,257,36
FY4 2,88,36
FY4 3,74,36
FY4 4,138,36
FY4 5,52,36
FY5 1,104,36
FY5 2,34,36
FY5 3,60,36
FY5 4,56,36
FY5 5,34,36
FY5 9,0,36
FY6 0,34,36
FY6 6,0,36
FY6 7,79,36
FY6 8,26,36
FY6 9,13,36
FY7 6,162,36
FY7 7,79,36
FY7 8,81,36
FY7 9,0,36
FY8 1,114,36
FY8 2,55,36
FY8 3,91,36
FY8 4,75,36
FY8 5,44,36
FY8 9,0,36
G1 1,1,36
G1 2,0,36
G1 3,1,36
G1 4,0,36
G1 5,0,36
G11 5,0,36
G11 6,0,36
G11 7,0,36
G11 9,0,36
G12 0,0,36
G12 8,0,36
G12 9,0,36
G13 1,0,36
G13 2,0,36
G13 3,0,36
G13 4,0,36
G13 9,0,36
G14 0,0,36
G14 9,0,36
G15 6,0,36
G15 7,0,36
G15 8,0,36
G2 1,1,36
G2 2,0,36
G2 3,0,36
G2 4,0,36
G2 5,0,36
G2 6,0,36
G2 7,0,36
G2 8,0,36
G2 9,0,36
G20 0,0,36
G20 2,0,36
G20 6,0,36
G20 7,0,36
G20 8,0,36
G20 9,0,36
G21 1,0,36
G21 2,0,36
G21 3,0,36
G21 4,0,36
G22 5,0,36
G22 6,0,36
G22 7,0,36
G22 9,0,36
G23 5,0,36
G3 6,0,36
G3 7,0,36
G3 8,0,36
G31 1,0,36
G31 2,0,36
G31 3,0,36
G31 4,0,36
G31 5,0,36
G32 0,0,36
G32 2,0,36
G32 6,0,36
G32 7,0,36
G32 8,0,36
G32 9,0,36
G33 1,0,36
G33 2,0,36
G33 3,0,36
G33 4,0,36
G33 5,0,36
G33 6,0,36
G33 9,0,36
G34 0,0,36
G34 9,0,36
G4 0,0,36
G4 7,0,36
G4 9,0,36
G40 1,0,36
G40 2,0,36
G40 3,0,36
G40 4,0,36
G41 1,0,36
G41 2,0,36
G41 3,0,36
G41 4,0,36
G41 5,0,36
G42 0,0,36
G42 2,0,36
G42 7,0,36
G42 8,0,36
G42 9,0,36
G43 1,0,36
G43 2,0,36
G44 3,0,36
G44 4,0,36
G44 5,0,36
G44 9,0,36
G45 0,0,36
G45 9,0,36
G46 6,0,36
G46 7,0,36
G46 8,0,36
G46 9,0,36
G5 0,0,36
G5 8,0,36
G5 9,0,36
G51 1,0,36
G51 2,0,36
G51 3,0,36
G51 4,0,36
G51 9,0,36
G52 1,0,36
G52 2,0,36
G52 3,0,36
G52 4,0,36
G52 9,0,36
G53 5,0,36
G53 6,0,36
G53 7,0,36
G53 9,0,36
G60 5,0,36
G61 1,0,36
G61 2,0,36
G61 3,0,36
G61 4,0,36
G61 9,0,36
G62 6,0,36
G62 7,0,36
G62 8,0,36
G62 9,0,36
G63 0,0,36
G63 9,0,36
G64 1,0,36
G64 2,0,36
G64 3,0,36
G64 4,0,36
G64 9,0,36
G65 0,0,36
G65 9,0,36
G66 1,0,36
G66 2,0,36
G66 3,0,36
G66 4,0,36
G66 5,0,36
G66 7,0,36
G66 8,0,36
G66 9,0,36
G67 1,0,36
G67 2,0,36
G67 3,0,36
G67 4,0,36
G67 9,0,36
G68 0,0,36
G68 9,0,36
G69 0,0,36
G69 6,0,36
G69 7,0,36
G69 8,0,36
G69 9,0,36
G71 5,0,36
G71 6,0,36
G71 7,0,36
G71 8,0,36
G71 9,0,36
G72 0,0,36
G72 6,0,36
G72 7,0,36
G72 8,0,36
G72 9,0,36
G73 1,0,36
G73 2,0,36
G73 3,0,36
G73 4,0,36
G73 5,0,36
G74 1,0,36
G74 2,0,36
G74 3,0,36
G74 4,0,36
G74 5,0,36
G74 9,0,36
G75 0,0,36
G75 7,0,36
G75 8,0,36
G75 9,0,36
G76 0,0,36
G76 6,0,36
G76 7,1,36
G76 8,0,36
G76 9,0,36
G77 5,0,36
G77 6,0,36
G77 9,0,36
G78 1,0,36
G78 2,0,36
G78 3,0,36
G78 4,0,36
G78 9,0,36
G81 1,0,36
G81 2,0,36
G81 3,0,36
G81 4,0,36
G81 5,0,36
G81 6,0,36
G82 1,0,36
G82 2,1,36
G82 3,0,36
G82 4,0,36
G82 5,1,36
G82 9,0,36
G83 0,0,36
G83 3,0,36
G83 7,0,36
G83 8,0,36
G83 9,0,36
G84 0,0,36
G84 4,0,36
G84 7,0,36
G84 8,0,36
G84 9,0,36
GL1 1,249,36
GL1 2,175,36
GL1 3,175,36
GL1 4,248,36
GL1 5,129,36
GL1 9,0,36
GL10 2,38,36
GL10 3,84,36
GL11 4,39,36
GL11 5,50,36
GL11 6,25,36
GL11 9,6,36
GL12 7,46,36
GL12 8,94,36
GL13 9,53,36
GL14 1,22,36
GL14 2,58,36
GL14 3,20,36
GL14 9,0,36
GL15 4,23,36
GL15 5,59,36
GL15 6,35,36
GL15 9,0,36
GL16 7,51,36
GL16 8,55,36
GL16 9,4,36
GL17 0,26,36
GL17 9,38,36
GL18 1,57,36
GL18 2,16,36
GL19 3,55,36
GL19 4,35,36
GL2 0,41,36
GL2 2,39,36
GL2 3,1,36
GL2 4,93,36
GL2 5,96,36
GL2 7,29,36
GL2 8,30,36
GL2 9,41,36
GL20 5,56,36
GL20 6,36,36
GL20 7,99,36
GL20 8,70,36
GL20 9,0,36
GL3 1,40,36
GL3 2,31,36
GL3 3,37,36
GL3 4,73,36
GL3 5,0,36
GL3 9,0,36
GL4 0,99,36
GL4 3,36,36
GL4 4,55,36
GL4 5,22,36
GL4 6,156,36
GL4 8,36,36
GL5 1,114,36
GL5 2,43,36
GL5 3,55,36
GL5 4,47,36
GL5 5,23,36
GL50 1,82,36
GL50 2,89,36
GL50 3,105,36
GL50 4,109,36
GL50 9,0,36
GL51 0,93,36
GL51 3,81,36
GL51 4,20,36
GL51 6,61,36
GL51 7,112,36
GL51 8,63,36
GL51 9,116,36
GL52 2,76,36
GL52 3,64,36
GL52 5,65,36
GL52 6,69,36
GL52 7,23,36
GL52 8,71,36
GL52 9,41,36
GL53 0,38,36
GL53 7,80,36
GL53 8,40,36
GL53 9,34,36
GL54 1,53,36
GL54 2,75,36
GL54 3,56,36
GL54 4,57,36
GL54 5,105,36
GL55 6,77,36
GL55 9,0,36
GL56 0,77,36
GL56 9,56,36
GL6 0,45,36
GL6 1,0,36
GL6 6,27,36
GL6 7,44,36
GL6 8,24,36
GL6 9,30,36
GL7 0,0,36
GL7 1,101,36
GL7 2,39,36
GL7 3,62,36
GL7 4,31,36
GL7 5,65,36
GL7 6,38,36
GL7 7,24,36
GL7 9,0,36
GL8 0,0,36
GL8 8,109,36
GL9 1,29,36
GU1 1,109,36
GU1 2,53,36
GU1 3,66,36
GU1 4,109,36
GU1 9,0,36
GU10 1,31,36
GU10 2,44,36
GU10 3,30,36
GU10 4,42,36
GU10 5,50,36
GU11 1,83,36
GU11 2,22,36
GU11 3,80,36
GU11 4,29,36
GU11 9,8,36
GU12 4,95,36
GU12 5,31,36
GU12 6,54,36
GU14 0,73,36
GU14 4,0,36
GU14 6,64,36
GU14 7,64,36
GU14 8,121,36
GU14 9,79,36
GU15 1,55,36
GU15 2,65,36
GU15 3,80,36
GU15 4,29,36
GU15 9,0,36
GU16 6,102,36
GU16 7,23,36
GU16 8,37,36
GU16 9,8,36
GU17 0,30,36
GU17 9,44,36
GU18 5,37,36
GU19 5,64,36
GU2 4,27,36
GU2 7,58,36
GU2 8,39,36
GU2 9,74,36
GU20 6,35,36
GU21 2,47,36
GU21 3,43,36
GU21 4,49,36
GU21 5,77,36
GU21 6,60,36
GU21 7,10,36
GU21 8,14,36
GU21 9,0,36
GU22 0,55,36
GU22 2,0,36
GU22 7,80,36
GU22 8,58,36
GU22 9,65,36
GU23 6,42,36
GU23 7,24,36
GU24 0,26,36
GU24 8,60,36
GU24 9,43,36
GU25 4,93,36
GU25 9,0,36
GU26 6,65,36
GU27 1,63,36
GU27 2,61,36
GU27 3,97,36
GU27 9,0,36
GU28 0,41,36
GU28 8,0,36
GU28 9,44,36
GU29 0,37,36
GU29 1,0,36
GU29 9,40,36
GU3 1,19,36
GU3 2,15,36
GU3 3,22,36
GU30 7,102,36
GU30 9,0,36
GU31 4,50,36
GU31 5,61,36
GU32 1,37,36
GU32 2,32,36
GU32 3,47,36
GU32 9,0,36
GU33 6,24,36
GU33 7,54,36
GU34 1,61,36
GU34 2,52,36
GU34 3,44,36
GU34 4,47,36
GU34 5,42,36
GU34 9,0,36
GU35 0,99,36
GU35 5,0,36
GU35 8,30,36
GU35 9,75,36
GU4 7,65,36
GU4 8,43,36
GU46 6,36,36
GU46 7,24,36
GU47 0,40,36
GU47 7,0,36
GU47 8,23,36
GU47 9,26,36
GU5 0,46,36
GU5 9,82,36
GU51 1,16,36
GU51 2,14,36
GU51 3,64,36
GU51 4,43,36
GU51 5,28,36
GU51 9,0,36
GU52 0,7,36
GU52 6,25,36
GU52 7,8,36
GU52 8,13,36
GU52 9,0,36
GU6 7,66,36
GU6 8,71,36
GU6 9,0,36
GU7 1,35,36
GU7 2,43,36
GU7 3,37,36
GU7 9,3,36
GU8 4,88,36
GU8 5,96,36
GU8 6,38,36
GU9 0,32,36
GU9 1,0,36
GU9 7,50,36
GU9 8,56,36
GU9 9,36,36
HA0 1,197,36
HA0 2,116,36
HA0 3,79,36
HA0 4,145,36
HA0 9,0,36
HA1 1,136,36
HA1 2,175,36
HA1 3,148,36
HA1 4,153,36
HA1 9,0,36
HA2 0,124,36
HA2 6,156,36
HA2 7,95,36
HA2 8,172,36
HA2 9,163,36
HA3 0,107,36
HA3 5,178,36
HA3 6,135,36
HA3 7,215,36
HA3 8,89,36
HA3 9,156,36
HA4 0,147,36
HA4 4,0,36
HA4 6,93,36
HA4 7,126,36
HA4 8,130,36
HA4 9,63,36
HA5 1,81,36
HA5 2,127,36
HA5 3,155,36
HA5 4,139,36
HA5 5,87,36
HA5 9,3,36
HA6 1,129,36
HA6 2,125,36
HA6 3,70,36
HA6 9,0,36
HA7 1,130,36
HA7 2,146,36
HA7 3,121,36
HA7 4,172,36
HA7 9,0,36
HA8 0,205,36
HA8 4,0,36
HA8 5,272,36
HA8 6,231,36
HA8 7,147,36
HA8 8,233,36
HA8 9,173,36
HA9 0,199,36
HA9 1,0,36
HA9 6,144,36
HA9 7,114,36
HA9 8,148,36
HA9 9,196,36
HD1 1,54,36
HD1 2,113,36
HD1 3,95,36
HD1 4,180,36
HD1 5,70,36
HD1 6,146,36
HD1 9,0,36
HD2 1,198,36
HD2 2,190,36
HD3 2,0,36
HD3 3,197,36
HD3 4,235,36
HD4 5,126,36
HD4 6,169,36
HD4 7,101,36
HD5 0,68,36
HD5 8,199,36
HD5 9,122,36
HD6 1,85,36
HD6 2,102,36
HD6 3,204,36
HD6 4,45,36
HD6 9,0,36
HD7 4,96,36
HD7 5,130,36
HD7 6,30,36
HD7 9,0,36
HD8 0,119,36
HD8 1,0,36
HD8 8,87,36
HD8 9,135,36
HD9 1,45,36
HD9 2,47,36
HD9 3,24,36
HD9 4,27,36
HD9 5,45,36
HD9 6,74,36
HD9 7,45,36
HD9 9,0,36
HG1 1,58,36
HG1 2,126,36
HG1 3,50,36
HG1 4,139,36
HG1 5,78,36
HG1 9,2,36
HG2 0,53,36
HG2 7,82,36
HG2 8,58,36
HG2 9,38,36
HG3 1,62,36
HG3 2,88,36
HG3 3,15,36
HG3 4,10,36
HG3 5,19,36
HG4 1,49,36
HG4 2,44,36
HG4 3,12,36
HG4 4,18,36
HG4 5,10,36
HG5 0,104,36
HG5 5,0,36
HG5 8,35,36
HG5 9,24,36
HP1 1,138,36
HP1 2,81,36
HP1 3,78,36
HP10 0,24,36
HP10 8,48,36
HP10 9,47,36
HP11 1,80,36
HP11 2,185,36
HP11 9,0,36
HP12 3,70,36
HP12 4,79,36
HP12 9,0,36
HP13 5,111,36
HP13 6,83,36
HP13 7,83,36
HP14 3,40,36
HP14 4,32,36
HP15 6,42,36
HP15 7,48,36
HP16 0,73,36
HP16 6,0,36
HP16 9,43,36
HP17 0,4,36
HP17 8,47,36
HP17 9,11,36
HP18 0,52,36
HP18 1,2,36
HP18 9,35,36
HP19 0,6,36
HP19 7,21,36
HP19 8,47,36
HP19 9,68,36
HP2 4,197,36
HP2 5,177,36
HP2 6,100,36
HP2 7,63,36
HP20 1,92,36
HP20 2,57,36
HP20 9,0,36
HP21 7,45,36
HP21 8,66,36
HP21 9,34,36
HP22 0,1,36
HP22 3,5,36
HP22 4,37,36
HP22 5,82,36
HP22 6,41,36
HP22 7,22,36
HP22 9,0,36
HP23 4,54,36
HP23 5,82,36
HP23 6,26,36
HP23 9,0,36
HP27 0,21,36
HP27 9,46,36
HP3 0,85,36
HP3 8,84,36
HP3 9,133,36
HP4 1,60,36
HP4 2,90,36
HP4 3,107,36
HP4 9,0,36
HP5 1,76,36
HP5 2,107,36
HP5 3,88,36
HP5 9,0,36
HP6 5,70,36
HP6 6,104,36
HP6 9,4,36
HP7 0,41,36
HP7 9,52,36
HP8 4,85,36
HP9 1,107,36
HP9 2,130,36
HP9 9,0,36
HR1 1,71,36
HR1 2,60,36
HR1 3,47,36
HR1 4,50,36
HR1 9,1,36
HR2 0,38,36
HR2 6,51,36
HR2 7,84,36
HR2 8,37,36
HR2 9,75,36
HR3 5,37,36
HR3 6,24,36
HR4 0,64,36
HR4 7,46,36
HR4 8,54,36
HR4 9,69,36
HR5 3,33,36
HR6 0,43,36
HR6 6,0,36
HR6 8,110,36
HR6 9,46,36
HR7 4,84,36
HR8 1,54,36
HR8 2,85,36
HR8 9,0,36
HR9 5,47,36
HR9 6,46,36
HR9 7,84,36
HR9 9,0,36
HS1 2,0,36
HS1 9,0,36
HS2 0,0,36
HS2 9,0,36
HS3 3,0,36
HS4 3,0,36
HS5 3,0,36
HS6 5,0,36
HS7 5,0,36
HS8 5,0,36
HS9 5,0,36
HU1 1,44,36
HU1 2,75,36
HU1 3,113,36
HU1 4,0,36
HU10 6,126,36
HU10 7,55,36
HU11 4,113,36
HU11 5,25,36
HU12 0,22,36
HU12 8,80,36
HU12 9,41,36
HU13 0,77,36
HU13 3,0,36
HU13 9,170,36
HU14 3,47,36
HU15 1,58,36
HU15 2,55,36
HU16 4,116,36
HU16 5,100,36
HU17 0,105,36
HU17 5,15,36
HU17 6,0,36
HU17 7,49,36
HU17 8,109,36
HU17 9,109,36
HU18 1,45,36
HU19 2,109,36
HU2 0,36,36
HU2 8,89,36
HU2 9,66,36
HU20 3,2,36
HU3 1,254,36
HU3 2,210,36
HU3 3,205,36
HU3 4,42,36
HU3 5,66,36
HU3 6,217,36
HU4 6,231,36
HU4 7,283,36
HU5 1,163,36
HU5 2,261,36
HU5 3,257,36
HU5 4,110,36
HU5 5,272,36
HU6 0,7,36
HU6 7,227,36
HU6 8,144,36
HU6 9,195,36
HU7 0,68,36
HU7 3,125,36
HU7 4,595,36
HU7 5,70,36
HU7 6,120,36
HU7 9,0,36
HU8 0,130,36
HU8 7,60,36
HU8 8,180,36
HU8 9,241,36
HU9 1,117,36
HU9 2,178,36
HU9 3,146,36
HU9 4,222,36
HU9 5,162,36
HU9 9,0,36
HX1 1,194,36
HX1 2,195,36
HX1 3,108,36
HX1 4,78,36
HX1 5,108,36
HX1 9,0,36
HX2 0,160,36
HX2 6,59,36
HX2 7,60,36
HX2 8,210,36
HX2 9,176,36
HX3 0,104,36
HX3 5,108,36
HX3 6,182,36
HX3 7,130,36
HX3 8,100,36
HX3 9,80,36
HX4 0,20,36
HX4 8,86,36
HX4 9,29,36
HX5 0,96,36
HX5 9,58,36
HX6 1,39,36
HX6 2,71,36
HX6 3,63,36
HX6 4,68,36
HX7 5,66,36
HX7 6,19,36
HX7 7,46,36
HX7 8,51,36
HX7 9,0,36
IG1 1,275,36
IG1 2,329,36
IG1 3,134,36
IG1 4,191,36
IG1 8,0,36
IG1 9,1,36
IG10 1,84,36
IG10 2,88,36
IG10 3,145,36
IG10 4,57,36
IG10 9,0,36
IG11 0,290,36
IG11 1,0,36
IG11 7,236,36
IG11 8,293,36
IG11 9,222,36
IG2 6,186,36
IG2 7,142,36
IG3 8,202,36
IG3 9,275,36
IG4 5,84,36
IG5 0,147,36
IG6 1,127,36
IG6 2,154,36
IG6 3,88,36
IG7 4,75,36
IG7 5,95,36
IG7 6,86,36
IG8 0,113,36
IG8 7,103,36
IG8 8,108,36
IG8 9,109,36
IG9 5,109,36
IG9 6,46,36
IP1 1,31,36
IP1 2,74,36
IP1 3,57,36
IP1 4,59,36
IP1 5,64,36
IP1 6,65,36
IP1 9,0,36
IP10 0,25,36
IP11 0,13,36
IP11 1,0,36
IP11 2,29,36
IP11 3,0,36
IP11 4,0,36
IP11 6,1,36
IP11 7,21,36
IP11 9,31,36
IP12 1,33,36
IP12 2,45,36
IP12 3,55,36
IP12 4,54,36
IP12 9,0,36
IP13 0,47,36
IP13 6,40,36
IP13 7,43,36
IP13 8,24,36
IP13 9,40,36
IP14 1,66,36
IP14 2,38,36
IP14 3,29,36
IP14 4,37,36
IP14 5,39,36
IP14 6,36,36
IP14 9,0,36
IP15 5,13,36
IP16 4,33,36
IP17 1,36,36
IP17 2,32,36
IP17 3,31,36
IP17 9,1,36
IP18 6,90,36
IP19 0,26,36
IP19 1,0,36
IP19 8,39,36
IP19 9,13,36
IP2 0,53,36
IP2 8,61,36
IP2 9,62,36
IP20 0,12,36
IP20 9,25,36
IP21 4,24,36
IP21 5,26,36
IP22 1,30,36
IP22 2,32,36
IP22 4,42,36
IP22 5,11,36
IP22 9,0,36
IP23 7,38,36
IP23 8,12,36
IP24 1,83,36
IP24 2,80,36
IP24 3,69,36
IP24 9,0,36
IP25 5,3,36
IP25 6,52,36
IP25 7,33,36
IP26 4,39,36
IP26 5,25,36
IP27 0,94,36
IP27 1,0,36
IP27 9,56,36
IP28 1,3,36
IP28 2,0,36
IP28 3,0,36
IP28 6,60,36
IP28 7,74,36
IP28 8,102,36
IP28 9,0,36
IP29 4,21,36
IP29 5,48,36
IP3 0,127,36
IP3 8,61,36
IP3 9,126,36
IP30 0,23,36
IP30 9,48,36
IP31 1,24,36
IP31 2,33,36
IP31 3,50,36
IP32 6,67,36
IP32 7,50,36
IP33 1,63,36
IP33 2,38,36
IP33 3,74,36
IP33 9,0,36
IP4 1,69,36
IP4 2,55,36
IP4 3,26,36
IP4 4,28,36
IP4 5,33,36
IP5 1,12,36
IP5 2,13,36
IP5 3,13,36
IP5 4,0,36
IP6 0,40,36
IP6 8,68,36
IP6 9,51,36
IP7 5,32,36
IP7 6,35,36
IP7 7,31,36
IP7 9,0,36
IP8 3,60,36
IP8 4,41,36
IP9 1,25,36
IP9 2,43,36
IV1 1,0,36
IV1 3,0,36
IV1 9,0,36
IV10 8,0,36
IV11 8,0,36
IV12 4,0,36
IV12 5,0,36
IV13 7,0,36
IV14 9,0,36
IV15 0,0,36
IV15 9,0,36
IV16 9,0,36
IV17 0,0,36
IV18 0,0,36
IV19 1,0,36
IV2 3,0,36
IV2 4,0,36
IV2 5,0,36
IV2 6,0,36
IV2 7,0,36
IV2 8,0,36
IV20 1,0,36
IV21 2,0,36
IV22 2,0,36
IV23 2,0,36
IV24 3,0,36
IV25 3,0,36
IV26 2,0,36
IV27 4,0,36
IV27 9,0,36
IV28 3,0,36
IV3 5,0,36
IV3 8,0,36
IV30 1,0,36
IV30 4,0,36
IV30 5,0,36
IV30 6,0,36
IV30 8,0,36
IV30 9,0,36
IV31 6,0,36
IV32 7,0,36
IV36 1,0,36
IV36 2,0,36
IV36 3,0,36
IV36 9,0,36
IV4 7,0,36
IV40 8,0,36
IV41 8,0,36
IV42 8,0,36
IV43 8,0,36
IV44 8,0,36
IV45 8,0,36
IV46 8,0,36
IV47 8,0,36
IV48 8,0,36
IV49 9,0,36
IV5 7,0,36
IV51 9,0,36
IV52 8,0,36
IV53 8,0,36
IV54 8,0,36
IV55 8,0,36
IV56 8,0,36
IV6 7,0,36
IV63 6,0,36
IV63 7,0,36
IV7 8,0,36
IV8 8,0,36
IV9 8,0,36
KA1 1,0,36
KA1 2,1,36
KA1 3,0,36
KA1 4,0,36
KA1 5,0,36
KA1 9,0,36
KA10 6,0,36
KA10 7,0,36
KA10 9,0,36
KA11 1,0,36
KA11 2,0,36
KA11 3,0,36
KA11 4,0,36
KA11 5,0,36
KA12 0,0,36
KA12 2,0,36
KA12 8,0,36
KA12 9,0,36
KA13 6,0,36
KA13 7,0,36
