name,burglaries,months
CH41 4,52,36
CH41 5,15,36
CH41 6,37,36
CH41 7,29,36
CH41 8,43,36
CH41 9,45,36
CH42 0,14,36
CH42 1,47,36
CH42 2,25,36
CH42 3,14,36
CH42 4,40,36
CH42 5,35,36
CH42 6,20,36
CH42 7,16,36
CH42 8,15,36
CH42 9,32,36
CH43 0,14,36
CH43 1,20,36
CH43 2,27,36
CH43 3,11,36
CH43 4,41,36
CH43 5,21,36
CH43 6,15,36
CH43 7,65,36
CH43 8,5,36
CH43 9,40,36
CH44 0,25,36
CH44 1,16,36
CH44 2,15,36
CH44 3,5,36
CH44 4,24,36
CH44 5,27,36
CH44 6,37,36
CH44 7,36,36
CH44 8,26,36
CH44 9,37,36
CH45 0,7,36
CH45 1,13,36
CH45 2,13,36
CH45 3,10,36
CH45 4,21,36
CH45 5,25,36
CH45 6,8,36
CH45 7,19,36
CH45 8,7,36
CH45 9,3,36
CH46 0,12,36
CH46 1,26,36
CH46 2,19,36
CH46 3,7,36
CH46 4,4,36
CH46 5,2,36
CH46 6,22,36
CH46 7,27,36
CH46 8,22,36
CH46 9,28,36
CH47 0,3,36
CH47 1,0,36
CH47 2,5,36
CH47 3,16,36
CH47 4,3,36
CH47 5,4,36
CH47 6,2,36
CH47 7,1,36
CH47 8,1,36
CH47 9,0,36
CH48 0,6,36
CH48 1,7,36
CH48 2,4,36
CH48 3,7,36
CH48 4,15,36
CH48 5,9,36
CH48 6,11,36
CH48 7,4,36
CH48 8,5,36
CH48 9,5,36
CH49 0,14,36
CH49 1,10,36
CH49 2,12,36
CH49 3,6,36
CH49 4,17,36
CH49 5,22,36
CH49 6,33,36
CH49 7,31,36
CH49 8,17,36
CH49 9,27,36
CH5 1,101,36
CH5 2,95,36
CH5 3,51,36
CH5 4,102,36
CH5 9,0,36
CH6 5,102,36
CH6 6,23,36
CH6 9,0,36
CH60 0,11,36
CH60 1,5,36
CH60 2,5,36
CH60 3,6,36
CH60 4,4,36
CH60 5,10,36
CH60 6,6,36
CH60 7,4,36
CH60 8,4,36
CH60 9,6,36
CH61 0,2,36
CH61 1,12,36
CH61 2,4,36
CH61 3,8,36
CH61 4,7,36
CH61 5,10,36
CH61 6,6,36
CH61 7,15,36
CH61 8,7,36
CH61 9,4,36
CH62 0,7,36
CH62 1,41,36
CH62 2,8,36
CH62 3,22,36
CH62 4,10,36
CH62 5,29,36
CH62 6,12,36
CH62 7,22,36
CH62 8,21,36
CH62 9,16,36
CH63 0,13,36
CH63 1,4,36
CH63 2,15,36
CH63 3,19,36
CH63 4,5,36
CH63 5,13,36
CH63 6,3,36
CH63 7,12,36
CH63 8,12,36
CH63 9,8,36
CH64 0,4,36
CH64 1,14,36
CH64 2,2,36
CH64 3,17,36
CH64 4,8,36
CH64 5,5,36
CH64 6,11,36
CH64 7,2,36
CH64 8,5,36
CH64 9,31,36
CH65 0,24,36
CH65 1,11,36
CH65 2,38,36
CH65 3,15,36
CH65 4,47,36
CH65 5,32,36
CH65 6,15,36
CH65 7,24,36
CH65 8,36,36
CH65 9,71,36
CH66 0,2,36
CH66 1,21,36
CH66 2,31,36
CH66 3,29,36
CH66 4,58,36
CH66 5,7,36
CH66 6,3,36
CH66 7,1,36
CH66 8,3,36
CH66 9,2,36
CH7 1,97,36
CH7 2,55,36
CH7 3,28,36
CH7 4,22,36
CH7 5,34,36
CH7 6,41,36
CH7 9,0,36
CH8 7,136,36
CH8 8,22,36
CH8 9,55,36
CM0 7,41,36
CM0 8,37,36
CM1 1,120,36
CM1 2,220,36
CM1 3,91,36
CM1 4,184,36
CM1 6,90,36
CM1 7,128,36
CM1 9,0,36
CM11 1,72,36
CM11 2,88,36
CM12 0,60,36
CM12 2,0,36
CM12 9,111,36
CM13 1,52,36
CM13 2,73,36
CM13 3,117,36
CM14 4,187,36
CM14 5,100,36
CM14 9,0,36
CM15 0,55,36
CM15 8,98,36
CM15 9,75,36
CM16 4,48,36
CM16 5,45,36
CM16 6,66,36
CM16 7,96,36
CM16 9,2,36
CM17 0,107,36
CM17 9,78,36
CM18 6,125,36
CM18 7,215,36
CM19 4,133,36
CM19 5,90,36
CM2 0,111,36
CM2 5,9,36
CM2 6,143,36
CM2 7,89,36
CM2 8,155,36
CM2 9,145,36
CM20 1,144,36
CM20 2,115,36
CM20 3,115,36
CM20 9,0,36
CM21 0,40,36
CM21 1,0,36
CM21 9,47,36
CM22 6,61,36
CM22 7,74,36
CM23 0,0,36
CM23 1,13,36
CM23 2,100,36
CM23 3,113,36
CM23 4,77,36
CM23 5,96,36
CM23 9,0,36
CM24 1,19,36
CM24 8,52,36
CM3 1,71,36
CM3 2,52,36
CM3 3,88,36
CM3 4,71,36
CM3 5,50,36
CM3 6,47,36
CM3 7,3,36
CM3 8,48,36
CM3 9,1,36
CM4 0,43,36
CM4 9,80,36
CM5 0,71,36
CM5 5,0,36
CM5 9,50,36
CM6 1,118,36
CM6 2,60,36
CM6 3,66,36
CM6 4,5,36
CM7 0,0,36
CM7 1,68,36
CM7 2,46,36
CM7 3,64,36
CM7 4,50,36
CM7 5,67,36
CM7 9,34,36
CM77 6,22,36
CM77 7,20,36
CM77 8,54,36
CM8 1,122,36
CM8 2,93,36
CM8 3,62,36
CM8 9,4,36
CM9 4,58,36
CM9 5,27,36
CM9 6,101,36
CM9 8,45,36
CM9 9,0,36
CO1 1,180,36
CO1 2,131,36
CO1 9,2,36
CO10 0,62,36
CO10 1,38,36
CO10 2,56,36
CO10 3,0,36
CO10 5,18,36
CO10 7,33,36
CO10 8,42,36
CO10 9,43,36
CO11 1,37,36
CO11 2,40,36
CO11 9,0,36
CO12 3,74,36
CO12 4,74,36
CO12 5,16,36
CO12 9,0,36
CO13 0,34,36
CO13 3,0,36
CO13 9,38,36
CO14 8,54,36
CO15 1,170,36
CO15 2,112,36
CO15 3,120,36
CO15 4,68,36
CO15 5,50,36
CO15 6,69,36
CO15 9,0,36
CO16 0,21,36
CO16 7,31,36
CO16 8,92,36
CO16 9,57,36
CO2 0,39,36
CO2 7,102,36
CO2 8,119,36
CO2 9,110,36
CO3 0,68,36
CO3 3,76,36
CO3 4,60,36
CO3 8,27,36
CO3 9,32,36
CO4 0,49,36
CO4 3,194,36
CO4 5,107,36
CO4 6,28,36
CO4 7,0,36
CO4 9,45,36
CO5 0,51,36
CO5 7,17,36
CO5 8,30,36
CO5 9,58,36
CO6 1,54,36
CO6 2,63,36
CO6 3,48,36
CO6 4,50,36
CO6 5,6,36
CO7 0,31,36
CO7 5,0,36
CO7 6,81,36
CO7 7,54,36
CO7 8,45,36
CO7 9,49,36
CO8 5,29,36
CO9 1,71,36
CO9 2,58,36
CO9 3,39,36
CO9 4,61,36
CO9 9,3,36
CR0 0,164,36
CR0 1,475,36
CR0 2,532,36
CR0 3,323,36
CR0 4,368,36
CR0 5,210,36
CR0 6,378,36
CR0 7,161,36
CR0 8,102,36
CR0 9,112,36
CR2 0,125,36
CR2 6,156,36
CR2 7,125,36
CR2 8,131,36
CR2 9,75,36
CR3 0,43,36
CR3 4,0,36
CR3 5,60,36
CR3 6,74,36
CR3 7,31,36
CR4 1,189,36
CR4 2,153,36
CR4 3,264,36
CR4 4,140,36
CR4 9,0,36
CR5 1,61,36
CR5 2,118,36
CR5 3,94,36
CR5 9,0,36
CR6 9,109,36
CR7 6,143,36
CR7 7,261,36
CR7 8,199,36
CR8 1,64,36
CR8 2,168,36
CR8 3,102,36
CR8 4,92,36
CR8 5,72,36
CT1 1,204,36
CT1 2,97,36
CT1 3,103,36
CT1 9,0,36
CT10 1,49,36
CT10 2,70,36
CT10 3,22,36
CT10 9,0,36
CT11 0,47,36
CT11 1,0,36
CT11 7,65,36
CT11 8,92,36
CT11 9,87,36
CT12 4,17,36
CT12 5,50,36
CT12 6,128,36
CT13 0,43,36
CT13 9,20,36
CT14 0,16,36
CT14 4,0,36
CT14 6,53,36
CT14 7,22,36
CT14 8,8,36
CT14 9,60,36
CT15 4,14,36
CT15 5,19,36
CT15 6,16,36
CT15 7,29,36
CT16 1,100,36
CT16 2,64,36
CT16 3,29,36
CT16 9,0,36
CT17 0,77,36
CT17 9,106,36
CT18 7,48,36
CT18 8,25,36
CT19 4,58,36
CT19 5,105,36
CT19 6,53,36
CT2 0,36,36
CT2 7,136,36
CT2 8,83,36
CT2 9,22,36
CT20 1,161,36
CT20 2,82,36
CT20 3,42,36
CT20 9,0,36
CT21 4,16,36
CT21 5,45,36
CT21 6,30,36
CT21 9,1,36
CT3 1,32,36
CT3 2,16,36
CT3 3,42,36
CT3 4,30,36
CT4 5,28,36
CT4 6,32,36
CT4 7,37,36
CT4 8,15,36
CT5 1,80,36
CT5 2,61,36
CT5 3,46,36
CT5 4,79,36
CT5 9,0,36
CT6 5,87,36
CT6 6,27,36
CT6 7,49,36
CT6 8,65,36
CT6 9,0,36
CT7 0,32,36
CT7 9,42,36
CT8 8,41,36
CT9 1,141,36
CT9 2,94,36
CT9 3,110,36
CT9 4,71,36
CT9 5,66,36
CT9 9,0,36
CV1 1,149,36
CV1 2,350,36
CV1 3,174,36
CV1 4,234,36
CV1 5,212,36
CV1 9,0,36
CV10 0,128,36
CV10 3,0,36
CV10 7,158,36
CV10 8,106,36
CV10 9,172,36
CV11 4,200,36
CV11 5,194,36
CV11 6,223,36
CV11 7,6,36
CV11 8,7,36
CV11 9,5,36
CV12 0,89,36
CV12 8,127,36
CV12 9,140,36
CV13 0,90,36
CV13 6,58,36
CV2 1,223,36
CV2 2,252,36
CV2 3,119,36
CV2 4,283,36
CV2 5,145,36
CV21 1,143,36
CV21 2,99,36
CV21 3,99,36
CV21 4,50,36
CV21 9,3,36
CV22 5,90,36
CV22 6,54,36
CV22 7,129,36
CV23 0,92,36
CV23 1,19,36
CV23 8,46,36
CV23 9,53,36
CV3 1,186,36
CV3 2,328,36
CV3 3,168,36
CV3 4,156,36
CV3 5,169,36
CV3 6,131,36
CV3 9,0,36
CV31 1,121,36
CV31 2,80,36
CV31 3,92,36
CV31 9,0,36
CV32 4,37,36
CV32 5,81,36
CV32 6,64,36
CV32 7,101,36
CV33 8,0,36
CV33 9,82,36
CV34 0,0,36
CV34 4,95,36
CV34 5,168,36
CV34 6,217,36
CV34 7,25,36
CV34 8,20,36
CV34 9,0,36
CV35 0,141,36
CV35 7,56,36
CV35 8,85,36
CV35 9,75,36
CV36 4,70,36
CV36 5,58,36
CV37 0,122,36
CV37 1,0,36
CV37 5,9,36
CV37 6,117,36
CV37 7,77,36
CV37 8,106,36
CV37 9,146,36
CV4 7,95,36
CV4 8,213,36
CV4 9,247,36
CV47 0,30,36
CV47 1,41,36
CV47 2,65,36
CV47 4,1,36
CV47 7,14,36
CV47 8,22,36
CV47 9,16,36
CV5 6,258,36
CV5 7,98,36
CV5 8,154,36
CV5 9,96,36
CV6 1,127,36
CV6 2,201,36
CV6 3,175,36
CV6 4,206,36
CV6 5,310,36
CV6 6,223,36
CV6 7,238,36
CV6 9,1,36
CV7 7,125,36
CV7 8,169,36
CV7 9,127,36
CV8 1,123,36
CV8 2,130,36
CV8 3,68,36
CV8 9,0,36
CV9 1,81,36
CV9 2,117,36
CV9 3,57,36
CV9 9,0,36
CW1 2,75,36
CW1 3,186,36
CW1 4,101,36
CW1 5,55,36
CW1 6,29,36
CW1 9,0,36
CW10 0,44,36
CW10 9,40,36
CW11 1,23,36
CW11 2,19,36
CW11 3,43,36
CW11 4,36,36
CW11 5,0,36
CW12 1,109,36
CW12 2,49,36
CW12 3,53,36
CW12 4,77,36
CW12 9,0,36
CW2 5,75,36
CW2 6,120,36
CW2 7,175,36
CW2 8,60,36
CW3 0,26,36
CW3 9,35,36
CW4 7,17,36
CW4 8,16,36
CW5 5,78,36
CW5 6,48,36
CW5 7,48,36
CW5 8,31,36
CW5 9,0,36
CW6 0,28,36
CW6 6,0,36
CW6 9,37,36
CW7 1,59,36
CW7 2,53,36
CW7 3,82,36
CW7 4,7,36
CW7 9,0,36
CW8 1,86,36
CW8 2,38,36
CW8 3,27,36
CW8 4,58,36
CW9 5,65,36
CW9 6,27,36
CW9 7,78,36
CW9 8,49,36
CW9 9,0,36
DA1 1,164,36
DA1 2,126,36
DA1 3,63,36
DA1 4,98,36
DA1 5,173,36
DA1 9,0,36
DA10 0,93,36
DA10 1,49,36
DA11 0,102,36
DA11 7,83,36
DA11 8,90,36
DA11 9,98,36
DA12 1,74,36
DA12 2,143,36
DA12 3,55,36
DA12 4,111,36
DA12 5,210,36
DA12 9,0,36
DA13 0,103,36
DA13 9,69,36
DA14 4,77,36
DA14 5,77,36
DA14 6,108,36
DA15 0,0,36
DA15 7,50,36
DA15 8,89,36
DA15 9,56,36
DA16 1,136,36
DA16 2,92,36
DA16 3,115,36
DA17 5,96,36
DA17 6,107,36
DA18 4,35,36
DA2 6,134,36
DA2 7,75,36
DA2 8,34,36
DA3 7,60,36
DA3 8,98,36
DA3 9,0,36
DA4 0,32,36
DA4 9,72,36
DA5 1,76,36
DA5 2,35,36
DA5 3,66,36
DA6 7,116,36
DA6 8,59,36
DA7 4,136,36
DA7 5,84,36
DA7 6,73,36
DA7 9,0,36
DA8 1,181,36
DA8 2,166,36
DA8 3,121,36
DA8 9,0,36
DA9 9,156,36
DD1 1,0,36
DD1 2,0,36
DD1 3,0,36
DD1 4,0,36
DD1 5,0,36
DD1 9,0,36
DD10 0,0,36
DD10 1,0,36
DD10 8,0,36
DD10 9,0,36
DD11 1,0,36
DD11 2,0,36
DD11 3,0,36
DD11 4,0,36
DD11 5,0,36
DD11 9,0,36
DD2 1,0,36
DD2 2,0,36
DD2 3,0,36
DD2 4,0,36
DD2 5,0,36
DD2 9,0,36
DD3 0,0,36
DD3 6,0,36
DD3 7,0,36
DD3 8,0,36
DD3 9,0,36
DD4 0,0,36
DD4 6,0,36
DD4 7,0,36
DD4 8,0,36
DD4 9,0,36
DD5 1,0,36
DD5 2,0,36
DD5 3,0,36
DD5 4,0,36
DD6 8,0,36
DD6 9,0,36
DD7 6,0,36
DD7 7,0,36
DD8 0,0,36
DD8 1,0,36
DD8 2,0,36
DD8 3,0,36
DD8 4,0,36
DD8 5,0,36
DD8 9,0,36
DD9 6,0,36
DD9 7,0,36
DD9 9,0,36
DE1 0,0,36
DE1 1,277,36
DE1 2,189,36
DE1 3,198,36
DE1 9,0,36
DE11 0,125,36
DE11 1,2,36
DE11 7,91,36
DE11 8,51,36
DE11 9,111,36
DE12 6,94,36
DE12 7,90,36
DE12 8,32,36
DE13 0,104,36
DE13 7,35,36
DE13 8,78,36
DE13 9,76,36
DE14 1,120,36
DE14 2,126,36
DE14 3,179,36
DE14 9,0,36
DE15 0,72,36
DE15 9,171,36
DE21 2,51,36
DE21 4,141,36
DE21 5,30,36
DE21 6,288,36
DE21 7,211,36
DE22 1,49,36
DE22 2,80,36
DE22 3,357,36
DE22 4,45,36
DE22 5,22,36
DE23 1,38,36
DE23 2,13,36
DE23 3,26,36
DE23 4,11,36
DE23 6,176,36
DE23 8,216,36
DE24 0,160,36
DE24 1,8,36
DE24 3,39,36
DE24 5,10,36
DE24 8,306,36
DE24 9,168,36
DE3 0,61,36
DE3 9,34,36
DE4 2,47,36
DE4 3,62,36
DE4 4,59,36
DE4 5,37,36
DE4 9,0,36
DE45 1,70,36
DE5 3,139,36
DE5 4,0,36
DE5 8,18,36
DE5 9,31,36
DE55 1,43,36
DE55 2,65,36
DE55 3,16,36
DE55 4,79,36
DE55 5,39,36
DE55 6,27,36
DE55 7,85,36
DE55 9,2,36
DE56 0,40,36
DE56 1,59,36
DE56 2,37,36
DE56 4,34,36
DE56 9,0,36
DE6 1,70,36
DE6 2,31,36
DE6 3,16,36
DE6 4,11,36
DE6 5,18,36
DE6 9,1,36
DE65 5,66,36
DE65 6,66,36
DE65 9,0,36
DE7 0,0,36
DE7 4,119,36
DE7 5,124,36
DE7 6,57,36
DE7 8,193,36
DE7 9,5,36
DE72 2,29,36
DE72 3,134,36
DE73 5,41,36
DE73 6,37,36
DE73 7,22,36
DE73 8,37,36
DE74 0,0,36
DE74 2,135,36
DE75 7,146,36
DG1 1,0,36
DG1 2,0,36
DG1 3,0,36
DG1 4,0,36
DG1 9,0,36
DG10 9,0,36
DG11 1,0,36
DG11 2,0,36
DG11 3,0,36
DG11 9,0,36
DG12 5,0,36
DG12 6,0,36
DG13 0,0,36
DG14 0,0,36
DG16 5,0,36
DG2 0,0,36
DG2 7,0,36
DG2 8,0,36
DG2 9,0,36
DG3 4,0,36
DG3 5,0,36
DG3 9,0,36
DG4 6,0,36
DG5 4,0,36
DG6 4,0,36
DG7 1,0,36
DG7 2,0,36
DG7 3,0,36
DG7 9,0,36
DG8 0,0,36
DG8 6,0,36
DG8 7,0,36
DG8 8,0,36
DG8 9,0,36
DG9 0,0,36
DG9 7,0,36
DG9 8,0,36
DG9 9,0,36
DH1 1,236,36
DH1 2,157,36
DH1 3,108,36
DH1 4,130,36
DH1 5,119,36
DH1 9,0,36
DH2 1,100,36
DH2 2,108,36
DH2 3,131,36
DH3 1,135,36
DH3 2,111,36
DH3 3,115,36
DH3 4,49,36
DH3 9,0,36
DH4 4,138,36
DH4 5,121,36
DH4 6,171,36
DH4 7,103,36
DH4 9,13,36
DH5 0,156,36
DH5 8,137,36
DH5 9,141,36
DH6 1,167,36
DH6 2,107,36
DH6 3,106,36
DH6 4,107,36
DH6 5,62,36
DH7 0,34,36
DH7 6,87,36
DH7 7,83,36
DH7 8,131,36
DH7 9,65,36
DH8 0,26,36
DH8 1,0,36
DH8 5,75,36
DH8 6,55,36
DH8 7,67,36
DH8 8,71,36
DH8 9,22,36
DH9 0,90,36
DH9 6,97,36
DH9 7,130,36
DH9 8,84,36
DH9 9,75,36
DL1 1,136,36
DL1 2,197,36
DL1 3,58,36
DL1 4,280,36
DL1 5,171,36
DL1 9,2,36
DL10 4,25,36
DL10 5,23,36
DL10 6,31,36
DL10 7,28,36
DL10 9,0,36
DL11 6,26,36
DL11 7,22,36
DL12 0,46,36
DL12 8,83,36
DL12 9,54,36
DL13 1,22,36
DL13 2,44,36
DL13 3,37,36
DL13 4,49,36
DL13 5,37,36
DL14 0,92,36
DL14 4,0,36
DL14 6,251,36
DL14 7,163,36
DL14 8,115,36
DL14 9,157,36
DL15 0,162,36
DL15 8,86,36
DL15 9,117,36
DL16 6,146,36
DL16 7,177,36
DL16 9,0,36
DL17 0,165,36
DL17 8,168,36
DL17 9,49,36
DL2 1,51,36
DL2 2,85,36
DL2 3,56,36
DL2 4,0,36
DL3 0,168,36
DL3 6,133,36
DL3 7,74,36
DL3 8,43,36
DL3 9,76,36
DL4 1,164,36
DL4 2,176,36
DL5 4,109,36
DL5 5,81,36
DL5 6,54,36
DL5 7,236,36
DL5 9,0,36
DL6 1,61,36
DL6 2,56,36
DL6 3,37,36
DL7 0,14,36
DL7 7,0,36
DL7 8,73,36
DL7 9,14,36
DL8 1,25,36
DL8 2,11,36
DL8 3,19,36
DL8 4,19,36
DL8 5,19,36
DL8 9,0,36
DL9 3,11,36
DL9 4,46,36
DN1 1,214,36
DN1 2,256,36
DN1 3,199,36
DN1 9,14,36
DN10 4,49,36
DN10 5,18,36
DN10 6,56,36
DN11 0,125,36
DN11 8,166,36
DN11 9,89,36
DN12 1,242,36
DN12 2,79,36
DN12 3,84,36
DN12 4,85,36
DN14 0,79,36
DN14 4,0,36
DN14 5,121,36
DN14 6,178,36
DN14 7,65,36
DN14 8,65,36
DN14 9,65,36
DN15 0,7,36
DN15 5,0,36
DN15 6,256,36
DN15 7,199,36
DN15 8,228,36
DN15 9,86,36
DN16 1,303,36
DN16 2,183,36
DN16 3,179,36
DN17 1,268,36
DN17 2,233,36
DN17 3,83,36
DN17 4,48,36
DN18 5,81,36
DN18 6,34,36
DN18 9,0,36
DN19 7,48,36
DN2 4,234,36
DN2 5,214,36
DN2 6,175,36
DN20 0,50,36
DN20 8,89,36
DN20 9,47,36
DN21 1,346,36
DN21 2,213,36
DN21 3,52,36
DN21 4,62,36
DN21 5,57,36
DN21 9,3,36
DN22 0,39,36
DN22 1,0,36
DN22 4,0,36
DN22 5,0,36
DN22 6,85,36
DN22 7,150,36
DN22 8,76,36
DN22 9,49,36
DN3 1,166,36
DN3 2,159,36
DN3 3,133,36
DN31 1,154,36
DN31 2,208,36
DN31 3,43,36
DN31 9,0,36
DN32 0,159,36
DN32 7,323,36
DN32 8,107,36
DN32 9,245,36
DN33 1,124,36
DN33 2,42,36
DN33 3,83,36
DN34 4,97,36
DN34 5,123,36
DN35 0,104,36
DN35 7,181,36
DN35 8,164,36
DN35 9,80,36
DN36 4,110,36
DN36 5,57,36
DN37 0,86,36
DN37 7,59,36
DN37 8,14,36
DN37 9,134,36
DN38 6,40,36
DN39 6,43,36
DN4 0,401,36
DN4 5,229,36
DN4 6,156,36
DN4 7,99,36
DN4 8,264,36
DN4 9,173,36
DN40 1,51,36
DN40 2,43,36
DN40 3,65,36
DN40 9,0,36
DN41 7,28,36
DN41 8,50,36
DN5 0,315,36
DN5 7,143,36
DN5 8,190,36
DN5 9,233,36
DN6 0,125,36
DN6 7,181,36
DN6 8,150,36
DN6 9,77,36
DN7 4,168,36
DN7 5,173,36
DN7 6,111,36
DN8 4,127,36
DN8 5,155,36
DN9 1,77,36
DN9 2,55,36
DN9 3,86,36
DT1 1,77,36
DT1 2,32,36
DT1 3,32,36
DT1 9,3,36
DT10 1,41,36
DT10 2,29,36
DT10 9,0,36
DT11 0,40,36
DT11 1,0,36
DT11 7,79,36
DT11 8,46,36
DT11 9,34,36
DT2 0,17,36
DT2 7,37,36
DT2 8,37,36
DT2 9,24,36
DT3 4,16,36
DT3 5,31,36
DT3 6,48,36
DT4 0,79,36
DT4 4,3,36
DT4 7,118,36
DT4 8,70,36
DT4 9,50,36
DT5 1,36,36
DT5 2,24,36
DT5 9,0,36
DT6 3,43,36
DT6 4,37,36
DT6 5,42,36
DT6 6,27,36
DT6 9,0,36
DT7 3,63,36
DT8 3,17,36
DT9 3,24,36
DT9 4,39,36
DT9 5,27,36
DT9 6,31,36
DT9 9,0,36
DY1 1,107,36
DY1 2,228,36
DY1 3,167,36
DY1 4,107,36
DY1 9,0,36
DY10 1,193,36
DY10 2,131,36
DY10 3,118,36
DY10 4,79,36
DY11 5,74,36
DY11 6,172,36
DY11 7,136,36
DY11 9,0,36
DY12 1,64,36
DY12 2,62,36
DY12 3,20,36
DY13 0,79,36
DY13 3,0,36
DY13 8,81,36
DY13 9,96,36
DY14 0,17,36
DY14 8,29,36
DY14 9,21,36
DY2 0,238,36
DY2 7,90,36
DY2 8,147,36
DY2 9,138,36
DY3 1,163,36
DY3 2,193,36
DY3 3,104,36
DY3 4,37,36
DY4 0,154,36
DY4 4,0,36
DY4 7,161,36
DY4 8,162,36
DY4 9,151,36
DY5 1,130,36
DY5 2,221,36
DY5 3,231,36
DY5 4,123,36
DY5 9,0,36
DY6 0,47,36
DY6 6,0,36
DY6 7,86,36
DY6 8,143,36
DY6 9,105,36
DY7 5,52,36
DY7 6,76,36
DY8 1,140,36
DY8 2,88,36
DY8 3,124,36
DY8 4,146,36
DY8 5,151,36
DY8 9,0,36
DY9 0,146,36
DY9 7,101,36
DY9 8,119,36
DY9 9,128,36
E1 0,169,36
E1 1,218,36
E1 2,213,36
E1 3,131,36
E1 4,387,36
E1 5,285,36
E1 6,373,36
E1 7,145,36
E1 8,244,36
E10 5,328,36
E10 6,181,36
E10 7,263,36
E10 9,0,36
E11 1,245,36
E11 2,249,36
E11 3,266,36
E11 4,203,36
E11 9,0,36
E12 5,233,36
E12 6,214,36
E12 9,0,36
E13 0,217,36
E13 3,0,36
E13 8,210,36
E13 9,240,36
E14 0,232,36
E14 1,0,36
E14 2,27,36
E14 3,209,36
E14 4,67,36
E14 5,57,36
E14 6,340,36
E14 7,373,36
E14 8,292,36
E14 9,444,36
E15 1,555,36
E15 2,398,36
E15 3,176,36
E15 4,254,36
E15 9,0,36
E16 1,497,36
E16 2,361,36
E16 3,146,36
E16 4,188,36
E16 9,2,36
E17 0,0,36
E17 3,273,36
E17 4,308,36
E17 5,242,36
E17 6,298,36
E17 7,259,36
E17 8,127,36
E17 9,261,36
E18 1,213,36
E18 2,163,36
E18 9,0,36
E1W 1,133,36
E1W 2,164,36
E1W 3,132,36
E2 0,259,36
E2 2,0,36
E2 6,279,36
E2 7,237,36
E2 8,278,36
E2 9,239,36
E20 1,144,36
E3 2,456,36
E3 3,392,36
E3 4,325,36
E3 5,235,36
E3 9,0,36
E4 0,0,36
E4 6,170,36
E4 7,184,36
E4 8,289,36
E4 9,235,36
E5 0,354,36
E5 5,0,36
E5 8,381,36
E5 9,348,36
E6 1,393,36
E6 2,188,36
E6 3,186,36
E6 5,126,36
E6 6,175,36
E6 7,28,36
E6 9,0,36
E7 0,176,36
E7 7,0,36
E7 8,268,36
E7 9,179,36
E8 1,285,36
E8 2,304,36
E8 3,461,36
E8 4,342,36
E9 5,324,36
E9 6,319,36
E9 7,276,36
EC1A 1,0,36
EC1A 2,11,36
EC1A 4,9,36
EC1A 7,26,36
EC1A 9,49,36
EC1M 3,30,36
EC1M 4,18,36
EC1M 5,51,36
EC1M 6,29,36
EC1M 7,6,36
EC1N 2,32,36
EC1N 6,2,36
EC1N 7,22,36
EC1N 8,51,36
EC1R 0,64,36
EC1R 1,21,36
EC1R 3,17,36
EC1R 4,67,36
EC1R 5,40,36
EC1V 0,60,36
EC1V 1,45,36
EC1V 2,62,36
EC1V 3,97,36
EC1V 4,58,36
EC1V 7,42,36
EC1V 8,55,36
EC1V 9,104,36
EC1Y 0,49,36
EC1Y 1,40,36
EC1Y 2,0,36
EC1Y 4,7,36
EC1Y 8,64,36
EC2A 1,21,36
EC2A 2,39,36
EC2A 3,142,36
EC2A 4,136,36
EC2M 1,3,36
EC2M 2,0,36
EC2M 3,8,36
EC2M 4,24,36
EC2M 5,26,36
EC2M 6,0,36
EC2M 7,6,36
EC2N 1,12,36
EC2N 2,0,36
EC2N 3,21,36
EC2N 4,2,36
EC2R 5,21,36
EC2R 6,15,36
EC2R 7,13,36
EC2R 8,8,36
EC2V 5,0,36
EC2V 6,29,36
EC2V 7,8,36
EC2V 8,0,36
EC2Y 5,1,36
EC2Y 8,23,36
EC2Y 9,12,36
EC3A 1,0,36
EC3A 2,0,36
EC3A 3,0,36
EC3A 4,0,36
EC3A 5,47,36
EC3A 6,4,36
EC3A 7,12,36
EC3A 8,5,36
EC3M 1,6,36
EC3M 2,0,36
EC3M 3,0,36
EC3M 4,0,36
EC3M 5,0,36
EC3M 6,0,36
EC3M 7,0,36
EC3M 8,0,36
EC3N 1,28,36
EC3N 2,75,36
EC3N 3,0,36
EC3N 4,7,36
EC3R 5,10,36
EC3R 6,6,36
EC3R 7,34,36
EC3R 8,45,36
EC3V 0,80,36
EC3V 1,0,36
EC3V 3,27,36
EC3V 4,0,36
EC3V 9,9,36
EC4A 1,31,36
EC4A 2,0,36
EC4A 3,7,36
EC4A 4,0,36
EC4M 5,0,36
EC4M 6,2,36
EC4M 7,54,36
EC4M 8,16,36
EC4M 9,36,36
EC4N 1,12,36
EC4N 4,4,36
EC4N 5,0,36
EC4N 6,0,36
EC4N 7,0,36
EC4N 8,11,36
EC4R 0,19,36
EC4R 1,7,36
EC4R 2,4,36
EC4R 3,3,36
EC4R 9,0,36
EC4V 2,0,36
EC4V 3,10,36
EC4V 4,7,36
EC4V 5,10,36
EC4V 6,24,36
EC4Y 0,21,36
EC4Y 1,16,36
EC4Y 7,1,36
EC4Y 8,32,36
EC4Y 9,1,36
EH1 1,0,36
EH1 2,0,36
EH1 3,0,36
EH10 4,0,36
EH10 5,0,36
EH10 6,0,36
EH10 7,0,36
EH10 9,0,36
EH11 1,0,36
EH11 2,0,36
