name,d02_high,d02_low,d03_high,d03_low,d06_high,d06_low,d09_high,d09_low,d12_high,d12_low,basis
N2,0.094921,0.202296,0.051119,0.109371,0.016408,0.030006,0.004328,0.013082,0.002231,0.004747,postcode
N3,0.073930,0.196404,0.050804,0.119275,0.015841,0.040744,0.008671,0.016246,0.005214,0.010676,postcode
N4,0.177805,0.432292,0.114550,0.306010,0.033505,0.096858,0.008516,0.046660,0.001375,0.013452,postcode
N5,0.185599,0.374963,0.127566,0.269009,0.030475,0.136899,0.010315,0.055167,0.002833,0.032534,postcode
N6,0.050047,0.219220,0.033880,0.149277,0.009294,0.037627,0.006562,0.017788,0.002351,0.013003,postcode
N7,0.251735,0.477916,0.141162,0.351525,0.044017,0.144434,0.007154,0.086440,0.003617,0.049546,postcode
N8,0.248942,0.436113,0.196419,0.328440,0.117390,0.177312,0.092112,0.127939,0.081769,0.109900,postcode
N9,0.037958,0.208747,0.011425,0.112228,0.001893,0.018176,0.000323,0.002177,0.000202,0.000577,postcode
N10,0.099641,0.271565,0.060854,0.165932,0.013510,0.064661,0.002603,0.022142,0.000357,0.005085,postcode
N11,0.117493,0.255481,0.071680,0.159280,0.017369,0.064948,0.011877,0.037348,0.010074,0.018763,postcode
N12,0.049381,0.198273,0.026038,0.133002,0.012550,0.028757,0.003310,0.012909,0.001706,0.007985,postcode
N13,0.111155,0.234670,0.046968,0.144329,0.004985,0.029780,0.002412,0.007334,0.002214,0.006594,postcode
N14,0.099294,0.169792,0.065096,0.115020,0.008366,0.026390,0.001898,0.008732,0.001742,0.003706,postcode
N15,0.254935,0.479846,0.204398,0.383247,0.098945,0.208422,0.057816,0.118899,0.038061,0.072131,postcode
N16,0.245668,0.418524,0.156682,0.300310,0.051006,0.132734,0.010340,0.064064,0.001994,0.029791,postcode
N17,0.246345,0.457362,0.185607,0.355366,0.071367,0.170784,0.037942,0.086300,0.022220,0.055608,postcode
N18,0.059825,0.258351,0.025254,0.153331,0.002984,0.034082,0.002320,0.008866,0.002130,0.002720,postcode
N19,0.165102,0.313477,0.108878,0.207754,0.031486,0.057393,0.005258,0.014253,0.003486,0.005612,postcode
N20,0.065710,0.194390,0.024278,0.100635,0.004966,0.020288,0.002403,0.005430,0.000329,0.002817,postcode
N21,0.061748,0.149927,0.032559,0.077384,0.004804,0.017810,0.004140,0.007067,0.003948,0.004540,postcode
N22,0.194065,0.387477,0.132746,0.286028,0.023354,0.092259,0.004897,0.025215,0.001755,0.006719,postcode
NE1,0.068889,0.214408,0.036373,0.146898,0.013969,0.061891,0.005982,0.029870,0.003974,0.011941,postcode
NE2,0.085493,0.168598,0.037826,0.117603,0.005981,0.027908,0.005900,0.011918,0.000021,0.000082,postcode
NE3,0.059981,0.150253,0.030840,0.085654,0.006157,0.020311,0.001766,0.009681,0.000010,0.003521,postcode
NE4,0.056685,0.139049,0.022750,0.069630,0.005029,0.012753,0.004978,0.006322,0.003722,0.003760,postcode
NE5,0.059161,0.135563,0.036098,0.073523,0.005291,0.017713,0.000895,0.007074,0.000010,0.001780,postcode
NE6,0.047574,0.130239,0.021379,0.063292,0.005790,0.009844,0.000026,0.004880,0.000010,0.002903,postcode
NE7,0.057733,0.155790,0.015085,0.066200,0.000234,0.001085,0.000092,0.000391,0.000038,0.000144,postcode
NE8,0.030485,0.102497,0.014512,0.050670,0.001490,0.004626,0.001432,0.001554,0.001410,0.001453,postcode
NE9,0.029453,0.091814,0.018252,0.046600,0.000081,0.002745,0.000032,0.000135,0.000013,0.000050,postcode
NE10,0.046169,0.145021,0.023053,0.081232,0.010687,0.020287,0.007983,0.012072,0.006637,0.008003,postcode
NE11,0.045842,0.154925,0.025066,0.082045,0.002348,0.018279,0.002257,0.006844,0.000024,0.000093,postcode
NE12,0.039925,0.148834,0.012643,0.074521,0.001298,0.014966,0.000033,0.001354,0.000013,0.000051,postcode
NE13,0.037943,0.105615,0.018923,0.054991,0.004162,0.016734,0.000054,0.006266,0.000022,0.002097,postcode
NE15,0.038723,0.098802,0.020956,0.043553,0.003314,0.011141,0.000029,0.002283,0.000012,0.000045,postcode
NE16,0.038726,0.109586,0.026465,0.049715,0.003980,0.013381,0.001332,0.005336,0.001311,0.001352,postcode
NE17,0.069129,0.147799,0.018306,0.077046,0.000368,0.033962,0.000144,0.000614,0.000059,0.000227,postcode
NE18,0.009532,0.094341,0.004498,0.037006,0.000760,0.003521,0.000299,0.001269,0.000122,0.000468,postcode
NE19,0.012213,0.040558,0.006004,0.022780,0.000292,0.001354,0.000115,0.000488,0.000047,0.000180,postcode
NE20,0.045132,0.117024,0.016829,0.073478,0.002428,0.007538,0.002334,0.004805,0.000025,0.000096,postcode
NE21,0.048744,0.100709,0.009809,0.044157,0.000124,0.007835,0.000049,0.000207,0.000020,0.000076,postcode
NE22,0.036303,0.110586,0.015365,0.055449,0.001953,0.006064,0.001877,0.002037,0.000020,0.001905,postcode
NE23,0.072235,0.165875,0.023877,0.083957,0.001004,0.016275,0.000025,0.005746,0.000010,0.000040,postcode
NE24,0.086866,0.216567,0.048906,0.144076,0.003726,0.068972,0.000025,0.018420,0.000010,0.001870,postcode
NE25,0.043398,0.172225,0.020937,0.089143,0.001553,0.019356,0.000039,0.005980,0.000016,0.002968,postcode
NE26,0.046550,0.130132,0.023230,0.069907,0.003873,0.015575,0.001923,0.005832,0.000021,0.003824,postcode
NE27,0.039936,0.133979,0.018458,0.061471,0.000197,0.006677,0.000077,0.003211,0.000032,0.000121,postcode
NE28,0.035509,0.110299,0.014841,0.056195,0.000066,0.010903,0.000026,0.003964,0.000011,0.001004,postcode
NE29,0.033712,0.147609,0.016301,0.077598,0.003247,0.022558,0.002145,0.010703,0.000012,0.005336,postcode
NE30,0.032641,0.102489,0.014718,0.045901,0.000107,0.002061,0.000042,0.001744,0.000017,0.000066,postcode
NE31,0.019104,0.134672,0.012412,0.060718,0.002071,0.010304,0.000052,0.000221,0.000021,0.000082,postcode
NE32,0.021754,0.117849,0.013770,0.064906,0.005957,0.019498,0.001503,0.010416,0.001480,0.007382,postcode
NE33,0.028874,0.136712,0.013745,0.083660,0.001411,0.030802,0.001356,0.009398,0.001336,0.005340,postcode
NE34,0.033606,0.163534,0.012563,0.094968,0.004750,0.027476,0.003774,0.013228,0.000010,0.005663,postcode
NE35,0.012469,0.090542,0.002717,0.042487,0.000459,0.015550,0.000180,0.007478,0.000074,0.006994,postcode
NE36,0.042675,0.101691,0.006082,0.053379,0.000296,0.001372,0.000116,0.000494,0.000048,0.000182,postcode
NE37,0.035183,0.135244,0.013815,0.069647,0.003859,0.013651,0.000050,0.007676,0.000021,0.000079,postcode
NE38,0.057622,0.165130,0.021925,0.091827,0.000104,0.012659,0.000041,0.001696,0.000017,0.000064,postcode
NE39,0.032803,0.067948,0.022371,0.040273,0.009270,0.013042,0.006123,0.009408,0.003054,0.006170,postcode
NE40,0.014882,0.061535,0.000767,0.032823,0.000130,0.004388,0.000051,0.000216,0.000021,0.000080,postcode
NE41,0.050499,0.090437,0.003490,0.054573,0.000590,0.002732,0.000232,0.000984,0.000095,0.000363,postcode
NE42,0.049626,0.138133,0.022118,0.056133,0.005443,0.011360,0.002702,0.002932,0.000029,0.000111,postcode
NE43,0.029560,0.092632,0.014676,0.040218,0.008915,0.009987,0.000116,0.004803,0.000047,0.004492,postcode
NE44,0.026709,0.098044,0.003784,0.021781,0.000639,0.002962,0.000251,0.001067,0.000103,0.000394,postcode
NE45,0.050036,0.140510,0.015690,0.089081,0.000315,0.010677,0.000124,0.000526,0.000051,0.000194,postcode
NE46,0.025624,0.103797,0.012782,0.048318,0.003770,0.013903,0.001262,0.001369,0.000014,0.000052,postcode
NE47,0.051634,0.102902,0.033071,0.057262,0.006594,0.015100,0.003285,0.003427,0.001639,0.003310,postcode
NE48,0.019861,0.072849,0.005392,0.027647,0.000153,0.000711,0.000060,0.000256,0.000025,0.000094,postcode
NE49,0.046193,0.094969,0.028016,0.044435,0.006895,0.014390,0.000090,0.003714,0.000037,0.000140,postcode
NE61,0.043442,0.099928,0.021375,0.054967,0.005982,0.012742,0.001337,0.005352,0.000667,0.002007,postcode
NE62,0.029526,0.071636,0.004683,0.024435,0.000228,0.001056,0.000090,0.000381,0.000037,0.000140,postcode
NE63,0.034655,0.115472,0.018587,0.059781,0.000088,0.012022,0.000035,0.002728,0.000014,0.000054,postcode
NE64,0.038709,0.120644,0.016773,0.080446,0.000337,0.011413,0.000132,0.000562,0.000054,0.000208,postcode
NE65,0.026851,0.075082,0.013853,0.029973,0.002759,0.004781,0.000923,0.001901,0.000010,0.001836,postcode
NE66,0.041158,0.079145,0.023997,0.050472,0.003017,0.012111,0.000026,0.003062,0.000011,0.001025,postcode
NE67,0.013865,0.078289,0.003021,0.054705,0.000510,0.009828,0.000200,0.000852,0.000082,0.000314,postcode
NE68,0.037083,0.057181,0.018358,0.033057,0.000522,0.010053,0.000205,0.008505,0.000084,0.000322,postcode
NE69,0.032595,0.113872,0.024646,0.075974,0.018744,0.023104,0.018015,0.019547,0.000193,0.000739,postcode
NE70,0.059449,0.137521,0.042985,0.069332,0.007170,0.022261,0.000180,0.007478,0.000074,0.006994,postcode
NE71,0.027895,0.073765,0.016214,0.039669,0.005088,0.006271,0.004890,0.005306,0.004814,0.004963,postcode
NG1,0.089664,0.319233,0.046400,0.225313,0.015372,0.126480,0.005117,0.073363,0.000007,0.044305,postcode
NG2,0.035693,0.223613,0.019315,0.143991,0.000794,0.053759,0.000007,0.025315,0.000003,0.000803,postcode
NG3,0.018055,0.129903,0.003166,0.060254,0.000037,0.013858,0.000009,0.003990,0.000004,0.002942,postcode
NG4,0.061857,0.225419,0.022119,0.158652,0.002223,0.046205,0.000010,0.014326,0.000005,0.009871,postcode
NG5,0.032520,0.113124,0.011740,0.068748,0.002655,0.024431,0.000532,0.011663,0.000529,0.006876,postcode
NG6,0.023973,0.177605,0.015727,0.100492,0.002611,0.031204,0.000012,0.011699,0.000005,0.000066,postcode
NG7,0.031767,0.158918,0.015816,0.084329,0.004359,0.029732,0.002603,0.007039,0.000869,0.002640,postcode
NG8,0.021854,0.154383,0.011285,0.087922,0.001732,0.031750,0.000008,0.011162,0.000004,0.005991,postcode
NG9,0.035188,0.159869,0.012582,0.082186,0.000644,0.013877,0.000626,0.001946,0.000623,0.001273,postcode
NG10,0.044120,0.188405,0.009367,0.098369,0.001048,0.010464,0.000009,0.000139,0.000004,0.000052,postcode
NG11,0.020597,0.142694,0.008012,0.062138,0.000043,0.005908,0.000010,0.000151,0.000005,0.000056,postcode
NG12,0.052310,0.132141,0.022671,0.078368,0.003933,0.026651,0.000009,0.008897,0.000004,0.000050,postcode
NG13,0.049892,0.154622,0.019948,0.088665,0.001451,0.006104,0.000013,0.002985,0.000006,0.000072,postcode
NG14,0.052608,0.122237,0.030320,0.068796,0.003381,0.015539,0.000015,0.001886,0.000007,0.000085,postcode
NG15,0.033824,0.106027,0.009311,0.045621,0.001042,0.005386,0.000009,0.002144,0.000004,0.001054,postcode
NG16,0.032627,0.106640,0.016259,0.053411,0.000725,0.007940,0.000006,0.004984,0.000003,0.000734,postcode
NG17,0.027006,0.101117,0.010675,0.049094,0.001877,0.009494,0.001241,0.003791,0.000620,0.001885,postcode
NG18,0.052257,0.121953,0.016595,0.070124,0.004336,0.020112,0.000008,0.007863,0.000004,0.000905,postcode
NG19,0.026517,0.079991,0.013195,0.048204,0.000842,0.005162,0.000007,0.000922,0.000003,0.000042,postcode
NG20,0.015777,0.085746,0.007110,0.036990,0.001398,0.003190,0.000012,0.001531,0.000006,0.000069,postcode
NG21,0.012892,0.056276,0.002142,0.024180,0.000065,0.007296,0.000015,0.003568,0.000007,0.001755,postcode
NG22,0.033892,0.088364,0.013123,0.044320,0.002178,0.010011,0.000010,0.002283,0.000004,0.000055,postcode
NG23,0.046661,0.101282,0.020690,0.060335,0.007673,0.010636,0.003823,0.005257,0.002547,0.002606,postcode
NG24,0.038094,0.154581,0.007258,0.073873,0.000812,0.010454,0.000007,0.002453,0.000003,0.000040,postcode
NG25,0.034927,0.103287,0.013951,0.040664,0.000126,0.004463,0.000029,0.000447,0.000014,0.000167,postcode
NG31,0.065164,0.154757,0.011006,0.090935,0.000035,0.003020,0.000008,0.001019,0.000004,0.000942,postcode
NG32,0.018259,0.066525,0.012902,0.027233,0.000060,0.005250,0.000014,0.000214,0.000006,0.000080,postcode
NG33,0.026232,0.063318,0.012954,0.031926,0.000080,0.011073,0.000019,0.000283,0.000009,0.000106,postcode
NG34,0.031322,0.111957,0.014870,0.042144,0.000028,0.006137,0.000007,0.000101,0.000003,0.000038,postcode
NG90,0.036127,0.135457,0.014146,0.074195,0.001942,0.018514,0.000451,0.006865,0.000208,0.002566,postcode
NN1,0.067695,0.160332,0.035927,0.074853,0.004210,0.012631,0.002768,0.002873,0.001388,0.001435,postcode
NN2,0.031855,0.096219,0.016638,0.045556,0.001470,0.015079,0.000054,0.009490,0.000031,0.005410,postcode
NN3,0.029986,0.069518,0.015018,0.030969,0.002392,0.008720,0.000031,0.002404,0.000018,0.000815,postcode
NN4,0.024379,0.108801,0.013289,0.059815,0.000109,0.008849,0.000043,0.001190,0.000025,0.000061,postcode
NN5,0.051013,0.146778,0.028952,0.094508,0.006935,0.032170,0.003455,0.009224,0.003435,0.003474,postcode
NN6,0.026913,0.066806,0.009686,0.032208,0.000931,0.004481,0.000034,0.000943,0.000020,0.000049,postcode
NN7,0.052566,0.097382,0.029834,0.048205,0.004804,0.016756,0.000047,0.003650,0.000027,0.000067,postcode
NN8,0.076637,0.145164,0.045091,0.084458,0.008518,0.031458,0.005093,0.007688,0.002549,0.004264,postcode
NN9,0.034777,0.084665,0.021074,0.048278,0.005972,0.016462,0.002970,0.010360,0.000034,0.002995,postcode
NN10,0.070378,0.150605,0.035815,0.069526,0.008346,0.016815,0.002398,0.004838,0.002377,0.004768,postcode
NN11,0.053938,0.132217,0.025281,0.072184,0.007807,0.012272,0.006896,0.007819,0.004308,0.007768,postcode
NN12,0.046097,0.099957,0.017613,0.047648,0.006208,0.008892,0.001266,0.006226,0.001245,0.002503,postcode
NN13,0.019380,0.048336,0.015086,0.019870,0.000183,0.002330,0.000072,0.000209,0.000041,0.000102,postcode
NN14,0.030957,0.068762,0.014280,0.037718,0.001718,0.006789,0.000033,0.002547,0.000019,0.000047,postcode
NN15,0.045244,0.086672,0.028985,0.051864,0.009602,0.016149,0.004262,0.008563,0.001079,0.006390,postcode
NN16,0.077168,0.132717,0.055801,0.081186,0.019758,0.033508,0.003730,0.013641,0.001256,0.003752,postcode
NN17,0.027620,0.125046,0.014426,0.070713,0.001275,0.014231,0.001203,0.003604,0.001183,0.003535,postcode
NN18,0.035712,0.158691,0.014168,0.092925,0.004638,0.030358,0.001555,0.018113,0.001530,0.006065,postcode
NN29,0.036672,0.088096,0.011711,0.054433,0.000346,0.004409,0.000136,0.000395,0.000078,0.000194,postcode
NP4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NP44,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
NR1,0.055477,0.148631,0.026301,0.080550,0.004143,0.019375,0.000014,0.012388,0.000004,0.004130,postcode
NR2,0.065293,0.179031,0.039587,0.114842,0.005650,0.039500,0.001417,0.011298,0.000004,0.001429,postcode
NR3,0.051175,0.180603,0.028603,0.111924,0.001266,0.033452,0.000013,0.014847,0.000003,0.000023,postcode
NR4,0.020129,0.056880,0.003878,0.018959,0.000049,0.003769,0.000018,0.001839,0.000004,0.000033,postcode
NR5,0.024341,0.082393,0.006613,0.035810,0.001609,0.006515,0.001581,0.001652,0.000004,0.000029,postcode
NR6,0.038366,0.101015,0.015978,0.060754,0.000044,0.012755,0.000016,0.003212,0.000004,0.001592,postcode
NR7,0.016311,0.079000,0.005085,0.037163,0.001237,0.008620,0.001216,0.002474,0.001206,0.002429,postcode
NR8,0.015108,0.049299,0.008451,0.021765,0.000056,0.002327,0.000021,0.002111,0.000005,0.002038,postcode
NR9,0.020962,0.061522,0.009738,0.021405,0.002733,0.004263,0.002709,0.004118,0.000003,0.001373,postcode
NR10,0.007396,0.026164,0.000301,0.011827,0.000038,0.000217,0.000014,0.000074,0.000003,0.000025,postcode
NR11,0.015911,0.033776,0.005356,0.012525,0.000036,0.002742,0.000013,0.001338,0.000003,0.000024,postcode
NR12,0.009258,0.048322,0.002409,0.023682,0.000031,0.005588,0.000011,0.000060,0.000003,0.000020,postcode
NR13,0.010390,0.037454,0.005599,0.017880,0.000925,0.001046,0.000009,0.000949,0.000002,0.000916,postcode
NR14,0.020562,0.046950,0.006546,0.025113,0.001081,0.002275,0.000011,0.000058,0.000003,0.000020,postcode
NR15,0.033530,0.064681,0.015050,0.037328,0.004940,0.008423,0.001648,0.006616,0.000004,0.001662,postcode
NR16,0.043541,0.080404,0.021671,0.046105,0.001985,0.011898,0.001950,0.003968,0.001935,0.001967,postcode
NR17,0.044183,0.102578,0.025334,0.071352,0.003375,0.016911,0.000017,0.001756,0.000004,0.000031,postcode
NR18,0.034173,0.078256,0.009433,0.036185,0.001558,0.003278,0.000016,0.000084,0.000004,0.000028,postcode
NR19,0.020788,0.089953,0.008015,0.047366,0.000043,0.000250,0.000016,0.000085,0.000004,0.000029,postcode
NR20,0.025571,0.077834,0.009326,0.039549,0.000032,0.004720,0.000012,0.001197,0.000003,0.001155,postcode
NR21,0.009419,0.036969,0.005269,0.011075,0.000035,0.001451,0.000013,0.000069,0.000003,0.000023,postcode
NR22,0.006675,0.031919,0.002719,0.010631,0.000340,0.001968,0.000124,0.000670,0.000031,0.000227,postcode
NR23,0.030216,0.062597,0.008903,0.043529,0.000113,0.012653,0.000041,0.000222,0.000010,0.000075,postcode
NR24,0.011202,0.042321,0.000990,0.017028,0.000124,0.000716,0.000045,0.000244,0.000011,0.000082,postcode
NR25,0.011767,0.060412,0.000405,0.021333,0.000051,0.002089,0.000018,0.000100,0.000005,0.000034,postcode
NR26,0.021142,0.063385,0.013631,0.028653,0.003317,0.010204,0.000033,0.003405,0.000008,0.003286,postcode
NR27,0.044895,0.147441,0.010807,0.096886,0.002630,0.005533,0.000026,0.002700,0.000007,0.000048,postcode
NR28,0.012465,0.063778,0.005323,0.037760,0.001697,0.001920,0.000017,0.000092,0.000004,0.000031,postcode
NR29,0.011390,0.058122,0.002964,0.037127,0.000038,0.005544,0.000014,0.002737,0.000003,0.000025,postcode
NR30,0.064764,0.179304,0.017354,0.090783,0.000030,0.010870,0.000011,0.001129,0.000003,0.000020,postcode
NR31,0.018826,0.096535,0.004362,0.049151,0.000024,0.006814,0.000009,0.000881,0.000002,0.000016,postcode
NR32,0.026366,0.077238,0.009442,0.043289,0.000949,0.003844,0.000009,0.000975,0.000002,0.000017,postcode
NR33,0.026121,0.078350,0.008751,0.041364,0.001094,0.005493,0.000011,0.000059,0.000003,0.000020,postcode
NR34,0.044726,0.087760,0.016503,0.048587,0.000033,0.007150,0.000012,0.002385,0.000003,0.002342,postcode
NR35,0.053263,0.112037,0.041704,0.069159,0.015246,0.026385,0.010868,0.015305,0.002175,0.013056,postcode
NW1,0.232758,0.462613,0.155993,0.385952,0.058664,0.210868,0.023475,0.110935,0.012433,0.059302,postcode
NW2,0.140478,0.298517,0.074001,0.190491,0.029867,0.061017,0.011032,0.030152,0.003985,0.012839,postcode
NW3,0.152275,0.363464,0.104377,0.262248,0.034581,0.100468,0.014816,0.046216,0.008230,0.034526,postcode
NW4,0.089123,0.235449,0.050555,0.161474,0.017408,0.054902,0.007257,0.019283,0.005705,0.013205,postcode
NW5,0.200095,0.377584,0.141120,0.272819,0.051917,0.123934,0.030631,0.068375,0.014547,0.050222,postcode
NW6,0.201809,0.477084,0.143239,0.381806,0.063817,0.205027,0.031463,0.110550,0.014543,0.066165,postcode
NW7,0.085129,0.248554,0.047559,0.136438,0.020242,0.037472,0.006827,0.019428,0.002789,0.012422,postcode
NW8,0.070719,0.384747,0.042516,0.287303,0.016696,0.154785,0.001580,0.073175,0.001418,0.034884,postcode
NW9,0.142301,0.278157,0.089195,0.177738,0.031177,0.051658,0.009273,0.028645,0.008483,0.012301,postcode
NW10,0.152099,0.308473,0.081491,0.200483,0.027387,0.067261,0.013938,0.040263,0.008906,0.030655,postcode
NW11,0.145394,0.284332,0.077470,0.156251,0.021808,0.044431,0.007755,0.021030,0.005129,0.013103,postcode
OL1,0.051885,0.140638,0.028712,0.066420,0.005778,0.011722,0.005663,0.007218,0.004238,0.005702,postcode
OL2,0.043812,0.108914,0.020526,0.056011,0.005584,0.011277,0.000049,0.006522,0.000031,0.000075,postcode
OL3,0.085914,0.167540,0.055284,0.099764,0.013405,0.027007,0.005032,0.008514,0.000056,0.001783,postcode
OL4,0.031332,0.096122,0.013760,0.045895,0.004855,0.012659,0.002887,0.006775,0.002868,0.003859,postcode
OL5,0.046777,0.104888,0.022056,0.065867,0.008084,0.013900,0.007872,0.010742,0.007820,0.007944,postcode
OL6,0.083314,0.200783,0.028716,0.114108,0.005772,0.024037,0.000061,0.006930,0.000038,0.002340,postcode
OL7,0.067632,0.161709,0.015215,0.075537,0.004958,0.017153,0.002446,0.002709,0.002399,0.002511,postcode
OL8,0.055405,0.130078,0.024157,0.059408,0.007211,0.012213,0.004764,0.008423,0.002390,0.004797,postcode
OL9,0.046402,0.163100,0.020100,0.097180,0.005279,0.018903,0.002111,0.010450,0.002091,0.007279,postcode
OL10,0.040575,0.107340,0.022714,0.066777,0.003839,0.029857,0.003739,0.011221,0.001266,0.008669,postcode
OL11,0.036116,0.083669,0.016197,0.054019,0.001971,0.008665,0.001895,0.002000,0.000954,0.000998,postcode
OL12,0.058453,0.114706,0.023295,0.057951,0.003497,0.010476,0.000891,0.001832,0.000029,0.000070,postcode
OL13,0.054360,0.110822,0.024899,0.060987,0.010732,0.017132,0.004593,0.006267,0.001555,0.004635,postcode
OL14,0.149874,0.283895,0.093783,0.208247,0.022813,0.078482,0.005100,0.041720,0.003817,0.017714,postcode
OL15,0.047201,0.114976,0.017252,0.060571,0.002052,0.006125,0.001903,0.002108,0.001867,0.001954,postcode
OL16,0.047186,0.110421,0.029112,0.076159,0.008429,0.020658,0.000973,0.004767,0.000954,0.000998,postcode
OX1,0.112115,0.190067,0.030243,0.113962,0.008355,0.015084,0.003337,0.006676,0.000010,0.001676,postcode
OX2,0.046555,0.112831,0.021656,0.060930,0.005139,0.012333,0.001034,0.004106,0.001025,0.002049,postcode
OX3,0.080902,0.166290,0.034190,0.075882,0.006214,0.013474,0.003099,0.007227,0.002062,0.005151,postcode
OX4,0.072193,0.169817,0.024593,0.072281,0.004609,0.009993,0.001536,0.002311,0.000005,0.000009,postcode
OX5,0.010086,0.067268,0.000400,0.013263,0.000070,0.000166,0.000023,0.000048,0.000009,0.000019,postcode
OX7,0.024853,0.062140,0.014202,0.025891,0.000973,0.003824,0.000014,0.000030,0.000006,0.000012,postcode
OX9,0.063701,0.164771,0.026177,0.085932,0.003755,0.014882,0.000028,0.001894,0.000011,0.000023,postcode
OX10,0.019522,0.068119,0.003234,0.025577,0.000046,0.003080,0.000015,0.001022,0.000006,0.000012,postcode
OX11,0.033377,0.103276,0.013161,0.044684,0.000902,0.002682,0.000013,0.000028,0.000005,0.000011,postcode
OX12,0.016552,0.051287,0.008185,0.017656,0.000046,0.004070,0.000015,0.001022,0.000006,0.000012,postcode
OX13,0.019912,0.052869,0.008743,0.028346,0.000095,0.002276,0.000032,0.000066,0.000013,0.000025,postcode
OX14,0.028643,0.074419,0.009035,0.036755,0.000037,0.004098,0.000012,0.000026,0.000005,0.000010,postcode
OX15,0.018600,0.044734,0.006233,0.021104,0.003605,0.003681,0.002385,0.003588,0.001191,0.002382,postcode
OX16,0.052416,0.136385,0.021561,0.077676,0.002324,0.010000,0.000012,0.000787,0.000005,0.000009,postcode
OX17,0.037813,0.063848,0.016735,0.036607,0.004156,0.005608,0.001385,0.001408,0.000008,0.000017,postcode
OX18,0.014829,0.038703,0.007856,0.013873,0.001131,0.001201,0.001098,0.001116,0.000007,0.000013,postcode
OX20,0.009468,0.041116,0.004413,0.009871,0.000162,0.000385,0.000054,0.000112,0.000022,0.000043,postcode
OX25,0.029433,0.080150,0.011735,0.039013,0.005705,0.005825,0.001902,0.001933,0.000012,0.000023,postcode
OX26,0.017367,0.063868,0.002505,0.017495,0.000051,0.000122,0.000017,0.000035,0.000007,0.000014,postcode
OX27,0.030593,0.062142,0.005918,0.025673,0.000121,0.000289,0.000040,0.000084,0.000016,0.000032,postcode
OX28,0.020905,0.079262,0.006061,0.039535,0.001487,0.001578,0.000022,0.000046,0.000009,0.000018,postcode
OX29,0.023812,0.057028,0.010308,0.023929,0.002055,0.002119,0.001020,0.002040,0.001010,0.001016,postcode
OX33,0.029853,0.084932,0.007762,0.043948,0.000159,0.003803,0.000053,0.000110,0.000021,0.000042,postcode
OX39,0.013517,0.057455,0.000970,0.010302,0.000169,0.000402,0.000056,0.000116,0.000023,0.000045,postcode
OX44,0.023948,0.051649,0.008974,0.024266,0.005622,0.005798,0.000043,0.000088,0.000017,0.000034,postcode
OX49,0.023147,0.043726,0.009177,0.027664,0.004237,0.008545,0.004111,0.004178,0.004074,0.004099,postcode
PA1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
PA2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
PA3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
PA4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
PA5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
