name,d02_high,d02_low,d03_high,d03_low,d06_high,d06_low,d09_high,d09_low,d12_high,d12_low,basis
EH22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH29,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH32,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH35,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH36,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH37,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH38,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH40,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH41,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH42,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH43,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH44,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH46,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH47,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH48,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH49,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH52,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH53,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH54,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EH55,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
EN1,0.053167,0.156090,0.023174,0.088853,0.001250,0.025246,0.000042,0.009218,0.000019,0.001230,postcode
EN2,0.143520,0.266864,0.076536,0.161240,0.019387,0.051076,0.003655,0.021895,0.002428,0.008536,postcode
EN3,0.032362,0.213404,0.009631,0.115336,0.001114,0.021508,0.000037,0.002201,0.000017,0.000094,postcode
EN4,0.059488,0.213131,0.030559,0.111094,0.008873,0.028549,0.005273,0.015963,0.005238,0.012315,postcode
EN5,0.079985,0.222208,0.043899,0.125975,0.007983,0.032917,0.004958,0.020861,0.001985,0.015840,postcode
EN6,0.079656,0.170086,0.049710,0.087503,0.008298,0.019188,0.001210,0.009562,0.000020,0.003610,postcode
EN7,0.023186,0.103523,0.006809,0.035899,0.000210,0.002730,0.000070,0.002259,0.000033,0.000177,postcode
EN8,0.039160,0.175730,0.010973,0.081132,0.002413,0.008507,0.001185,0.004794,0.000020,0.002393,postcode
EN9,0.082042,0.187341,0.036679,0.097407,0.004457,0.014963,0.002918,0.006010,0.000025,0.001567,postcode
EN10,0.034074,0.157955,0.014736,0.062479,0.002480,0.012152,0.000083,0.004899,0.000039,0.000209,postcode
EN11,0.041216,0.146433,0.010770,0.078288,0.001812,0.012143,0.000060,0.003580,0.000028,0.001784,postcode
EX1,0.041788,0.104539,0.023329,0.065024,0.006102,0.023189,0.001233,0.013369,0.001219,0.004861,postcode
EX2,0.036078,0.125087,0.020901,0.069726,0.002184,0.016551,0.000017,0.004346,0.000009,0.000739,postcode
EX3,0.037611,0.145999,0.023217,0.064804,0.004617,0.009785,0.000105,0.009094,0.000054,0.000171,postcode
EX4,0.060352,0.145353,0.037151,0.094666,0.009096,0.038462,0.003496,0.017474,0.001401,0.005595,postcode
EX5,0.028188,0.085161,0.017559,0.035344,0.002645,0.008846,0.001744,0.004401,0.001734,0.002618,postcode
EX6,0.021337,0.052743,0.008665,0.032611,0.001453,0.005794,0.001390,0.004220,0.000017,0.002767,postcode
EX7,0.029451,0.063744,0.022773,0.036069,0.006142,0.008540,0.004049,0.004220,0.000025,0.000079,postcode
EX8,0.069319,0.155725,0.034681,0.095579,0.004704,0.024369,0.000950,0.002885,0.000012,0.000964,postcode
EX9,0.020443,0.066480,0.013332,0.030500,0.000216,0.006900,0.000074,0.003373,0.000038,0.003160,postcode
EX10,0.074056,0.165697,0.034617,0.095164,0.003745,0.033256,0.000030,0.015988,0.000015,0.006146,postcode
EX11,0.030645,0.076777,0.018246,0.051527,0.000203,0.003629,0.000069,0.003171,0.000036,0.000113,postcode
EX12,0.058746,0.145992,0.030408,0.073191,0.004093,0.020297,0.002024,0.010099,0.000025,0.004031,postcode
EX13,0.037378,0.096829,0.018727,0.064202,0.003406,0.008668,0.001685,0.003470,0.001665,0.001710,postcode
EX14,0.046252,0.090871,0.026253,0.045537,0.008347,0.010621,0.002093,0.005284,0.002081,0.004177,postcode
EX15,0.028116,0.065434,0.008072,0.037196,0.001171,0.003574,0.000027,0.000120,0.000014,0.000043,postcode
EX16,0.031232,0.082239,0.015259,0.043439,0.001550,0.006939,0.000767,0.002328,0.000009,0.000778,postcode
EX17,0.023514,0.058347,0.014258,0.034722,0.004035,0.006214,0.000024,0.003082,0.000012,0.000039,postcode
EX18,0.035767,0.045703,0.011048,0.018678,0.000329,0.001251,0.000113,0.000509,0.000058,0.000183,postcode
EX19,0.011453,0.028873,0.001623,0.008548,0.000299,0.001135,0.000102,0.000462,0.000053,0.000166,postcode
EX20,0.017716,0.040560,0.006988,0.016116,0.002906,0.004986,0.000023,0.001996,0.000012,0.000037,postcode
EX21,0.015648,0.039311,0.014524,0.019982,0.000236,0.004206,0.000080,0.000364,0.000042,0.000131,postcode
EX22,0.014028,0.031948,0.003836,0.012917,0.000114,0.002042,0.000039,0.000177,0.000020,0.000064,postcode
EX23,0.041392,0.092034,0.020729,0.051923,0.007307,0.009035,0.001476,0.005922,0.001459,0.001498,postcode
EX24,0.059163,0.154620,0.018906,0.082045,0.000307,0.005475,0.000105,0.004784,0.000054,0.000171,postcode
EX31,0.027753,0.090210,0.007670,0.033265,0.003189,0.010665,0.001064,0.003229,0.001052,0.001080,postcode
EX32,0.031488,0.101434,0.015161,0.050226,0.000087,0.012571,0.000030,0.001358,0.000015,0.000048,postcode
EX33,0.022962,0.065452,0.008911,0.026407,0.002819,0.005974,0.002696,0.005552,0.000033,0.000104,postcode
EX34,0.037407,0.128399,0.024790,0.089311,0.001620,0.030666,0.000037,0.009243,0.000019,0.001573,postcode
EX35,0.098649,0.146294,0.096018,0.124299,0.031559,0.071861,0.031196,0.031859,0.015602,0.023563,postcode
EX36,0.025178,0.065427,0.014991,0.025903,0.000167,0.005329,0.000057,0.000258,0.000030,0.000093,postcode
EX37,0.012390,0.058509,0.001756,0.009248,0.000323,0.001228,0.000111,0.000499,0.000057,0.000180,postcode
EX38,0.014814,0.062294,0.010615,0.028321,0.006493,0.007116,0.003211,0.006614,0.003174,0.006394,postcode
EX39,0.031073,0.082816,0.019917,0.049480,0.002961,0.011106,0.001472,0.005171,0.000736,0.002211,postcode
FK1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FK21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
FY1,0.066518,0.158046,0.043060,0.102085,0.008799,0.031997,0.002200,0.011026,0.000006,0.004407,postcode
FY2,0.087982,0.181015,0.043034,0.124214,0.005374,0.037536,0.000020,0.012505,0.000010,0.005350,postcode
FY3,0.060811,0.129077,0.029716,0.077997,0.002598,0.019396,0.001286,0.007733,0.001279,0.001308,postcode
FY4,0.038281,0.158725,0.016419,0.079879,0.000932,0.010953,0.000010,0.002753,0.000005,0.000025,postcode
FY5,0.025061,0.109718,0.006188,0.043991,0.000035,0.002730,0.000009,0.000066,0.000005,0.000023,postcode
FY6,0.027801,0.093989,0.008595,0.044749,0.000049,0.002623,0.000013,0.000091,0.000007,0.000033,postcode
FY7,0.021195,0.095936,0.005157,0.041944,0.000064,0.001913,0.000017,0.000120,0.000009,0.000043,postcode
FY8,0.019023,0.080299,0.005881,0.037015,0.000833,0.004193,0.000808,0.001661,0.000804,0.001621,postcode
G1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G32,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G40,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G41,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G42,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G43,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G44,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G46,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G52,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G53,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G60,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G62,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G63,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G64,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G65,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G66,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G67,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G68,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G69,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G71,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G72,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G74,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G75,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G76,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G77,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G78,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G81,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G82,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G83,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
G84,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,postcode
GL1,0.113319,0.318825,0.040844,0.172556,0.002289,0.023191,0.001123,0.001193,0.000012,0.001134,postcode
GL2,0.041853,0.119218,0.014504,0.044134,0.000069,0.006943,0.000021,0.000064,0.000007,0.000027,postcode
GL3,0.055581,0.146247,0.022504,0.068397,0.000097,0.008898,0.000030,0.002964,0.000010,0.001955,postcode
GL4,0.060180,0.164500,0.024843,0.075332,0.001832,0.004611,0.000899,0.001826,0.000009,0.001779,postcode
GL5,0.038521,0.090450,0.024285,0.055368,0.010176,0.014014,0.004611,0.009253,0.002760,0.005537,postcode
GL6,0.018526,0.050323,0.012166,0.021817,0.005941,0.009045,0.001978,0.003013,0.000010,0.001013,postcode
GL7,0.021332,0.072888,0.008827,0.030698,0.001280,0.003830,0.000019,0.001276,0.000006,0.000025,postcode
GL8,0.017368,0.056719,0.007189,0.021343,0.000293,0.003716,0.000089,0.000273,0.000031,0.000117,postcode
GL9,0.046005,0.104438,0.026675,0.064168,0.000776,0.002209,0.000236,0.000724,0.000081,0.000310,postcode
GL10,0.054847,0.122664,0.024451,0.067331,0.002156,0.004480,0.000061,0.000186,0.000021,0.000080,postcode
GL11,0.024315,0.082009,0.015363,0.031401,0.003401,0.006941,0.000050,0.001772,0.000017,0.000066,postcode
GL12,0.020716,0.053061,0.015484,0.027698,0.004342,0.004730,0.000064,0.000196,0.000022,0.000084,postcode
GL13,0.054579,0.088255,0.013597,0.052164,0.008177,0.012799,0.000120,0.004260,0.000041,0.000158,postcode
GL14,0.036109,0.127347,0.020483,0.051485,0.001806,0.007032,0.000051,0.001795,0.000017,0.000067,postcode
GL15,0.014793,0.046349,0.007988,0.021410,0.000125,0.004046,0.000038,0.001347,0.000013,0.001280,postcode
GL16,0.035696,0.094419,0.016821,0.062190,0.000201,0.018395,0.000061,0.002168,0.000021,0.000080,postcode
GL17,0.016792,0.080924,0.011495,0.036414,0.004397,0.013158,0.004249,0.004382,0.002114,0.004269,postcode
GL18,0.032623,0.081898,0.022173,0.054456,0.003259,0.006773,0.003050,0.003239,0.000031,0.000120,postcode
GL19,0.039378,0.097497,0.025785,0.059966,0.000250,0.010539,0.000076,0.000233,0.000026,0.000100,postcode
GL20,0.036687,0.103545,0.015778,0.044202,0.004177,0.008441,0.001050,0.003152,0.000011,0.001060,postcode
GL50,0.165009,0.342235,0.086922,0.226404,0.025510,0.065088,0.007654,0.017887,0.002552,0.008935,postcode
GL51,0.084578,0.206074,0.043238,0.109165,0.007112,0.027091,0.002582,0.010311,0.000647,0.003870,postcode
GL52,0.063431,0.193645,0.035346,0.122016,0.013194,0.035196,0.002209,0.016104,0.000737,0.005861,postcode
GL53,0.098702,0.220909,0.052659,0.121875,0.013469,0.029719,0.005375,0.009460,0.004014,0.006721,postcode
GL54,0.025306,0.062436,0.012635,0.032215,0.001968,0.003080,0.000029,0.001961,0.000010,0.000038,postcode
GL55,0.062794,0.140863,0.008233,0.070647,0.003636,0.007556,0.000102,0.003613,0.000035,0.000134,postcode
GL56,0.052484,0.121126,0.027143,0.060685,0.009554,0.015523,0.003803,0.007668,0.000020,0.000076,postcode
GU1,0.045183,0.120466,0.017243,0.066562,0.005344,0.014976,0.000011,0.003244,0.000006,0.002140,postcode
GU2,0.056981,0.106969,0.024637,0.049649,0.004606,0.006247,0.001531,0.001605,0.001524,0.001543,postcode
GU3,0.034615,0.079620,0.017205,0.042105,0.004833,0.012139,0.002394,0.007249,0.000013,0.000044,postcode
GU4,0.022940,0.068379,0.010396,0.033139,0.000078,0.004195,0.000020,0.002093,0.000011,0.002013,postcode
GU5,0.023723,0.058271,0.010520,0.024119,0.002567,0.002772,0.002494,0.002615,0.002483,0.002515,postcode
GU6,0.063888,0.133682,0.026633,0.076385,0.001815,0.003705,0.000018,0.001848,0.000010,0.000032,postcode
GU7,0.019145,0.072870,0.009516,0.028530,0.000052,0.002782,0.000013,0.001388,0.000007,0.001335,postcode
GU8,0.037825,0.062924,0.016633,0.035108,0.001536,0.003136,0.000015,0.001564,0.000008,0.001504,postcode
GU9,0.034360,0.083877,0.013973,0.041906,0.004257,0.006452,0.001064,0.003224,0.000006,0.001073,postcode
GU10,0.031927,0.068282,0.015415,0.035120,0.003070,0.009215,0.001020,0.003090,0.000006,0.002039,postcode
GU11,0.024495,0.083480,0.016608,0.035057,0.003008,0.010506,0.000015,0.005987,0.000008,0.004452,postcode
GU12,0.029363,0.101492,0.007787,0.038269,0.000049,0.000153,0.000013,0.000074,0.000007,0.000023,postcode
GU14,0.024759,0.099924,0.011587,0.036271,0.000789,0.004649,0.000767,0.001563,0.000764,0.000773,postcode
GU15,0.038452,0.092688,0.017996,0.057510,0.004764,0.013117,0.001191,0.004787,0.001186,0.002380,postcode
GU16,0.020434,0.069043,0.003664,0.023936,0.000064,0.001820,0.000016,0.001717,0.000009,0.001651,postcode
GU17,0.026983,0.061441,0.010221,0.024352,0.003259,0.003520,0.000032,0.000185,0.000017,0.000058,postcode
GU18,0.034615,0.065429,0.020126,0.035607,0.000245,0.000758,0.000063,0.000365,0.000034,0.000114,postcode
GU19,0.059833,0.116493,0.027116,0.070971,0.000205,0.000633,0.000052,0.000305,0.000029,0.000095,postcode
GU20,0.034615,0.114812,0.007780,0.035607,0.000245,0.000758,0.000063,0.000365,0.000034,0.000114,postcode
GU21,0.048481,0.143504,0.016792,0.070417,0.002650,0.015800,0.000881,0.007898,0.000005,0.000016,postcode
GU22,0.023823,0.095479,0.006902,0.053769,0.001146,0.023289,0.000011,0.022116,0.000006,0.001123,postcode
GU23,0.026324,0.050517,0.014742,0.030340,0.003598,0.003885,0.003495,0.003665,0.003479,0.003524,postcode
GU24,0.010327,0.037937,0.002321,0.014306,0.000073,0.000226,0.000019,0.000109,0.000010,0.000034,postcode
GU25,0.016106,0.056248,0.014556,0.034680,0.004642,0.005013,0.004510,0.004728,0.004489,0.004547,postcode
GU26,0.002095,0.015861,0.000898,0.009546,0.000137,0.000424,0.000035,0.000204,0.000019,0.000064,postcode
GU27,0.022492,0.047272,0.010348,0.022758,0.001719,0.001856,0.001670,0.001751,0.000009,0.000031,postcode
GU28,0.021191,0.043453,0.011868,0.018853,0.002896,0.005913,0.000028,0.000165,0.000015,0.000051,postcode
GU29,0.031646,0.073487,0.009908,0.027368,0.000092,0.002611,0.000024,0.000137,0.000013,0.000043,postcode
GU30,0.030794,0.053204,0.010450,0.028104,0.000127,0.000394,0.000033,0.000189,0.000018,0.000059,postcode
GU31,0.021542,0.048429,0.014037,0.024144,0.000089,0.000275,0.000023,0.000133,0.000012,0.000041,postcode
GU32,0.021819,0.049999,0.009888,0.016482,0.003834,0.003990,0.000019,0.001991,0.000010,0.000035,postcode
GU33,0.034828,0.065192,0.011769,0.032509,0.005635,0.005864,0.000028,0.002926,0.000015,0.000051,postcode
GU34,0.032254,0.066499,0.019432,0.039071,0.000033,0.004280,0.000008,0.000049,0.000005,0.000015,postcode
GU35,0.024420,0.041469,0.006903,0.024630,0.000052,0.000161,0.000013,0.000078,0.000007,0.000024,postcode
GU46,0.015752,0.046628,0.003541,0.024630,0.000112,0.000345,0.000029,0.000166,0.000016,0.000052,postcode
GU47,0.020593,0.106698,0.012585,0.044900,0.002487,0.002686,0.000024,0.000141,0.000013,0.000044,postcode
GU51,0.024883,0.068020,0.010483,0.026356,0.002588,0.005232,0.000013,0.001344,0.000007,0.000023,postcode
GU52,0.023060,0.083912,0.011436,0.034279,0.000086,0.002441,0.000022,0.000128,0.000012,0.000040,postcode
HA0,0.141010,0.273589,0.072419,0.164511,0.032769,0.057340,0.022947,0.035221,0.013281,0.027778,postcode
HA1,0.092917,0.200110,0.052062,0.116653,0.013527,0.031644,0.003426,0.015775,0.001170,0.003453,postcode
HA2,0.134880,0.273968,0.078650,0.179934,0.017245,0.049486,0.004354,0.019407,0.003242,0.006496,postcode
HA3,0.152531,0.306672,0.088954,0.198566,0.023838,0.061647,0.004975,0.034450,0.002493,0.009063,postcode
HA4,0.126201,0.255076,0.061388,0.159962,0.005657,0.028540,0.001001,0.001203,0.000057,0.000125,postcode
HA5,0.129403,0.226075,0.067593,0.129942,0.010557,0.031556,0.002911,0.012467,0.001928,0.005737,postcode
HA6,0.111917,0.216760,0.058204,0.115546,0.011685,0.023612,0.007203,0.008929,0.002906,0.004421,postcode
HA7,0.095736,0.186626,0.044969,0.107274,0.006381,0.020198,0.002548,0.007638,0.001281,0.001372,postcode
HA8,0.112922,0.239073,0.060577,0.143516,0.015671,0.037354,0.008178,0.015702,0.005197,0.008932,postcode
HA9,0.122172,0.244320,0.069295,0.178537,0.010443,0.033230,0.002144,0.016571,0.001078,0.003184,postcode
HD1,0.057526,0.149276,0.034231,0.091633,0.001429,0.020515,0.001390,0.006846,0.000012,0.002734,postcode
HD2,0.017937,0.045681,0.008265,0.019858,0.000089,0.003382,0.000045,0.000103,0.000013,0.000036,postcode
HD3,0.018437,0.049544,0.011319,0.029631,0.002796,0.005681,0.002756,0.004166,0.002729,0.002749,postcode
HD4,0.015385,0.045830,0.003099,0.022351,0.000077,0.000241,0.000038,0.000088,0.000011,0.000031,postcode
HD5,0.019877,0.075667,0.011365,0.042030,0.002807,0.009797,0.001403,0.002819,0.000012,0.000031,postcode
HD6,0.054943,0.110295,0.035726,0.071637,0.008900,0.024188,0.005080,0.007650,0.001272,0.003812,postcode
HD7,0.035418,0.099284,0.025174,0.048946,0.003379,0.006866,0.001689,0.001751,0.000014,0.000038,postcode
HD8,0.017894,0.043698,0.010076,0.018151,0.002222,0.006675,0.000031,0.001151,0.000009,0.000025,postcode
HD9,0.022994,0.056267,0.012786,0.029031,0.003384,0.005155,0.000858,0.004225,0.000007,0.000853,postcode
HG1,0.069415,0.149870,0.044599,0.085954,0.022182,0.036300,0.012811,0.022220,0.003504,0.017494,postcode
