name,hh_total,hh_depchild
DN21 4,2459.68,606.88
DN21 5,2720.68,527.94
DN21 9,144.63,42.73
DN22 0,2061.78,441.73
DN22 1,118.11,24.32
DN22 5,26.23,7.81
DN22 6,3607.81,873.56
DN22 7,6908.07,1813.33
DN22 8,1977.62,413.12
DN22 9,1397.63,313.5
DN3 1,3712.29,906.38
DN3 2,4684.71,1431.23
DN3 3,5072.9,1144.46
DN31 1,1169.65,296.91
DN31 2,3198.09,901.68
DN31 3,571.91,118.53
DN31 9,166.23,34.58
DN32 0,2725.82,737.47
DN32 7,2674.16,779.08
DN32 8,3092.38,881.76
DN32 9,3727.61,1189.41
DN33 1,2850.57,1043.77
DN33 2,2418.93,583.99
DN33 3,3430.38,1037.57
DN34 4,3745.8,1010.71
DN34 5,4534.84,1308.09
DN35 0,3918.5,784.69
DN35 7,4644.12,1491.08
DN35 8,3747.61,935.39
DN35 9,2749.91,565.36
DN36 4,5295.12,1238.87
DN36 5,3698.78,817.17
DN37 0,3506.45,759.07
DN37 7,1545.66,411.93
DN37 8,341.51,66.79
DN37 9,3979.42,966.25
DN38 6,1253.14,329.79
DN39 6,1216.89,304.99
DN4 0,4430.88,1316.7
DN4 5,2781.3,843.53
DN4 6,4860.11,1259.94
DN4 7,3678.26,939.33
DN4 8,3674.04,1198.1
DN4 9,3946.13,1021.37
DN40 1,2037.76,570.07
DN40 2,1982.12,510.37
DN40 3,1302.0,337.37
DN40 9,28.52,12.57
DN41 7,1177.9,397.23
DN41 8,1427.58,325.89
DN5 0,4351.44,1280.65
DN5 7,4268.88,1031.78
DN5 8,4393.72,1184.05
DN5 9,4649.93,1291.02
DN6 0,2677.93,842.52
DN6 7,4664.06,1447.42
DN6 8,3503.41,929.37
DN6 9,2355.94,645.34
DN7 4,3327.75,996.22
DN7 5,3054.7,953.12
DN7 6,3104.52,741.94
DN8 4,3994.49,1274.31
DN8 5,4018.86,1019.93
DN9 1,3730.11,929.35
DN9 2,2076.93,464.94
DN9 3,3292.75,1104.72
DT1 1,3409.61,609.78
DT1 2,4151.11,1103.84
DT1 3,2224.89,581.99
DT1 9,213.09,40.83
DT10 1,2644.95,529.48
DT10 2,2629.58,528.48
DT10 9,70.31,12.96
DT11 0,2970.84,624.78
DT11 1,102.95,15.06
DT11 7,4653.17,1135.75
DT11 8,2691.36,651.21
DT11 9,2321.45,591.81
DT2 0,1662.85,353.64
DT2 7,2528.34,580.99
DT2 8,3729.36,837.76
DT2 9,3516.48,750.77
DT3 4,2715.5,624.25
DT3 5,3970.19,925.25
DT3 6,4255.7,832.07
DT4 0,5523.12,1362.89
DT4 4,95.99,10.86
DT4 7,3781.95,691.12
DT4 8,2419.22,369.56
DT4 9,5734.68,1383.59
DT5 1,2876.25,671.52
DT5 2,2761.9,665.55
DT5 9,52.34,18.0
DT6 3,3450.74,648.17
DT6 4,2548.59,366.61
DT6 5,2626.47,570.45
DT6 6,1702.5,274.09
DT6 9,140.91,20.24
DT7 3,2578.42,448.32
DT8 3,2778.92,510.32
DT9 3,1830.92,288.38
DT9 4,2523.46,590.8
DT9 5,2455.56,547.05
DT9 6,3008.68,592.59
DT9 9,108.13,12.88
DY1 1,1098.62,292.54
DY1 2,5840.27,1709.98
DY1 3,4117.2,1598.97
DY1 4,2742.35,1004.87
DY1 9,442.87,116.92
DY10 1,3254.86,792.83
DY10 2,5290.02,1487.17
DY10 3,4512.14,1084.99
DY10 4,2515.61,615.18
DY11 5,4204.7,1008.25
DY11 6,5838.13,1490.37
DY11 7,3688.53,1065.5
DY11 9,448.94,120.51
DY12 1,2507.08,539.45
DY12 2,2668.09,452.3
DY12 3,580.83,108.63
DY12 9,17.93,4.83
DY13 0,3273.48,719.78
DY13 3,37.7,6.33
DY13 8,3923.2,940.71
DY13 9,2896.51,666.27
DY14 0,1024.9,213.43
DY14 8,1623.24,378.41
DY14 9,1547.62,341.62
DY2 0,4603.88,1515.18
DY2 7,2841.81,1081.27
DY2 8,2981.64,1082.08
DY2 9,3635.57,1037.06
DY3 1,4376.71,1229.42
DY3 2,5293.0,1528.5
DY3 3,4705.47,1023.93
DY3 4,1110.19,242.56
DY4 0,5787.51,1941.38
DY4 4,145.94,55.25
DY4 7,4538.19,1635.37
DY4 8,4754.37,1534.23
DY4 9,3814.66,1481.67
DY5 1,3348.49,1042.78
DY5 2,5747.81,1489.3
DY5 3,5599.26,1693.07
DY5 4,3814.14,1229.4
DY5 9,78.33,21.18
DY6 0,1728.63,452.43
DY6 6,70.22,15.62
DY6 7,2174.98,572.52
DY6 8,4813.48,1221.59
DY6 9,3602.25,929.12
DY7 5,1309.62,286.24
DY7 6,2320.07,464.63
DY8 1,2794.06,621.09
DY8 2,2662.62,691.0
DY8 3,5054.17,1288.51
DY8 4,6432.25,1642.94
DY8 5,5264.69,1385.78
DY8 9,261.7,61.06
DY9 0,4940.02,1464.94
DY9 7,2400.9,644.16
DY9 8,2438.06,784.66
DY9 9,3357.8,989.93
E1 0,4073.94,1388.86
E1 1,2850.01,717.71
E1 2,2973.69,959.9
E1 3,2764.76,904.32
E1 4,4951.26,1621.62
E1 5,3457.33,941.02
E1 6,1987.94,291.61
E1 7,1258.27,230.84
E1 8,3024.75,540.78
E10 5,5781.78,1923.28
E10 6,5851.71,2086.85
E10 7,4890.08,1713.22
E10 9,126.68,48.68
E11 1,5662.74,1644.21
E11 2,5178.75,1502.61
E11 3,5323.73,1897.22
E11 4,5734.58,1800.69
E11 9,191.25,57.19
E12 5,5235.79,2407.36
E12 6,6958.95,3411.46
E12 9,202.76,94.54
E13 0,5844.59,2343.9
E13 3,148.67,49.11
E13 8,4998.25,1972.47
E13 9,5720.04,2430.17
E14 0,6294.32,1878.42
E14 1,362.6,126.06
E14 2,768.22,163.47
E14 3,7838.63,2285.14
E14 4,493.38,73.29
E14 5,941.2,159.81
E14 6,5782.71,2002.76
E14 7,5812.27,1799.08
E14 8,4934.3,1090.92
E14 9,10147.14,2081.4
E15 1,6144.12,1770.79
E15 2,4951.36,1141.77
E15 3,5057.78,1670.16
E15 4,4919.69,1525.29
E15 9,273.28,65.97
E16 1,7329.66,1891.8
E16 2,8085.73,2475.28
E16 3,4714.08,1861.12
E16 4,3504.98,1235.13
E16 9,267.92,98.04
E17 0,449.67,143.05
E17 3,4970.75,1849.69
E17 4,6266.42,2391.96
E17 5,6887.06,2797.99
E17 6,7116.07,2280.17
E17 7,5054.96,1601.79
E17 8,5594.27,1993.97
E17 9,5269.01,1797.51
E18 1,3370.39,1206.57
E18 2,4708.78,1462.48
E18 9,112.5,26.02
E1W 1,1112.87,154.43
E1W 2,2155.71,365.21
E1W 3,3109.55,763.84
E1W 9,320.21,82.95
E2 0,4708.56,1392.01
E2 2,220.77,53.58
E2 6,3727.71,939.67
E2 7,3726.06,908.2
E2 8,3814.55,806.13
E2 9,3433.1,930.44
E20 1,4011.01,958.37
E20 2,205.99,40.67
E20 3,285.48,71.34
E3 2,6840.93,1564.74
E3 3,6792.3,2333.38
E3 4,6677.29,2173.84
E3 5,5855.73,1562.54
E3 9,358.17,68.75
E4 0,387.5,135.0
E4 6,6551.51,2080.91
E4 7,4834.59,1427.18
E4 8,5808.87,2168.34
E4 9,7212.3,2575.25
E5 0,5959.06,1761.97
E5 5,323.08,105.64
E5 8,6150.22,1746.8
E5 9,6290.69,2289.85
E6 1,5191.37,2430.59
E6 2,5100.35,2445.06
E6 3,6010.9,2980.85
E6 5,3801.68,1482.3
E6 6,3610.03,1640.57
E6 7,169.25,56.5
E6 9,549.36,267.47
E7 0,4601.34,1759.19
E7 7,223.05,82.79
E7 8,6034.1,2922.35
E7 9,5541.3,2187.07
E8 1,3885.41,839.2
E8 2,4557.25,1144.78
E8 3,5587.85,1180.2
E8 4,4747.93,1148.82
E8 9,142.55,32.28
E9 5,5767.41,1782.2
E9 6,5077.49,1576.82
E9 7,5576.26,1465.68
E9 9,126.15,30.62
E98 1,366.26,55.73
EC1A 1,48.3,10.45
EC1A 2,29.8,1.33
EC1A 4,304.76,36.63
EC1A 7,110.48,7.79
EC1A 9,94.41,5.31
EC1M 3,65.3,8.92
EC1M 4,222.57,31.23
EC1M 5,285.69,33.55
EC1M 6,317.1,45.04
EC1M 7,64.42,8.29
EC1N 2,102.57,17.09
EC1N 6,50.15,6.98
EC1N 7,425.28,86.93
EC1N 8,501.48,69.8
EC1P 1,212.88,46.74
EC1R 0,588.09,119.25
EC1R 1,518.74,89.46
EC1R 3,160.85,19.89
EC1R 4,505.73,89.83
EC1R 5,281.93,46.8
EC1V 0,1006.04,195.62
EC1V 1,768.24,139.71
EC1V 2,657.16,137.7
EC1V 3,1053.38,235.76
EC1V 4,682.39,111.8
EC1V 7,1142.63,204.86
EC1V 8,792.12,182.53
EC1V 9,959.64,196.78
EC1Y 0,934.22,116.67
EC1Y 1,85.07,17.49
EC1Y 2,79.42,16.34
EC1Y 4,96.84,17.76
EC1Y 8,671.61,148.83
EC2A 1,152.06,31.64
EC2A 2,199.05,20.66
EC2A 3,550.63,43.52
EC2A 4,573.12,65.48
EC2M 1,15.24,1.15
EC2M 2,65.21,9.89
EC2M 3,20.62,1.23
EC2M 4,104.7,13.52
EC2M 5,23.32,1.19
EC2M 6,6.28,0.28
EC2M 7,22.42,0.99
EC2N 1,17.04,1.07
EC2N 2,19.73,0.88
EC2N 3,3.59,0.16
EC2N 4,8.07,0.36
EC2P 2,74.46,14.68
EC2R 5,9.86,0.59
EC2R 6,14.35,0.79
EC2R 7,23.32,1.35
EC2R 8,24.21,1.54
EC2V 5,34.45,2.5
EC2V 6,77.85,7.29
EC2V 7,399.6,36.7
EC2V 8,50.32,4.56
EC2Y 5,195.73,19.45
EC2Y 8,777.92,70.48
EC2Y 9,190.16,20.75
EC3A 1,0.9,0.04
EC3A 2,2.69,0.12
EC3A 3,3.59,0.32
EC3A 4,1.79,0.08
EC3A 5,12.56,0.56
EC3A 6,6.28,0.28
EC3A 7,90.39,19.49
EC3A 8,24.69,2.97
EC3M 1,15.25,0.68
EC3M 2,0.9,0.04
EC3M 3,7.18,0.32
EC3M 4,9.87,0.44
EC3M 5,13.45,0.6
EC3M 6,5.38,0.24
EC3M 7,14.35,0.64
EC3M 8,5.38,0.24
EC3N 1,142.58,32.12
EC3N 2,85.19,16.68
EC3N 3,7.18,0.32
EC3N 4,98.72,13.32
EC3P 3,17.0,3.57
EC3R 5,12.56,0.56
EC3R 6,19.73,1.35
EC3R 7,20.63,0.92
EC3R 8,25.11,1.11
EC3V 0,19.73,0.88
EC3V 1,7.18,0.32
EC3V 3,19.73,0.88
EC3V 4,3.59,0.16
EC3V 9,21.52,1.11
EC4A 1,77.53,3.6
EC4A 2,55.61,2.89
EC4A 3,75.4,3.51
EC4A 4,36.37,1.95
EC4M 5,2.69,0.28
EC4M 6,1.79,0.08
EC4M 7,82.02,3.96
EC4M 8,8.97,0.4
EC4M 9,23.32,1.03
EC4N 1,5.38,0.24
EC4N 4,9.87,0.44
EC4N 5,8.97,0.4
EC4N 6,13.45,0.75
EC4N 7,15.24,0.99
EC4N 8,11.66,0.67
EC4P 4,43.83,9.62
EC4R 0,12.56,0.56
EC4R 1,8.97,0.4
EC4R 2,9.87,0.44
EC4R 3,13.45,0.6
EC4R 9,8.07,0.51
EC4V 2,8.07,0.36
EC4V 3,20.63,0.92
EC4V 4,22.42,1.15
EC4V 5,31.39,1.55
EC4V 6,35.64,1.58
EC4Y 0,53.22,2.37
EC4Y 1,41.34,1.99
EC4Y 7,95.79,4.26
EC4Y 8,44.7,1.99
EC4Y 9,51.33,3.05
EH1 1,1088.47,61.32
EH1 2,989.53,38.22
EH1 3,866.98,64.29
EH10 4,4409.47,775.33
EH10 5,5052.36,1184.68
EH10 6,3526.8,1175.08
EH10 7,1776.53,438.29
EH107 D,13.63,3.0
EH11 1,7551.59,972.77
EH11 2,5690.51,494.49
EH11 3,4886.43,1079.68
EH11 4,3241.75,844.52
EH12 0,49.22,13.92
EH12 5,3801.52,631.07
EH12 6,2231.56,577.65
EH12 7,4680.44,1060.35
EH12 8,5781.0,1546.36
EH12 9,2105.52,553.49
EH13 0,2866.86,882.74
EH13 9,3689.16,932.44
EH14 1,4887.54,889.75
EH14 2,4347.0,1074.72
EH14 3,2427.0,795.0
EH14 4,98.3,20.39
EH14 5,4032.52,1161.38
EH14 6,171.6,68.03
EH14 7,2110.0,646.0
EH15 1,3350.91,808.71
EH15 2,2958.52,732.45
EH15 3,3694.66,926.38
EH16 4,5386.12,1730.11
EH16 5,4497.94,861.52
EH16 6,5555.11,1164.08
EH17 7,3771.97,879.44
EH17 8,6232.1,1895.64
EH18 1,881.88,249.29
EH181 A,7.46,1.51
EH19 2,2443.0,612.63
EH19 3,4242.39,1480.98
EH2 1,97.17,6.25
EH2 2,44.6,0.0
EH2 3,109.77,7.53
EH2 4,172.9,12.81
EH20 9,3215.33,770.72
EH21 6,4989.0,928.25
EH21 7,3708.6,979.73
EH21 8,4075.63,1359.19
EH22 1,3147.87,786.33
EH22 2,3801.01,1239.68
EH22 3,1669.99,420.3
EH22 4,3251.27,800.9
EH22 5,2908.65,965.1
EH222 N,20.41,5.8
EH23 4,4362.81,1472.04
EH234 T,3.07,0.81
EH24 9,954.46,312.32
EH25 9,1822.19,541.27
EH26 0,3176.39,931.82
EH26 8,2737.81,642.09
EH26 9,1698.54,360.44
EH268 Q,5.11,1.34
EH269 L,5.1,0.91
EH27 8,995.78,280.2
EH278 B,32.47,7.97
EH278 D,25.44,5.83
EH278 E,9.47,1.99
EH28 8,1435.71,480.97
EH29 9,2249.0,915.7
EH299 E,5.8,1.23
EH3 5,3639.0,466.15
EH3 6,2893.69,314.05
EH3 7,783.68,94.07
EH3 8,1702.08,128.75
EH3 9,4243.49,427.48
EH30 9,4557.21,1352.86
EH309 S,7.97,1.13
EH31 2,1320.84,321.5
EH32 0,4429.87,970.51
EH32 9,4556.08,1316.28
EH33 1,2523.35,746.51
EH33 2,3721.44,1112.8
EH34 5,1084.2,311.94
EH35 5,1228.56,334.6
EH36 5,165.0,34.0
EH37 5,706.83,184.97
EH375 T,10.43,3.26
EH38 5,179.0,49.24
EH39 4,2698.33,587.67
EH39 5,1957.96,654.08
EH4 1,3741.17,527.59
EH4 2,4590.81,1190.61
EH4 3,2618.62,609.03
EH4 4,5043.52,1694.4
EH4 5,1920.91,602.62
EH4 6,2568.2,759.34
EH4 7,3517.84,973.33
EH4 8,1178.16,370.31
EH40 3,1028.81,249.85
EH41 3,3201.82,908.31
EH41 4,3065.73,799.26
EH42 1,5512.0,1719.0
EH43 6,432.98,86.12
EH44 6,1688.97,375.59
EH45 8,2840.96,564.96
EH45 9,2408.11,746.98
EH46 7,1414.63,414.93
EH467 B,22.97,6.31
EH467 H,32.11,6.6
EH47 0,3875.48,1112.45
EH47 7,3174.1,765.25
EH47 8,3524.53,811.84
EH47 9,2172.58,535.14
EH479 A,9.71,2.08
EH48 1,3158.6,721.39
EH48 2,7514.01,2551.9
EH48 3,4130.16,1170.62
EH48 4,2413.78,638.55
EH483 A,21.55,5.4
EH49 6,3533.56,976.27
EH49 7,3559.06,881.82
EH497 L,13.8,4.16
EH497 N,4.26,1.03
EH497 R,19.61,4.6
EH5 1,4239.27,1044.79
EH5 2,3749.07,980.99
EH5 3,2602.25,652.25
EH51 0,2928.04,683.62
EH51 9,4062.67,1040.79
EH52 5,4100.74,1076.75
EH52 6,5449.61,1616.8
EH525 P,4.88,0.95
EH526 Q,16.59,3.33
EH53 0,5296.79,1491.5
EH530 H,28.44,6.58
EH54 5,3516.25,911.01
EH54 6,8897.64,2652.17
EH54 7,1654.78,523.92
EH54 8,6230.73,1746.18
EH54 9,2932.79,1044.2
EH55 8,3931.39,1051.85
EH6 4,4927.51,1075.91
EH6 5,4284.0,684.41
EH6 6,4535.0,565.36
EH6 7,3223.03,564.01
EH6 8,5513.89,664.2
EH7 4,5583.09,710.59
EH7 5,7805.69,747.05
EH7 6,6211.09,1155.36
EH8 7,4968.94,1082.21
EH8 8,2191.71,157.17
EH8 9,4220.24,298.15
EH9 1,4867.32,824.65
EH9 2,2766.28,705.98
EH9 3,1650.54,459.07
EN1 1,4628.01,1852.66
EN1 2,3257.88,934.8
EN1 3,4245.78,1536.9
EN1 4,5213.57,2189.43
EN1 9,595.61,203.15
EN10 6,4532.17,1639.98
EN10 7,2611.48,798.57
EN11 0,2727.9,924.03
EN11 1,330.03,77.91
EN11 8,2994.26,811.31
EN11 9,3186.75,1064.02
EN2 0,3989.26,1430.81
EN2 6,1973.38,595.38
EN2 7,3100.06,973.49
EN2 8,3432.16,1020.56
EN2 9,813.56,276.76
EN3 4,4232.8,1827.21
EN3 5,5572.19,2446.3
EN3 6,7075.66,3096.04
EN3 7,4077.89,1822.83
EN4 0,2057.76,635.08
EN4 8,4908.49,1849.08
EN4 9,3447.21,1167.38
EN5 1,2943.35,903.07
EN5 2,4947.56,1657.5
EN5 3,1664.62,529.18
EN5 4,2416.05,724.39
EN5 5,4106.57,1139.74
EN5 9,311.75,101.59
EN6 1,2517.89,664.83
EN6 2,2785.61,797.21
EN6 3,1863.21,636.17
EN6 4,2283.31,634.98
EN6 5,2494.67,753.41
EN6 9,215.25,58.31
EN7 5,3065.86,1014.35
EN7 6,5199.11,1705.55
EN8 0,4527.5,1464.84
EN8 1,260.03,85.62
EN8 7,3405.58,1121.48
EN8 8,4360.17,1447.48
EN8 9,3529.65,1107.42
EN9 1,3764.72,1087.23
EN9 2,2192.07,528.11
EN9 3,4906.34,1604.42
EX1 1,1006.09,118.21
EX1 2,3449.16,715.6
EX1 3,6197.6,2036.59
EX1 4,315.81,131.29
EX1 9,368.23,38.47
EX10 0,2172.86,442.6
EX10 1,279.19,19.47
EX10 8,1719.12,171.88
EX10 9,4213.93,805.6
EX11 1,4001.53,1089.65
EX12 2,3816.3,537.75
EX12 3,806.66,150.99
EX12 4,286.35,60.21
EX12 9,46.96,6.6
EX13 5,3698.04,868.86
EX13 7,1833.6,351.03
EX13 8,412.04,78.18
EX13 9,43.25,5.85
EX14 0,48.87,9.23
EX14 1,2877.64,582.91
EX14 2,2121.42,465.54
EX14 3,2013.03,539.33
EX14 4,1252.5,267.76
EX14 9,1531.37,326.98
EX15 1,4377.12,1233.75
EX15 2,2683.21,746.64
EX15 3,2801.13,772.18
EX15 9,99.9,30.8
EX16 0,344.31,71.11
EX16 4,2515.65,581.0
EX16 5,2271.93,629.87
EX16 6,3916.93,1050.26
EX16 7,2096.55,545.45
EX16 8,1753.34,439.89
EX16 9,1476.19,278.53
EX17 1,942.23,240.33
EX17 2,997.74,220.48
EX17 3,2309.72,657.33
EX17 4,1583.95,387.46
EX17 5,1330.49,358.56
EX17 6,1632.76,382.6
EX17 9,58.2,14.62
EX18 7,1570.74,330.37
EX19 8,1616.52,313.42
EX2 0,107.61,24.39
EX2 4,2762.35,623.82
EX2 5,3659.04,866.49
EX2 6,2372.87,657.81
EX2 7,3530.78,1157.7
EX2 8,3474.55,721.39
EX2 9,3116.23,757.18
EX20 1,4009.2,1092.73
EX20 2,2100.19,501.87
EX20 3,1856.44,394.94
EX20 4,1497.37,332.67
EX20 9,106.1,20.62
EX21 5,2127.93,415.58
EX22 6,3045.69,734.9
EX22 7,2206.54,482.27
EX22 9,118.94,32.94
EX23 0,1546.99,333.52
EX23 3,27.31,4.7
EX23 8,3436.75,780.96
EX23 9,2374.86,626.72
EX24 6,1788.89,321.73
EX3 0,2411.64,501.44
EX3 9,108.46,34.28
EX31 1,2051.02,418.68
EX31 2,2901.08,653.37
EX31 3,4664.1,1169.9
EX31 4,2780.35,806.26
EX32 0,2209.75,605.6
EX32 2,304.43,33.55
EX32 7,2980.63,823.46
EX32 8,2973.92,815.76
EX32 9,2173.73,568.44
EX33 1,2243.18,513.15
EX33 2,2175.93,610.17
EX34 0,1266.41,275.98
EX34 4,46.21,9.31
EX34 7,661.69,145.15
EX34 8,2733.33,675.3
EX34 9,2707.03,571.85
EX35 6,758.53,104.08
EX36 3,1960.36,483.33
EX36 4,2505.78,585.95
EX36 9,42.34,10.33
EX37 9,1583.6,349.95
EX38 7,1819.82,489.14
EX38 8,1815.46,399.62
EX38 9,37.21,8.14
EX39 1,4743.5,776.2
EX39 2,1858.06,389.9
EX39 3,4303.57,1089.6
EX39 4,3175.34,830.98
EX39 5,2731.35,611.29
EX39 6,797.96,160.94
EX39 9,243.89,51.24
EX4 0,214.2,63.41
EX4 1,3937.7,1056.71
EX4 2,3456.18,974.89
EX4 3,1392.51,135.72
EX4 4,2527.95,373.4
EX4 5,1229.73,268.63
EX4 6,3062.89,420.53
EX4 7,2187.01,535.39
EX4 8,3101.77,960.25
EX4 9,1712.29,521.61
EX5 1,1766.43,439.51
EX5 2,2165.15,559.32
EX5 3,948.25,277.96
EX5 4,2398.06,634.48
EX5 5,1254.72,298.29
EX5 7,2333.09,1086.95
EX6 6,1542.06,306.1
EX6 7,1802.52,429.31
EX6 8,3356.58,893.55
EX7 0,3664.96,816.18
EX7 7,63.16,6.71
EX7 9,2982.16,517.12
EX8 1,3141.89,645.91
EX8 2,4148.8,760.58
EX8 3,2493.44,542.19
EX8 4,3974.42,966.96
EX8 5,3102.42,868.33
EX8 9,110.35,22.16
EX9 6,2396.13,378.86
EX9 7,894.75,167.13
EX9 9,38.5,4.9
FK1 1,2127.04,206.79
FK1 2,3243.4,885.87
FK1 3,806.18,210.74
FK1 4,3375.95,710.42
FK1 5,3860.68,913.23
FK10 1,3457.0,905.82
FK10 2,6780.55,1875.3
FK10 3,3874.87,929.55
FK10 4,3147.55,650.2
FK103 Q,7.97,1.61
FK11 7,1259.63,379.53
FK12 5,2481.15,505.25
FK12 L,6.59,2.67
FK12 N,12.31,5.04
FK13 6,2986.1,589.46
FK13 A,7.78,3.22
FK13 D,1.97,0.33
FK14 7,1842.0,470.7
FK147 J,13.02,3.13
FK147 N,12.35,3.19
FK15 0,1962.31,640.89
FK15 9,2423.99,624.15
FK150 N,11.69,4.27
FK159 J,21.0,3.74
FK16 6,1046.14,325.46
FK17 8,1716.54,365.95
FK18 8,101.0,17.0
FK19 8,240.59,37.41
FK198 Q,9.98,0.81
FK2 0,7052.43,2066.59
FK2 7,5635.7,1295.89
FK2 8,4057.11,1156.8
FK2 9,5527.53,1481.18
FK20 8,158.17,25.51
FK21 8,450.13,74.32
FK218 S,7.64,1.23
FK218 T,7.89,1.11
FK28 R,33.52,8.03
FK3 0,2388.0,532.14
FK3 8,3352.0,644.86
FK3 9,2457.0,487.0
FK4 1,4159.35,1091.0
FK4 2,1498.89,454.38
FK5 3,2073.12,534.24
FK5 4,6866.77,2079.02
FK6 5,3782.17,1012.89
FK6 6,2634.17,655.87
FK65 J,13.0,3.0
FK66 R,4.02,0.89
FK7 0,3254.73,709.92
FK7 7,4842.61,1203.59
FK7 8,2617.29,640.95
FK7 9,3407.76,949.07
FK8 1,4649.19,788.72
FK8 2,1928.84,359.54
FK8 3,2612.06,620.8
FK83 R,12.43,1.91
FK9 4,2449.54,490.17
FK9 5,2692.01,759.99
FK95 Q,12.78,2.88
FY1 1,529.69,70.85
FY1 2,3387.72,743.25
FY1 3,1999.32,568.84
FY1 4,2469.6,560.45
FY1 5,3031.83,836.07
FY1 6,3444.93,904.72
FY1 9,278.85,45.35
FY2 0,6680.14,1652.46
FY2 9,4551.69,999.85
FY3 0,1130.74,365.83
FY3 7,5217.47,1514.41
FY3 8,3746.5,1071.21
FY3 9,4555.17,1194.72
FY4 1,3866.66,809.16
FY4 2,3937.59,1002.64
FY4 3,3971.96,1111.26
FY4 4,5794.61,1543.22
FY4 5,3073.69,702.3
FY4 9,3.87,0.63
FY5 1,3783.32,722.96
FY5 2,5493.81,1092.5
FY5 3,5399.48,1059.96
FY5 4,3508.52,1000.59
FY5 5,2840.6,643.54
FY5 9,56.08,5.85
FY6 0,3373.74,639.65
FY6 6,433.87,109.74
FY6 7,5325.66,1246.34
FY6 8,2750.37,576.76
FY6 9,1442.28,293.74
FY7 6,3608.95,807.03
FY7 7,3770.48,1161.08
FY7 8,4218.75,1090.81
FY7 9,53.57,12.87
FY8 1,4208.69,680.62
FY8 2,4386.9,873.06
FY8 3,5172.37,1091.25
FY8 4,4568.78,933.67
FY8 5,3067.41,537.62
FY8 9,465.77,46.31
G1 1,1881.75,47.97
G1 2,270.5,19.0
G1 3,164.89,2.98
G1 4,498.95,33.95
G1 5,1318.71,73.23
G11 5,3640.58,424.98
G11 6,3123.54,311.23
G11 7,5477.1,725.09
G12 0,4439.13,823.62
G12 8,2724.05,344.29
G12 9,4826.68,612.63
G13 1,4540.32,981.57
G13 2,3798.55,841.28
G13 3,4625.68,1062.78
G13 4,2689.96,646.31
G14 0,4496.57,1012.17
G14 9,4532.43,1190.83
G15 6,2743.0,734.0
G15 7,2630.99,862.06
G15 8,2036.01,623.94
G2 1,96.15,2.58
G2 2,38.41,0.76
G2 3,315.91,38.36
G2 4,207.98,18.27
G2 5,8.1,0.61
G2 6,44.01,3.08
G2 7,459.0,16.09
G2 8,403.07,61.98
G20 0,3620.27,873.88
G20 6,3570.08,437.76
G20 7,3081.35,668.03
G20 8,4149.51,653.57
G20 9,2209.62,513.28
G21 1,1968.07,334.59
G21 2,2951.0,769.0
G21 3,4471.51,1194.66
G21 4,3129.63,630.21
G22 5,2423.6,569.53
G22 6,3541.68,767.6
G22 7,2846.04,758.45
G23 5,3201.91,821.45
G235 H,2.06,0.36
G3 6,2861.94,320.76
G3 7,2154.27,322.51
G3 8,4493.02,644.24
G31 1,1910.69,283.81
G31 2,4018.39,385.87
G31 3,3176.61,458.54
G31 4,3492.27,831.03
G31 5,1247.0,358.4
G32 0,2927.0,608.02
G32 6,4129.06,1019.91
G32 7,3652.03,867.13
G32 8,3943.01,908.12
G32 9,3228.75,518.68
G33 1,3883.77,1207.46
G33 2,2876.09,489.3
G33 3,3161.86,1016.25
G33 4,3000.0,968.8
G33 5,2876.0,854.0
G33 6,3247.87,1003.96
G331 R,18.91,8.74
G331 S,98.7,45.86
G336 L,37.39,2.91
G34 0,1711.29,399.29
G34 9,2091.65,558.1
G4 0,3352.13,284.76
G4 9,2445.69,246.46
G40 1,1992.87,290.08
G40 2,1628.62,310.04
G40 3,1566.55,518.04
G40 4,1724.8,469.64
G41 1,1504.52,350.72
G41 2,3498.93,770.51
G41 3,5793.92,752.85
G41 4,1951.68,503.78
G41 5,2168.45,538.16
G42 0,2432.07,687.8
G42 7,3101.79,713.39
G42 8,4881.77,1014.31
G42 9,4673.91,576.67
G43 1,3908.28,785.63
G43 2,4531.7,1175.55
G44 3,3974.58,948.01
G44 4,4576.09,841.86
G44 5,4035.71,1049.35
G443 H,17.77,3.77
G443 L,13.0,2.14
G45 0,2444.58,771.4
G45 9,4626.64,1189.08
G46 6,3617.29,1086.8
G46 7,3270.0,965.04
G46 8,4200.72,1129.36
G468 J,0.0,0.0
G468 N,36.15,7.68
G5 0,4505.94,836.74
G5 8,1020.73,114.67
G5 9,1145.23,274.87
G51 1,3395.51,494.85
G51 2,2721.5,494.81
G51 3,2966.85,650.69
G51 4,3818.16,839.65
G52 1,3726.69,757.52
G52 2,4543.02,1099.15
G52 3,3329.96,692.55
G52 4,1676.02,518.34
G524 B,0.0,0.0
G524 R,0.0,0.0
G53 5,3882.0,1069.27
G53 6,3194.0,944.5
G53 7,6870.72,2245.36
G537 T,0.91,0.38
G60 5,2319.25,448.0
G61 1,2848.24,804.08
G61 2,2604.19,765.64
G61 3,2996.48,1003.96
G61 4,3127.75,994.26
G62 6,1750.31,367.35
G62 7,2927.27,823.35
G62 8,1279.67,304.08
G628 L,8.25,2.38
G63 0,2227.14,609.11
G63 9,1852.57,472.5
G630 X,2.78,0.91
G64 1,5473.87,1538.65
