name,hh_total,hh_depchild
SG11 2,1259.07,375.2
SG12 0,4101.89,1154.66
SG12 4,226.68,41.66
SG12 7,3723.75,1202.23
SG12 8,2714.91,777.98
SG12 9,2558.95,604.05
SG13 7,4330.12,1453.03
SG13 8,2399.73,742.02
SG13 9,618.44,177.96
SG14 1,2022.78,378.51
SG14 2,3317.4,1063.41
SG14 3,3493.58,1103.62
SG15 6,2574.0,760.0
SG16 6,2873.45,942.2
SG17 5,5573.62,1779.73
SG17 9,391.25,161.62
SG18 0,3825.02,1170.5
SG18 1,86.39,15.62
SG18 8,5596.37,1727.6
SG18 9,3224.59,818.59
SG19 1,3960.06,1167.09
SG19 2,4516.92,1299.67
SG19 3,2085.52,542.7
SG19 9,206.52,49.84
SG2 0,3580.38,1203.93
SG2 7,3080.26,894.0
SG2 8,4884.83,1522.8
SG2 9,5453.14,1824.15
SG3 6,2879.69,781.87
SG4 0,4062.36,1218.26
SG4 7,1989.62,637.47
SG4 8,2724.84,765.04
SG4 9,3923.46,1216.91
SG5 1,3539.62,933.73
SG5 2,3566.48,1030.14
SG5 3,3125.91,881.88
SG5 4,4902.59,1783.32
SG5 9,113.22,37.69
SG6 1,2898.38,941.46
SG6 2,3374.66,936.35
SG6 3,2253.52,633.68
SG6 4,5704.91,1564.48
SG6 9,521.0,132.8
SG7 5,2106.56,595.95
SG7 6,4021.07,1108.76
SG8 0,1935.08,559.08
SG8 1,270.51,59.38
SG8 5,4426.3,1328.46
SG8 6,3079.38,857.91
SG8 7,3219.68,961.49
SG8 8,1414.16,395.66
SG8 9,2715.59,750.24
SG9 0,1523.97,422.13
SG9 9,3559.03,1194.21
SK1 1,698.4,136.57
SK1 2,766.23,200.67
SK1 3,2121.77,484.29
SK1 4,2779.34,796.56
SK1 9,357.63,64.27
SK10 1,1945.73,414.19
SK10 2,4982.19,1332.55
SK10 3,4479.67,1258.82
SK10 4,2831.37,698.16
SK10 5,4296.84,1057.07
SK10 9,562.65,87.4
SK11 0,2058.21,455.74
SK11 6,1220.57,237.8
SK11 7,5111.04,1259.2
SK11 8,5976.42,1541.73
SK11 9,2095.93,489.47
SK12 1,6211.14,1590.29
SK12 2,2207.64,535.31
SK13 0,753.57,261.37
SK13 1,3049.68,845.45
SK13 2,1404.38,390.57
SK13 5,560.67,118.67
SK13 6,2422.37,777.38
SK13 7,2194.23,546.69
SK13 8,4353.9,1059.13
SK13 9,61.87,10.84
SK14 1,2132.34,826.31
SK14 2,2083.86,569.22
SK14 3,3489.35,1162.91
SK14 4,5992.3,1908.08
SK14 5,4129.32,1181.71
SK14 6,2154.35,554.8
SK14 8,1279.23,305.5
SK14 9,285.16,62.59
SK15 1,4068.5,1217.56
SK15 2,4115.85,1053.2
SK15 3,4278.19,1430.33
SK15 9,15.29,2.56
SK16 4,4165.03,1248.7
SK16 5,4367.17,1203.61
SK17 0,1348.88,299.63
SK17 1,368.44,89.52
SK17 6,3345.14,628.76
SK17 7,3065.43,849.3
SK17 8,2238.75,521.1
SK17 9,3587.06,916.22
SK2 5,5950.06,1810.38
SK2 6,3625.63,1079.42
SK2 7,3317.92,1055.14
SK2 9,39.34,8.54
SK22 1,538.0,116.19
SK22 2,1020.51,236.34
SK22 3,1244.9,284.58
SK22 4,2694.44,692.92
SK22 9,25.66,6.84
SK23 0,2250.05,620.78
SK23 6,1094.58,290.04
SK23 7,3513.29,844.01
SK23 9,1254.53,330.62
SK3 0,3910.08,1188.64
SK3 3,45.9,9.97
SK3 8,4814.06,1570.1
SK3 9,3694.24,1066.34
SK4 1,2053.77,516.87
SK4 2,3345.68,1036.9
SK4 3,3590.08,1014.17
SK4 4,3470.98,1024.4
SK4 5,2885.66,843.14
SK4 9,111.47,24.21
SK5 6,6673.34,1918.24
SK5 7,3525.64,906.22
SK5 8,3594.17,1192.04
SK5 9,32.78,7.12
SK6 0,68.19,19.16
SK6 1,3676.59,889.39
SK6 2,3436.31,1009.87
SK6 3,2131.59,502.56
SK6 4,2925.27,771.15
SK6 5,2436.64,673.34
SK6 6,2808.63,761.45
SK6 7,3107.92,839.91
SK6 8,1762.98,331.25
SK6 9,172.88,42.19
SK7 0,165.18,48.9
SK7 1,2764.03,838.04
SK7 2,2810.57,864.27
SK7 3,2900.07,847.54
SK7 4,3358.6,889.77
SK7 5,2743.42,761.59
SK7 6,2799.74,781.65
SK7 9,13.11,2.85
SK8 1,2368.65,686.94
SK8 2,3049.99,869.42
SK8 3,5188.56,1648.21
SK8 4,3380.47,1107.84
SK8 5,3589.34,1056.38
SK8 6,3537.76,1140.47
SK8 7,3401.93,1091.25
SK8 9,193.52,56.73
SK9 0,235.01,46.62
SK9 1,1206.65,314.77
SK9 2,3868.51,1174.71
SK9 3,3265.09,859.67
SK9 4,1671.4,473.12
SK9 5,2079.64,586.7
SK9 6,2164.36,734.68
SK9 7,2635.33,595.24
SL0 0,2517.27,739.46
SL0 1,5.57,2.14
SL0 9,2039.0,642.54
SL1 0,429.67,183.77
SL1 1,2282.32,863.62
SL1 2,5490.78,2375.31
SL1 3,4874.79,2310.88
SL1 4,1258.96,557.96
SL1 5,5200.9,2254.33
SL1 6,2623.2,977.65
SL1 7,2276.76,721.69
SL1 8,1633.21,440.37
SL1 9,1250.76,579.71
SL2 1,4688.12,2145.3
SL2 2,3240.37,1500.82
SL2 3,3027.43,949.88
SL2 4,2111.65,711.67
SL2 5,6245.32,2829.42
SL3 0,1512.3,512.47
SL3 3,55.75,21.36
SL3 6,1538.3,492.0
SL3 7,5711.38,2703.74
SL3 8,6315.19,2779.17
SL3 9,2506.94,735.35
SL4 1,1449.46,319.97
SL4 2,2870.5,774.76
SL4 3,3828.03,1134.68
SL4 4,4271.83,1364.9
SL4 5,4094.12,1234.43
SL4 6,1869.48,496.06
SL4 9,160.73,31.27
SL5 0,1827.66,579.28
SL5 5,160.34,47.77
SL5 7,2034.47,590.71
SL5 8,2898.74,933.47
SL5 9,2934.82,912.23
SL6 0,2149.61,612.68
SL6 1,2529.79,778.41
SL6 2,3971.55,1237.29
SL6 3,4406.77,1517.22
SL6 4,3470.54,1229.74
SL6 5,2354.34,777.33
SL6 6,3697.86,1251.22
SL6 7,4222.42,1443.97
SL6 8,3579.56,982.08
SL6 9,2383.16,677.2
SL60 1,171.81,52.83
SL7 1,3146.62,1000.03
SL7 2,2149.34,671.33
SL7 3,3434.22,1078.96
SL7 9,59.18,14.75
SL8 5,2861.8,750.5
SL9 0,2110.51,637.7
SL9 1,146.07,31.25
SL9 7,1928.86,709.17
SL9 8,1830.86,574.38
SL9 9,2447.87,822.0
SL95 1,303.83,127.74
SM1 1,1779.31,659.27
SM1 2,5477.89,2010.74
SM1 3,4989.4,1790.93
SM1 4,4903.84,1699.04
SM1 9,298.72,82.42
SM2 5,5527.46,1660.24
SM2 6,4930.66,1581.73
SM2 7,1981.61,638.5
SM3 8,3336.54,1083.9
SM3 9,5291.44,1975.93
SM4 4,5197.75,1831.32
SM4 5,3546.84,1250.02
SM4 6,5169.19,1915.9
SM4 9,404.99,144.14
SM5 1,5118.31,2034.17
SM5 2,5055.93,1813.37
SM5 3,3330.25,1202.37
SM5 4,2236.77,817.78
SM5 9,139.85,48.92
SM6 0,3013.63,913.32
SM6 6,128.19,44.85
SM6 7,3252.24,1178.79
SM6 8,4773.53,1751.28
SM6 9,4603.32,1619.39
SM7 1,2765.54,876.03
SM7 2,2561.45,723.87
SM7 3,1966.42,596.96
SM7 9,82.38,19.03
SN1 1,1229.06,388.97
SN1 2,2829.98,1145.58
SN1 3,2755.02,674.22
SN1 4,3415.64,999.94
SN1 5,2660.95,765.65
SN1 7,1017.69,417.67
SN10 1,2425.92,429.91
SN10 2,3498.76,943.73
SN10 3,3159.81,819.61
SN10 4,2019.25,473.93
SN10 5,3170.95,745.68
SN10 9,116.55,25.8
SN11 0,3178.92,725.52
SN11 7,93.67,26.04
SN11 8,3935.06,1103.94
SN11 9,3315.72,1031.24
SN12 6,4566.79,1134.62
SN12 7,4671.22,1397.25
SN12 8,2815.77,750.92
SN12 9,95.23,18.29
SN13 0,2407.69,688.74
SN13 8,1200.13,320.18
SN13 9,3930.33,1176.94
SN14 0,5368.48,1520.57
SN14 6,2785.37,852.37
SN14 7,1169.19,306.8
SN14 8,2058.84,633.4
SN15 1,2931.27,869.09
SN15 2,2027.52,475.86
SN15 3,5098.81,1257.01
SN15 4,2916.7,857.76
SN15 5,1651.77,442.53
SN15 9,727.93,158.92
SN16 0,2807.61,765.77
SN16 1,39.5,14.05
SN16 9,3409.17,952.4
SN2 1,5451.23,1717.81
SN2 2,5026.42,1515.41
SN2 5,2472.61,1032.9
SN2 7,3864.68,983.42
SN2 8,1164.93,365.65
SN2 9,657.42,224.44
SN25 1,3926.6,1458.46
SN25 2,6641.46,3070.44
SN25 3,3419.75,883.73
SN25 4,3445.55,1340.44
SN25 5,60.59,16.0
SN25 6,140.88,33.77
SN26 7,458.18,118.79
SN26 8,313.49,146.79
SN3 0,15.88,4.15
SN3 1,3767.72,987.08
SN3 2,4166.94,1539.8
SN3 3,4039.73,1212.06
SN3 4,5547.99,1399.09
SN3 5,2236.84,518.44
SN3 6,2855.41,905.53
SN3 9,85.82,20.24
SN38 0,22.56,6.85
SN38 1,515.51,147.75
SN38 2,88.26,24.46
SN38 3,74.12,20.66
SN38 4,77.85,21.54
SN38 5,20.59,6.33
SN38 6,20.59,6.33
SN38 7,16.86,5.45
SN38 8,24.33,7.21
SN38 9,11.1,2.97
SN4 0,2878.33,853.69
SN4 4,617.26,219.58
SN4 7,3062.3,771.0
SN4 8,2770.62,735.0
SN4 9,2861.48,640.08
SN5 0,131.98,33.67
SN5 1,151.47,38.31
SN5 3,430.97,98.53
SN5 4,2289.32,745.64
SN5 5,3522.88,1131.45
SN5 6,2480.74,764.3
SN5 7,2093.36,595.3
SN5 8,3907.93,1095.22
SN6 6,2925.75,729.37
SN6 7,4044.61,943.78
SN6 8,2702.96,849.08
SN7 7,3900.34,1187.37
SN7 8,2539.17,680.41
SN7 9,11.48,2.14
SN8 1,2543.56,591.95
SN8 2,2761.89,713.13
SN8 3,2905.68,753.83
SN8 4,2053.32,498.39
SN8 9,134.34,18.26
SN9 5,2257.4,471.04
SN9 6,1402.04,331.48
SN99 8,67.17,15.84
SO14 0,3075.91,1044.58
SO14 1,1141.17,350.7
SO14 2,847.77,101.13
SO14 3,3222.24,513.88
SO14 5,1405.54,353.15
SO14 6,2052.56,372.79
SO14 7,435.88,74.2
SO15 0,907.41,278.93
SO15 1,1163.59,260.63
SO15 2,4158.93,603.41
SO15 3,3749.9,906.46
SO15 4,1162.33,372.85
SO15 5,4987.37,1392.41
SO15 7,1104.61,342.1
SO15 8,1086.54,288.47
SO15 9,335.67,91.96
SO16 0,1113.07,333.75
SO16 2,593.05,152.18
SO16 3,3615.65,1031.06
SO16 4,3626.75,1276.05
SO16 5,3358.54,1064.81
SO16 6,3148.6,947.24
SO16 7,2557.85,616.18
SO16 8,4770.93,1239.57
SO16 9,5140.19,1770.16
SO17 1,3130.2,584.36
SO17 2,3071.38,603.92
SO17 3,1522.1,338.23
SO18 1,3233.88,931.12
SO18 2,3897.12,1185.48
SO18 3,1938.16,450.19
SO18 4,1883.85,640.37
SO18 5,3394.88,960.57
SO18 6,1199.83,301.74
SO18 9,418.88,93.46
SO19 0,1655.87,541.01
SO19 1,1157.49,285.16
SO19 2,2706.77,820.31
SO19 4,613.22,219.72
SO19 5,655.11,157.31
SO19 6,3882.27,1295.87
SO19 7,3023.95,899.28
SO19 8,3700.97,949.64
SO19 9,7645.7,2266.06
SO20 6,2086.15,461.55
SO20 8,1402.88,421.22
SO21 1,3489.06,1030.98
SO21 2,2258.81,740.15
SO21 3,2482.08,769.19
SO22 4,4090.28,1092.99
SO22 5,3545.39,1144.42
SO22 6,3849.86,1182.18
SO23 0,1809.41,416.27
SO23 3,393.2,85.92
SO23 5,142.12,39.63
SO23 7,4119.16,1163.59
SO23 8,1577.64,254.21
SO23 9,2066.21,418.53
SO24 0,1546.28,389.89
SO24 4,105.12,18.23
SO24 9,3019.2,693.53
SO25 1,4.9,1.37
SO30 0,2916.47,818.23
SO30 2,5814.13,2048.19
SO30 3,2968.61,681.67
SO30 4,2309.06,686.67
SO30 9,195.0,60.0
SO31 0,251.39,96.17
SO31 1,1103.12,353.71
SO31 4,2173.24,537.26
SO31 5,2866.0,715.5
SO31 6,4903.0,1304.31
SO31 7,2945.38,972.16
SO31 8,3330.26,1053.21
SO31 9,2843.83,736.69
SO32 1,3473.52,845.96
SO32 2,4767.07,1599.77
SO32 3,963.38,236.45
SO40 0,495.46,126.67
SO40 2,3208.81,875.37
SO40 3,3518.55,861.1
SO40 4,2501.85,748.9
SO40 7,2039.25,491.39
SO40 8,3650.9,1025.47
SO40 9,2264.58,650.58
SO41 0,4804.31,805.65
SO41 1,206.59,20.16
SO41 3,1295.14,208.96
SO41 5,625.1,143.1
SO41 6,1523.56,332.96
SO41 8,3572.39,781.88
SO41 9,2784.09,559.85
SO42 7,1984.55,450.8
SO43 7,1606.62,305.76
SO45 1,3200.92,816.22
SO45 2,2667.07,692.55
SO45 3,2153.53,683.33
SO45 4,2062.42,462.64
SO45 5,3236.64,755.78
SO45 6,1597.75,297.77
SO45 9,121.93,12.83
SO50 0,438.38,126.7
SO50 4,3566.16,1009.51
SO50 5,4157.59,1296.24
SO50 6,3033.82,853.37
SO50 7,3677.97,1169.98
SO50 8,2760.98,755.0
SO50 9,3387.55,1161.09
SO51 0,2750.81,876.64
SO51 1,211.2,24.91
SO51 5,1752.39,432.12
SO51 6,2085.58,491.64
SO51 7,3258.59,814.06
SO51 8,2171.3,333.62
SO51 9,805.11,217.13
SO52 9,3060.89,854.68
SO53 1,1894.1,624.39
SO53 2,3613.67,1007.29
SO53 3,2745.8,786.14
SO53 4,3052.48,1049.29
SO53 5,1835.09,603.62
SO97 4,198.44,92.81
SP1 1,2032.37,418.05
SP1 2,2104.24,417.95
SP1 3,5948.71,1634.92
SP10 1,2108.76,465.46
SP10 2,4235.58,1043.88
SP10 3,4936.43,1348.76
SP10 4,2692.16,795.47
SP10 5,2284.27,791.41
SP10 9,317.09,77.61
SP11 0,1504.55,361.52
SP11 6,6140.22,2494.23
SP11 7,2206.37,565.5
SP11 8,1556.86,397.47
SP11 9,3315.92,1062.76
SP2 0,2378.31,559.51
SP2 2,383.33,92.33
SP2 7,2951.85,573.1
SP2 8,3566.0,939.93
SP2 9,4114.55,1367.63
SP3 4,1771.49,398.18
SP3 5,1469.77,302.74
SP3 6,1867.38,358.53
SP4 0,1218.93,267.69
SP4 4,17.42,4.2
SP4 5,42.61,27.94
SP4 6,2839.25,1078.81
SP4 7,5380.64,1684.17
SP4 8,3211.63,1191.41
SP4 9,2132.91,940.05
SP5 1,2152.01,533.46
SP5 2,2469.64,634.93
SP5 3,2821.24,697.64
SP5 4,1004.42,236.19
SP5 5,1555.34,366.58
SP6 1,2768.39,651.44
SP6 2,1326.23,228.42
SP6 3,2072.79,524.06
SP6 9,46.24,8.54
SP7 0,1188.71,231.14
SP7 7,85.8,12.73
SP7 8,3914.44,1035.78
SP7 9,1547.51,345.67
SP8 4,4490.65,1083.63
SP8 5,1928.66,406.69
SP8 9,21.06,5.39
SP9 7,3872.7,1942.78
SP9 9,7.76,4.2
SR1 1,720.61,62.64
SR1 2,1275.92,226.65
SR1 3,809.03,127.36
SR2 0,4678.05,1470.19
SR2 7,3371.17,750.53
SR2 8,2492.24,602.74
SR2 9,3284.63,866.32
SR3 1,5210.62,1350.3
SR3 2,4543.82,1194.08
SR3 3,4513.8,1041.49
SR3 4,3023.14,947.66
SR4 0,3507.83,1119.08
SR4 6,3444.31,913.81
SR4 7,4100.78,1089.05
SR4 8,3795.01,1097.86
SR4 9,2804.09,756.26
SR5 1,2674.08,612.22
SR5 2,2038.89,505.63
SR5 3,3903.03,1171.71
SR5 4,2804.81,824.96
SR5 5,3912.87,1223.16
SR5 9,723.67,156.93
SR6 0,2410.13,395.89
SR6 7,4366.27,1074.09
SR6 8,2580.89,589.44
SR6 9,3849.76,819.17
SR7 0,2642.92,685.88
SR7 1,87.08,18.7
SR7 7,4264.77,1291.83
SR7 8,3437.19,875.34
SR7 9,3266.91,877.38
SR8 1,2433.4,600.27
SR8 2,3642.53,1151.37
SR8 3,3422.36,850.68
SR8 4,3460.38,802.31
SR8 5,3095.53,966.5
SR8 9,67.78,13.36
SS0 0,4377.99,1378.33
SS0 7,4814.92,1187.92
SS0 8,3198.69,718.82
SS0 9,6057.1,1994.45
SS1 1,2094.07,498.24
SS1 2,6381.66,1898.6
SS1 3,4027.9,918.18
SS1 9,695.49,161.35
SS11 7,3736.14,1037.49
SS11 8,4027.88,1148.5
SS11 9,186.64,43.03
SS12 0,3311.55,854.23
SS12 9,4560.53,1612.75
SS13 1,3692.09,1205.18
SS13 2,2223.87,614.88
SS13 3,3596.37,1037.07
SS14 0,415.82,165.54
SS14 1,3801.72,1356.82
SS14 2,4190.03,1523.58
SS14 3,2894.16,1153.13
SS15 4,2188.69,611.14
SS15 5,6903.21,2620.63
SS15 6,4562.22,1441.41
SS16 4,4864.86,1675.65
SS16 5,4926.24,1507.16
SS16 6,3269.1,1038.45
SS17 0,3715.61,1291.53
SS17 1,128.57,35.31
SS17 7,4318.01,1277.01
SS17 8,3532.23,1070.75
SS17 9,1812.2,481.09
SS2 4,6779.41,2172.2
SS2 5,3355.75,1031.48
SS2 6,5110.17,1444.02
SS22 8,30.85,9.34
SS3 0,2931.76,833.4
SS3 3,7.06,1.77
SS3 8,2287.87,635.87
SS3 9,6840.28,2040.8
SS4 1,5139.02,1451.96
SS4 2,358.88,95.56
SS4 3,3308.08,931.09
SS4 9,283.5,67.14
SS5 4,4076.44,1161.49
SS5 5,2593.27,668.32
SS5 6,2830.51,627.81
SS5 9,87.32,23.49
SS6 0,96.43,31.59
SS6 7,3351.53,889.03
SS6 8,4683.88,1341.89
SS6 9,5085.8,1593.52
SS7 1,3804.76,1128.98
SS7 2,4334.16,1037.57
SS7 3,4114.75,1083.37
SS7 4,3476.47,1014.33
SS7 5,4805.27,1334.11
SS7 9,300.07,85.3
SS8 0,3363.38,831.87
SS8 1,113.05,29.15
SS8 7,3770.22,888.61
SS8 8,3392.8,625.39
SS8 9,5540.55,1734.98
SS9 0,14.12,3.54
SS9 1,4007.15,1053.34
SS9 2,4004.29,1161.42
SS9 3,4618.51,1343.81
SS9 4,4449.66,1143.33
SS9 5,4980.85,1270.33
SS99 1,104.19,25.61
SS99 3,10.28,3.11
SS99 5,17.73,5.33
SS99 6,359.94,108.98
SS99 9,544.58,162.56
ST1 1,369.2,99.53
ST1 2,1938.47,469.45
ST1 3,2404.22,654.02
ST1 4,1306.83,501.47
ST1 5,1886.73,632.37
ST1 6,5759.81,1498.2
ST10 1,4704.47,1124.39
ST10 2,2191.05,478.24
ST10 3,1015.02,221.36
ST10 4,2956.94,746.31
ST10 9,53.31,14.23
ST11 9,4081.58,962.94
ST12 9,1669.98,424.2
ST13 5,2912.34,691.05
ST13 6,2858.88,727.36
ST13 7,3181.97,785.62
ST13 8,3553.63,793.48
ST13 9,350.04,72.47
ST14 5,2213.1,624.93
ST14 7,3706.21,1073.17
ST14 8,2849.63,740.63
ST14 9,51.94,11.38
ST15 0,4713.03,1305.21
ST15 8,5344.49,1296.97
ST15 9,214.59,66.05
ST16 1,6148.52,1687.55
ST16 2,1345.51,203.19
ST16 3,7225.89,2024.18
ST16 9,462.52,102.12
ST17 0,4874.73,1347.75
ST17 4,5048.6,1409.26
ST17 9,6702.48,1765.32
ST18 0,5014.67,1313.69
ST18 9,2532.24,556.31
ST19 5,4088.18,1071.66
ST19 9,2479.58,540.34
ST2 0,4451.15,1653.69
ST2 7,3661.37,954.02
ST2 8,3578.75,1130.85
ST2 9,3536.17,902.02
ST20 0,2951.08,617.0
ST21 6,2686.04,583.97
ST3 1,2358.58,593.67
ST3 2,3386.44,847.06
ST3 3,3434.0,1134.5
ST3 4,3575.57,1120.31
ST3 5,5735.76,1620.99
ST3 6,4686.8,1406.59
ST3 7,5639.62,1742.66
ST3 9,132.39,63.41
ST4 1,790.46,175.58
ST4 2,2856.97,650.66
ST4 3,3104.1,858.4
ST4 4,3599.46,946.71
ST4 5,3265.04,865.68
ST4 6,3519.83,982.59
ST4 7,2685.88,701.8
ST4 8,5537.49,1477.95
ST4 9,394.88,83.65
ST5 0,4611.86,1115.36
ST5 1,1859.77,278.62
ST5 2,3605.22,860.81
ST5 3,4236.4,1100.67
ST5 4,2654.43,631.59
ST5 5,1260.78,304.2
ST5 6,4078.75,1205.8
ST5 7,4470.71,1439.13
ST5 8,4207.7,1081.17
ST5 9,3737.6,1020.59
ST55 9,388.12,71.44
ST6 1,3679.87,1064.8
ST6 2,1612.27,502.47
ST6 3,1669.12,521.53
ST6 4,2286.28,693.89
ST6 5,4819.45,1614.09
ST6 6,5311.4,1642.21
ST6 7,3923.92,1034.52
ST6 8,5392.28,1502.07
ST6 9,80.32,28.16
ST7 1,4903.89,1282.2
ST7 2,6090.0,1627.33
ST7 3,3522.61,741.03
ST7 4,6086.54,1501.47
ST7 8,3505.33,844.0
ST7 9,67.64,17.51
ST8 6,4446.17,1166.08
ST8 7,4284.52,973.08
ST8 9,49.03,14.37
ST9 0,2773.1,651.43
ST9 9,2339.78,566.69
SW10 0,4119.69,878.75
SW10 1,144.6,29.92
SW10 9,3647.0,648.71
SW11 1,3746.79,614.55
SW11 2,5675.66,1349.2
SW11 3,6621.17,1307.19
SW11 4,4370.79,877.46
SW11 5,6850.35,1626.8
SW11 6,3874.77,1588.9
SW11 7,594.82,72.35
SW11 8,1634.45,239.92
SW11 9,499.8,82.73
SW12 0,3527.17,954.49
SW12 2,156.87,23.28
SW12 8,5144.62,1314.11
SW12 9,4699.58,826.52
SW13 0,2856.17,922.0
SW13 3,92.99,25.97
SW13 8,749.16,216.1
SW13 9,3107.37,964.4
SW14 7,2875.94,1079.27
SW14 8,3877.2,1420.92
SW14 9,116.23,32.47
SW15 1,4263.98,1014.92
SW15 2,4742.44,959.74
SW15 3,4356.57,1280.94
SW15 4,3415.28,1250.98
SW15 5,4554.55,1370.02
SW15 6,4096.23,929.5
SW15 9,368.0,53.67
SW16 1,4637.37,1226.85
SW16 2,6715.98,1876.68
SW16 3,3676.41,1190.65
SW16 4,5067.71,1736.56
SW16 5,6668.37,2256.13
SW16 6,6209.11,1888.65
SW16 9,310.42,118.78
SW17 0,7191.37,1700.33
SW17 1,261.0,67.68
SW17 6,844.71,180.61
SW17 7,5406.48,1211.42
SW17 8,6823.34,1684.92
SW17 9,6139.68,1701.62
SW18 1,6403.56,1343.39
SW18 2,4404.07,1168.5
SW18 3,4599.44,1394.7
SW18 4,6010.16,1455.87
SW18 5,5538.07,1777.76
SW18 9,668.0,156.89
SW19 1,5140.35,1389.1
SW19 2,5490.4,1418.9
SW19 3,4452.75,1535.62
SW19 4,2673.91,616.67
SW19 5,1973.23,543.79
SW19 6,4799.59,1486.73
SW19 7,2530.11,779.62
SW19 8,5499.68,1912.25
SW19 9,111.78,23.15
SW1A 0,18.19,2.25
SW1A 1,97.5,8.95
SW1A 2,223.51,24.81
SW1E 5,228.73,35.69
SW1E 6,230.56,34.29
SW1H 0,309.08,48.54
SW1H 9,214.14,33.1
SW1P 1,1070.55,194.04
SW1P 2,1330.39,223.36
SW1P 3,619.54,84.94
SW1P 4,2920.97,535.23
SW1P 9,399.31,120.28
SW1V 1,1274.24,200.49
SW1V 2,3098.03,480.78
SW1V 3,3567.83,663.72
SW1V 4,2690.24,432.1
SW1W 0,365.43,59.69
SW1W 8,2420.41,407.22
SW1W 9,891.59,146.76
SW1X 0,594.57,104.65
SW1X 7,419.07,85.48
SW1X 8,642.85,117.73
SW1X 9,788.26,133.3
SW1Y 4,106.65,8.64
SW1Y 5,66.19,5.93
SW1Y 6,96.76,7.98
SW2 1,3832.19,846.7
SW2 2,4791.72,1230.04
SW2 3,5540.72,1560.91
SW2 4,5119.51,1177.62
SW2 5,3862.96,669.2
SW2 9,272.83,38.25
SW20 0,3793.56,1270.44
SW20 2,95.81,19.84
SW20 8,4790.69,1526.58
SW20 9,3414.97,1193.35
SW3 1,514.64,88.3
SW3 2,1226.28,226.87
SW3 3,2063.35,323.0
SW3 4,1686.5,310.03
SW3 5,2335.08,389.12
SW3 6,1380.07,269.02
SW3 9,174.26,29.13
SW4 0,2763.15,484.91
SW4 4,155.91,26.07
SW4 6,4191.49,836.87
SW4 7,4292.51,619.31
SW4 8,3555.65,727.12
SW4 9,3724.17,868.71
SW5 0,2930.31,564.5
SW5 5,51.64,10.68
SW5 9,4235.9,583.42
SW6 1,3717.58,648.06
SW6 2,6210.88,1528.24
SW6 3,3691.92,991.95
SW6 4,3315.89,788.45
SW6 5,2913.5,765.53
SW6 6,4761.14,1205.82
SW6 7,4558.5,1008.32
SW6 9,226.33,40.0
SW7 1,777.99,162.85
SW7 2,904.21,170.09
SW7 3,1150.64,219.56
SW7 4,2390.55,363.07
SW7 5,1605.96,298.18
SW7 9,200.14,37.69
SW8 1,5249.87,975.11
SW8 2,5062.13,1007.99
SW8 3,2691.28,519.74
SW8 4,3776.12,861.75
SW8 5,415.37,46.93
SW8 9,211.82,39.09
SW9 0,4242.82,822.75
SW9 1,312.6,74.57
SW9 6,3958.98,893.4
SW9 7,3642.07,976.61
SW9 8,3325.93,634.1
SW9 9,4990.43,935.38
SW95 9,308.99,44.58
SY1 1,855.08,75.07
SY1 2,3812.41,777.65
SY1 3,3214.22,917.27
SY1 4,4141.39,1278.73
SY1 9,512.87,81.9
SY10 0,1061.88,228.06
SY10 1,151.09,49.66
SY10 7,2197.51,526.63
SY10 8,1601.49,351.51
SY10 9,1944.78,504.5
SY11 1,3120.04,639.5
SY11 2,4562.22,1200.51
SY11 3,2339.85,645.62
SY11 4,2030.74,561.45
SY12 0,2198.56,512.13
SY12 2,8.89,2.92
SY12 9,1505.46,319.88
SY13 1,4036.89,968.21
SY13 2,1972.21,434.32
SY13 3,1111.02,247.0
SY13 4,1705.3,410.23
SY13 9,90.78,23.64
SY14 7,1256.17,337.46
SY14 8,1639.78,396.64
SY15 6,2358.85,499.77
SY16 1,2535.25,793.94
SY16 2,1922.11,383.3
SY16 3,1512.57,332.93
SY16 4,1212.11,293.6
SY16 9,42.25,9.9
SY17 5,1575.13,333.9
SY18 6,2229.49,441.0
SY19 7,445.2,88.24
SY2 5,5098.75,1355.75
SY2 6,3147.71,610.8
SY20 8,2049.07,461.17
SY20 9,1012.4,184.0
SY21 0,1479.0,315.97
SY21 1,8.01,1.88
SY21 7,2420.89,562.26
SY21 8,2138.21,503.86
SY21 9,1638.82,370.48
SY22 5,913.69,213.19
SY22 6,2904.21,664.61
SY23 1,2817.44,537.44
SY23 2,1286.14,170.38
SY23 3,3711.75,893.39
SY23 4,2108.52,510.99
SY23 5,1302.42,268.95
SY23 9,94.04,23.65
SY24 5,1907.52,429.54
SY25 6,1904.64,395.2
SY3 0,2275.55,593.21
SY3 5,2120.52,465.49
SY3 6,1006.56,237.63
SY3 7,3243.0,694.08
SY3 8,3968.48,1090.28
SY3 9,2659.9,743.9
SY4 1,1320.9,306.56
SY4 2,1404.76,415.15
SY4 3,1943.85,496.12
SY4 4,2436.88,635.39
SY4 5,4009.37,955.42
SY4 9,4.39,0.27
SY5 0,2701.35,631.38
SY5 6,1629.71,402.9
SY5 7,1233.77,319.5
SY5 8,1900.52,525.76
SY5 9,2024.22,504.81
SY6 6,2171.9,337.8
SY6 7,1087.37,192.96
SY6 9,7.36,1.35
SY7 0,1609.38,312.0
SY7 7,66.2,12.11
SY7 8,1429.98,252.49
SY7 9,1705.12,386.4
SY8 1,3761.5,652.08
