district,cwd_yr_clim_mm,smd_jja_clim_mm
SW2 4,366.98,139.23
SW2 5,363.2,138.34
SW2 9,363.2,138.34
SW20 0,364.39,138.29
SW20 8,368.57,138.51
SW20 9,365.74,138.18
SW3 1,343.03,135.45
SW3 2,359.6,137.99
SW3 3,359.61,137.99
SW3 4,354.99,137.25
SW3 5,355.0,137.25
SW3 6,359.63,138.0
SW4 0,360.36,138.37
SW4 4,360.36,138.37
SW4 6,365.18,139.17
SW4 7,363.76,138.65
SW4 8,363.8,138.65
SW4 9,360.4,138.27
SW5 0,362.85,138.58
SW5 9,362.85,138.58
SW6 1,372.17,139.84
SW6 2,370.84,139.54
SW6 3,373.33,139.91
SW6 4,373.32,139.91
SW6 5,373.01,139.74
SW6 6,378.95,140.45
SW6 7,371.49,139.64
SW6 9,373.56,139.92
SW7 1,352.1,136.68
SW7 2,352.12,136.68
SW7 3,359.62,138.0
SW7 4,359.6,137.99
SW7 5,352.12,136.68
SW7 9,352.12,136.68
SW8 1,359.94,138.54
SW8 2,365.14,139.17
SW8 3,362.55,138.66
SW8 4,363.8,139.07
SW8 5,360.53,138.82
SW8 9,365.14,139.17
SW9 0,360.09,137.89
SW9 1,360.12,137.9
SW9 6,360.08,137.89
SW9 7,361.94,137.9
SW9 8,361.96,137.9
SW9 9,361.94,137.9
SY1 1,304.54,130.14
SY1 2,304.08,130.14
SY1 3,281.85,126.78
SY1 4,291.12,128.62
SY1 9,303.41,130.16
SY10 0,101.8,45.83
SY10 1,229.76,110.89
SY10 7,164.32,85.62
SY10 8,258.55,119.74
SY10 9,185.29,95.1
SY11 1,211.4,101.9
SY11 2,225.02,106.64
SY11 3,227.6,109.82
SY11 4,242.93,117.05
SY12 0,258.19,121.79
SY12 9,251.9,118.6
SY13 1,243.16,117.22
SY13 2,249.79,121.07
SY13 3,249.28,119.86
SY13 4,244.48,119.38
SY13 9,245.07,117.46
SY14 7,259.72,122.79
SY14 8,234.53,115.86
SY15 6,228.25,113.14
SY16 1,273.63,124.53
SY16 2,286.25,127.45
SY16 3,208.67,105.67
SY16 4,183.22,95.52
SY16 9,286.28,127.45
SY17 5,149.0,78.32
SY18 6,114.55,53.28
SY19 7,98.65,40.68
SY2 5,297.31,129.46
SY2 6,289.8,127.6
SY20 8,109.66,47.51
SY20 9,84.57,29.12
SY21 0,125.21,63.86
SY21 7,245.03,116.21
SY21 8,222.45,110.71
SY21 9,209.64,105.92
SY22 5,156.54,83.01
SY22 6,224.76,111.01
SY23 1,121.07,67.26
SY23 2,121.29,67.3
SY23 3,84.78,31.53
SY23 4,101.78,45.52
SY23 5,115.62,60.13
SY23 9,160.07,88.5
SY24 5,99.85,42.41
SY25 6,98.7,42.27
SY3 0,272.66,123.47
SY3 5,308.55,129.51
SY3 6,296.25,128.19
SY3 7,293.2,128.07
SY3 8,303.81,129.2
SY3 9,290.36,127.42
SY4 1,278.35,125.62
SY4 2,266.4,123.65
SY4 3,260.45,122.71
SY4 4,269.17,124.78
SY4 5,252.02,121.01
SY5 0,201.3,103.46
SY5 6,282.98,124.94
SY5 7,269.1,122.53
SY5 8,257.01,119.35
SY5 9,244.12,116.07
SY6 6,198.71,100.94
SY6 7,216.63,108.09
SY7 0,247.93,115.6
SY7 7,268.41,120.87
SY7 8,210.15,105.44
SY7 9,221.77,109.13
SY8 1,281.72,123.6
SY8 2,246.74,116.15
SY8 3,214.14,106.66
SY8 4,282.51,124.62
SY8 9,276.88,122.38
SY9 5,214.94,107.97
TA1 1,342.29,135.0
TA1 2,351.23,136.14
TA1 3,341.85,134.54
TA1 4,342.41,134.66
TA1 5,331.3,132.78
TA1 9,342.27,135.0
TA10 0,325.48,131.34
TA10 1,307.94,126.23
TA10 9,315.88,130.07
TA11 6,298.46,126.16
TA11 7,307.39,128.32
TA11 9,283.04,122.49
TA12 6,320.08,129.62
TA13 5,306.81,127.17
TA14 6,289.26,125.01
TA15 6,279.35,122.98
TA16 5,282.34,122.84
TA17 8,266.39,117.96
TA18 7,274.17,121.39
TA18 8,231.4,107.94
TA18 9,256.04,115.84
TA19 0,289.59,122.55
TA19 9,316.23,128.09
TA2 6,330.67,133.38
TA2 7,341.77,135.03
TA2 8,312.02,130.07
TA20 1,245.0,109.54
TA20 2,250.91,111.92
TA20 3,231.29,107.08
TA20 4,236.18,107.22
TA20 9,252.42,112.12
TA21 0,243.73,114.12
TA21 1,248.16,115.44
TA21 8,284.44,125.29
TA21 9,253.03,116.18
TA22 9,144.08,75.05
TA23 0,194.07,97.12
TA24 5,216.71,109.44
TA24 6,237.17,113.57
TA24 7,112.99,53.79
TA24 8,166.63,87.65
TA24 9,247.11,119.15
TA3 5,320.37,130.51
TA3 6,340.18,133.92
TA3 7,240.29,110.46
TA4 1,296.8,126.97
TA4 2,179.17,90.88
TA4 3,238.67,111.75
TA4 4,217.12,106.45
TA4 9,273.71,123.2
TA5 1,230.49,112.63
TA5 2,275.35,123.6
TA6 3,304.81,129.37
TA6 4,279.2,124.23
TA6 5,311.43,130.59
TA6 6,300.02,127.91
TA6 7,303.22,128.2
TA6 9,308.14,130.14
TA7 0,334.14,134.16
TA7 8,299.85,128.57
TA7 9,313.23,131.45
TA8 1,265.11,122.76
TA8 2,241.2,117.08
TA8 9,261.01,122.61
TA9 3,282.99,125.6
TA9 4,279.7,125.23
TD1 1,132.91,71.03
TD1 2,159.84,87.99
TD1 3,154.55,85.26
TD1 9,152.52,84.11
TD10 6,179.75,97.82
TD11 3,162.74,86.8
TD11 9,220.39,113.75
TD12 4,235.43,118.22
TD13 5,143.4,75.55
TD14 5,148.33,81.03
TD15 1,191.21,103.24
TD15 2,218.95,113.88
TD2 6,153.24,83.65
TD3 6,170.58,93.28
TD4 6,193.04,103.82
TD5 7,224.03,115.31
TD5 8,185.57,99.66
TD6 0,234.26,117.79
TD6 6,201.51,104.61
TD6 9,196.85,104.34
TD7 4,159.88,87.55
TD7 5,105.03,48.61
TD7 9,186.84,100.72
TD8 6,173.49,94.1
TD8 9,229.45,115.64
TD9 0,111.21,51.68
TD9 1,214.08,109.12
TD9 7,126.88,64.39
TD9 8,180.15,96.9
TD9 9,137.07,70.32
TF1 1,271.07,122.84
TF1 2,265.19,122.04
TF1 3,274.52,123.29
TF1 5,258.82,120.82
TF1 6,276.13,124.35
TF1 7,273.84,123.44
TF1 9,277.85,124.2
TF10 7,272.44,124.11
TF10 8,273.54,124.82
TF10 9,264.91,121.79
TF11 8,265.81,121.35
TF11 9,289.07,126.81
TF12 5,260.54,119.68
TF13 6,250.63,118.57
TF2 0,236.89,113.08
TF2 2,256.95,119.14
TF2 5,229.84,106.97
TF2 6,262.52,120.44
TF2 7,252.52,117.83
TF2 8,272.56,123.58
TF2 9,233.06,109.59
TF3 1,271.74,122.97
TF3 2,246.57,115.22
TF3 3,251.07,112.91
TF3 4,236.91,113.08
TF3 5,248.44,117.67
TF4 2,242.04,115.67
TF4 3,262.32,121.59
TF5 0,288.69,126.97
TF6 5,263.06,120.92
TF6 6,281.83,127.36
TF7 4,276.94,124.19
TF7 5,273.14,123.86
TF7 9,273.04,123.64
TF8 7,302.96,128.96
TF9 1,259.08,122.04
TF9 2,250.36,121.19
TF9 3,255.2,123.39
TF9 4,220.65,112.45
TF9 9,267.49,124.71
TN1 1,300.39,122.88
TN1 2,300.38,122.88
TN10 3,381.05,136.07
TN10 4,379.71,136.24
TN11 0,376.95,136.6
TN11 8,367.26,134.85
TN11 9,366.55,134.54
TN12 0,378.53,137.89
TN12 5,382.49,138.37
TN12 6,388.82,139.22
TN12 7,340.03,132.05
TN12 8,357.36,134.88
TN12 9,384.49,138.7
TN13 1,311.35,125.79
TN13 2,345.73,130.92
TN13 3,339.67,129.77
TN13 9,320.15,127.04
TN14 5,367.03,135.04
TN14 6,329.57,129.38
TN14 7,322.21,129.13
TN15 0,327.89,129.02
TN15 6,334.32,130.52
TN15 7,328.58,130.3
TN15 8,331.51,130.81
TN15 9,338.4,131.39
TN16 1,317.6,128.26
TN16 2,291.53,123.7
TN16 3,292.81,123.77
TN16 9,311.12,126.79
TN17 1,345.19,133.32
TN17 2,341.63,132.77
TN17 3,333.99,131.94
TN17 4,349.71,135.03
TN17 9,328.0,131.29
TN18 4,325.55,130.87
TN18 5,340.98,133.53
TN19 7,313.96,129.38
TN2 3,332.34,129.78
TN2 4,331.02,129.86
TN2 5,300.75,124.32
TN20 6,302.71,126.18
TN21 0,293.51,124.83
TN21 1,253.64,115.96
TN21 8,276.18,121.7
TN21 9,275.08,123.23
TN22 1,322.29,129.44
TN22 2,320.23,128.73
TN22 3,295.33,124.55
TN22 4,308.55,127.42
TN22 5,316.66,128.26
TN22 9,341.63,132.82
TN23 1,329.44,132.46
TN23 3,330.65,133.26
TN23 4,327.83,132.49
TN23 5,328.59,132.71
TN23 6,331.53,133.08
TN23 7,327.99,132.35
TN23 8,337.22,134.26
TN23 9,329.45,132.46
TN24 0,324.32,132.01
TN24 8,326.3,132.52
TN24 9,320.63,131.46
TN25 4,299.55,127.82
TN25 5,288.26,125.49
TN25 6,299.91,128.18
TN25 7,343.02,135.14
TN26 1,333.87,133.89
TN26 2,356.59,136.95
TN26 3,363.32,137.95
TN27 0,316.58,130.08
TN27 8,366.54,136.29
TN27 9,362.91,134.8
TN28 8,300.64,130.75
TN28 9,306.48,131.34
TN29 0,332.92,134.63
TN29 9,313.8,132.87
TN3 0,332.51,130.37
TN3 8,323.96,128.49
TN3 9,313.19,127.18
TN30 6,366.78,136.9
TN30 7,359.52,137.36
TN30 9,349.96,135.23
TN31 6,325.88,133.01
TN31 7,327.05,134.42
TN31 9,324.9,133.81
TN32 5,313.98,129.75
TN33 0,291.26,127.5
TN33 3,284.38,125.58
TN33 9,284.16,126.24
TN34 1,255.47,123.39
TN34 2,241.2,118.75
TN34 3,245.2,121.03
TN34 9,255.46,123.38
TN35 4,273.0,125.58
TN35 5,227.57,116.53
TN36 4,294.82,129.63
TN37 6,245.4,120.02
TN37 7,242.36,117.9
TN38 0,245.53,120.38
TN38 1,242.43,118.56
TN38 8,254.41,122.17
TN38 9,253.11,121.05
TN39 3,254.22,122.75
TN39 4,272.76,125.63
TN39 5,259.08,122.25
TN4 0,356.24,133.74
TN4 8,316.03,127.52
TN4 9,328.03,129.03
TN40 1,243.92,120.69
TN40 2,242.17,119.58
TN40 9,243.12,120.33
TN5 6,297.1,124.41
TN5 7,308.88,127.63
TN6 1,273.02,120.4
TN6 2,256.78,115.06
TN6 3,275.3,119.47
TN6 9,243.99,112.34
TN7 4,315.73,129.49
TN8 5,349.19,133.03
TN8 6,345.35,132.39
TN8 7,353.07,133.21
TN8 9,364.32,134.89
TN9 1,392.81,137.52
TN9 2,387.06,137.07
TN9 9,379.71,135.58
TQ1 1,225.87,110.71
TQ1 2,249.81,118.23
TQ1 3,238.26,113.76
TQ1 4,213.98,105.48
TQ1 9,245.06,115.17
TQ10 9,126.79,58.2
TQ11 0,125.96,57.49
TQ12 1,267.61,117.9
TQ12 2,284.89,122.6
TQ12 3,274.27,120.29
TQ12 4,237.16,111.29
TQ12 5,243.5,111.26
TQ12 6,236.63,108.27
TQ12 9,284.9,122.6
TQ13 0,232.9,107.94
TQ13 7,151.6,74.44
TQ13 8,142.51,72.45
TQ13 9,191.92,93.08
TQ14 0,230.1,109.95
TQ14 4,240.34,113.8
TQ14 8,220.87,106.96
TQ14 9,223.68,107.06
TQ2 5,257.01,117.53
TQ2 6,253.86,116.91
TQ2 7,241.19,112.8
TQ2 8,220.82,107.39
TQ3 1,237.1,111.42
TQ3 2,280.49,123.99
TQ3 3,242.16,113.07
TQ4 5,266.82,119.8
TQ4 6,260.78,118.52
TQ4 7,242.82,112.89
TQ4 9,279.77,123.31
TQ5 0,199.94,99.05
TQ5 5,225.25,110.13
TQ5 8,213.46,105.16
TQ5 9,199.53,101.6
TQ6 0,180.58,91.33
TQ6 6,187.58,93.51
TQ6 9,170.18,85.85
TQ7 1,189.34,95.37
TQ7 2,184.28,95.03
TQ7 3,190.63,99.17
TQ7 4,197.09,98.29
TQ7 9,189.92,95.63
TQ8 8,159.32,83.52
TQ9 5,234.1,108.23
TQ9 6,233.27,107.68
TQ9 7,185.86,91.54
TQ9 9,241.14,109.65
TR1 1,215.86,102.67
TR1 2,213.78,101.85
TR1 3,201.27,98.31
TR1 9,211.19,101.15
TR10 8,161.23,80.41
TR10 9,136.71,68.28
TR11 2,167.15,84.37
TR11 3,179.73,92.17
TR11 4,159.45,80.94
TR11 5,152.52,77.63
TR11 9,144.94,72.71
TR12 6,149.13,78.27
TR12 7,158.02,83.9
TR13 0,146.86,75.0
TR13 3,178.88,92.96
TR13 8,171.3,89.26
TR13 9,136.86,71.4
TR14 0,152.97,81.23
TR14 4,155.85,82.02
TR14 7,147.08,76.87
TR14 8,150.09,78.77
TR14 9,134.22,67.64
TR15 1,146.51,76.89
TR15 2,133.57,68.15
TR15 3,143.9,75.28
TR15 9,154.58,81.31
TR16 4,148.97,80.09
TR16 5,155.21,81.29
TR16 6,131.69,66.0
TR17 0,176.8,95.29
TR18 2,169.19,91.29
TR18 3,162.72,88.36
TR18 4,158.26,85.31
TR18 5,118.45,60.87
TR18 9,169.19,91.29
TR19 6,118.45,63.56
TR19 7,119.31,66.07
TR2 4,198.32,98.34
TR2 5,174.65,90.68
TR20 8,118.51,61.45
TR20 9,157.58,84.59
TR21 0,154.17,85.54
TR22 0,152.62,85.46
TR23 0,147.32,86.19
TR24 0,149.5,87.33
TR25 0,146.83,87.29
TR26 1,137.96,76.25
TR26 2,133.0,71.5
TR26 3,110.97,57.68
TR26 9,120.52,64.41
TR27 4,172.8,91.0
TR27 5,156.14,83.97
TR27 6,162.7,86.44
TR3 6,201.15,98.91
TR3 7,159.78,80.38
TR4 8,170.17,88.99
TR4 9,192.12,97.09
TR5 0,149.01,80.43
TR6 0,171.77,92.08
TR7 1,165.36,90.83
TR7 2,208.15,110.69
TR7 3,189.53,102.62
TR7 9,170.84,93.12
TR8 4,166.39,89.56
TR8 5,181.28,94.84
TR9 6,160.73,84.27
TS1 1,279.5,131.46
TS1 2,279.51,131.47
TS1 3,279.81,131.31
TS1 4,279.79,131.38
TS1 5,282.67,132.2
TS1 9,282.66,132.2
TS10 1,233.87,121.78
TS10 2,241.77,122.99
TS10 3,240.68,123.11
TS10 4,248.51,124.07
TS10 5,246.52,125.09
TS10 9,249.88,124.58
TS11 6,250.33,124.71
TS11 7,255.0,126.27
TS11 8,235.8,118.73
TS12 1,240.34,120.86
TS12 2,221.43,112.13
TS12 3,194.41,99.26
TS12 9,230.85,116.1
TS13 4,215.01,108.1
TS13 5,212.41,107.71
TS14 6,218.7,111.45
TS14 7,201.93,103.33
TS14 8,197.25,102.84
TS15 0,254.42,123.89
TS15 9,264.58,127.13
TS16 0,265.15,127.65
TS16 9,259.02,125.96
TS17 0,264.73,127.86
TS17 5,259.95,126.39
TS17 6,277.06,130.78
TS17 7,276.08,130.58
TS17 8,268.92,129.0
TS17 9,264.14,127.45
TS18 1,270.82,128.54
TS18 2,280.98,132.07
TS18 3,267.91,128.44
TS18 4,269.49,127.61
TS18 5,270.16,127.88
TS19 0,273.96,129.5
TS19 1,276.79,130.81
TS19 7,282.89,132.32
TS19 8,270.03,128.68
TS19 9,263.9,127.47
TS2 1,276.87,132.25
TS20 1,270.39,129.84
TS20 2,280.93,132.1
TS21 1,264.62,126.82
TS21 2,246.39,121.02
TS21 3,241.31,120.45
TS21 4,225.41,116.09
TS22 5,251.18,125.08
TS23 1,285.27,133.45
TS23 2,263.02,129.05
TS23 3,260.39,129.09
TS23 4,278.56,132.67
TS24 0,211.52,115.28
TS24 4,220.3,117.85
TS24 7,220.3,117.85
TS24 8,215.91,116.02
TS24 9,223.05,119.32
TS25 1,238.89,124.43
TS25 2,260.05,129.42
TS25 3,251.37,127.11
TS25 4,237.11,123.17
TS25 5,243.17,125.31
TS26 0,221.84,118.17
TS26 8,223.23,118.45
TS26 9,223.51,118.5
TS27 3,222.99,117.41
TS27 4,204.36,110.7
TS28 5,209.19,110.93
TS29 6,208.27,110.56
TS3 0,270.24,128.18
TS3 6,283.54,132.04
TS3 7,275.17,129.42
TS3 8,280.17,131.36
TS3 9,278.92,131.31
TS4 2,279.45,130.87
TS4 3,276.82,128.17
TS5 4,279.35,131.03
TS5 5,276.04,130.33
TS5 6,276.57,130.44
TS5 7,275.67,128.17
TS5 8,266.13,127.32
TS6 0,243.4,121.58
TS6 6,269.72,130.71
TS6 7,269.23,130.15
TS6 8,265.41,128.43
TS6 9,230.29,117.68
TS7 0,246.73,122.38
TS7 8,256.56,125.99
TS7 9,254.43,124.53
TS8 0,247.17,123.03
TS8 8,255.37,125.71
TS8 9,245.85,122.55
TS9 5,245.84,121.48
TS9 6,186.93,98.38
TS9 7,170.99,91.12
TW1 1,355.64,137.62
TW1 2,355.3,137.65
TW1 3,356.28,137.65
TW1 4,353.01,137.03
TW1 9,356.27,137.65
TW10 5,355.01,137.16
TW10 6,342.11,135.51
TW10 7,360.07,138.05
TW11 0,356.84,137.79
TW11 1,352.42,136.92
TW11 8,356.14,137.56
TW11 9,363.15,138.6
TW12 1,343.55,135.53
TW12 2,353.34,137.13
TW12 3,344.02,135.65
TW12 9,353.38,137.14
TW13 4,357.14,137.99
TW13 5,342.39,135.69
TW13 6,348.1,136.61
TW13 7,351.12,137.18
TW13 9,353.84,137.55
TW14 0,355.16,137.46
TW14 8,366.29,138.5
TW14 9,358.42,137.76
TW15 1,358.96,138.07
TW15 2,360.56,137.58
TW15 3,364.66,137.43
TW16 5,348.03,136.93
TW16 6,351.01,137.66
TW16 7,351.94,137.33
TW17 0,360.76,138.61
TW17 7,360.08,139.01
TW17 8,355.74,138.44
TW17 9,367.78,139.57
TW18 1,359.37,137.14
TW18 2,366.81,137.76
TW18 3,368.73,137.97
TW18 4,369.19,137.6
TW18 9,366.67,137.44
TW19 5,373.28,138.31
TW19 6,367.95,137.8
TW19 7,367.35,137.84
TW2 5,349.53,136.56
TW2 6,349.51,136.69
TW2 7,353.44,137.18
TW20 0,342.75,133.9
TW20 8,372.96,138.8
TW20 9,370.77,138.43
TW3 1,349.15,136.72
TW3 2,350.36,136.77
TW3 3,347.44,136.39
TW3 4,345.09,136.36
TW3 9,345.09,136.37
TW4 5,350.48,137.04
TW4 6,359.34,138.06
TW4 7,350.63,137.06
TW5 0,348.6,136.79
TW5 9,359.1,138.08
TW6 1,368.86,138.73
TW6 2,370.11,138.89
TW6 3,366.48,138.42
TW7 4,354.1,137.48
TW7 5,361.09,138.49
TW7 6,354.98,137.58
TW7 7,354.31,137.5
TW8 0,384.65,140.04
TW8 1,385.27,140.14
TW8 8,375.11,139.42
TW8 9,374.05,139.43
TW9 1,367.86,138.89
TW9 2,360.95,138.3
TW9 3,391.84,140.63
TW9 4,393.41,140.9
TW9 9,353.98,137.65
UB1 1,363.58,138.35
UB1 2,358.74,137.63
UB1 3,367.68,139.55
UB10 0,356.69,136.58
UB10 8,359.75,137.5
UB10 9,360.51,136.89
UB11 1,359.51,137.63
UB2 4,361.4,138.76
UB2 5,360.39,138.22
UB3 1,365.67,138.59
UB3 2,358.12,137.2
UB3 3,363.3,138.07
UB3 4,364.88,138.56
UB3 5,368.27,138.82
UB3 9,363.21,138.47
UB4 0,364.43,138.25
UB4 8,361.54,137.25
UB4 9,363.75,137.8
UB5 4,353.16,136.73
UB5 5,354.86,136.4
UB5 6,357.85,136.81
UB5 9,354.92,136.77
UB6 0,353.36,137.09
UB6 7,361.11,138.5
UB6 8,362.58,138.41
UB6 9,359.67,137.85
UB7 0,370.36,139.18
UB7 7,376.12,140.38
UB7 8,377.72,140.58
UB7 9,368.39,139.14
UB8 1,368.78,138.88
UB8 2,370.91,139.41
UB8 3,369.99,139.04
UB8 9,370.16,139.15
UB9 4,364.06,138.82
UB9 5,356.33,137.88
UB9 6,350.14,137.26
W10 4,350.18,136.84
W10 5,353.65,137.32
W10 6,357.7,137.71
W11 1,353.69,137.33
W11 2,360.71,138.88
W11 3,360.72,138.88
W11 4,360.73,138.89
W12 0,363.97,138.95
W12 7,365.12,139.12
W12 8,367.25,139.41
W12 9,373.09,139.98
W13 0,366.88,139.33
W13 3,366.89,139.34
W13 8,367.23,138.99
W13 9,371.31,139.85
W14 0,367.29,139.42
W14 4,364.61,139.13
W14 8,364.6,139.13
W14 9,371.46,139.64
W1B 1,365.68,138.21
W1B 2,365.7,138.21
W1B 3,365.7,138.21
W1B 4,341.93,135.25
W1B 5,341.93,135.25
W1C 1,365.7,138.21
W1C 2,365.7,138.21
W1D 1,341.92,135.25
W1D 2,341.92,135.25
W1D 3,341.92,135.25
W1D 4,341.41,134.56
W1D 5,341.93,135.25
W1D 6,341.94,135.25
W1D 7,341.94,135.25
W1F 0,341.93,135.25
W1F 7,341.93,135.25
W1F 8,341.93,135.25
W1F 9,341.93,135.25
W1G 0,365.7,138.21
W1G 6,365.68,138.21
W1G 7,365.68,138.21
W1G 8,365.69,138.21
W1G 9,365.69,138.21
W1H 1,362.24,137.97
W1H 2,362.25,137.97
W1H 4,362.25,137.97
W1H 5,362.26,137.97
W1H 6,365.7,138.21
W1H 7,362.27,137.97
W1J 0,341.95,135.26
W1J 5,341.95,135.26
W1J 6,341.95,135.25
W1J 7,343.0,135.44
W1J 8,341.96,135.26
W1J 9,341.95,135.26
W1K 1,343.0,135.44
W1K 2,365.72,138.21
W1K 3,365.72,138.21
W1K 4,365.71,138.21
W1K 5,365.7,138.21
W1K 6,365.71,138.21
W1K 7,350.98,136.58
W1S 1,365.7,138.21
W1S 2,341.93,135.25
W1S 3,341.94,135.25
W1S 4,341.95,135.26
W1T 1,341.4,134.56
W1T 2,366.92,138.47
W1T 3,365.69,138.21
W1T 4,366.92,138.47
W1T 5,366.91,138.47
W1T 6,366.91,138.47
W1T 7,366.92,138.47
W1U 1,365.7,138.21
W1U 2,365.69,138.21
W1U 3,365.69,138.21
W1U 4,365.69,138.21
W1U 5,365.68,138.21
W1U 6,362.24,137.97
W1U 7,365.69,138.21
W1U 8,365.69,138.21
W1W 5,365.68,138.21
W1W 6,365.68,138.21
W1W 7,365.69,138.21
W1W 8,365.69,138.21
W2 1,355.04,137.36
W2 2,350.98,136.58
W2 3,348.28,136.04
W2 4,347.39,136.4
W2 5,352.14,137.24
W2 6,355.05,137.36
W3 0,365.13,139.46
W3 3,376.47,139.73
W3 6,366.91,139.52
W3 7,371.93,140.16
W3 8,376.46,139.73
W3 9,370.61,139.72
W4 1,373.44,139.45
W4 2,373.87,139.27
W4 3,382.93,139.83
W4 4,377.98,139.49
W4 5,380.22,139.94
W4 9,377.98,139.49
W5 1,360.51,138.65
W5 2,365.39,139.38
W5 3,374.27,140.15
W5 4,375.63,139.58
W5 5,367.8,139.36
W5 9,367.78,139.36
W6 0,367.69,139.05
W6 6,367.72,139.05
W6 7,367.29,139.42
W6 8,351.41,136.67
W6 9,367.73,139.05
W7 1,354.59,137.53
W7 2,379.37,141.39
W7 3,370.17,140.31
W7 9,379.35,141.38
W8 4,347.42,136.41
W8 5,352.12,136.68
W8 6,362.82,138.58
W8 7,347.42,136.41
W8 9,364.58,139.13
W9 1,355.29,137.63
W9 2,355.31,137.63
W9 3,350.18,136.84
WA1 1,211.79,110.26
WA1 2,204.81,107.74
WA1 3,210.34,110.71
WA1 4,217.06,113.79
WA1 9,224.31,115.14
WA10 1,204.44,109.34
WA10 2,206.66,111.01
WA10 3,197.11,106.31
WA10 4,199.23,107.59
WA10 5,193.8,105.55
WA10 6,203.16,109.2
WA10 9,204.44,109.34
WA11 0,186.12,100.11
WA11 7,182.31,99.71
WA11 8,180.47,98.3
WA11 9,183.61,98.57
WA12 0,187.98,101.86
WA12 2,194.45,104.37
WA12 8,201.32,106.8
WA12 9,195.34,104.74
WA13 0,209.38,109.23
WA13 9,224.54,115.87
WA14 1,200.05,104.79
WA14 2,190.65,99.76
WA14 3,216.15,111.02
WA14 4,208.99,108.42
WA14 5,219.12,113.46
WA15 0,203.86,106.72
WA15 5,197.8,103.49
WA15 6,213.58,111.65
WA15 7,204.67,107.73
WA15 8,199.81,105.63
WA15 9,196.93,102.93
WA16 0,221.69,112.7
WA16 1,217.42,109.51
WA16 6,219.3,111.77
WA16 7,218.71,113.18
WA16 8,218.85,112.31
WA16 9,236.17,118.3
WA2 0,205.69,109.38
WA2 7,205.71,108.36
WA2 8,195.16,104.25
WA2 9,207.11,109.49
WA3 1,193.24,103.64
WA3 2,188.47,101.88
WA3 3,180.49,98.33
WA3 4,201.37,106.95
WA3 5,211.12,110.99
WA3 6,216.86,113.96
WA3 7,198.38,106.39
WA3 9,210.53,111.65
WA4 1,210.87,110.61
WA4 2,216.35,113.26
WA4 3,209.46,110.68
WA4 4,208.29,110.1
WA4 5,203.09,108.2
WA4 6,218.26,113.18
WA5 0,236.4,119.78
WA5 1,227.32,116.33
WA5 2,222.8,115.64
WA5 3,218.51,114.74
WA5 4,204.82,109.0
WA5 7,220.38,114.57
WA5 8,229.74,117.47
WA5 9,230.57,118.12
WA6 0,260.63,124.02
WA6 1,256.05,125.2
WA6 6,232.3,115.64
WA6 7,252.63,123.91
WA6 8,247.14,120.53
WA6 9,237.77,115.84
WA7 1,217.5,112.91
WA7 2,199.17,105.96
WA7 3,225.93,116.24
WA7 4,215.42,112.98
WA7 5,194.19,104.56
WA7 6,201.09,106.46
WA7 9,191.18,102.71
WA8 0,207.14,110.47
WA8 2,200.15,107.87
WA8 3,203.22,108.49
WA8 4,203.64,109.77
WA8 5,197.13,106.49
WA8 6,198.09,106.95
WA8 7,206.16,110.77
WA8 8,206.06,110.98
WA8 9,195.1,105.54
WA9 1,199.15,106.56
WA9 2,192.08,102.96
WA9 3,197.07,105.65
WA9 4,194.96,105.15
WA9 5,188.58,102.43
WC1A 1,341.4,134.56
WC1A 2,341.4,134.56
WC1B 3,341.4,134.56
WC1B 4,341.4,134.56
WC1B 5,341.4,134.56
WC1E 6,366.91,138.47
WC1E 7,366.92,138.47
WC1H 0,366.9,138.47
WC1H 8,356.97,137.3
WC1H 9,366.89,138.47
WC1N 1,366.9,138.47
WC1N 2,341.39,134.56
WC1N 3,341.4,134.56
WC1R 4,341.4,134.56
WC1R 5,341.4,134.56
WC1V 6,341.4,134.56
WC1V 7,341.4,134.56
WC1X 0,354.34,136.57
WC1X 8,354.36,136.57
WC1X 9,354.33,136.57
WC2A 1,341.4,134.56
WC2A 2,341.41,134.56
WC2A 3,341.4,134.56
WC2B 4,341.42,134.56
WC2B 5,341.41,134.56
WC2B 6,341.41,134.56
WC2E 7,355.3,137.54
WC2E 8,355.3,137.54
WC2E 9,341.42,134.56
WC2H 0,341.93,135.25
WC2H 7,341.94,135.25
WC2H 8,341.41,134.56
WC2H 9,341.41,134.56
WC2N 4,355.3,137.54
WC2N 5,355.31,137.54
WC2N 6,355.31,137.54
WC2R 0,355.3,137.54
WC2R 1,355.3,137.54
WC2R 2,355.3,137.54
WC2R 3,357.33,137.9
WD17 1,338.45,133.8
WD17 2,357.99,136.38
WD17 3,333.28,132.89
WD17 4,333.56,132.8
WD18 0,350.98,135.86
WD18 1,349.19,137.02
WD18 6,343.97,135.58
WD18 7,345.14,135.37
WD18 8,349.17,136.65
WD18 9,349.79,137.0
WD19 4,349.56,136.32
WD19 5,346.07,135.75
WD19 6,334.78,134.34
WD19 7,339.2,134.96
WD23 1,337.93,133.84
WD23 2,356.91,136.07
WD23 3,354.36,135.26
WD23 4,343.2,133.72
WD23 9,324.01,131.17
WD24 4,351.32,135.61
WD24 5,327.12,132.12
WD24 6,339.96,134.8
WD24 7,351.1,136.72
WD25 0,325.19,132.02
WD25 7,318.93,130.86
WD25 8,354.83,135.23
WD25 9,348.13,136.29
