name,fires_yr
N1,66.2626
N10,13.8626
N11,16.1123
N12,15.6436
N13,16.6898
N14,12.7448
N15,36.8883
N16,59.1085
N17,58.195
N18,23.0194
N19,27.5186
N1C,1.4682
N1P,0.6893
N2,12.5469
N20,6.9227
N21,8.4214
N22,29.8068
N3,13.5155
N4,33.0662
N5,17.2911
N6,9.586
N7,35.5128
N8,25.4955
N81,0.1629
N9,35.0033
NE1,8.2143
NE10,16.8274
NE11,8.0169
NE12,13.8439
NE13,3.892
NE15,15.7761
NE16,6.7141
NE17,3.4264
NE18,0.3228
NE19,0.793
NE2,15.939
NE20,3.4338
NE21,5.5024
NE22,9.5294
NE23,14.7614
NE24,27.2031
NE25,11.4865
NE26,6.8388
NE27,5.7717
NE28,28.8277
NE29,21.0809
NE3,15.2081
NE30,8.9984
NE31,9.8902
NE32,13.0377
NE33,19.6589
NE34,28.3811
NE35,2.8274
NE36,1.8102
NE37,10.9599
NE38,10.2216
NE39,4.1755
NE4,39.2448
NE40,4.7745
NE41,0.3094
NE42,3.8022
NE43,1.2061
NE44,0.1074
NE45,1.2714
NE46,5.8633
NE47,2.9591
NE48,1.1833
NE49,3.1166
NE5,22.9836
NE6,58.4185
NE61,13.3988
NE62,3.2194
NE63,16.9884
NE64,3.1919
NE65,7.5011
NE66,7.368
NE67,0.4506
NE68,0.7549
NE69,0.2578
NE7,5.1198
NE70,0.8706
NE71,1.7859
NE8,25.5437
NE85,0.0556
NE88,0.1183
NE9,19.704
NE92,0.6923
NE98,0.1587
NE99,0.8683
NG1,22.0132
NG10,19.5409
NG11,21.8821
NG12,10.2843
NG13,4.8561
NG14,5.8276
NG15,15.1331
NG16,27.8679
NG17,33.3639
NG18,27.6873
NG19,23.0276
NG2,34.2766
NG20,13.6437
NG21,7.6822
NG22,10.5032
NG23,6.7825
NG24,24.559
NG25,1.7305
NG3,38.6117
NG31,25.154
NG32,5.4271
NG33,3.327
NG34,14.8043
NG4,17.7587
NG5,47.3446
NG6,31.3085
NG7,53.7193
NG8,41.1374
NG80,0.3481
NG9,36.8731
NG90,0.2952
NN1,30.1757
NN10,17.5815
NN11,18.5479
NN12,7.579
NN13,6.7041
NN14,12.4554
NN15,16.9729
NN16,21.8109
NN17,17.2494
NN18,18.3254
NN2,26.0898
NN29,3.987
NN3,36.0818
NN4,18.9657
NN5,23.692
NN6,11.079
NN7,10.9809
NN8,35.5728
NN9,10.8592
NP10,10.7828
NP11,16.7041
NP12,16.4117
NP13,10.07
NP15,7.3652
NP16,13.1789
NP18,8.7907
NP19,21.0172
NP20,24.9283
NP22,10.9655
NP23,16.0645
NP24,2.6865
NP25,10.3383
NP26,11.2579
NP4,25.2755
NP44,22.7717
NP7,19.5615
NP8,3.0265
NR1,24.0154
NR10,6.2036
NR11,7.9292
NR12,8.9391
NR13,9.6731
NR14,8.2655
NR15,5.3114
NR16,4.2153
NR17,5.1984
NR18,8.0942
NR19,9.4623
NR2,22.8856
NR20,6.9939
NR21,7.115
NR22,0.4591
NR23,2.2096
NR24,1.3842
NR25,3.78
NR26,2.9699
NR27,6.708
NR28,10.5423
NR29,7.4028
NR3,30.6735
NR30,32.2808
NR31,26.8723
NR32,23.7591
NR33,15.5338
NR34,4.0178
NR35,4.2561
NR4,11.8498
NR5,19.4038
NR6,8.6678
NR7,15.5478
NR8,4.961
NR9,6.2821
NR99,0.1739
NW1,46.1739
NW10,73.525
NW11,22.002
NW1W,2.0612
NW2,47.3401
NW26,0.8627
NW3,33.394
NW4,19.9452
NW5,26.6632
NW6,44.7688
NW7,14.7982
NW8,32.4509
NW9,37.9375
OL1,21.8364
OL10,22.0126
OL11,31.1843
OL12,30.6073
OL13,9.1618
OL14,8.4644
OL15,7.0629
OL16,31.4712
OL2,18.8076
OL3,7.8398
OL4,32.1155
OL5,6.6193
OL6,26.1037
OL7,12.8153
OL8,32.4273
OL9,28.7089
OX1,8.5755
OX10,9.4423
OX11,14.6956
OX12,11.7909
OX13,5.5697
OX14,15.3906
OX15,5.8313
OX16,24.7652
OX17,5.4513
OX18,8.5831
OX2,14.2065
OX20,2.0358
OX25,3.5711
OX26,13.1185
OX27,1.8267
OX28,9.795
OX29,8.7779
OX3,18.9676
OX33,2.3953
OX39,2.148
OX4,36.0305
OX44,3.781
OX49,1.8034
OX5,6.1089
OX7,9.566
OX9,6.3687
PA1,24.3208
PA10,5.3189
PA11,8.4186
PA12,4.6287
PA13,8.5718
PA14,17.0087
PA15,24.3679
PA16,31.9573
PA17,2.6556
PA18,2.5845
PA19,11.5686
PA2,40.3181
PA20,6.4229
PA21,1.0943
PA22,0.3806
PA23,10.0626
PA24,0.3568
PA25,0.0714
PA26,0.2141
PA27,0.5471
PA28,5.3524
PA29,1.8555
PA3,28.6247
PA30,1.0229
PA31,5.3049
PA32,1.356
PA33,0.785
PA34,8.7066
PA35,0.9278
PA36,0.1665
PA37,2.3789
PA38,0.6792
PA4,24.605
PA41,0.1189
PA42,1.356
PA43,0.9278
PA44,0.4758
PA45,0.1427
PA46,0.3093
PA47,0.3568
PA48,0.3806
PA49,0.1427
PA5,24.1584
PA6,6.8212
PA60,0.4758
PA61,0.1903
PA62,0.0238
PA63,0.0238
PA64,0.0476
PA65,0.1903
PA66,0.1903
PA67,0.3568
PA68,0.0714
PA69,0.0952
PA7,10.0288
PA70,0.1427
PA71,0.0952
PA72,0.4758
PA73,0.1427
PA74,0.0238
PA75,1.4511
PA76,0.1665
PA77,0.904
PA78,0.1189
PA8,8.9731
PA80,0.3515
PA9,2.3955
PE1,31.4049
PE10,8.3826
PE11,19.7983
PE12,17.945
PE13,18.3629
PE14,11.3159
PE15,9.5868
PE16,4.5769
PE19,14.8616
PE2,24.8937
PE20,5.6652
PE21,21.6548
PE22,6.4075
PE23,3.5984
PE24,8.2541
PE25,18.2567
PE26,4.1506
PE27,5.2625
PE28,11.6097
PE29,11.3758
PE3,15.2712
PE30,30.9584
PE31,10.2874
PE32,6.977
PE33,6.6008
PE34,5.2722
PE35,0.1037
PE36,3.365
PE37,6.0489
PE38,5.5857
PE4,12.6462
PE5,0.3264
PE6,11.6438
PE7,14.7153
PE8,6.4357
PE9,13.1591
PH1,23.7505
PH10,9.0788
PH11,3.5465
PH12,1.8348
PH13,3.5063
PH14,1.3408
PH15,3.4093
PH16,4.4245
PH17,0.249
PH18,0.8811
PH19,0.1295
PH2,24.2726
PH20,0.9804
PH21,1.9237
PH22,2.2567
PH23,0.5919
PH24,0.4439
PH25,0.6474
PH26,2.6081
PH3,4.7501
PH30,0.0185
PH31,0.222
PH32,0.7214
PH33,7.9909
PH34,0.4809
PH35,0.296
PH36,0.6289
PH37,0.0925
PH38,0.0925
PH39,0.2405
PH4,0.6321
PH40,0.185
PH41,0.7399
PH42,0.0185
PH43,0.0185
PH44,0.0185
PH49,0.7584
PH5,0.8236
PH50,0.8509
PH6,2.1835
PH7,6.9336
PH8,2.2218
PH9,0.8428
PL1,28.3822
PL10,1.97
PL11,4.7372
PL12,5.678
PL13,4.513
PL14,11.4803
PL15,6.7787
PL16,0.3552
PL17,2.1527
PL18,1.1064
PL19,9.7249
PL2,17.2751
PL20,4.3763
PL21,6.0801
PL22,2.4313
PL23,1.094
PL24,4.0422
PL25,17.4083
PL26,10.6435
PL27,6.2163
PL28,2.0035
PL29,0.1889
PL3,12.1023
PL30,4.3766
PL31,8.7821
PL32,1.932
PL33,0.7602
PL34,0.4596
PL35,0.6993
PL4,22.4342
PL5,26.5685
PL6,14.022
PL7,8.8267
PL8,2.4931
PL9,7.6286
PL95,0.0467
PO1,33.9149
PO10,7.14
PO11,6.875
PO12,19.9145
PO13,11.3593
PO14,10.3883
PO15,8.1578
PO16,9.7373
PO17,1.8555
PO18,5.7817
PO19,19.1974
PO2,21.8349
PO20,15.3954
PO21,22.3095
PO22,14.0157
PO3,5.9712
PO30,15.2723
PO31,5.0791
PO32,3.0688
PO33,15.9982
PO34,0.6621
PO35,1.4552
PO36,8.1226
PO37,3.5258
PO38,4.9147
PO39,1.0511
PO4,16.6441
PO40,3.0302
PO41,0.57
PO5,22.885
PO6,15.4189
PO7,16.9145
PO8,8.5374
PO9,21.864
PR0,0.3617
PR1,53.4064
PR11,0.6837
PR2,47.9859
PR25,14.6849
PR26,5.3203
PR3,15.2445
PR4,22.8902
PR5,15.4981
PR6,13.6625
PR7,24.4848
PR8,27.7007
PR9,27.1328
RG1,29.2878
RG10,6.2025
RG12,24.0431
RG14,16.3294
RG17,5.7911
RG18,5.2587
RG19,4.446
RG2,21.0113
RG20,5.4634
RG21,10.8094
RG22,11.2875
RG23,4.4255
RG24,12.7987
RG25,3.4145
RG26,5.638
RG27,5.2228
RG28,2.0303
RG29,1.5017
RG30,25.666
RG31,8.9976
RG4,12.384
RG40,9.5761
RG41,8.62
RG42,9.2569
RG45,4.4832
RG5,6.7232
RG6,10.9032
RG7,10.5827
RG8,7.4436
RG9,10.2802
RH1,19.7016
RH10,27.6949
RH11,29.4558
RH12,24.9033
RH13,17.5549
RH14,8.2314
RH15,13.2609
RH16,15.3221
RH17,6.3341
RH18,1.4824
RH19,11.1366
RH2,9.72
RH20,8.4437
RH3,1.3638
RH4,8.9453
RH5,5.9957
RH6,14.4472
RH7,2.6592
RH77,0.109
RH8,4.9853
RH9,1.469
RM1,10.5303
RM10,25.6642
RM11,10.0711
RM12,9.8138
RM13,14.102
RM14,7.1667
RM15,14.1221
RM16,17.1211
RM17,15.4277
RM18,11.4755
RM19,4.5906
RM2,4.7112
RM20,3.9415
RM3,27.3038
RM4,2.0784
RM5,10.4853
RM6,18.1146
RM7,17.9258
RM8,21.9958
RM9,18.8686
S1,10.3927
S10,17.6158
S11,12.284
S12,14.5616
S13,17.6856
S14,12.7707
S17,4.0525
S18,8.7038
S2,29.821
S20,12.5318
S21,6.5023
S25,7.635
S26,10.1552
S3,16.464
S32,1.7583
S33,1.3559
S35,15.4129
S36,7.3128
S4,10.4991
S40,17.2111
S41,19.4153
S42,9.7913
S43,18.3877
S44,11.0082
S45,7.1562
S49,0.0978
S5,45.2217
S6,26.6359
S60,17.9272
S61,18.8571
S62,9.9271
S63,22.2374
S64,11.9807
S65,21.248
S66,15.8272
S7,8.4989
S70,25.3631
S71,20.8718
S72,8.8356
S73,12.8701
S74,7.7593
S75,13.6188
S8,25.1325
S80,20.5348
S81,18.463
S9,16.4616
S95,0.2733
S96,0.2402
S97,0.4183
S98,0.5705
S99,0.0971
SA1,21.3955
SA10,12.4995
SA11,15.9281
SA12,12.5799
SA13,9.1212
SA14,14.0438
SA15,16.2638
SA16,4.1665
SA17,6.8208
SA18,12.419
SA19,13.3682
SA2,12.419
SA20,3.8126
SA3,11.7916
SA31,9.3786
SA32,6.4186
SA33,10.2473
SA34,3.7161
SA35,0.6756
SA36,0.177
SA37,0.9491
SA38,3.0565
SA39,1.8822
SA4,18.2585
SA40,1.7052
SA41,1.7696
SA42,2.4935
SA43,9.0247
SA44,10.6817
SA45,1.5122
SA46,2.0752
SA47,1.1422
SA48,6.113
SA5,12.0651
SA6,12.3225
SA61,7.3999
SA62,16.1512
SA63,1.4156
SA64,1.6891
SA65,3.2335
SA66,2.6222
SA67,5.8878
SA68,2.4452
SA69,2.4935
SA7,5.5339
SA70,6.8047
SA71,6.5313
SA72,4.9226
SA73,10.0864
SA8,4.9387
SA80,0.0965
SA9,8.8799
SA99,1.0456
SE1,59.9821
SE10,22.1059
SE11,17.5746
SE12,16.0722
SE13,31.5933
SE14,22.0916
SE15,55.5883
SE16,38.2646
SE17,38.858
SE18,63.4587
SE19,18.7738
SE1P,1.9991
SE2,18.6945
SE20,19.4116
SE21,6.7347
SE22,14.8525
SE23,26.3288
SE24,9.8823
SE25,33.5945
SE26,23.9841
SE27,14.3197
SE28,23.9726
SE3,19.4928
SE4,17.9924
SE5,39.6338
SE6,40.0473
SE7,15.5681
SE8,27.8959
SE9,33.6268
SG1,26.3644
SG10,0.6571
SG11,3.7655
SG12,10.7249
SG13,6.1823
SG14,8.9593
SG15,1.5
SG16,1.4556
SG17,4.2349
SG18,7.7699
SG19,9.5546
SG2,17.4475
SG3,1.562
SG4,8.1218
SG5,10.2801
SG6,19.3375
SG7,7.001
SG8,12.6433
SG9,4.0199
SK1,15.8699
SK10,12.7435
SK11,11.8507
SK12,6.6387
SK13,13.3915
SK14,29.9483
SK15,15.1628
SK16,10.6399
SK17,17.1684
SK2,15.3154
SK22,4.5659
SK23,4.6119
SK3,19.5888
SK4,22.5132
SK5,27.7931
SK6,28.3855
SK7,15.1996
SK8,26.6916
SK9,14.6948
SL0,3.835
SL1,38.6287
SL2,24.8489
SL3,24.8278
SL4,17.8083
SL5,8.6796
SL6,35.1417
SL60,0.3221
SL7,6.4638
SL8,2.5171
SL9,7.6337
SL95,0.2561
SM1,21.2683
SM2,16.7697
SM3,9.161
SM4,16.7565
SM5,18.7988
SM6,18.6907
SM7,5.9655
SN1,17.4169
SN10,13.2044
SN11,6.911
SN12,6.5974
SN13,6.3257
SN14,8.5141
SN15,12.2328
SN16,3.6998
SN2,21.1146
SN25,10.4111
SN26,0.4413
SN3,30.7599
SN38,0.5689
SN4,7.7521
SN5,11.1464
SN6,8.4833
SN7,7.1435
SN8,7.7444
SN9,3.0345
SN99,0.1414
SO14,27.2751
SO15,25.8952
SO16,32.8729
SO17,10.5721
SO18,16.8735
SO19,30.2441
SO20,1.8901
SO21,4.7671
SO22,9.3396
SO23,13.2925
SO24,3.0569
SO25,0.0162
SO30,8.2569
SO31,14.2667
SO32,5.5261
SO40,11.2202
SO41,10.3576
SO42,1.3358
SO43,2.0246
SO45,10.265
SO50,13.6487
SO51,11.5847
SO52,1.3867
SO53,8.0386
SO97,0.1953
SP1,11.6852
SP10,17.3119
SP11,10.4182
SP2,11.5089
SP3,4.2328
SP4,10.1918
SP5,5.8693
SP6,7.4156
SP7,4.6973
SP8,6.3527
SP9,2.633
SR1,9.6749
SR2,23.7823
SR3,17.6462
SR4,28.0942
SR5,21.6049
SR6,8.3697
SR7,14.8797
SR8,27.1499
SS0,24.9777
SS1,23.5698
SS11,6.072
SS12,5.7872
SS13,21.4704
SS14,23.415
SS15,18.9218
SS16,17.4482
SS17,11.6907
SS2,27.7253
SS22,0.0298
SS3,15.3174
SS4,7.1824
SS5,6.8136
SS6,8.2705
SS7,15.3474
SS8,16.25
SS9,19.8881
SS99,1.8779
ST1,34.213
ST10,9.1533
ST11,3.6502
ST12,2.0975
ST13,14.7082
ST14,7.6464
ST15,13.1907
ST16,23.5039
ST17,22.6563
ST18,5.5571
ST19,7.0375
ST2,24.8079
ST20,2.3514
ST21,2.689
ST3,39.6259
ST4,37.1677
ST5,38.6864
ST55,0.6793
ST6,50.949
ST7,18.0448
ST8,8.7087
ST9,2.2767
SW10,15.0705
SW11,48.3951
SW12,15.8754
SW13,7.7438
SW14,6.184
SW15,36.7828
SW16,50.1087
SW17,33.8888
SW18,26.16
SW19,33.4748
SW1A,0.5031
SW1E,0.7598
SW1H,0.8382
SW1P,11.1854
SW1V,21.2887
SW1W,5.6161
SW1X,5.1308
SW1Y,0.5868
SW2,35.4122
SW20,13.9074
SW3,15.6084
SW4,31.1301
SW5,11.0931
SW6,40.3658
SW7,13.6261
SW8,27.3395
SW9,36.8512
SW95,0.0818
SY1,15.1216
SY10,8.3992
SY11,11.6553
SY12,1.3926
SY13,11.1074
SY14,3.0937
SY15,3.3963
SY16,11.0195
SY17,2.8635
SY18,3.5874
SY19,0.8848
SY2,7.829
SY20,6.6887
SY21,13.7451
SY22,6.5411
SY23,15.9903
SY24,2.3326
SY25,3.4908
SY3,12.82
SY4,11.3936
SY5,7.7261
SY6,3.3896
SY7,6.7774
SY8,7.0224
SY9,1.2871
SY99,0.0284
TA1,21.5403
TA10,3.311
TA11,3.4708
TA12,1.638
TA13,1.5259
TA14,1.2397
TA15,0.0979
TA16,0.3099
TA17,0.1146
TA18,3.7815
TA19,4.3447
TA2,13.9371
TA20,9.5878
TA21,7.0617
TA22,1.0668
TA23,3.4024
TA24,9.6743
TA3,5.4216
TA4,7.3531
TA5,4.1022
TA6,26.814
TA7,6.1565
TA8,4.9337
TA9,5.5579
TD1,12.7811
TD10,0.8467
TD11,5.9881
TD12,3.2451
TD13,0.8286
TD14,5.181
TD15,8.6145
TD2,2.1772
TD3,0.9072
TD4,2.1571
TD5,9.1759
TD6,8.4267
TD7,5.9269
TD8,5.3624
TD9,15.1266
TF1,18.8783
TF10,7.24
TF11,4.8565
TF12,2.1125
TF13,2.129
TF2,15.4145
TF3,12.2911
TF4,11.1397
TF5,1.9837
TF6,2.7314
TF7,15.4408
TF8,0.8002
TF9,8.0264
TN1,4.3477
TN10,6.6707
TN11,4.687
TN12,8.617
TN13,7.1119
TN14,4.415
TN15,5.9502
TN16,6.602
TN17,4.114
TN18,1.9158
TN19,2.3846
TN2,7.5614
TN20,1.7734
TN21,7.5286
TN22,9.5478
TN23,11.5626
TN24,9.3884
TN25,3.8492
TN26,3.2027
TN27,4.5997
TN28,1.5899
TN29,5.6453
TN3,3.6188
TN30,2.1718
TN31,9.4642
TN32,1.9026
TN33,6.315
TN34,25.0857
TN35,10.6128
TN36,1.3235
TN37,21.2217
TN38,26.0507
TN39,12.764
TN4,7.5408
TN40,12.3427
TN5,4.5614
TN6,11.8006
TN7,0.8097
TN8,5.3557
TN9,4.2388
TQ1,26.7737
TQ10,1.4152
TQ11,1.7605
TQ12,24.777
TQ13,9.7285
TQ14,9.3035
TQ2,22.1144
TQ3,17.1762
TQ4,13.4711
TQ5,8.9774
TQ6,5.744
TQ7,8.6836
TQ8,1.2879
TQ9,10.5363
TR1,11.8386
TR10,3.566
TR11,13.4383
TR12,5.8712
TR13,9.0103
TR14,14.2863
TR15,10.5153
TR16,8.5617
TR17,1.1148
TR18,13.5399
TR19,4.1004
TR2,3.9239
TR20,3.2888
TR21,0.8721
TR22,0.0118
TR23,0.0118
TR24,0.2132
TR25,0.0355
TR26,5.3001
TR27,6.2059
TR3,3.8044
TR4,5.9569
TR5,0.8764
TR6,2.5265
TR7,12.7672
TR8,3.8428
TR9,4.0158
TS1,20.4214
TS10,12.5197
TS11,3.1416
TS12,8.9256
TS13,4.3414
TS14,4.449
TS15,2.5657
TS16,2.5874
TS17,14.1284
TS18,15.6269
TS19,16.3851
TS2,1.0041
TS20,8.3161
TS21,3.1581
TS22,1.2436
TS23,9.055
TS24,15.092
TS25,17.9963
TS26,11.7897
TS27,6.1358
TS28,3.8171
TS29,2.4384
TS3,21.3394
TS4,11.6748
TS5,10.0285
TS6,16.7488
TS7,6.0753
TS8,7.6989
TS9,2.9501
TW1,10.5371
TW10,8.522
TW11,9.1201
TW12,9.9638
TW13,21.9231
TW14,17.1483
TW15,11.8457
TW16,8.4805
TW17,8.02
TW18,11.5991
TW19,8.1079
TW2,10.4449
TW20,10.2684
TW3,24.4181
TW4,14.3143
TW5,14.3171
TW6,1.3638
TW7,20.8951
TW8,12.3544
TW9,10.65
UB1,20.3451
UB10,15.1389
UB11,0.5508
UB18,1.3015
UB2,18.1426
UB3,30.7981
UB4,21.4918
UB5,26.7346
UB6,22.5246
UB7,18.8717
UB8,16.877
UB9,6.243
W10,32.0842
W11,31.6088
W12,37.4385
W13,16.5209
W14,22.0412
W1A,0.4745
W1B,0.8344
W1C,0.4007
W1D,2.9905
W1F,1.5939
W1G,2.6036
W1H,5.5363
W1J,1.9914
W1K,2.6716
W1S,1.235
W1T,4.2639
W1U,3.9765
W1W,3.9081
W2,38.5456
W3,34.2048
W4,23.0272
W5,23.0201
W6,20.8651
W7,13.567
W8,11.9411
W9,26.0268
WA1,9.7067
WA10,23.5991
WA11,20.8812
WA12,12.3198
WA13,3.5389
WA14,14.7565
WA15,19.7382
WA16,7.978
WA2,22.3592
WA3,15.7103
WA4,14.9732
WA5,18.4376
WA55,0.0355
WA6,4.9077
WA7,26.4015
WA8,24.3077
WA88,0.2993
WA9,33.275
WC1A,0.7297
WC1B,0.5866
WC1E,0.7396
WC1H,4.2262
WC1N,3.5958
WC1R,0.2288
WC1V,0.3074
WC1X,6.2424
WC2A,0.3963
WC2B,1.1975
WC2E,1.1572
WC2H,2.0354
WC2N,0.8339
WC2R,0.6954
WD17,9.0726
WD18,13.4706
WD19,12.7721
WD23,10.2478
WD24,7.3505
WD25,12.205
WD3,11.0823
WD4,3.83
WD5,4.3726
WD6,21.4142
WD7,5.4471
WD99,0.0933
WF1,18.6304
WF10,21.4456
WF11,5.9061
WF12,13.538
WF13,20.3903
WF14,6.9267
WF15,8.6085
WF16,5.341
WF17,20.8268
WF2,15.7834
WF3,7.5417
WF4,11.0657
WF5,6.1805
WF6,7.0131
WF7,7.2892
WF8,12.6492
WF9,18.6865
WF90,0.0192
WN1,16.4457
WN2,31.4927
WN3,16.7811
WN4,11.4477
WN5,26.4217
WN6,15.4794
WN7,35.1412
WN8,30.774
WR1,9.3846
WR10,7.4019
WR11,21.5017
WR12,1.6783
WR13,2.9201
WR14,17.2046
WR15,2.7433
WR2,14.8881
WR3,8.8629
WR4,14.2041
WR5,11.838
WR6,4.7659
WR7,1.8137
WR8,3.5814
WR9,16.4419
WR99,0.0747
WS1,22.0456
WS10,26.1706
WS11,18.1466
WS12,12.1407
WS13,15.727
WS14,6.259
WS15,15.5959
WS2,24.7671
WS3,29.0778
WS4,8.1155
WS5,8.8422
WS6,6.2107
WS7,12.3644
WS8,6.8423
WS9,9.6111
WV1,16.2585
WV10,34.4881
WV11,17.1141
WV12,10.3284
WV13,13.6286
WV14,34.4282
WV15,2.6547
WV16,6.9103
WV2,12.129
WV3,22.5077
WV4,19.4477
WV5,4.2678
WV6,20.3049
WV7,1.5978
WV8,6.9541
WV9,2.7886
WV98,1.2566
WV99,0.226
YO1,4.0119
YO10,10.8618
YO11,17.0509
YO12,16.6959
YO13,2.8078
YO14,5.5471
YO15,7.5327
YO16,12.5694
YO17,9.2022
YO18,3.2792
YO19,2.9635
YO21,6.7614
YO22,3.938
YO23,5.2986
YO24,14.6856
YO25,11.164
YO26,13.3179
YO30,8.8791
YO31,12.4427
YO32,8.9851
YO41,3.3476
YO42,3.6952
YO43,3.3977
YO51,2.3686
YO60,1.0994
YO61,4.5481
YO62,4.8593
YO7,6.9077
YO8,16.0874
YO90,0.0547
YO91,0.0224
ZE1,7.0107
ZE2,6.732
ZE3,0.2573
