name,d02_high,d02_low,d03_high,d03_low,d06_high,d06_low,d09_high,d09_low,d12_high,d12_low
DH4,0.049541,0.089378,0.031469,0.063122,0.010299,0.025905,0.00429,0.012224,0.001908,0.006287
DH5,0.038327,0.065205,0.026302,0.044862,0.012104,0.022193,0.00657,0.013443,0.0039,0.008556
DH6,0.036273,0.060807,0.024354,0.042077,0.009965,0.019036,0.004664,0.009813,0.002445,0.005453
DH7,0.022037,0.034746,0.014216,0.022099,0.00522,0.008648,0.00229,0.004491,0.001131,0.002395
DH8,0.019838,0.029023,0.011087,0.017703,0.00395,0.006169,0.001653,0.003093,0.000744,0.00171
DH9,0.029466,0.052934,0.017427,0.031962,0.005821,0.011014,0.002691,0.005447,0.001697,0.003229
DL1,0.047947,0.099043,0.028153,0.062652,0.009321,0.022336,0.002921,0.011783,0.000802,0.005619
DL2,0.034889,0.062722,0.021167,0.038574,0.006165,0.012435,0.001976,0.004261,0.000645,0.001717
DL3,0.042739,0.089686,0.02622,0.057575,0.008669,0.020627,0.001943,0.010046,0.000666,0.004598
DL4,0.027715,0.051749,0.014402,0.029929,0.004172,0.009422,0.001934,0.003902,0.001008,0.002285
DL5,0.038485,0.086107,0.022287,0.050351,0.005886,0.01345,0.00241,0.006039,0.001161,0.003526
DL6,0.033398,0.059946,0.020683,0.036851,0.006781,0.01228,0.002568,0.004958,0.000866,0.002145
DL7,0.043527,0.080931,0.025336,0.049979,0.006066,0.014315,0.001814,0.004341,0.00054,0.001818
DL8,0.030155,0.051282,0.018179,0.031788,0.005686,0.011295,0.002228,0.004671,0.001095,0.002305
DL9,0.029232,0.054937,0.016215,0.029977,0.00433,0.008706,0.001223,0.003088,0.000447,0.001482
DL10,0.030799,0.057166,0.019642,0.036081,0.006427,0.012595,0.002544,0.005549,0.000937,0.002168
DL11,0.02449,0.039334,0.014793,0.0238,0.00474,0.008957,0.001786,0.004108,0.000811,0.001926
DL12,0.024041,0.036844,0.01429,0.022422,0.004259,0.007972,0.001564,0.00336,0.00067,0.00151
DL13,0.019787,0.02705,0.012116,0.016065,0.004479,0.006606,0.001935,0.003431,0.000869,0.001777
DL14,0.031439,0.053685,0.020293,0.034051,0.007915,0.013615,0.003792,0.006894,0.001916,0.004364
DL15,0.028546,0.045596,0.018365,0.029445,0.007248,0.011506,0.003419,0.006218,0.001958,0.003921
DL16,0.034507,0.061599,0.021847,0.04066,0.00753,0.015828,0.003378,0.007765,0.001492,0.004552
DL17,0.033242,0.058754,0.021746,0.03887,0.007153,0.015499,0.002952,0.007444,0.001552,0.003818
DN1,0.052635,0.182464,0.013425,0.112941,0.001492,0.019871,0.000533,0.004209,0.000533,0.001651
DN2,0.019977,0.110216,0.008232,0.050355,0.001559,0.009734,0.000595,0.003145,0.00017,0.001105
DN3,0.022458,0.08075,0.012104,0.042667,0.003317,0.008718,0.000808,0.002679,0.000208,0.000816
DN4,0.026131,0.105677,0.01231,0.056294,0.002182,0.01442,0.000759,0.005737,0.000277,0.002337
DN5,0.026622,0.059745,0.016412,0.036858,0.004944,0.012341,0.001716,0.005059,0.000745,0.002363
DN6,0.024401,0.066192,0.013608,0.03416,0.004465,0.009811,0.001803,0.004221,0.000554,0.001823
DN7,0.040184,0.118667,0.02201,0.055456,0.006925,0.013568,0.002052,0.004888,0.000537,0.001745
DN8,0.056477,0.144547,0.032635,0.076591,0.013077,0.023493,0.004637,0.010732,0.002095,0.004786
DN9,0.033206,0.088076,0.020487,0.049975,0.006113,0.014948,0.00177,0.004839,0.000546,0.001578
DN10,0.037657,0.091394,0.023859,0.054063,0.009455,0.018281,0.003976,0.007744,0.001714,0.003716
DN11,0.022962,0.056003,0.01284,0.030679,0.004035,0.008928,0.001273,0.003275,0.000491,0.001573
DN12,0.019566,0.042261,0.012852,0.027729,0.005428,0.013586,0.002887,0.008922,0.001716,0.006083
DN14,0.01906,0.058839,0.010841,0.027256,0.003428,0.007214,0.000985,0.002124,0.000245,0.000685
DN15,0.010681,0.028633,0.005873,0.015871,0.001397,0.004237,0.000439,0.001553,0.000195,0.000675
DN16,0.025421,0.074304,0.012915,0.039544,0.002581,0.011441,0.001086,0.00431,0.000601,0.002176
DN17,0.014176,0.043839,0.008388,0.023483,0.001543,0.006243,0.000281,0.001911,8.2e-05,0.00053
DN18,0.005849,0.016754,0.003496,0.009667,0.001088,0.003788,0.000404,0.001982,0.000143,0.001027
DN19,0.010832,0.030457,0.005624,0.014387,0.00111,0.002774,0.000284,0.000733,8.9e-05,0.000243
DN20,0.012788,0.030729,0.007576,0.017208,0.00218,0.004913,0.000612,0.001674,0.000112,0.000518
DN21,0.030859,0.063211,0.019261,0.036892,0.006443,0.0115,0.002313,0.004245,0.000827,0.001692
DN22,0.032278,0.06923,0.019469,0.041833,0.006968,0.013505,0.002807,0.005318,0.001253,0.002306
DN31,0.013686,0.045633,0.003654,0.018276,0.000702,0.002695,0.000332,0.001004,0.000174,0.000445
DN32,0.046136,0.190742,0.017249,0.089979,0.003611,0.014273,0.000854,0.002367,0.000561,0.001074
DN33,0.050026,0.12822,0.023838,0.067945,0.004653,0.013566,0.001359,0.002902,0.000345,0.001244
DN34,0.066492,0.173929,0.031455,0.108004,0.006566,0.028769,0.001462,0.010266,0.000418,0.005014
DN35,0.022368,0.064504,0.009198,0.034167,0.001641,0.007718,0.000566,0.004023,7.7e-05,0.002523
DN36,0.023407,0.051793,0.013995,0.029034,0.004652,0.008119,0.001624,0.002632,0.00053,0.00087
DN37,0.022483,0.043354,0.014051,0.026844,0.004859,0.009855,0.001782,0.004038,0.000699,0.001622
DN38,0.014274,0.028664,0.008625,0.018416,0.003178,0.006566,0.001381,0.002747,0.000308,0.001069
DN39,0.01634,0.033287,0.009883,0.020916,0.002886,0.007214,0.000884,0.002801,0.000299,0.001134
DN40,0.032022,0.067601,0.017417,0.03659,0.004279,0.009454,0.001176,0.003371,0.000575,0.001581
DN41,0.027091,0.055771,0.016301,0.032843,0.004671,0.009866,0.001359,0.003411,0.000332,0.000941
DT1,0.025186,0.064343,0.013462,0.039763,0.003083,0.01397,0.000902,0.006674,0.000377,0.003558
DT2,0.010754,0.020335,0.006627,0.012037,0.002308,0.004272,0.000986,0.002034,0.000409,0.001159
DT3,0.013188,0.023658,0.00817,0.014852,0.002785,0.00549,0.001183,0.002653,0.000652,0.00134
DT4,0.013666,0.034834,0.007349,0.020911,0.001922,0.0067,0.000876,0.003461,0.000375,0.001835
DT5,0.004212,0.010869,0.00224,0.006794,0.000769,0.002848,0.000351,0.001592,0.000209,0.001044
DT6,0.016232,0.02568,0.010937,0.017057,0.004332,0.007209,0.001794,0.003627,0.000763,0.00201
DT7,0.005411,0.009654,0.00402,0.006568,0.001702,0.003139,0.000851,0.001876,0.000507,0.001233
DT8,0.017999,0.025865,0.01157,0.016743,0.004236,0.006135,0.001728,0.002935,0.000673,0.001246
DT9,0.022487,0.040695,0.013149,0.024588,0.003688,0.007102,0.001305,0.002615,0.000457,0.001062
DT10,0.033157,0.059915,0.018605,0.034611,0.004681,0.008851,0.001628,0.002895,0.000639,0.001235
DT11,0.0072,0.016073,0.004253,0.009315,0.001323,0.002839,0.000515,0.001147,0.000232,0.000634
DY1,0.041501,0.111377,0.025117,0.070602,0.00836,0.023869,0.004226,0.013089,0.002756,0.008323
DY2,0.058777,0.133645,0.030163,0.089532,0.008133,0.035667,0.003866,0.019366,0.002038,0.011633
DY3,0.021807,0.041294,0.013805,0.026537,0.005323,0.010563,0.002245,0.005657,0.001274,0.003487
DY4,0.059321,0.185317,0.031051,0.120605,0.004047,0.046036,0.001112,0.020963,0.000572,0.009732
DY5,0.04392,0.121359,0.024417,0.075064,0.005463,0.029382,0.002923,0.01293,0.001481,0.008041
DY6,0.025149,0.064023,0.012115,0.037884,0.002972,0.012103,0.000812,0.006433,0.000275,0.003497
DY7,0.012573,0.027531,0.00761,0.016629,0.002012,0.005223,0.000734,0.002281,0.00034,0.000965
DY8,0.021389,0.057761,0.012291,0.036593,0.004145,0.014897,0.001972,0.007963,0.001039,0.005193
DY9,0.018395,0.034418,0.011635,0.022669,0.004333,0.008824,0.002032,0.004527,0.001091,0.00253
DY10,0.014551,0.035158,0.007849,0.020523,0.001755,0.006241,0.000505,0.002307,0.000254,0.001069
DY11,0.017161,0.043453,0.008454,0.025338,0.001837,0.007185,0.000587,0.002777,0.000226,0.001189
DY12,0.013139,0.024122,0.008433,0.016301,0.002603,0.007034,0.000823,0.003711,0.000355,0.001657
DY13,0.012068,0.036512,0.005708,0.020259,0.001408,0.004712,0.000515,0.001858,0.000118,0.000904
DY14,0.015571,0.024677,0.010465,0.016943,0.004483,0.008121,0.00207,0.004421,0.000881,0.002681
E1,0.067628,0.239316,0.030374,0.143816,0.006215,0.044407,0.001955,0.018881,0.000899,0.008717
E1W,0.051724,0.149752,0.01999,0.112484,0.003501,0.027895,0.000452,0.009825,0.000226,0.005082
E2,0.062717,0.241005,0.027906,0.126536,0.002727,0.027384,0.000928,0.00789,0.000696,0.003133
E3,0.040772,0.150925,0.016792,0.082442,0.004319,0.024498,0.001417,0.009606,0.000656,0.004803
E4,0.065787,0.134891,0.039175,0.085718,0.010205,0.029854,0.004234,0.011479,0.00215,0.005954
E5,0.132516,0.294871,0.07234,0.192309,0.018822,0.061476,0.003405,0.022341,0.000727,0.010214
E6,0.03211,0.168764,0.011141,0.096784,0.001839,0.021424,0.000788,0.005098,0.000245,0.002015
E7,0.016674,0.131934,0.005505,0.053285,0.001062,0.007944,0.000551,0.002517,0.000197,0.000629
E8,0.180814,0.44388,0.103596,0.290285,0.030216,0.107193,0.013009,0.054736,0.006894,0.025959
E9,0.157048,0.349418,0.085295,0.258104,0.016473,0.142238,0.003326,0.094364,0.001228,0.063081
E10,0.040238,0.170072,0.020678,0.097053,0.001778,0.03086,0.000746,0.011988,0.000172,0.003958
E11,0.035398,0.13039,0.021738,0.084657,0.005742,0.032094,0.00278,0.013921,0.001934,0.00552
E12,0.026462,0.11511,0.016024,0.05693,0.00588,0.013525,0.002021,0.00713,0.001507,0.002793
E13,0.03833,0.208224,0.014842,0.100149,0.002306,0.018253,0.001105,0.005716,0.000192,0.002065
E14,0.035469,0.120648,0.01788,0.07177,0.00447,0.02024,0.001567,0.00743,0.00089,0.003986
E15,0.046803,0.18995,0.021995,0.107542,0.005298,0.033295,0.001657,0.017853,0.000803,0.008311
E16,0.023415,0.124993,0.008716,0.061426,0.001444,0.010055,0.000678,0.003949,0.000504,0.002435
E17,0.061034,0.166806,0.033693,0.103933,0.008831,0.035183,0.003552,0.014611,0.001894,0.007633
E18,0.063885,0.141661,0.03548,0.088649,0.010717,0.029289,0.003954,0.01259,0.001665,0.005619
E20,0.073808,0.190726,0.036578,0.136513,0.007185,0.05356,0.0,0.040497,0.0,0.017636
EC1A,0.005683,0.023995,0.003157,0.018312,0.001894,0.00884,0.000631,0.003789,0.0,0.001894
EC1M,0.119319,0.258773,0.088744,0.204334,0.017152,0.155115,0.011932,0.081286,0.006712,0.061897
EC1N,0.096087,0.204864,0.062547,0.161353,0.022662,0.083396,0.004532,0.038072,0.004532,0.014504
EC1R,0.073932,0.209664,0.054975,0.166822,0.026919,0.097818,0.014786,0.064833,0.010995,0.032985
EC1V,0.077849,0.258048,0.046828,0.171505,0.020944,0.068958,0.007903,0.04011,0.004347,0.021339
EC1Y,0.034663,0.114785,0.010228,0.06478,0.003978,0.017047,0.003978,0.007387,0.003409,0.005114
EC2A,0.170385,0.42871,0.101289,0.318391,0.023555,0.122096,0.008637,0.052215,0.003926,0.023555
EC2M,0.011595,0.158855,0.008117,0.091023,0.00058,0.037105,0.00058,0.031307,0.00058,0.02435
EC2N,0.0,0.017508,0.0,0.011672,0.0,0.0,0.0,0.0,0.0,0.0
EC2R,0.0,0.184366,0.0,0.146322,0.0,0.007316,0.0,0.00439,0.0,0.00439
EC2V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EC2Y,0.005985,0.064336,0.00374,0.053115,0.001496,0.037405,0.001496,0.014962,0.000748,0.010473
EC3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EC3M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EC3N,0.029101,0.073028,0.026905,0.069184,0.01208,0.055457,0.00604,0.025258,0.005491,0.013727
EC3R,0.000883,0.105935,0.000883,0.061795,0.000883,0.049436,0.000883,0.025601,0.000883,0.02207
EC3V,0.0,0.024273,0.0,0.02254,0.0,0.0,0.0,0.0,0.0,0.0
EC4A,0.196553,0.208966,0.192415,0.205863,0.183104,0.193449,0.176897,0.190346,0.075518,0.174828
EC4M,0.031758,0.035608,0.030796,0.035608,0.025984,0.032721,0.018285,0.025984,0.008661,0.015398
EC4N,0.0,0.02842,0.0,0.026525,0.0,0.026525,0.0,0.0,0.0,0.0
EC4R,0.064684,0.297939,0.064684,0.297939,0.046063,0.256776,0.010781,0.063704,0.00686,0.028422
EC4V,0.198395,0.281018,0.167794,0.267247,0.037231,0.221856,0.027541,0.127503,0.01734,0.072932
EC4Y,0.250801,0.407064,0.157825,0.339871,0.071099,0.257833,0.064849,0.192203,0.042972,0.109384
EH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EH55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN1,0.034986,0.132853,0.012377,0.074536,0.002038,0.019191,0.000701,0.007133,0.000446,0.003248
EN2,0.042645,0.081259,0.025284,0.050732,0.008759,0.018346,0.003766,0.009165,0.00125,0.004485
EN3,0.025492,0.159291,0.010653,0.083676,0.002551,0.016346,0.001057,0.003861,0.000282,0.00155
EN4,0.037877,0.078678,0.022389,0.047656,0.008235,0.019523,0.003685,0.010703,0.001766,0.006913
EN5,0.055727,0.104166,0.030732,0.065946,0.008529,0.021628,0.00254,0.009872,0.000783,0.004962
EN6,0.038032,0.06757,0.02346,0.042183,0.008254,0.014878,0.003358,0.007303,0.001659,0.003958
EN7,0.026648,0.051657,0.014811,0.030394,0.004327,0.00979,0.002263,0.004674,0.001275,0.002549
EN8,0.040253,0.14877,0.018526,0.079765,0.004461,0.017577,0.001601,0.005884,0.001067,0.003261
EN9,0.048064,0.094391,0.028518,0.057287,0.007965,0.017061,0.002509,0.006455,0.001016,0.002358
EN10,0.029996,0.074467,0.016979,0.045747,0.004803,0.016264,0.00257,0.007199,0.001421,0.003933
EN11,0.034511,0.117527,0.018978,0.073262,0.005394,0.024756,0.002001,0.008508,0.001219,0.003181
EX1,0.028311,0.059472,0.016412,0.039128,0.00414,0.014915,0.001643,0.007114,0.000666,0.003744
EX2,0.017671,0.05215,0.009913,0.030401,0.002317,0.009358,0.000835,0.003578,0.000413,0.001674
EX3,0.014642,0.034269,0.008443,0.017575,0.001928,0.004353,0.000647,0.001777,0.000303,0.000771
EX4,0.017977,0.037383,0.010467,0.022928,0.003339,0.008236,0.001612,0.003877,0.000865,0.002119
EX5,0.022101,0.03708,0.013669,0.022271,0.003958,0.006982,0.001457,0.002847,0.000634,0.001386
EX6,0.011377,0.020798,0.006635,0.012592,0.001976,0.004469,0.00088,0.002172,0.000478,0.00104
EX7,0.004962,0.010315,0.002788,0.005966,0.000572,0.001719,0.000153,0.000725,0.000135,0.000269
EX8,0.013714,0.026696,0.008256,0.017013,0.002823,0.005576,0.001248,0.002413,0.000593,0.001142
EX9,0.004051,0.010314,0.002207,0.006314,0.000407,0.002078,0.000141,0.000326,4.8e-05,0.000119
EX10,0.007886,0.01404,0.004429,0.007534,0.001271,0.002244,0.000506,0.000997,0.000257,0.000484
EX11,0.011667,0.019222,0.006549,0.010895,0.001925,0.002868,0.000788,0.001101,0.000333,0.000539
EX12,0.008576,0.020218,0.004926,0.01237,0.001384,0.003376,0.000467,0.001243,0.000185,0.000553
EX13,0.019863,0.029916,0.012457,0.018674,0.004157,0.006909,0.001505,0.00287,0.000625,0.001422
EX14,0.010833,0.018261,0.006285,0.010257,0.001885,0.003251,0.000712,0.001344,0.000299,0.000682
EX15,0.015933,0.026141,0.008932,0.014498,0.002104,0.003428,0.000614,0.001208,0.000264,0.00052
EX16,0.015983,0.026605,0.009612,0.017083,0.002726,0.006037,0.000914,0.002413,0.000439,0.001095
EX17,0.011222,0.021353,0.00607,0.012839,0.001538,0.004083,0.000618,0.001617,0.000316,0.000735
EX18,0.013192,0.020131,0.007301,0.012556,0.001461,0.004442,0.00038,0.001564,0.000167,0.000578
EX19,0.015491,0.027726,0.009078,0.017922,0.002129,0.006267,0.000672,0.002027,0.000333,0.000747
EX20,0.016263,0.02513,0.010051,0.015494,0.003306,0.005886,0.001294,0.002782,0.000518,0.001451
EX21,0.017697,0.030373,0.011147,0.019586,0.004383,0.00792,0.00191,0.003971,0.000798,0.001957
EX22,0.022817,0.039014,0.014497,0.02678,0.004978,0.011213,0.001969,0.005107,0.000776,0.002313
EX23,0.01677,0.029339,0.011107,0.020019,0.004778,0.009126,0.002356,0.004885,0.001035,0.002712
EX24,0.015458,0.024192,0.009928,0.014221,0.002853,0.004339,0.000988,0.001599,0.000349,0.000645
EX31,0.011498,0.020538,0.006834,0.01279,0.002323,0.004846,0.000769,0.002397,0.000402,0.001492
EX32,0.011309,0.019491,0.006505,0.011464,0.001626,0.003244,0.000775,0.00141,0.000447,0.00083
EX33,0.005348,0.014725,0.002722,0.007862,0.000665,0.00188,0.000205,0.000518,9.1e-05,0.000229
EX34,0.005254,0.00889,0.002974,0.005308,0.000713,0.001694,0.000304,0.000646,0.000157,0.000325
EX35,0.005475,0.007836,0.002872,0.004405,0.000791,0.001288,0.00041,0.000627,0.00014,0.000365
EX36,0.01272,0.021857,0.007377,0.013931,0.002496,0.005276,0.001077,0.00246,0.000533,0.001273
EX37,0.01302,0.02218,0.007047,0.013258,0.001694,0.004132,0.000586,0.001447,0.000238,0.000641
EX38,0.014525,0.02362,0.009039,0.015803,0.002931,0.006701,0.001311,0.003164,0.000751,0.001569
EX39,0.012711,0.021402,0.008209,0.014434,0.00257,0.005897,0.000943,0.002508,0.000436,0.001097
FK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FK21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FY1,0.0191,0.04952,0.009381,0.028405,0.001885,0.009359,0.000523,0.00329,0.000229,0.001373
FY2,0.026941,0.065252,0.013372,0.040571,0.002505,0.010941,0.000491,0.003757,8.6e-05,0.001277
FY3,0.055956,0.118394,0.030871,0.078094,0.006702,0.022921,0.001052,0.007693,0.000245,0.002226
FY4,0.03449,0.086872,0.01605,0.048181,0.002136,0.011042,0.000406,0.001629,0.000167,0.000558
FY5,0.015516,0.054073,0.006984,0.024893,0.001081,0.004362,0.000186,0.001137,3.1e-05,0.000124
FY6,0.033844,0.057999,0.018962,0.032699,0.003409,0.006898,0.000744,0.001424,0.000202,0.000606
FY7,0.003243,0.016708,0.001274,0.005991,0.0002,0.000865,3.6e-05,0.000305,2e-05,0.000108
FY8,0.01019,0.028475,0.004613,0.01323,0.000637,0.002157,0.000122,0.000442,2.7e-05,7e-05
G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
