name,d02_high,d02_low,d03_high,d03_low,d06_high,d06_low,d09_high,d09_low,d12_high,d12_low
AB10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL1,0.026218,0.077377,0.012844,0.046817,0.002834,0.017037,0.001127,0.008187,0.000464,0.005171
AL2,0.018732,0.056734,0.009478,0.032057,0.002257,0.01017,0.000697,0.00494,0.000254,0.002429
AL3,0.012344,0.031908,0.007613,0.022686,0.003127,0.01022,0.001619,0.005206,0.000846,0.003467
AL4,0.023859,0.062303,0.013565,0.04137,0.004428,0.018612,0.002226,0.009014,0.001203,0.005184
AL5,0.01383,0.037735,0.007621,0.026185,0.0026,0.012744,0.001289,0.006738,0.000788,0.003805
AL6,0.009858,0.026985,0.006683,0.016731,0.002862,0.007597,0.001712,0.004364,0.001062,0.002798
AL7,0.019373,0.071003,0.00905,0.039494,0.001425,0.010185,0.000706,0.003515,0.000263,0.00155
AL8,0.014367,0.04339,0.008476,0.024041,0.003913,0.008678,0.000924,0.00566,0.000347,0.004101
AL9,0.032616,0.065361,0.019692,0.041836,0.007246,0.015587,0.003854,0.00725,0.002091,0.004093
AL10,0.03869,0.117084,0.020912,0.068539,0.006125,0.023414,0.002383,0.011213,0.000715,0.005636
B1,0.056651,0.155791,0.034435,0.113581,0.006665,0.045821,0.00236,0.0218,0.001527,0.014857
B2,0.077579,0.156082,0.039713,0.130223,0.013853,0.036943,0.000924,0.020318,0.000924,0.015701
B3,0.054633,0.246161,0.02266,0.197425,0.006208,0.091883,0.001863,0.059911,0.000931,0.031973
B4,0.037969,0.135881,0.025313,0.098966,0.011777,0.039727,0.005449,0.020039,0.003164,0.009492
B5,0.040449,0.127586,0.015597,0.073381,0.003426,0.017847,0.001585,0.007568,0.001176,0.005011
B6,0.048765,0.178394,0.024017,0.104936,0.00473,0.031112,0.001211,0.010699,0.000282,0.003688
B7,0.033902,0.127847,0.012617,0.07915,0.000908,0.016928,0.000272,0.006808,0.000272,0.003313
B8,0.035733,0.112815,0.016097,0.073356,0.002182,0.023414,0.001038,0.01027,0.000585,0.00431
B9,0.038211,0.122714,0.018071,0.077656,0.003343,0.02635,0.00207,0.012299,0.001393,0.005055
B10,0.039281,0.12439,0.016532,0.073475,0.003344,0.012858,0.001036,0.003721,0.000235,0.001366
B11,0.049796,0.162167,0.020593,0.10058,0.002249,0.0252,0.000521,0.010118,0.000302,0.004387
B12,0.027375,0.126896,0.010314,0.065567,0.000669,0.008753,0.000502,0.00145,0.000167,0.00039
B13,0.031568,0.086665,0.015756,0.049399,0.004038,0.011831,0.001528,0.004264,0.001283,0.002151
B14,0.044379,0.083227,0.024312,0.048693,0.007842,0.017207,0.004246,0.008098,0.002483,0.00464
B15,0.027244,0.082787,0.015347,0.050857,0.004146,0.014343,0.001828,0.006875,0.001056,0.003502
B16,0.035558,0.116698,0.017416,0.064449,0.004445,0.01914,0.00127,0.007892,0.000454,0.004173
B17,0.029607,0.07375,0.016417,0.044452,0.003873,0.013049,0.001487,0.006202,0.000449,0.003845
B18,0.048303,0.138845,0.024836,0.083405,0.002102,0.019507,0.000587,0.005329,0.000489,0.001271
B19,0.041204,0.113558,0.022215,0.0713,0.003041,0.02569,0.001055,0.012597,0.000745,0.006578
B20,0.049731,0.128478,0.027056,0.087338,0.007986,0.033275,0.002493,0.017884,0.000653,0.007817
B21,0.031753,0.075996,0.016109,0.04577,0.002956,0.010596,0.001362,0.00382,0.000797,0.001993
B23,0.013329,0.055464,0.005368,0.026415,0.000912,0.005773,0.000385,0.002674,0.000101,0.001843
B24,0.037504,0.140209,0.013202,0.090737,0.002487,0.021208,0.001617,0.009745,0.001112,0.005257
B25,0.044347,0.137259,0.023254,0.079044,0.003902,0.018192,0.00116,0.006328,0.000422,0.001846
B26,0.03591,0.091565,0.016496,0.046883,0.004092,0.009579,0.001927,0.003174,0.001046,0.00156
B27,0.040059,0.108534,0.023087,0.065379,0.006036,0.031984,0.001137,0.018383,0.000431,0.007565
B28,0.037058,0.097359,0.017024,0.052394,0.002279,0.01421,0.000647,0.0056,0.000338,0.002589
B29,0.023964,0.070029,0.012606,0.040317,0.004361,0.010208,0.002042,0.005451,0.000515,0.002993
B30,0.028124,0.081473,0.01629,0.04804,0.005139,0.017484,0.001514,0.009126,0.000384,0.005096
B31,0.030373,0.0705,0.01614,0.041987,0.00394,0.01228,0.001815,0.005238,0.000988,0.002791
B32,0.026921,0.054787,0.015879,0.034357,0.004784,0.012389,0.002047,0.005686,0.001029,0.002991
B33,0.048308,0.124112,0.026348,0.079628,0.003361,0.024335,0.001027,0.008957,0.000584,0.003885
B34,0.03247,0.101056,0.010823,0.051306,0.001861,0.009304,0.000873,0.003114,0.000228,0.000835
B35,0.032337,0.191597,0.008691,0.096708,0.001011,0.019655,0.000202,0.006922,0.0,0.002931
B36,0.035721,0.103808,0.018011,0.061946,0.003975,0.018746,0.001809,0.007932,0.000622,0.004823
B37,0.026054,0.083675,0.011407,0.045997,0.001659,0.014839,0.000612,0.007094,0.000396,0.00481
B38,0.036627,0.068023,0.022982,0.044321,0.008667,0.017031,0.003639,0.008553,0.001769,0.005079
B40,0.043171,0.119391,0.021337,0.073838,0.004466,0.016375,0.00129,0.005458,0.000496,0.002382
B42,0.054265,0.139283,0.032348,0.099584,0.015025,0.050481,0.009621,0.036104,0.006378,0.027619
B43,0.040642,0.082093,0.026629,0.053678,0.011217,0.024052,0.005861,0.014317,0.000573,0.007394
B44,0.024842,0.080973,0.011221,0.048132,0.00287,0.010092,0.001247,0.003035,0.000753,0.001459
B45,0.022881,0.052524,0.014217,0.030828,0.00475,0.012737,0.002283,0.005975,0.001106,0.003811
B46,0.020831,0.051402,0.012211,0.028055,0.003125,0.007712,0.000881,0.002568,0.000444,0.001067
B47,0.042807,0.081931,0.026669,0.052314,0.009399,0.020218,0.002588,0.006542,0.000683,0.001869
B48,0.029265,0.05235,0.018175,0.032377,0.006076,0.012295,0.002463,0.005799,0.001183,0.00327
B49,0.030402,0.059044,0.018617,0.032429,0.006735,0.010485,0.002533,0.004319,0.000863,0.002003
B50,0.038072,0.07939,0.021233,0.041962,0.006925,0.012026,0.002849,0.005768,0.001281,0.002826
B60,0.022501,0.050495,0.012531,0.030858,0.00357,0.008802,0.001175,0.003012,0.000478,0.001165
B61,0.01924,0.045186,0.010639,0.025757,0.002966,0.007203,0.001144,0.002943,0.000555,0.001518
B62,0.024318,0.048221,0.014784,0.029361,0.004325,0.010079,0.001755,0.004415,0.000794,0.002529
B63,0.031639,0.066776,0.020215,0.039062,0.006084,0.013401,0.002632,0.006997,0.001065,0.003103
B64,0.055286,0.13643,0.02977,0.09067,0.008233,0.028885,0.003198,0.012044,0.001055,0.00575
B65,0.04612,0.112613,0.026549,0.07045,0.00631,0.022325,0.003797,0.009171,0.003075,0.005454
B66,0.06284,0.178987,0.035756,0.123186,0.009503,0.063018,0.005138,0.036558,0.002257,0.01865
B67,0.021623,0.065014,0.014245,0.042077,0.006648,0.01892,0.001936,0.012309,0.000804,0.00767
B68,0.013708,0.039343,0.006349,0.020668,0.001514,0.004941,0.000797,0.001913,0.000213,0.000903
B69,0.050641,0.155038,0.025287,0.096063,0.005118,0.030758,0.002626,0.012744,0.00064,0.007475
B70,0.04791,0.150233,0.023704,0.089579,0.004793,0.032491,0.001412,0.013264,0.000409,0.005183
B71,0.054976,0.116111,0.029946,0.077701,0.007722,0.029202,0.003155,0.014882,0.001138,0.007737
B72,0.024213,0.054712,0.012158,0.028438,0.002421,0.006388,0.000824,0.0034,0.000464,0.002576
B73,0.010141,0.04671,0.004049,0.024457,0.000542,0.004971,0.000217,0.000922,3.6e-05,0.000307
B74,0.007588,0.029376,0.00361,0.014767,0.000485,0.002892,0.000109,0.000869,2.5e-05,0.000393
B75,0.016438,0.040723,0.010425,0.026289,0.003259,0.008934,0.001444,0.004319,0.000945,0.002476
B76,0.023239,0.067679,0.012693,0.039479,0.003679,0.012329,0.001818,0.005187,0.000773,0.002808
B77,0.026574,0.084438,0.015015,0.049767,0.003594,0.016464,0.001474,0.008612,0.000336,0.004847
B78,0.030773,0.069148,0.01865,0.043202,0.006498,0.015089,0.003116,0.007129,0.001578,0.003931
B79,0.030681,0.067008,0.017902,0.038669,0.005003,0.010398,0.001486,0.003465,0.000382,0.001133
B80,0.028862,0.065064,0.014773,0.035237,0.003825,0.006936,0.001297,0.002168,0.000497,0.000936
B90,0.041082,0.096649,0.021114,0.054421,0.005052,0.015466,0.001757,0.008008,0.000875,0.004773
B91,0.032747,0.075741,0.018539,0.042957,0.00341,0.013089,0.001332,0.004714,0.000568,0.002171
B92,0.033927,0.08538,0.019094,0.055198,0.004439,0.014669,0.001264,0.005441,0.000351,0.002528
B93,0.022415,0.049462,0.011969,0.028519,0.002693,0.007434,0.000576,0.002619,0.000228,0.000913
B94,0.031337,0.064591,0.019293,0.041493,0.007935,0.016305,0.004252,0.008709,0.002478,0.005599
B95,0.032547,0.061611,0.018885,0.035513,0.006014,0.009846,0.002389,0.003912,0.000794,0.001778
B96,0.034189,0.065014,0.021103,0.037372,0.007739,0.011519,0.002949,0.004758,0.00095,0.00186
B97,0.028397,0.056198,0.015843,0.032829,0.004585,0.008584,0.001507,0.003438,0.000611,0.001482
B98,0.044386,0.111321,0.02537,0.069429,0.007155,0.021018,0.002803,0.008206,0.001277,0.004285
BA1,0.010408,0.022819,0.005688,0.01371,0.001439,0.003614,0.000533,0.001478,0.000325,0.00065
BA2,0.012079,0.023055,0.007613,0.014583,0.002329,0.005065,0.001013,0.002349,0.000542,0.001203
BA3,0.013749,0.024767,0.008475,0.015481,0.00283,0.005739,0.001323,0.00306,0.000757,0.001873
BA4,0.023439,0.04412,0.014552,0.026311,0.004448,0.007935,0.00174,0.003399,0.000842,0.00171
BA5,0.037171,0.073665,0.02105,0.046233,0.005263,0.010251,0.002085,0.004211,0.001098,0.002122
BA6,0.092998,0.181001,0.05297,0.113107,0.007199,0.030014,0.001225,0.004656,0.00029,0.000965
BA7,0.031293,0.061423,0.019045,0.03514,0.005776,0.0118,0.001718,0.005371,0.000697,0.002483
BA8,0.018067,0.047946,0.008435,0.021883,0.001597,0.003888,0.000431,0.001501,6.8e-05,0.000547
BA9,0.018969,0.041458,0.011569,0.024239,0.003351,0.008004,0.001149,0.00348,0.000438,0.00146
BA10,0.018148,0.029309,0.011887,0.018667,0.004804,0.008309,0.002426,0.004577,0.001113,0.002725
BA11,0.02855,0.048452,0.01821,0.032105,0.006459,0.012314,0.002759,0.005824,0.001421,0.0032
BA12,0.008342,0.017432,0.005037,0.011008,0.001698,0.004129,0.000697,0.001734,0.000306,0.000925
BA13,0.023598,0.04427,0.014172,0.026874,0.004353,0.00911,0.001648,0.004364,0.00077,0.002401
BA14,0.035469,0.06368,0.019507,0.036107,0.004707,0.00914,0.001429,0.00313,0.000506,0.00125
BA15,0.012182,0.021526,0.00721,0.012139,0.002327,0.004042,0.000986,0.001745,0.000454,0.000947
BA16,0.081142,0.170813,0.048518,0.101526,0.008349,0.021405,0.001207,0.002593,0.000204,0.000546
BA20,0.031683,0.064703,0.017465,0.037667,0.003947,0.010229,0.001358,0.003395,0.000722,0.001655
BA21,0.021512,0.051074,0.011815,0.02961,0.003941,0.006811,0.001519,0.003429,0.000504,0.001623
BA22,0.030817,0.064009,0.018314,0.037302,0.005206,0.011058,0.001788,0.004415,0.000688,0.001906
BB1,0.046114,0.072047,0.03023,0.048272,0.012379,0.024329,0.006153,0.014353,0.003665,0.008919
BB2,0.045082,0.071691,0.029527,0.048341,0.011013,0.019565,0.004865,0.010266,0.002397,0.005892
BB3,0.041137,0.074172,0.030972,0.057342,0.017804,0.034676,0.010754,0.023618,0.006669,0.016841
BB4,0.028238,0.041561,0.017363,0.029061,0.007509,0.012202,0.00376,0.00664,0.002171,0.004164
BB5,0.040484,0.061865,0.025659,0.041059,0.007993,0.01395,0.004155,0.007481,0.002175,0.004404
BB6,0.029049,0.048607,0.01835,0.02669,0.005632,0.010227,0.002197,0.004905,0.000959,0.002677
BB7,0.032237,0.04572,0.02058,0.028693,0.007529,0.011472,0.002924,0.005689,0.001224,0.003013
BB8,0.033227,0.050585,0.020669,0.032731,0.007501,0.013478,0.002929,0.007016,0.001132,0.00388
BB9,0.029268,0.04917,0.01963,0.031151,0.007144,0.013897,0.003625,0.007395,0.002108,0.003719
BB10,0.031249,0.052471,0.0203,0.033612,0.008323,0.014937,0.004552,0.008852,0.003081,0.005522
BB11,0.042484,0.062026,0.031104,0.043506,0.009159,0.023012,0.0042,0.016133,0.002221,0.004587
BB12,0.034031,0.052737,0.022552,0.034627,0.007762,0.013429,0.003009,0.006049,0.001273,0.00325
BB18,0.037662,0.060663,0.026627,0.040878,0.00827,0.01698,0.00262,0.006972,0.000937,0.00298
BD1,0.127015,0.326674,0.087456,0.265029,0.045413,0.142981,0.007983,0.083908,0.003282,0.054815
BD2,0.019079,0.058277,0.010732,0.037016,0.003628,0.013903,0.001928,0.007155,0.001015,0.005734
BD3,0.035187,0.093916,0.021922,0.06094,0.007287,0.019587,0.004204,0.010338,0.001837,0.005481
BD4,0.022444,0.057505,0.01276,0.034649,0.004219,0.012189,0.00203,0.005813,0.001253,0.003434
BD5,0.03994,0.109742,0.025174,0.06814,0.012105,0.028034,0.007682,0.017758,0.006252,0.013535
BD6,0.012846,0.042259,0.006033,0.023505,0.001106,0.002715,0.000503,0.00088,0.000352,0.000503
BD7,0.023015,0.074107,0.013362,0.049532,0.004297,0.017747,0.002119,0.006651,0.001383,0.003473
BD8,0.028196,0.097941,0.015866,0.054474,0.003438,0.008594,0.001587,0.003967,0.000859,0.002578
BD9,0.017395,0.049012,0.010195,0.026885,0.003499,0.009792,0.000982,0.004808,0.000604,0.001989
BD10,0.015278,0.04684,0.007727,0.029071,0.001181,0.007519,0.000511,0.002794,0.00016,0.000814
BD11,0.008354,0.020714,0.004715,0.012058,0.001787,0.005297,0.001206,0.003617,0.000667,0.002778
BD12,0.031218,0.068851,0.01809,0.045374,0.006225,0.014266,0.003681,0.00722,0.001327,0.004392
BD13,0.016015,0.029386,0.010325,0.020968,0.005534,0.008893,0.002576,0.00504,0.001574,0.003613
BD14,0.006564,0.019175,0.003455,0.010581,0.000821,0.002203,0.000734,0.00108,0.000216,0.000475
BD15,0.014083,0.034047,0.007781,0.019965,0.001821,0.006862,0.000607,0.002303,0.000265,0.000871
BD16,0.022663,0.045152,0.013458,0.02912,0.003687,0.012996,0.001887,0.007472,0.00101,0.003169
BD17,0.034181,0.074977,0.020306,0.047386,0.005238,0.013253,0.002339,0.005628,0.000633,0.002193
BD18,0.014272,0.047059,0.006321,0.029102,0.001385,0.006388,0.00067,0.003015,0.000536,0.002345
BD19,0.025816,0.054582,0.015724,0.035215,0.005454,0.01521,0.002861,0.008114,0.001922,0.005308
BD20,0.029923,0.055795,0.018126,0.035559,0.005031,0.011977,0.00195,0.004771,0.000929,0.002319
BD21,0.028169,0.068911,0.014758,0.044192,0.004037,0.014585,0.00222,0.006867,0.001392,0.004601
BD22,0.029426,0.046288,0.019674,0.02987,0.008242,0.014024,0.003666,0.008466,0.002079,0.004558
BD23,0.030802,0.049339,0.019517,0.031146,0.007092,0.01247,0.003065,0.006231,0.001222,0.003439
BD24,0.033873,0.057318,0.022197,0.03877,0.008864,0.014716,0.004589,0.007813,0.002548,0.004405
BH1,0.002636,0.015786,0.001165,0.00885,0.000499,0.002969,0.000166,0.001443,0.000111,0.00086
BH2,0.011604,0.031518,0.006468,0.021091,0.002391,0.012937,0.000314,0.009291,0.000196,0.004979
BH3,0.008969,0.028992,0.004802,0.018754,0.002356,0.009422,0.001812,0.004802,0.000453,0.003896
BH4,0.007914,0.021681,0.003792,0.014468,0.000783,0.004781,0.000371,0.002143,0.000247,0.001278
BH5,0.002012,0.014419,0.000419,0.006651,0.000168,0.001928,0.0,0.000419,0.0,2.8e-05
BH6,0.006194,0.023703,0.00339,0.013287,0.00084,0.00406,6.7e-05,0.001331,7e-06,0.000691
BH7,0.02923,0.099797,0.016307,0.064167,0.003139,0.021076,0.000489,0.007012,0.000122,0.002731
BH8,0.01987,0.116438,0.008935,0.071517,0.0024,0.020327,0.000743,0.007258,0.000362,0.002286
BH9,0.006921,0.059311,0.002161,0.030546,0.000321,0.005665,0.0,0.002044,0.0,0.000555
BH10,0.024722,0.097674,0.011438,0.058088,0.002214,0.011122,0.000949,0.002741,0.000474,0.00087
BH11,0.013549,0.035905,0.008047,0.020693,0.002381,0.00739,0.000739,0.003983,0.000185,0.001601
BH12,0.027493,0.077909,0.01968,0.056022,0.010159,0.030943,0.007537,0.021508,0.003795,0.016058
BH13,0.009642,0.018353,0.006251,0.013337,0.003017,0.006295,0.00193,0.003417,0.001269,0.002582
BH14,0.037091,0.063469,0.022861,0.044197,0.008506,0.018034,0.005868,0.010228,0.003338,0.005042
BH15,0.02987,0.064713,0.017323,0.043942,0.004105,0.011782,0.0021,0.004513,0.000955,0.001976
BH16,0.017045,0.04112,0.01001,0.025598,0.003768,0.008449,0.001314,0.004064,0.000638,0.002403
BH17,0.074681,0.129872,0.049174,0.091835,0.019378,0.039989,0.006993,0.021843,0.001808,0.007185
BH18,0.016463,0.048002,0.006868,0.027179,0.001218,0.008646,0.000195,0.004311,7.3e-05,0.002119
BH19,0.005391,0.011611,0.003167,0.006212,0.000937,0.001964,0.000392,0.000871,0.000215,0.000448
BH20,0.013541,0.031359,0.007413,0.017596,0.001855,0.004934,0.000726,0.001949,0.000324,0.000985
BH21,0.013809,0.031662,0.007863,0.018484,0.001899,0.004976,0.00058,0.001811,0.00024,0.000761
BH22,0.014502,0.064725,0.005769,0.030857,0.000899,0.005392,0.00013,0.00096,8.2e-05,0.00022
BH23,0.027346,0.104241,0.012409,0.058855,0.001913,0.014696,0.000467,0.004806,0.000138,0.002015
BH24,0.018355,0.044136,0.009382,0.023808,0.002363,0.005431,0.0006,0.001633,0.000148,0.00055
BH25,0.010224,0.021258,0.004841,0.010242,0.001166,0.00202,0.000541,0.000889,0.000348,0.000462
BH31,0.015506,0.039963,0.007358,0.020225,0.000936,0.003466,0.00028,0.00073,0.000134,0.000219
BL0,0.042765,0.063159,0.030175,0.043621,0.012398,0.021306,0.005827,0.012382,0.003226,0.00838
BL1,0.041448,0.070793,0.022904,0.042122,0.006687,0.013866,0.002883,0.006058,0.001458,0.00359
BL2,0.033248,0.063409,0.018923,0.03664,0.005145,0.011696,0.002235,0.005418,0.001061,0.002629
BL3,0.04908,0.101527,0.024742,0.062701,0.005091,0.01841,0.001845,0.007007,0.000867,0.002984
BL4,0.05191,0.109839,0.031872,0.072342,0.00975,0.028797,0.004255,0.01453,0.00239,0.007709
BL5,0.058833,0.103736,0.036137,0.066471,0.012004,0.024673,0.004309,0.011513,0.002095,0.00576
BL6,0.04469,0.077001,0.028383,0.050269,0.008858,0.019585,0.003558,0.008794,0.001794,0.004858
BL7,0.037495,0.05269,0.02524,0.033969,0.011405,0.016795,0.00588,0.010383,0.003534,0.006466
BL8,0.041506,0.071157,0.025026,0.047108,0.010295,0.019618,0.005173,0.010129,0.002006,0.005751
BL9,0.030711,0.063947,0.017246,0.037431,0.004842,0.011786,0.00219,0.005246,0.001095,0.002944
BN1,0.011169,0.030014,0.007027,0.020308,0.002858,0.007108,0.001589,0.003779,0.000779,0.00252
BN2,0.007531,0.022484,0.00487,0.015272,0.001762,0.005836,0.000903,0.003071,0.000459,0.002046
BN3,0.019065,0.051305,0.010879,0.035298,0.002726,0.013548,0.001095,0.00606,0.000414,0.002596
BN5,0.03982,0.063188,0.024207,0.039279,0.006122,0.012723,0.002053,0.00409,0.000617,0.001294
BN6,0.038067,0.056635,0.023573,0.036849,0.007241,0.013107,0.00244,0.005156,0.001012,0.002197
BN7,0.019136,0.03588,0.011972,0.022855,0.003994,0.008542,0.00153,0.003981,0.000722,0.002326
BN8,0.044441,0.067995,0.02847,0.045909,0.009101,0.016312,0.003012,0.006439,0.001227,0.002795
BN9,0.00965,0.031362,0.005048,0.018615,0.001661,0.005225,0.000573,0.002001,0.000304,0.001435
BN10,0.005793,0.015539,0.002743,0.007514,0.000744,0.002371,0.000409,0.001692,6.5e-05,0.001265
BN11,0.018433,0.054747,0.007492,0.036678,0.001496,0.009383,0.000478,0.002255,0.000187,0.000509
BN12,0.016566,0.046923,0.007191,0.026073,0.001866,0.005185,0.000281,0.001359,0.000122,0.000225
BN13,0.012584,0.026333,0.007327,0.015633,0.003012,0.005193,0.000958,0.002762,0.000346,0.000819
BN14,0.009306,0.028219,0.00424,0.014485,0.000939,0.002768,0.000413,0.001046,0.000157,0.000545
BN15,0.012648,0.037465,0.006758,0.022108,0.001442,0.006002,0.000481,0.001817,0.000229,0.000545
BN16,0.013056,0.032745,0.005626,0.016519,0.000818,0.003192,0.000228,0.000927,9.8e-05,0.000482
BN17,0.013423,0.036802,0.004913,0.019699,0.000891,0.003226,0.000206,0.000849,8.3e-05,0.000307
BN18,0.011422,0.025936,0.006273,0.014038,0.001787,0.004436,0.000708,0.002144,0.000418,0.001429
BN20,0.002169,0.005792,0.001282,0.003114,0.000393,0.000962,0.000198,0.000462,8.4e-05,0.000241
BN21,0.014301,0.055713,0.007634,0.033256,0.001601,0.00918,0.000391,0.003017,0.000205,0.001192
BN22,0.018585,0.061111,0.008379,0.029766,0.001635,0.006085,0.000302,0.001085,4.1e-05,0.000192
BN23,0.01599,0.044619,0.006192,0.019797,0.000901,0.002418,0.000254,0.000583,9.5e-05,0.000233
BN24,0.017612,0.038875,0.009693,0.021375,0.002116,0.005181,0.000918,0.002259,0.000357,0.000928
BN25,0.004323,0.019265,0.002261,0.011212,0.000582,0.003835,0.000379,0.002089,0.00027,0.000792
BN26,0.028759,0.044378,0.018398,0.030001,0.006083,0.011147,0.002527,0.005013,0.001138,0.002786
BN27,0.051387,0.084954,0.031846,0.054587,0.011128,0.018538,0.006094,0.009129,0.002187,0.004017
BN41,0.0113,0.030129,0.006853,0.018184,0.002233,0.008175,0.001035,0.005184,0.00042,0.003309
BN42,0.01605,0.052616,0.00881,0.022929,0.002595,0.013154,0.001207,0.008206,0.000483,0.004586
BN43,0.009251,0.023245,0.00428,0.013178,0.001122,0.004534,0.000404,0.002231,0.000254,0.001181
BN44,0.037481,0.057149,0.025216,0.039856,0.009497,0.015234,0.003964,0.007521,0.001261,0.003992
BN45,0.009205,0.013784,0.00531,0.008648,0.001136,0.002434,0.000452,0.000904,0.000267,0.000603
BR1,0.040511,0.086378,0.021251,0.049834,0.004583,0.016341,0.001493,0.007738,0.000773,0.004753
BR2,0.027896,0.074779,0.01295,0.046342,0.002684,0.011461,0.00111,0.003956,0.000548,0.001827
BR3,0.044014,0.108961,0.021698,0.06016,0.003393,0.013759,0.001073,0.005257,0.000241,0.001784
BR4,0.028005,0.096128,0.015243,0.067184,0.003347,0.022708,0.000506,0.009464,0.00012,0.003516
BR5,0.022918,0.055628,0.012284,0.030561,0.002349,0.008861,0.000815,0.004785,0.000441,0.002666
BR6,0.012508,0.035737,0.007308,0.021571,0.002159,0.006679,0.000983,0.003675,0.00057,0.002265
BR7,0.012781,0.034117,0.006475,0.016874,0.001426,0.003254,0.000554,0.001895,0.000302,0.001023
BR8,0.017885,0.043941,0.010628,0.027983,0.003452,0.010869,0.001421,0.006093,0.000755,0.003709
BS1,0.118374,0.230567,0.085075,0.176583,0.037083,0.068741,0.017658,0.029136,0.012298,0.017154
BS2,0.111627,0.236349,0.073346,0.184157,0.029837,0.109804,0.014199,0.058763,0.007531,0.034778
BS3,0.108378,0.2,0.073183,0.143552,0.027116,0.067001,0.010147,0.029972,0.006481,0.011128
BS4,0.054625,0.101049,0.037755,0.070327,0.025398,0.043976,0.018123,0.032203,0.014977,0.02517
BS5,0.057081,0.117197,0.041345,0.079695,0.023423,0.045188,0.016141,0.031292,0.010761,0.023322
BS6,0.051352,0.109212,0.033467,0.072114,0.01514,0.033202,0.01027,0.021471,0.00726,0.015317
BS7,0.026047,0.065906,0.013607,0.035697,0.005557,0.011137,0.00327,0.006426,0.002081,0.004917
BS8,0.02194,0.033639,0.016918,0.024739,0.008144,0.011029,0.00503,0.007048,0.002278,0.003248
BS9,0.057621,0.090388,0.047029,0.06615,0.031792,0.043588,0.021629,0.034286,0.014678,0.027736
BS10,0.0451,0.0897,0.027401,0.052207,0.009222,0.018385,0.003966,0.009244,0.001836,0.005706
BS11,0.059768,0.078652,0.031834,0.044132,0.009143,0.01318,0.004315,0.006001,0.002558,0.003673
BS13,0.028772,0.070301,0.019702,0.044669,0.010715,0.025366,0.00721,0.016728,0.003605,0.011745
BS14,0.026658,0.055581,0.015688,0.034226,0.006981,0.013247,0.004752,0.008624,0.003285,0.006301
BS15,0.04697,0.097638,0.029518,0.062214,0.01215,0.026157,0.009506,0.016102,0.007819,0.011771
BS16,0.041116,0.081003,0.027096,0.052958,0.011987,0.024437,0.006949,0.015227,0.003536,0.009953
