name,country,share
LL23,Wales,1.0
LL24,Wales,1.0
LL25,Wales,1.0
LL26,Wales,1.0
LL27,Wales,1.0
LL28,Wales,1.0
LL29,Wales,1.0
LL30,Wales,1.0
LL31,Wales,1.0
LL32,Wales,1.0
LL33,Wales,1.0
LL34,Wales,1.0
LL35,Wales,1.0
LL36,Wales,1.0
LL37,Wales,1.0
LL38,Wales,1.0
LL39,Wales,1.0
LL40,Wales,1.0
LL41,Wales,1.0
LL42,Wales,1.0
LL43,Wales,1.0
LL44,Wales,1.0
LL45,Wales,1.0
LL46,Wales,1.0
LL47,Wales,1.0
LL48,Wales,1.0
LL49,Wales,1.0
LL51,Wales,1.0
LL52,Wales,1.0
LL53,Wales,1.0
LL54,Wales,1.0
LL55,Wales,1.0
LL56,Wales,1.0
LL57,Wales,1.0
LL58,Wales,1.0
LL59,Wales,1.0
LL60,Wales,1.0
LL61,Wales,1.0
LL62,Wales,1.0
LL63,Wales,1.0
LL64,Wales,1.0
LL65,Wales,1.0
LL66,Wales,1.0
LL67,Wales,1.0
LL68,Wales,1.0
LL69,Wales,1.0
LL70,Wales,1.0
LL71,Wales,1.0
LL72,Wales,1.0
LL73,Wales,1.0
LL74,Wales,1.0
LL75,Wales,1.0
LL76,Wales,1.0
LL77,Wales,1.0
LL78,Wales,1.0
LN1,England,1.0
LN2,England,1.0
LN3,England,1.0
LN4,England,1.0
LN5,England,1.0
LN6,England,1.0
LN7,England,1.0
LN8,England,1.0
LN9,England,1.0
LN10,England,1.0
LN11,England,1.0
LN12,England,1.0
LN13,England,1.0
LS1,England,1.0
LS2,England,1.0
LS3,England,1.0
LS4,England,1.0
LS5,England,1.0
LS6,England,1.0
LS7,England,1.0
LS8,England,1.0
LS9,England,1.0
LS10,England,1.0
LS11,England,1.0
LS12,England,1.0
LS13,England,1.0
LS14,England,1.0
LS15,England,1.0
LS16,England,1.0
LS17,England,1.0
LS18,England,1.0
LS19,England,1.0
LS20,England,1.0
LS21,England,1.0
LS22,England,1.0
LS23,England,1.0
LS24,England,1.0
LS25,England,1.0
LS26,England,1.0
LS27,England,1.0
LS28,England,1.0
LS29,England,1.0
LU1,England,1.0
LU2,England,1.0
LU3,England,1.0
LU4,England,1.0
LU5,England,1.0
LU6,England,1.0
LU7,England,1.0
M1,England,1.0
M2,England,1.0
M3,England,1.0
M4,England,1.0
M5,England,1.0
M6,England,1.0
M7,England,1.0
M8,England,1.0
M9,England,1.0
M11,England,1.0
M12,England,1.0
M13,England,1.0
M14,England,1.0
M15,England,1.0
M16,England,1.0
M17,England,1.0
M18,England,1.0
M19,England,1.0
M20,England,1.0
M21,England,1.0
M22,England,1.0
M23,England,1.0
M24,England,1.0
M25,England,1.0
M26,England,1.0
M27,England,1.0
M28,England,1.0
M29,England,1.0
M30,England,1.0
M31,England,1.0
M32,England,1.0
M33,England,1.0
M34,England,1.0
M35,England,1.0
M38,England,1.0
M40,England,1.0
M41,England,1.0
M43,England,1.0
M44,England,1.0
M45,England,1.0
M46,England,1.0
M50,England,1.0
M90,England,1.0
ME1,England,1.0
ME2,England,1.0
ME3,England,1.0
ME4,England,1.0
ME5,England,1.0
ME6,England,1.0
ME7,England,1.0
ME8,England,1.0
ME9,England,1.0
ME10,England,1.0
ME11,England,1.0
ME12,England,1.0
ME13,England,1.0
ME14,England,1.0
ME15,England,1.0
ME16,England,1.0
ME17,England,1.0
ME18,England,1.0
ME19,England,1.0
ME20,England,1.0
MK1,England,1.0
MK2,England,1.0
MK3,England,1.0
MK4,England,1.0
MK5,England,1.0
MK6,England,1.0
MK7,England,1.0
MK8,England,1.0
MK9,England,1.0
MK10,England,1.0
MK11,England,1.0
MK12,England,1.0
MK13,England,1.0
MK14,England,1.0
MK15,England,1.0
MK16,England,1.0
MK17,England,1.0
MK18,England,1.0
MK19,England,1.0
MK40,England,1.0
MK41,England,1.0
MK42,England,1.0
MK43,England,1.0
MK44,England,1.0
MK45,England,1.0
MK46,England,1.0
ML1,Scotland,1.0
ML2,Scotland,1.0
ML3,Scotland,1.0
ML4,Scotland,1.0
ML5,Scotland,1.0
ML6,Scotland,1.0
ML7,Scotland,1.0
ML8,Scotland,1.0
ML9,Scotland,1.0
ML10,Scotland,1.0
ML11,Scotland,1.0
ML12,Scotland,1.0
N1,England,1.0
N1C,England,1.0
N2,England,1.0
N3,England,1.0
N4,England,1.0
N5,England,1.0
N6,England,1.0
N7,England,1.0
N8,England,1.0
N9,England,1.0
N10,England,1.0
N11,England,1.0
N12,England,1.0
N13,England,1.0
N14,England,1.0
N15,England,1.0
N16,England,1.0
N17,England,1.0
N18,England,1.0
N19,England,1.0
N20,England,1.0
N21,England,1.0
N22,England,1.0
NE1,England,1.0
NE2,England,1.0
NE3,England,1.0
NE4,England,1.0
NE5,England,1.0
NE6,England,1.0
NE7,England,1.0
NE8,England,1.0
NE9,England,1.0
NE10,England,1.0
NE11,England,1.0
NE12,England,1.0
NE13,England,1.0
NE15,England,1.0
NE16,England,1.0
NE17,England,1.0
NE18,England,1.0
NE19,England,0.9907
NE20,England,1.0
NE21,England,1.0
NE22,England,1.0
NE23,England,1.0
NE24,England,1.0
NE25,England,1.0
NE26,England,1.0
NE27,England,1.0
NE28,England,1.0
NE29,England,1.0
NE30,England,1.0
NE31,England,1.0
NE32,England,1.0
NE33,England,1.0
NE34,England,1.0
NE35,England,1.0
NE36,England,1.0
NE37,England,1.0
NE38,England,1.0
NE39,England,1.0
NE40,England,1.0
NE41,England,1.0
NE42,England,1.0
NE43,England,1.0
NE44,England,1.0
NE45,England,1.0
NE46,England,1.0
NE47,England,1.0
NE48,England,0.9805
NE49,England,1.0
NE61,England,1.0
NE62,England,1.0
NE63,England,1.0
NE64,England,1.0
NE65,England,0.9475
NE66,England,1.0
NE67,England,1.0
NE68,England,1.0
NE69,England,1.0
NE70,England,1.0
NE71,England,0.9856
NG1,England,1.0
NG2,England,1.0
NG3,England,1.0
NG4,England,1.0
NG5,England,1.0
NG6,England,1.0
NG7,England,1.0
NG8,England,1.0
NG9,England,1.0
NG10,England,1.0
NG11,England,1.0
NG12,England,1.0
NG13,England,1.0
NG14,England,1.0
NG15,England,1.0
NG16,England,1.0
NG17,England,1.0
NG18,England,1.0
NG19,England,1.0
NG20,England,1.0
NG21,England,1.0
NG22,England,1.0
NG23,England,1.0
NG24,England,1.0
NG25,England,1.0
NG31,England,1.0
NG32,England,1.0
NG33,England,1.0
NG34,England,1.0
NG90,England,1.0
NN1,England,1.0
NN2,England,1.0
NN3,England,1.0
NN4,England,1.0
NN5,England,1.0
NN6,England,1.0
NN7,England,1.0
NN8,England,1.0
NN9,England,1.0
NN10,England,1.0
NN11,England,1.0
NN12,England,1.0
NN13,England,1.0
NN14,England,1.0
NN15,England,1.0
NN16,England,1.0
NN17,England,1.0
NN18,England,1.0
NN29,England,1.0
NP4,Wales,1.0
NP7,Wales,0.9826
NP8,Wales,1.0
NP10,Wales,1.0
NP11,Wales,1.0
NP12,Wales,1.0
NP13,Wales,1.0
NP15,Wales,1.0
NP16,Wales,0.7111
NP18,Wales,1.0
NP19,Wales,1.0
NP20,Wales,1.0
NP22,Wales,1.0
NP23,Wales,1.0
NP24,Wales,1.0
NP25,Wales,0.8652
NP26,Wales,1.0
NP44,Wales,1.0
NR1,England,1.0
NR2,England,1.0
NR3,England,1.0
NR4,England,1.0
NR5,England,1.0
NR6,England,1.0
NR7,England,1.0
NR8,England,1.0
NR9,England,1.0
NR10,England,1.0
NR11,England,1.0
NR12,England,1.0
NR13,England,1.0
NR14,England,1.0
NR15,England,1.0
NR16,England,1.0
NR17,England,1.0
NR18,England,1.0
NR19,England,1.0
NR20,England,1.0
NR21,England,1.0
NR22,England,1.0
NR23,England,1.0
NR24,England,1.0
NR25,England,1.0
NR26,England,1.0
NR27,England,1.0
NR28,England,1.0
NR29,England,1.0
NR30,England,1.0
NR31,England,1.0
NR32,England,1.0
NR33,England,1.0
NR34,England,1.0
NR35,England,1.0
NW1,England,1.0
NW2,England,1.0
NW3,England,1.0
NW4,England,1.0
NW5,England,1.0
NW6,England,1.0
NW7,England,1.0
NW8,England,1.0
NW9,England,1.0
NW10,England,1.0
NW11,England,1.0
OL1,England,1.0
OL2,England,1.0
OL3,England,1.0
OL4,England,1.0
OL5,England,1.0
OL6,England,1.0
OL7,England,1.0
OL8,England,1.0
OL9,England,1.0
OL10,England,1.0
OL11,England,1.0
OL12,England,1.0
OL13,England,1.0
OL14,England,1.0
OL15,England,1.0
OL16,England,1.0
OX1,England,1.0
OX2,England,1.0
OX3,England,1.0
OX4,England,1.0
OX5,England,1.0
OX7,England,1.0
OX9,England,1.0
OX10,England,1.0
OX11,England,1.0
OX12,England,1.0
OX13,England,1.0
OX14,England,1.0
OX15,England,1.0
OX16,England,1.0
OX17,England,1.0
OX18,England,1.0
OX20,England,1.0
OX25,England,1.0
OX26,England,1.0
OX27,England,1.0
OX28,England,1.0
OX29,England,1.0
OX33,England,1.0
OX39,England,1.0
OX44,England,1.0
OX49,England,1.0
PA1,Scotland,1.0
PA2,Scotland,1.0
PA3,Scotland,1.0
PA4,Scotland,1.0
PA5,Scotland,1.0
PA6,Scotland,1.0
PA7,Scotland,1.0
PA8,Scotland,1.0
PA9,Scotland,1.0
PA10,Scotland,1.0
PA11,Scotland,1.0
PA12,Scotland,1.0
PA13,Scotland,1.0
PA14,Scotland,1.0
PA15,Scotland,1.0
PA16,Scotland,1.0
PA17,Scotland,1.0
PA18,Scotland,1.0
PA19,Scotland,1.0
PA20,Scotland,1.0
PA21,Scotland,1.0
PA22,Scotland,1.0
PA23,Scotland,1.0
PA24,Scotland,1.0
PA25,Scotland,1.0
PA26,Scotland,1.0
PA27,Scotland,1.0
PA28,Scotland,1.0
PA29,Scotland,1.0
PA30,Scotland,1.0
PA31,Scotland,1.0
PA32,Scotland,1.0
PA33,Scotland,1.0
PA34,Scotland,1.0
PA35,Scotland,1.0
PA36,Scotland,1.0
PA37,Scotland,1.0
PA38,Scotland,1.0
PA41,Scotland,1.0
PA42,Scotland,1.0
PA43,Scotland,1.0
PA44,Scotland,1.0
PA45,Scotland,1.0
PA46,Scotland,1.0
PA47,Scotland,1.0
PA48,Scotland,1.0
PA49,Scotland,1.0
PA60,Scotland,1.0
PA61,Scotland,1.0
PA62,Scotland,1.0
PA63,Scotland,1.0
PA64,Scotland,1.0
PA65,Scotland,1.0
PA66,Scotland,1.0
PA67,Scotland,1.0
PA68,Scotland,1.0
PA69,Scotland,1.0
PA70,Scotland,1.0
PA71,Scotland,1.0
PA72,Scotland,1.0
PA73,Scotland,1.0
PA74,Scotland,1.0
PA75,Scotland,1.0
PA76,Scotland,1.0
PA77,Scotland,1.0
PA78,Scotland,1.0
PA80,Scotland,1.0
PE1,England,1.0
PE2,England,1.0
PE3,England,1.0
PE4,England,1.0
PE5,England,1.0
PE6,England,1.0
PE7,England,1.0
PE8,England,1.0
PE9,England,1.0
PE10,England,1.0
PE11,England,1.0
PE12,England,1.0
PE13,England,1.0
PE14,England,1.0
PE15,England,1.0
PE16,England,1.0
PE19,England,1.0
PE20,England,1.0
PE21,England,1.0
PE22,England,1.0
PE23,England,1.0
PE24,England,1.0
PE25,England,1.0
PE26,England,1.0
PE27,England,1.0
PE28,England,1.0
PE29,England,1.0
PE30,England,1.0
PE31,England,1.0
PE32,England,1.0
PE33,England,1.0
PE34,England,1.0
PE35,England,1.0
PE36,England,1.0
PE37,England,1.0
PE38,England,1.0
PH1,Scotland,1.0
PH2,Scotland,1.0
PH3,Scotland,1.0
PH4,Scotland,1.0
PH5,Scotland,1.0
PH6,Scotland,1.0
PH7,Scotland,1.0
PH8,Scotland,1.0
PH9,Scotland,1.0
PH10,Scotland,1.0
PH11,Scotland,1.0
PH12,Scotland,1.0
PH13,Scotland,1.0
PH14,Scotland,1.0
PH15,Scotland,1.0
PH16,Scotland,1.0
PH17,Scotland,1.0
PH18,Scotland,1.0
PH19,Scotland,1.0
PH20,Scotland,1.0
PH21,Scotland,1.0
PH22,Scotland,1.0
PH23,Scotland,1.0
PH24,Scotland,1.0
PH25,Scotland,1.0
PH26,Scotland,1.0
PH30,Scotland,1.0
PH31,Scotland,1.0
PH32,Scotland,1.0
PH33,Scotland,1.0
PH34,Scotland,1.0
PH35,Scotland,1.0
PH36,Scotland,1.0
PH37,Scotland,1.0
PH38,Scotland,1.0
PH39,Scotland,1.0
PH40,Scotland,1.0
PH41,Scotland,1.0
PH42,Scotland,1.0
PH43,Scotland,1.0
PH44,Scotland,1.0
PH49,Scotland,1.0
PH50,Scotland,1.0
PL1,England,1.0
PL2,England,1.0
PL3,England,1.0
PL4,England,1.0
PL5,England,1.0
PL6,England,1.0
PL7,England,1.0
PL8,England,1.0
PL9,England,1.0
PL10,England,1.0
PL11,England,1.0
PL12,England,1.0
PL13,England,1.0
PL14,England,1.0
PL15,England,1.0
PL16,England,1.0
PL17,England,1.0
PL18,England,1.0
PL19,England,1.0
PL20,England,1.0
PL21,England,1.0
PL22,England,1.0
PL23,England,1.0
PL24,England,1.0
PL25,England,1.0
PL26,England,1.0
PL27,England,1.0
PL28,England,1.0
PL29,England,1.0
PL30,England,1.0
PL31,England,1.0
PL32,England,1.0
PL33,England,1.0
PL34,England,1.0
PL35,England,1.0
PO1,England,1.0
PO2,England,1.0
PO3,England,1.0
PO4,England,1.0
PO5,England,1.0
PO6,England,1.0
PO7,England,1.0
PO8,England,1.0
PO9,England,1.0
PO10,England,1.0
PO11,England,1.0
PO12,England,1.0
PO13,England,1.0
PO14,England,1.0
PO15,England,1.0
PO16,England,1.0
PO17,England,1.0
PO18,England,1.0
PO19,England,1.0
PO20,England,1.0
PO21,England,1.0
PO22,England,1.0
PO30,England,1.0
PO31,England,1.0
PO32,England,1.0
PO33,England,1.0
PO34,England,1.0
PO35,England,1.0
PO36,England,1.0
PO37,England,1.0
PO38,England,1.0
PO39,England,1.0
PO40,England,1.0
PO41,England,1.0
PR1,England,1.0
PR2,England,1.0
PR3,England,1.0
PR4,England,1.0
PR5,England,1.0
PR6,England,1.0
PR7,England,1.0
PR8,England,1.0
PR9,England,1.0
PR25,England,1.0
PR26,England,1.0
RG1,England,1.0
RG2,England,1.0
RG4,England,1.0
RG5,England,1.0
RG6,England,1.0
RG7,England,1.0
RG8,England,1.0
RG9,England,1.0
RG10,England,1.0
RG12,England,1.0
RG14,England,1.0
RG17,England,1.0
RG18,England,1.0
RG19,England,1.0
RG20,England,1.0
RG21,England,1.0
RG22,England,1.0
RG23,England,1.0
RG24,England,1.0
RG25,England,1.0
RG26,England,1.0
RG27,England,1.0
RG28,England,1.0
RG29,England,1.0
RG30,England,1.0
RG31,England,1.0
RG40,England,1.0
RG41,England,1.0
RG42,England,1.0
RG45,England,1.0
RH1,England,1.0
RH2,England,1.0
RH3,England,1.0
RH4,England,1.0
RH5,England,1.0
RH6,England,1.0
RH7,England,1.0
RH8,England,1.0
RH9,England,1.0
RH10,England,1.0
RH11,England,1.0
RH12,England,1.0
RH13,England,1.0
RH14,England,1.0
RH15,England,1.0
RH16,England,1.0
RH17,England,1.0
RH18,England,1.0
RH19,England,1.0
RH20,England,1.0
RM1,England,1.0
RM2,England,1.0
RM3,England,1.0
RM4,England,1.0
RM5,England,1.0
RM6,England,1.0
RM7,England,1.0
RM8,England,1.0
RM9,England,1.0
RM10,England,1.0
RM11,England,1.0
RM12,England,1.0
RM13,England,1.0
RM14,England,1.0
RM15,England,1.0
RM16,England,1.0
RM17,England,1.0
RM18,England,1.0
RM19,England,1.0
RM20,England,1.0
S1,England,1.0
S2,England,1.0
S3,England,1.0
S4,England,1.0
S5,England,1.0
S6,England,1.0
S7,England,1.0
S8,England,1.0
S9,England,1.0
S10,England,1.0
S11,England,1.0
S12,England,1.0
S13,England,1.0
S14,England,1.0
S17,England,1.0
S18,England,1.0
S20,England,1.0
S21,England,1.0
S25,England,1.0
S26,England,1.0
S32,England,1.0
S33,England,1.0
S35,England,1.0
S36,England,1.0
S40,England,1.0
S41,England,1.0
S42,England,1.0
S43,England,1.0
S44,England,1.0
S45,England,1.0
S60,England,1.0
S61,England,1.0
S62,England,1.0
S63,England,1.0
S64,England,1.0
S65,England,1.0
S66,England,1.0
S70,England,1.0
S71,England,1.0
S72,England,1.0
S73,England,1.0
S74,England,1.0
S75,England,1.0
S80,England,1.0
S81,England,1.0
SA1,Wales,1.0
SA2,Wales,1.0
SA3,Wales,1.0
SA4,Wales,1.0
SA5,Wales,1.0
SA6,Wales,1.0
SA7,Wales,1.0
SA8,Wales,1.0
SA9,Wales,1.0
SA10,Wales,1.0
SA11,Wales,1.0
SA12,Wales,1.0
SA13,Wales,1.0
SA14,Wales,1.0
SA15,Wales,1.0
SA16,Wales,1.0
SA17,Wales,1.0
SA18,Wales,1.0
SA19,Wales,1.0
SA20,Wales,1.0
SA31,Wales,1.0
SA32,Wales,1.0
SA33,Wales,1.0
SA34,Wales,1.0
SA35,Wales,1.0
SA36,Wales,1.0
SA37,Wales,1.0
SA38,Wales,1.0
SA39,Wales,1.0
SA40,Wales,1.0
SA41,Wales,1.0
SA42,Wales,1.0
SA43,Wales,1.0
SA44,Wales,1.0
SA45,Wales,1.0
SA46,Wales,1.0
SA47,Wales,1.0
SA48,Wales,1.0
SA61,Wales,1.0
SA62,Wales,1.0
SA63,Wales,1.0
SA64,Wales,1.0
SA65,Wales,1.0
SA66,Wales,1.0
SA67,Wales,1.0
SA68,Wales,1.0
SA69,Wales,1.0
SA70,Wales,1.0
SA71,Wales,1.0
SA72,Wales,1.0
SA73,Wales,1.0
SE1,England,1.0
SE2,England,1.0
SE3,England,1.0
SE4,England,1.0
SE5,England,1.0
SE6,England,1.0
SE7,England,1.0
SE8,England,1.0
SE9,England,1.0
SE10,England,1.0
SE11,England,1.0
SE12,England,1.0
SE13,England,1.0
SE14,England,1.0
SE15,England,1.0
SE16,England,1.0
SE17,England,1.0
SE18,England,1.0
SE19,England,1.0
SE20,England,1.0
SE21,England,1.0
SE22,England,1.0
SE23,England,1.0
SE24,England,1.0
SE25,England,1.0
SE26,England,1.0
SE27,England,1.0
SE28,England,1.0
SG1,England,1.0
SG2,England,1.0
SG3,England,1.0
SG4,England,1.0
SG5,England,1.0
SG6,England,1.0
SG7,England,1.0
SG8,England,1.0
SG9,England,1.0
SG10,England,1.0
SG11,England,1.0
SG12,England,1.0
SG13,England,1.0
SG14,England,1.0
SG15,England,1.0
SG16,England,1.0
SG17,England,1.0
SG18,England,1.0
SG19,England,1.0
SK1,England,1.0
SK2,England,1.0
SK3,England,1.0
SK4,England,1.0
SK5,England,1.0
SK6,England,1.0
SK7,England,1.0
SK8,England,1.0
SK9,England,1.0
SK10,England,1.0
SK11,England,1.0
SK12,England,1.0
SK13,England,1.0
SK14,England,1.0
SK15,England,1.0
SK16,England,1.0
SK17,England,1.0
SK22,England,1.0
SK23,England,1.0
SL0,England,1.0
SL1,England,1.0
SL2,England,1.0
SL3,England,1.0
SL4,England,1.0
SL5,England,1.0
SL6,England,1.0
SL7,England,1.0
SL8,England,1.0
SL9,England,1.0
SM1,England,1.0
SM2,England,1.0
SM3,England,1.0
SM4,England,1.0
SM5,England,1.0
SM6,England,1.0
SM7,England,1.0
SN1,England,1.0
SN2,England,1.0
SN3,England,1.0
SN4,England,1.0
SN5,England,1.0
SN6,England,1.0
SN7,England,1.0
SN8,England,1.0
SN9,England,1.0
SN10,England,1.0
SN11,England,1.0
SN12,England,1.0
SN13,England,1.0
SN14,England,1.0
SN15,England,1.0
SN16,England,1.0
SN25,England,1.0
SN26,England,1.0
SO14,England,1.0
SO15,England,1.0
SO16,England,1.0
SO17,England,1.0
SO18,England,1.0
SO19,England,1.0
SO20,England,1.0
SO21,England,1.0
SO22,England,1.0
SO23,England,1.0
SO24,England,1.0
SO30,England,1.0
SO31,England,1.0
SO32,England,1.0
SO40,England,1.0
SO41,England,1.0
SO42,England,1.0
SO43,England,1.0
SO45,England,1.0
SO50,England,1.0
SO51,England,1.0
SO52,England,1.0
SO53,England,1.0
SP1,England,1.0
SP2,England,1.0
SP3,England,1.0
SP4,England,1.0
SP5,England,1.0
SP6,England,1.0
SP7,England,1.0
SP8,England,1.0
SP9,England,1.0
SP10,England,1.0
SP11,England,1.0
SR1,England,1.0
SR2,England,1.0
SR3,England,1.0
SR4,England,1.0
SR5,England,1.0
SR6,England,1.0
SR7,England,1.0
SR8,England,1.0
SS0,England,1.0
SS1,England,1.0
SS2,England,1.0
SS3,England,1.0
SS4,England,1.0
SS5,England,1.0
SS6,England,1.0
SS7,England,1.0
SS8,England,1.0
SS9,England,1.0
SS11,England,1.0
SS12,England,1.0
SS13,England,1.0
SS14,England,1.0
SS15,England,1.0
SS16,England,1.0
SS17,England,1.0
ST1,England,1.0
ST2,England,1.0
ST3,England,1.0
ST4,England,1.0
ST5,England,1.0
ST6,England,1.0
ST7,England,1.0
ST8,England,1.0
ST9,England,1.0
ST10,England,1.0
ST11,England,1.0
ST12,England,1.0
ST13,England,1.0
ST14,England,1.0
ST15,England,1.0
ST16,England,1.0
ST17,England,1.0
ST18,England,1.0
ST19,England,1.0
ST20,England,1.0
ST21,England,1.0
SW1A,England,1.0
SW1E,England,1.0
SW1H,England,1.0
SW1P,England,1.0
SW1V,England,1.0
SW1W,England,1.0
SW1X,England,1.0
SW1Y,England,1.0
SW2,England,1.0
SW3,England,1.0
SW4,England,1.0
SW5,England,1.0
SW6,England,1.0
SW7,England,1.0
SW8,England,1.0
SW9,England,1.0
SW10,England,1.0
SW11,England,1.0
SW12,England,1.0
SW13,England,1.0
SW14,England,1.0
SW15,England,1.0
SW16,England,1.0
SW17,England,1.0
SW18,England,1.0
SW19,England,1.0
SW20,England,1.0
SY1,England,1.0
SY2,England,1.0
SY3,England,1.0
SY4,England,0.9994
SY5,England,0.9528
SY6,England,1.0
SY7,England,0.979
SY8,England,1.0
SY9,England,0.9645
SY10,Wales,0.691
SY11,England,0.9846
SY12,England,0.9823
SY13,England,0.7593
SY14,England,0.873
SY15,Wales,0.6637
SY16,Wales,0.9946
SY17,Wales,1.0
SY18,Wales,1.0
SY19,Wales,1.0
SY20,Wales,1.0
SY21,Wales,0.9659
SY22,Wales,0.9819
SY23,Wales,1.0
SY24,Wales,1.0
SY25,Wales,1.0
TA1,England,1.0
TA2,England,1.0
TA3,England,1.0
TA4,England,1.0
TA5,England,1.0
TA6,England,1.0
TA7,England,1.0
TA8,England,1.0
TA9,England,1.0
TA10,England,1.0
TA11,England,1.0
TA12,England,1.0
TA13,England,1.0
TA14,England,1.0
TA15,England,1.0
TA16,England,1.0
TA17,England,1.0
TA18,England,1.0
TA19,England,1.0
TA20,England,1.0
TA21,England,1.0
TA22,England,1.0
TA23,England,1.0
TA24,England,1.0
TD1,Scotland,1.0
TD2,Scotland,1.0
TD3,Scotland,1.0
TD4,Scotland,1.0
TD5,Scotland,0.9801
TD6,Scotland,1.0
TD7,Scotland,1.0
TD8,Scotland,0.9851
TD9,Scotland,0.9549
TD10,Scotland,1.0
TD11,Scotland,1.0
TD12,England,0.641
TD13,Scotland,1.0
TD14,Scotland,1.0
TD15,England,0.6393
TF1,England,1.0
TF2,England,1.0
TF3,England,1.0
TF4,England,1.0
TF5,England,1.0
TF6,England,1.0
TF7,England,1.0
TF8,England,1.0
TF9,England,1.0
TF10,England,1.0
TF11,England,1.0
TF12,England,1.0
TF13,England,1.0
TN1,England,1.0
TN2,England,1.0
TN3,England,1.0
TN4,England,1.0
TN5,England,1.0
TN6,England,1.0
TN7,England,1.0
TN8,England,1.0
TN9,England,1.0
TN10,England,1.0
TN11,England,1.0
TN12,England,1.0
TN13,England,1.0
TN14,England,1.0
TN15,England,1.0
TN16,England,1.0
TN17,England,1.0
TN18,England,1.0
TN19,England,1.0
TN20,England,1.0
TN21,England,1.0
TN22,England,1.0
TN23,England,1.0
TN24,England,1.0
TN25,England,1.0
TN26,England,1.0
TN27,England,1.0
TN28,England,1.0
TN29,England,1.0
TN30,England,1.0
TN31,England,1.0
TN32,England,1.0
TN33,England,1.0
TN34,England,1.0
TN35,England,1.0
TN36,England,1.0
TN37,England,1.0
TN38,England,1.0
TN39,England,1.0
TN40,England,1.0
TQ1,England,1.0
TQ2,England,1.0
TQ3,England,1.0
TQ4,England,1.0
TQ5,England,1.0
TQ6,England,1.0
TQ7,England,1.0
TQ8,England,1.0
TQ9,England,1.0
TQ10,England,1.0
TQ11,England,1.0
TQ12,England,1.0
TQ13,England,1.0
TQ14,England,1.0
TR1,England,1.0
TR2,England,1.0
TR3,England,1.0
TR4,England,1.0
TR5,England,1.0
TR6,England,1.0
TR7,England,1.0
TR8,England,1.0
TR9,England,1.0
TR10,England,1.0
TR11,England,1.0
TR12,England,1.0
TR13,England,1.0
TR14,England,1.0
TR15,England,1.0
TR16,England,1.0
TR17,England,1.0
TR18,England,1.0
TR19,England,1.0
TR20,England,1.0
TR21,England,1.0
TR22,England,1.0
TR23,England,1.0
TR24,England,1.0
TR25,England,1.0
TR26,England,1.0
TR27,England,1.0
TS1,England,1.0
TS2,England,1.0
TS3,England,1.0
TS4,England,1.0
TS5,England,1.0
TS6,England,1.0
TS7,England,1.0
TS8,England,1.0
TS9,England,1.0
TS10,England,1.0
TS11,England,1.0
TS12,England,1.0
TS13,England,1.0
TS14,England,1.0
TS15,England,1.0
TS16,England,1.0
TS17,England,1.0
TS18,England,1.0
TS19,England,1.0
TS20,England,1.0
TS21,England,1.0
TS22,England,1.0
TS23,England,1.0
TS24,England,1.0
TS25,England,1.0
TS26,England,1.0
TS27,England,1.0
TS28,England,1.0
TS29,England,1.0
TW1,England,1.0
TW2,England,1.0
TW3,England,1.0
TW4,England,1.0
TW5,England,1.0
TW6,England,1.0
TW7,England,1.0
TW8,England,1.0
TW9,England,1.0
TW10,England,1.0
TW11,England,1.0
TW12,England,1.0
TW13,England,1.0
TW14,England,1.0
TW15,England,1.0
TW16,England,1.0
TW17,England,1.0
TW18,England,1.0
TW19,England,1.0
TW20,England,1.0
UB1,England,1.0
UB2,England,1.0
UB3,England,1.0
UB4,England,1.0
UB5,England,1.0
UB6,England,1.0
UB7,England,1.0
UB8,England,1.0
UB9,England,1.0
UB10,England,1.0
UB11,England,1.0
W1B,England,1.0
W1C,England,1.0
W1D,England,1.0
W1F,England,1.0
W1G,England,1.0
W1H,England,1.0
W1J,England,1.0
W1K,England,1.0
W1S,England,1.0
W1T,England,1.0
W1U,England,1.0
W1W,England,1.0
W2,England,1.0
W3,England,1.0
W4,England,1.0
W5,England,1.0
W6,England,1.0
W7,England,1.0
W8,England,1.0
W9,England,1.0
W10,England,1.0
W11,England,1.0
W12,England,1.0
W13,England,1.0
W14,England,1.0
WA1,England,1.0
WA2,England,1.0
WA3,England,1.0
WA4,England,1.0
WA5,England,1.0
WA6,England,1.0
WA7,England,1.0
WA8,England,1.0
WA9,England,1.0
WA10,England,1.0
WA11,England,1.0
WA12,England,1.0
WA13,England,1.0
WA14,England,1.0
WA15,England,1.0
WA16,England,1.0
WC1A,England,1.0
WC1B,England,1.0
WC1E,England,1.0
WC1H,England,1.0
WC1N,England,1.0
WC1R,England,1.0
WC1V,England,1.0
WC1X,England,1.0
WC2A,England,1.0
WC2B,England,1.0
WC2E,England,1.0
WC2H,England,1.0
WC2N,England,1.0
WC2R,England,1.0
WD3,England,1.0
WD4,England,1.0
WD5,England,1.0
WD6,England,1.0
WD7,England,1.0
WD17,England,1.0
WD18,England,1.0
WD19,England,1.0
WD23,England,1.0
WD24,England,1.0
WD25,England,1.0
WF1,England,1.0
WF2,England,1.0
WF3,England,1.0
WF4,England,1.0
WF5,England,1.0
WF6,England,1.0
WF7,England,1.0
WF8,England,1.0
WF9,England,1.0
WF10,England,1.0
WF11,England,1.0
WF12,England,1.0
