name,sw_high,sw_low
EC1R 1,0.126696,0.203239
EC1R 3,0.106576,0.217467
EC1R 4,0.083955,0.182869
EC1R 5,0.114234,0.216035
EC1V 0,0.199694,0.399441
EC1V 1,0.165614,0.314364
EC1V 2,0.088356,0.380509
EC1V 3,0.122400,0.244858
EC1V 4,0.111028,0.298070
EC1V 7,0.111037,0.324403
EC1V 8,0.160765,0.276828
EC1V 9,0.144960,0.395237
EC1Y 0,0.037135,0.161187
EC1Y 1,0.057715,0.124327
EC1Y 2,0.057715,0.124327
EC1Y 4,0.092198,0.227775
EC1Y 8,0.125483,0.204015
EC2A 1,0.206754,0.343743
EC2A 2,0.251502,0.536088
EC2A 3,0.346243,0.670019
EC2A 4,0.180121,0.427987
EC2M 1,0.018272,0.293387
EC2M 2,0.064618,0.284710
EC2M 3,0.018861,0.173819
EC2M 4,0.011465,0.164478
EC2M 5,0.014992,0.471497
EC2M 6,0.021656,0.199570
EC2M 7,0.014992,0.317651
EC2N 1,0.025477,0.112955
EC2N 2,0.021838,0.096818
EC2N 3,0.033231,0.103854
EC2N 4,0.029397,0.091871
EC2R 5,0.019767,0.245683
EC2R 6,0.018492,0.197575
EC2R 7,0.014698,0.413457
EC2R 8,0.017371,0.155297
EC2V 5,0.012515,0.026982
EC2V 6,0.010131,0.021843
EC2V 7,0.008684,0.018722
EC2V 8,0.013297,0.028668
EC2Y 5,0.013448,0.035512
EC2Y 8,0.006724,0.017756
EC2Y 9,0.013053,0.063879
EC3A 1,0.027682,0.059682
EC3A 2,0.025275,0.054493
EC3A 3,0.025275,0.054493
EC3A 4,0.026423,0.056970
EC3A 5,0.017616,0.037980
EC3A 6,0.023253,0.050133
EC3A 7,0.017097,0.036863
EC3A 8,0.019377,0.041778
EC3M 1,0.013953,0.030083
EC3M 2,0.022591,0.048706
EC3M 3,0.018976,0.040913
EC3M 4,0.017571,0.037883
EC3M 5,0.013554,0.029224
EC3M 6,0.018976,0.040913
EC3M 7,0.013953,0.030083
EC3M 8,0.018246,0.039340
EC3N 1,0.009979,0.021515
EC3N 2,0.008961,0.019320
EC3N 3,0.015681,0.033809
EC3N 4,0.013305,0.028687
EC3R 5,0.015118,0.091204
EC3R 6,0.012599,0.298225
EC3R 7,0.011062,0.066735
EC3R 8,0.010308,0.062184
EC3V 0,0.012204,0.026312
EC3V 1,0.016562,0.035709
EC3V 3,0.011594,0.024996
EC3V 4,0.021079,0.045448
EC3V 9,0.011311,0.024387
EC4A 1,0.038738,0.057596
EC4A 2,0.050658,0.126599
EC4A 3,0.042035,0.062497
EC4A 4,0.313590,0.369639
EC4M 5,0.046033,0.076812
EC4M 6,0.046033,0.076812
EC4M 7,0.060799,0.086210
EC4M 8,0.037509,0.062588
EC4M 9,0.023552,0.039299
EC4N 1,0.021452,0.067041
EC4N 4,0.019920,0.062252
EC4N 5,0.019233,0.060106
EC4N 6,0.017992,0.120744
EC4N 7,0.017430,0.054471
EC4N 8,0.019920,0.062252
EC4R 0,0.051045,0.125497
EC4R 1,0.058337,0.143425
EC4R 2,0.060498,0.185774
EC4R 3,0.165480,0.393425
EC4R 9,0.060498,0.148737
EC4V 2,0.177434,0.216418
EC4V 3,0.563286,0.616916
EC4V 4,0.170519,0.201706
EC4V 5,0.093739,0.114334
EC4V 6,0.332575,0.429993
EC4Y 0,0.459262,0.617103
EC4Y 1,0.132439,0.232852
EC4Y 7,0.180484,0.280700
EC4Y 8,0.172175,0.261733
EC4Y 9,0.209262,0.342103
EH1 1,0.082663,0.144864
EH1 2,0.106033,0.151704
EH1 3,0.058387,0.099870
EH10 4,0.108086,0.142284
EH10 5,0.063574,0.104023
EH10 6,0.038804,0.107541
EH10 7,0.042677,0.099148
EH10 9,0.064600,0.114719
EH11 1,0.077107,0.149646
EH11 2,0.112912,0.189475
EH11 3,0.071779,0.156402
EH11 4,0.095147,0.148225
EH12 0,0.127670,0.153387
EH12 1,0.098982,0.159563
EH12 5,0.094333,0.185370
EH12 6,0.067602,0.136413
EH12 7,0.111040,0.177747
EH12 8,0.097797,0.147374
EH12 9,0.113482,0.145388
EH13 0,0.085698,0.125000
EH13 9,0.144106,0.244458
EH14 1,0.103835,0.151740
EH14 2,0.086290,0.137455
EH14 3,0.051421,0.109215
EH14 4,0.090807,0.173074
EH14 5,0.053720,0.121103
EH14 6,0.040296,0.071578
EH14 7,0.048289,0.106153
EH14 9,0.072533,0.128841
EH15 1,0.114032,0.182340
EH15 2,0.060082,0.102582
EH15 3,0.093682,0.138964
EH15 9,0.089874,0.142498
EH16 4,0.112914,0.187620
EH16 5,0.071599,0.148907
EH16 6,0.079885,0.131637
EH16 9,0.088070,0.154912
EH17 7,0.091175,0.176972
EH17 8,0.074021,0.129856
EH18 1,0.039195,0.105630
EH19 2,0.075843,0.134698
EH19 3,0.100059,0.140147
EH2 1,0.061423,0.101629
EH2 2,0.029870,0.043363
EH2 3,0.014638,0.072327
EH2 4,0.023980,0.062981
EH20 9,0.047626,0.082254
EH21 6,0.067697,0.146864
EH21 7,0.072167,0.136210
EH21 8,0.059903,0.109795
EH22 1,0.064269,0.122659
EH22 2,0.109401,0.204788
EH22 3,0.097178,0.191491
EH22 4,0.157414,0.240100
EH22 5,0.101337,0.192691
EH22 9,0.081983,0.145672
EH23 4,0.072879,0.129176
EH24 9,0.015449,0.042084
EH25 9,0.070584,0.106137
EH26 0,0.069473,0.121498
EH26 6,0.080939,0.128079
EH26 8,0.120092,0.153959
EH26 9,0.046285,0.101829
EH27 8,0.042374,0.070787
EH28 8,0.059189,0.074600
EH29 9,0.047870,0.072121
EH3 5,0.062116,0.124477
EH3 6,0.061114,0.127846
EH3 7,0.027849,0.103286
EH3 8,0.045022,0.152364
EH3 9,0.106006,0.169570
EH30 9,0.118667,0.161628
EH31 2,0.021259,0.099131
EH32 0,0.060841,0.104552
EH32 9,0.069565,0.142022
EH33 1,0.093072,0.199102
EH33 2,0.106326,0.168582
EH34 5,0.123493,0.180339
EH35 5,0.108269,0.202390
EH36 5,0.033734,0.057721
EH37 5,0.012805,0.035201
EH38 5,0.086804,0.110790
EH39 4,0.143937,0.207215
EH39 5,0.096687,0.144665
EH39 9,0.120049,0.176217
EH4 1,0.069526,0.132500
EH4 2,0.083239,0.150692
EH4 3,0.095763,0.157876
EH4 4,0.088897,0.172972
EH4 5,0.064989,0.110882
EH4 6,0.047989,0.108353
EH4 7,0.083882,0.155010
EH4 8,0.082616,0.130510
EH4 9,0.077882,0.141878
EH40 3,0.129703,0.188465
EH41 3,0.129528,0.197777
EH41 4,0.119918,0.197474
EH41 9,0.064380,0.579575
EH42 1,0.055781,0.108719
EH43 6,0.105667,0.146433
EH44 6,0.104155,0.170590
EH45 8,0.061373,0.102221
EH45 9,0.077857,0.127574
EH46 7,0.055671,0.083917
EH47 0,0.072370,0.130051
EH47 7,0.048116,0.084527
EH47 8,0.105622,0.129765
EH47 9,0.060135,0.123199
EH48 1,0.088049,0.146914
EH48 2,0.064900,0.125346
EH48 3,0.089915,0.137784
EH48 4,0.067132,0.108227
EH48 9,0.077339,0.130749
EH49 6,0.113709,0.143254
EH49 7,0.045623,0.078587
EH49 9,0.079224,0.111610
EH5 1,0.050981,0.097329
EH5 2,0.041150,0.062915
EH5 3,0.030432,0.060119
EH51 0,0.081963,0.124190
EH51 1,0.099138,0.160849
EH51 9,0.113143,0.189498
EH52 1,0.098848,0.126035
EH52 5,0.088359,0.128193
EH52 6,0.061565,0.090824
EH53 0,0.043742,0.090509
EH54 0,0.048991,0.076846
EH54 5,0.112124,0.155094
EH54 6,0.071491,0.107582
EH54 7,0.112656,0.169852
EH54 8,0.056564,0.106202
EH54 9,0.048197,0.085783
EH55 8,0.077753,0.106149
EH6 4,0.076600,0.128405
EH6 5,0.111399,0.202135
EH6 6,0.087021,0.157350
EH6 7,0.105783,0.148512
EH6 8,0.084481,0.185008
EH7 4,0.062224,0.140920
EH7 5,0.110049,0.164401
EH7 6,0.053274,0.087903
EH7 9,0.075132,0.128987
EH8 7,0.044783,0.069714
EH8 8,0.206367,0.284077
EH8 9,0.135373,0.233788
EH9 1,0.096394,0.179583
EH9 2,0.072173,0.153566
EH9 3,0.085703,0.129420
EH9 8,0.085645,0.158874
EN1 1,0.091398,0.217748
EN1 2,0.059706,0.115650
EN1 3,0.062666,0.158586
EN1 4,0.079374,0.136321
EN1 9,0.073925,0.158542
EN10 6,0.146977,0.292327
EN10 7,0.035100,0.135392
EN11 0,0.031969,0.171361
EN11 1,0.069689,0.213611
EN11 8,0.021404,0.088382
EN11 9,0.166138,0.414290
EN2 0,0.192669,0.313607
EN2 6,0.240330,0.456730
EN2 7,0.094780,0.182071
EN2 8,0.094412,0.190705
EN2 9,0.093420,0.124312
EN3 4,0.082035,0.235796
EN3 5,0.087710,0.308709
EN3 6,0.027532,0.131787
EN3 7,0.070468,0.239879
EN4 0,0.066119,0.131974
EN4 8,0.066558,0.202605
EN4 9,0.050694,0.165523
EN5 1,0.041222,0.134054
EN5 2,0.161525,0.262430
EN5 3,0.133126,0.203913
EN5 4,0.069376,0.118041
EN5 5,0.068992,0.233415
EN5 9,0.095196,0.197779
EN6 1,0.086327,0.181557
EN6 2,0.151516,0.235812
EN6 3,0.073566,0.120876
EN6 4,0.052437,0.118722
EN6 5,0.056052,0.134215
EN6 9,0.084853,0.160961
EN7 5,0.035433,0.107346
EN7 6,0.055470,0.102324
EN8 0,0.068381,0.224304
EN8 1,0.084250,0.236507
EN8 7,0.040967,0.196840
EN8 8,0.033404,0.191270
EN8 9,0.204041,0.345800
EN9 1,0.129120,0.225066
EN9 2,0.111586,0.220247
EN9 3,0.108349,0.173243
EX1 1,0.037725,0.089521
EX1 2,0.064284,0.116620
EX1 3,0.013845,0.040243
EX1 4,0.008281,0.017849
EX1 9,0.016344,0.035228
EX10 0,0.044244,0.078754
EX10 1,0.033680,0.060329
EX10 8,0.179124,0.299376
EX10 9,0.057875,0.120794
EX11 1,0.030335,0.066714
EX12 2,0.094532,0.153786
EX12 3,0.063077,0.117801
EX12 4,0.027389,0.083443
EX12 9,0.076690,0.133639
EX13 5,0.067766,0.095618
EX13 7,0.053025,0.089285
EX13 8,0.062846,0.133259
EX13 9,0.060534,0.096417
EX14 0,0.053573,0.080270
EX14 1,0.096131,0.123356
EX14 2,0.019816,0.042616
EX14 3,0.077228,0.117972
EX14 4,0.037478,0.053120
EX14 9,0.023717,0.045334
EX15 1,0.029687,0.061782
EX15 2,0.031022,0.061577
EX15 3,0.047019,0.071256
EX15 9,0.035852,0.065160
EX16 0,0.015924,0.032533
EX16 4,0.022491,0.054696
EX16 5,0.073138,0.151400
EX16 6,0.041916,0.080632
EX16 7,0.019186,0.050741
EX16 8,0.016231,0.036980
EX16 9,0.042923,0.068281
EX17 1,0.012450,0.056294
EX17 2,0.087054,0.121675
EX17 3,0.030098,0.064166
EX17 4,0.010417,0.012033
EX17 5,0.035886,0.054528
EX17 6,0.014355,0.020017
EX17 9,0.026566,0.046206
EX18 7,0.020578,0.046220
EX19 8,0.023058,0.037011
EX2 0,0.013480,0.051051
EX2 4,0.051535,0.091020
EX2 5,0.034328,0.051028
EX2 6,0.053794,0.098257
EX2 7,0.044612,0.079676
EX2 8,0.038260,0.194544
EX2 9,0.037778,0.111977
EX20 1,0.012210,0.045345
EX20 2,0.011606,0.034966
EX20 3,0.015900,0.036662
EX20 4,0.010325,0.044865
EX20 9,0.013060,0.041269
EX21 5,0.021360,0.028600
EX22 6,0.009927,0.033519
EX22 7,0.006812,0.039749
EX22 9,0.009333,0.037977
EX23 0,0.029156,0.059630
EX23 8,0.053809,0.130464
EX23 9,0.025641,0.063677
EX24 6,0.075210,0.141060
EX3 0,0.051800,0.131696
EX31 1,0.127507,0.226430
EX31 2,0.036394,0.077264
EX31 3,0.027719,0.052249
EX31 4,0.030551,0.053780
EX32 0,0.024384,0.078390
EX32 2,0.017990,0.042372
EX32 7,0.067398,0.122496
EX32 8,0.040982,0.099210
EX32 9,0.042672,0.112182
EX33 1,0.026146,0.047888
EX33 2,0.035791,0.082680
EX34 0,0.037754,0.077550
EX34 4,0.036014,0.090199
EX34 7,0.045387,0.132731
EX34 8,0.018509,0.068677
EX34 9,0.045043,0.100017
EX35 6,0.108413,0.118348
EX36 3,0.031211,0.061753
EX36 4,0.023535,0.033763
EX36 9,0.027711,0.048407
EX37 9,0.005291,0.020505
EX38 7,0.015655,0.052149
EX38 8,0.011986,0.013885
EX38 9,0.015062,0.033296
EX39 1,0.039563,0.073338
EX39 2,0.084467,0.162710
EX39 3,0.021284,0.035136
EX39 4,0.047261,0.094465
EX39 5,0.028938,0.067729
EX39 6,0.023458,0.055269
EX39 9,0.017862,0.035390
EX4 0,0.023662,0.116775
EX4 1,0.087516,0.227677
EX4 2,0.082324,0.126271
EX4 3,0.051395,0.110497
EX4 4,0.039139,0.074191
EX4 5,0.019626,0.039789
EX4 6,0.055206,0.105690
EX4 7,0.031086,0.054908
EX4 8,0.054732,0.100628
EX4 9,0.009053,0.027288
EX5 1,0.068279,0.131803
EX5 2,0.050651,0.073646
EX5 3,0.045303,0.123035
EX5 4,0.022308,0.034923
EX5 5,0.026893,0.047657
EX5 7,0.031068,0.066906
EX6 6,0.007567,0.020792
EX6 7,0.032146,0.057882
EX6 8,0.026165,0.070193
EX7 0,0.012544,0.036232
EX7 7,0.025610,0.057243
EX7 9,0.039634,0.079770
EX8 1,0.152374,0.325741
EX8 2,0.056230,0.093670
EX8 3,0.093602,0.107145
EX8 4,0.025302,0.066023
EX8 5,0.026684,0.061226
EX8 9,0.067537,0.128591
EX9 6,0.005156,0.039694
EX9 7,0.009594,0.065659
EX9 9,0.008526,0.050521
FK1 1,0.092826,0.141804
FK1 2,0.100468,0.132104
FK1 3,0.123228,0.139880
FK1 4,0.062799,0.114341
FK1 5,0.086313,0.143845
FK1 9,0.058113,0.086020
FK10 1,0.163632,0.249386
FK10 2,0.137668,0.168874
FK10 3,0.093426,0.134996
FK10 4,0.063939,0.097241
FK10 9,0.047562,0.066574
FK11 7,0.120470,0.148403
FK12 5,0.553580,0.665996
FK13 6,0.241844,0.306539
FK14 7,0.138064,0.180289
FK15 0,0.046372,0.053560
FK15 5,0.060396,0.074006
FK15 9,0.068970,0.084855
FK16 6,0.017778,0.033233
FK17 8,0.110831,0.174014
FK18 8,0.232747,0.256743
FK19 8,0.080564,0.120646
FK2 0,0.071362,0.093324
FK2 7,0.083289,0.128094
FK2 8,0.075563,0.115344
FK2 9,0.047531,0.092881
FK20 8,0.168039,0.215519
FK21 8,0.133996,0.191884
FK3 0,0.094834,0.209797
FK3 3,0.123747,0.219270
FK3 8,0.150546,0.233124
FK3 9,0.109833,0.215903
FK4 1,0.029610,0.055391
FK4 2,0.041475,0.100501
FK5 3,0.048292,0.074400
FK5 4,0.027283,0.059948
FK6 5,0.095240,0.141440
FK6 6,0.069219,0.129630
FK7 0,0.040825,0.084393
FK7 1,0.034051,0.056179
FK7 7,0.097170,0.185145
FK7 8,0.048968,0.062721
FK7 9,0.092967,0.126122
FK8 1,0.144192,0.212223
FK8 2,0.119799,0.170161
FK8 3,0.053012,0.087002
FK9 4,0.054894,0.129578
FK9 5,0.079068,0.115915
FY1 1,0.081032,0.131068
FY1 2,0.056321,0.099194
FY1 3,0.095394,0.126510
FY1 4,0.072327,0.110234
FY1 5,0.094356,0.137688
FY1 6,0.103563,0.218888
FY1 9,0.039158,0.065419
FY2 0,0.102555,0.191516
FY2 9,0.081418,0.121876
FY3 0,0.071501,0.117157
FY3 7,0.055879,0.097147
FY3 8,0.037727,0.069794
FY3 9,0.071173,0.133629
FY4 1,0.084067,0.199124
FY4 2,0.034397,0.156850
FY4 3,0.069886,0.226386
FY4 4,0.062953,0.141398
FY4 5,0.079712,0.150624
FY5 1,0.067703,0.156992
FY5 2,0.015774,0.086213
FY5 3,0.057692,0.175991
FY5 4,0.030208,0.076908
FY5 5,0.037449,0.087949
FY5 9,0.041346,0.119063
FY6 0,0.054655,0.121395
FY6 6,0.026044,0.050138
FY6 7,0.042738,0.096496
FY6 8,0.115065,0.175306
FY6 9,0.037585,0.065371
FY7 6,0.094865,0.225231
FY7 7,0.014286,0.065246
FY7 8,0.028749,0.076471
FY7 9,0.047865,0.125293
FY8 1,0.053580,0.070503
FY8 2,0.030590,0.110706
FY8 3,0.042425,0.143254
FY8 4,0.021135,0.088349
FY8 5,0.047866,0.120530
FY8 9,0.018779,0.051692
G1 1,0.196521,0.264735
G1 2,0.330384,0.430569
G1 3,0.368521,0.438704
G1 4,0.367075,0.448072
G1 5,0.294885,0.446689
G11 5,0.093251,0.170089
G11 6,0.156568,0.260021
G11 7,0.051941,0.101936
G11 9,0.094719,0.167163
G12 0,0.119563,0.174682
G12 8,0.096917,0.194119
G12 9,0.144623,0.225958
G13 1,0.089507,0.115390
G13 2,0.075360,0.122307
G13 3,0.023778,0.041869
G13 4,0.042176,0.097351
G13 9,0.059109,0.094302
G14 0,0.094842,0.142039
G14 9,0.096052,0.139872
G15 6,0.106820,0.165846
G15 7,0.213622,0.282850
G15 8,0.143752,0.166767
G2 1,0.123435,0.139860
G2 2,0.032082,0.061888
G2 3,0.141516,0.173452
G2 4,0.122752,0.199026
G2 5,0.102602,0.181527
G2 6,0.120916,0.198231
G2 7,0.104785,0.121560
G2 8,0.168219,0.198531
G2 9,0.017499,0.024666
G20 0,0.084524,0.116805
G20 2,0.127618,0.174604
G20 6,0.122335,0.175548
G20 7,0.191336,0.246473
G20 8,0.125291,0.191623
G20 9,0.131224,0.157665
G21 1,0.081256,0.181800
G21 2,0.111606,0.193093
G21 3,0.102888,0.177535
G21 4,0.114067,0.162177
G22 5,0.125558,0.172981
G22 6,0.116313,0.131407
G22 7,0.169011,0.211332
G22 9,0.135184,0.169519
G23 5,0.081403,0.142064
G3 6,0.114755,0.187561
G3 7,0.145635,0.217612
G3 8,0.155995,0.211085
G31 1,0.118587,0.169154
G31 2,0.149450,0.190516
G31 3,0.168708,0.206001
G31 4,0.127034,0.182100
G31 5,0.213407,0.280451
G32 0,0.183917,0.237479
G32 2,0.125957,0.172286
G32 6,0.122853,0.158240
G32 7,0.135562,0.194314
G32 8,0.087284,0.106379
G32 9,0.111517,0.187205
G33 1,0.075880,0.123715
G33 2,0.147819,0.209593
G33 3,0.097393,0.158789
G33 4,0.119471,0.154025
G33 5,0.098429,0.128282
G33 6,0.041748,0.075127
G33 9,0.094710,0.140250
G34 0,0.164588,0.209443
G34 9,0.139265,0.182569
G4 0,0.106294,0.188298
G4 7,0.104480,0.179414
G4 9,0.102099,0.170930
G40 1,0.147240,0.239265
G40 2,0.125456,0.180316
G40 3,0.101760,0.197385
G40 4,0.094715,0.176028
G41 1,0.102991,0.166895
G41 2,0.082157,0.161802
G41 3,0.146658,0.242219
G41 4,0.030978,0.059665
G41 5,0.034041,0.065944
G42 0,0.080294,0.148064
G42 2,0.101840,0.175399
G42 7,0.120245,0.196720
G42 8,0.091076,0.134127
G42 9,0.112925,0.223078
G43 1,0.077526,0.105116
G43 2,0.121855,0.162582
G44 3,0.145456,0.189418
G44 4,0.117031,0.158621
G44 5,0.181472,0.223858
G44 9,0.146384,0.189316
G45 0,0.083940,0.161226
G45 9,0.128367,0.198498
G46 6,0.120211,0.194838
G46 7,0.125910,0.178214
G46 8,0.095788,0.143818
G46 9,0.050255,0.076038
G5 0,0.114110,0.208849
G5 8,0.195612,0.282166
G5 9,0.258486,0.303279
G51 1,0.204037,0.245855
G51 2,0.075150,0.116688
G51 3,0.126175,0.198730
G51 4,0.064532,0.136998
G51 9,0.109871,0.169329
G52 1,0.078570,0.105952
G52 2,0.061893,0.086455
G52 3,0.093370,0.144923
G52 4,0.040898,0.083720
G52 9,0.071051,0.107202
G53 5,0.055619,0.110032
G53 6,0.084547,0.167591
G53 7,0.089691,0.150136
G53 9,0.078558,0.142394
G60 5,0.182508,0.233958
G61 1,0.056312,0.106076
G61 2,0.103771,0.138698
G61 3,0.105890,0.148859
G61 4,0.137616,0.160147
G61 9,0.101854,0.139548
G62 6,0.063147,0.130470
G62 7,0.168262,0.191415
G62 8,0.066396,0.105738
G62 9,0.108334,0.150287
G63 0,0.091588,0.124705
G63 9,0.035632,0.073089
G64 1,0.126741,0.158089
G64 2,0.106060,0.165905
G64 3,0.082011,0.145436
G64 4,0.073026,0.108244
G64 9,0.105293,0.150753
G65 0,0.136319,0.192001
G65 9,0.082228,0.118046
G66 1,0.061410,0.088645
G66 2,0.082948,0.140106
G66 3,0.072013,0.121403
G66 4,0.118934,0.149963
G66 5,0.091105,0.135668
G66 7,0.129748,0.184686
G66 8,0.035633,0.067500
G66 9,0.032074,0.496972
G67 1,0.099597,0.140450
G67 2,0.117189,0.166408
G67 3,0.147813,0.213689
G67 4,0.089781,0.139643
G67 9,0.112521,0.163769
G68 0,0.081681,0.115705
G68 9,0.056695,0.079481
G69 0,0.054515,0.082371
G69 6,0.114780,0.143895
G69 7,0.106383,0.129060
G69 8,0.065944,0.109646
G69 9,0.134593,0.166048
G71 5,0.115022,0.208395
G71 6,0.042252,0.078182
G71 7,0.067821,0.102832
G71 8,0.070745,0.124570
G71 9,0.073226,0.125633
G72 0,0.088954,0.138585
G72 6,0.047628,0.072183
G72 7,0.151981,0.202792
G72 8,0.067909,0.118317
G72 9,0.088881,0.154079
G73 1,0.087817,0.179220
G73 2,0.073767,0.129831
G73 3,0.071895,0.107053
G73 4,0.114258,0.165909
G73 5,0.069669,0.141958
G74 1,0.120530,0.130949
G74 2,0.143425,0.168874
G74 3,0.088935,0.126392
G74 4,0.100563,0.127406
G74 5,0.080350,0.111880
G74 9,0.103978,0.132121
G75 0,0.087110,0.137368
G75 7,0.055527,0.070549
G75 8,0.075216,0.136890
G75 9,0.040288,0.061388
G76 0,0.071105,0.121966
G76 6,0.101065,0.145237
G76 7,0.112989,0.152842
G76 8,0.102045,0.150023
G76 9,0.117898,0.151820
G77 5,0.093627,0.154375
G77 6,0.068775,0.096849
G77 9,0.080800,0.124035
G78 1,0.108239,0.138771
G78 2,0.074404,0.117546
G78 3,0.047064,0.095032
G78 4,0.087516,0.115415
G78 9,0.080050,0.119327
G81 1,0.098559,0.158690
G81 2,0.059451,0.115421
G81 3,0.075834,0.112052
G81 4,0.118035,0.178072
G81 5,0.090154,0.125802
G81 6,0.075445,0.131990
G82 1,0.335518,0.395881
G82 2,0.234595,0.278058
G82 3,0.121934,0.162021
G82 4,0.067663,0.087950
G82 5,0.104060,0.119358
G82 9,0.078919,0.095403
G83 0,0.124989,0.189273
G83 3,0.106132,0.153608
G83 7,0.205468,0.306308
G83 8,0.083151,0.111868
G83 9,0.081165,0.115357
G84 0,0.059485,0.092714
G84 4,0.074593,0.123492
G84 7,0.112212,0.189673
G84 8,0.089967,0.141879
G84 9,0.025663,0.053597
GL1 1,0.151248,0.326859
GL1 2,0.101665,0.195176
GL1 3,0.093972,0.266893
GL1 4,0.265603,0.431604
GL1 5,0.189453,0.333516
GL1 9,0.169237,0.318757
GL10 2,0.111627,0.193371
GL10 3,0.051605,0.102651
GL11 4,0.039145,0.073786
GL11 5,0.024981,0.053666
GL11 6,0.022463,0.070716
GL11 9,0.029708,0.065727
GL12 7,0.025918,0.071214
GL12 8,0.037460,0.082792
GL13 9,0.067513,0.114027
GL14 1,0.035610,0.056966
GL14 2,0.045109,0.133652
GL14 3,0.026926,0.055500
GL14 9,0.038294,0.091179
GL15 4,0.012957,0.022658
GL15 5,0.014492,0.056491
GL15 6,0.014299,0.029162
GL15 9,0.015202,0.038892
GL16 7,0.026946,0.061750
GL16 8,0.060589,0.112998
GL16 9,0.017963,0.035842
GL17 0,0.025781,0.071407
GL17 9,0.022948,0.053807
GL18 1,0.024223,0.052522
GL18 2,0.042506,0.098099
GL19 3,0.055138,0.109624
GL19 4,0.030581,0.044829
GL2 0,0.109320,0.206724
GL2 2,0.063276,0.097887
GL2 3,0.081775,0.111985
GL2 4,0.079739,0.140048
GL2 5,0.109642,0.218064
GL2 7,0.046793,0.097887
GL2 8,0.049514,0.091950
GL2 9,0.060059,0.119329
GL20 5,0.055825,0.106649
GL20 6,0.059779,0.099635
GL20 7,0.052246,0.089338
GL20 8,0.112093,0.170537
GL20 9,0.033634,0.056066
GL3 1,0.079842,0.196681
GL3 2,0.112707,0.185276
GL3 3,0.077552,0.137760
GL3 4,0.111487,0.201593
GL3 5,0.068664,0.129050
GL3 9,0.096130,0.180670
GL4 0,0.093211,0.152982
GL4 3,0.144460,0.203274
GL4 4,0.083196,0.147219
GL4 5,0.088777,0.181300
GL4 6,0.099268,0.193598
GL4 8,0.015019,0.085596
GL5 1,0.027544,0.058404
GL5 2,0.006794,0.037478
GL5 3,0.028143,0.046013
GL5 4,0.080314,0.127017
GL5 5,0.015610,0.030782
GL50 1,0.168235,0.293689
GL50 2,0.168422,0.292732
GL50 3,0.123148,0.276133
GL50 4,0.101881,0.216665
GL50 9,0.066852,0.639987
GL51 0,0.164271,0.265603
GL51 3,0.149904,0.231155
GL51 4,0.074981,0.148266
GL51 6,0.108358,0.201099
GL51 7,0.164705,0.240355
GL51 8,0.156965,0.234170
GL51 9,0.126845,0.195441
GL52 2,0.125468,0.249226
GL52 3,0.077388,0.152902
GL52 5,0.047625,0.222326
GL52 6,0.087252,0.193769
GL52 7,0.066764,0.103397
GL52 8,0.028353,0.125687
GL52 9,0.112229,0.182794
GL53 0,0.078618,0.204356
GL53 7,0.155624,0.307007
GL53 8,0.094990,0.120284
GL53 9,0.051848,0.156736
GL54 1,0.033480,0.060774
GL54 2,0.031708,0.070625
GL54 3,0.012265,0.029019
GL54 4,0.010218,0.013900
GL54 5,0.049626,0.090179
GL55 6,0.081214,0.137779
GL55 9,0.080394,0.137358
GL56 0,0.081657,0.144442
GL56 9,0.057049,0.098773
GL6 0,0.009041,0.030775
GL6 1,0.005203,0.013873
GL6 6,0.008219,0.020704
GL6 7,0.017815,0.031113
GL6 8,0.010090,0.034347
GL6 9,0.022484,0.066853
GL7 0,0.026066,0.059186
GL7 1,0.058615,0.112488
GL7 2,0.014192,0.099570
GL7 3,0.019193,0.047388
GL7 4,0.032800,0.091190
GL7 5,0.034193,0.060060
GL7 6,0.006745,0.022492
GL7 7,0.034779,0.048274
GL7 9,0.012511,0.028409
GL8 0,0.026973,0.050776
GL8 8,0.024609,0.046154
GL9 1,0.063178,0.091043
GU1 1,0.048131,0.150250
GU1 2,0.016448,0.040981
GU1 3,0.044014,0.089833
GU1 4,0.065108,0.136635
GU1 9,0.015148,0.037105
GU10 1,0.092952,0.113589
GU10 2,0.011670,0.015530
GU10 3,0.031953,0.078038
GU10 4,0.031649,0.065894
GU10 5,0.073624,0.128447
GU11 1,0.075341,0.141582
GU11 2,0.033820,0.086126
GU11 3,0.031172,0.066192
GU11 4,0.013801,0.043426
GU11 9,0.041084,0.086613
GU12 4,0.082755,0.172394
GU12 5,0.014088,0.093827
GU12 6,0.078447,0.115146
GU14 0,0.050480,0.123058
GU14 4,0.023608,0.068660
GU14 6,0.021944,0.091401
GU14 7,0.078082,0.181291
GU14 8,0.043107,0.132439
GU14 9,0.023361,0.084834
GU15 1,0.024634,0.049850
GU15 2,0.042062,0.105728
GU15 3,0.098467,0.189619
GU15 4,0.032120,0.084380
GU15 9,0.028076,0.060091
GU16 6,0.024687,0.076911
GU16 7,0.041135,0.202434
GU16 8,0.025580,0.036937
GU16 9,0.034411,0.063575
GU17 0,0.031385,0.057538
GU17 9,0.028862,0.070620
GU18 5,0.014522,0.042923
GU19 5,0.091431,0.154439
GU2 4,0.019480,0.060278
GU2 7,0.060421,0.123598
GU2 8,0.086924,0.131323
GU2 9,0.076563,0.096706
GU20 6,0.056131,0.112272
GU21 2,0.046221,0.104716
GU21 3,0.062389,0.142790
