name,households,postcodes
LU2,24042,1380
LU3,22104,1281
LU4,18743,1037
LU5,16626,1080
LU6,14426,1293
LU7,25542,2671
LU95,95,24
M1,4916,1009
M10,7700,1092
M11,9302,1108
M12,7187,874
M13,6272,761
M14,17108,1566
M15,10104,928
M16,14563,1502
M17,1203,359
M18,10330,666
M19,13563,1049
M2,662,688
M20,21966,2416
M21,12399,1715
M22,17859,2193
M23,14514,1297
M24,21855,1847
M25,16712,2218
M26,16188,1734
M27,17828,2224
M28,21230,2506
M29,13763,1099
M3,7997,1159
M30,20762,1490
M31,10300,1137
M32,11105,984
M33,25579,2596
M34,21028,1853
M35,13508,1098
M38,4451,508
M4,6965,787
M40,12100,1777
M41,10472,1378
M43,6472,743
M44,5523,577
M45,6409,980
M46,6668,685
M5,11343,1490
M50,3107,342
M52,479,81
M6,14573,1190
M60,2155,1518
M61,271,343
M7,12166,1610
M8,12104,1803
M9,17522,1957
M90,571,244
M99,77,36
ME1,13852,1340
ME10,19863,1567
ME11,1548,147
ME12,16672,1205
ME13,12387,1334
ME14,14196,1816
ME15,21381,1693
ME16,14251,960
ME17,10275,1307
ME18,3084,402
ME19,9942,978
ME2,16818,1223
ME20,9062,717
ME3,12109,1040
ME4,13382,1212
ME5,20719,1290
ME6,4710,524
ME7,20224,1430
ME8,21140,1522
ME9,10307,1061
ME99,23,15
MK1,1816,435
MK10,8527,1010
MK11,4818,621
MK12,5329,476
MK13,7938,761
MK14,7861,794
MK15,3660,370
MK16,8150,879
MK17,8752,1032
MK18,13893,1638
MK19,5369,478
MK2,5366,590
MK3,10894,879
MK4,9144,761
MK40,15582,1536
MK41,18210,1430
MK42,21448,1636
MK43,16815,1375
MK44,7064,870
MK45,20512,1721
MK46,4025,402
MK5,6262,606
MK6,10505,880
MK7,5360,650
MK77,50,69
MK8,5437,646
MK9,2582,666
MK98,135,29
ML1,20204,1837
ML10,4267,388
ML11,13737,1249
ML12,4454,405
ML2,11746,1068
ML3,18466,1679
ML4,7820,711
ML5,14133,1285
ML6,16146,1468
ML7,5026,457
ML8,6588,599
ML9,8711,792
N1,41505,3489
N10,10880,1006
N11,12302,999
N12,12614,1276
N13,11894,867
N14,11952,1152
N15,18309,1220
N16,25868,1916
N17,25762,1687
N18,11698,859
N19,14363,1124
N1C,554,85
N1P,564,800
N2,9836,942
N20,7703,882
N21,9030,926
N22,18125,1577
N3,10579,1178
N4,23083,1534
N5,11258,801
N6,8794,855
N7,22582,1606
N8,17199,1335
N81,123,14
N9,18667,1289
NE1,4105,1323
NE10,16083,916
NE11,7740,711
NE12,17246,1599
NE13,8662,550
NE15,15354,1161
NE16,11163,916
NE17,2350,201
NE18,438,79
NE19,970,240
NE2,10386,676
NE20,5239,602
NE21,7888,731
NE22,8582,611
NE23,17907,1624
NE24,18322,1385
NE25,13393,839
NE26,8663,816
NE27,7010,429
NE28,21863,1370
NE29,16841,1361
NE3,23101,1761
NE30,10406,862
NE31,10332,638
NE32,10668,884
NE33,13326,1224
NE34,23622,1207
NE35,2933,157
NE36,3004,253
NE37,8763,744
NE38,13869,874
NE39,3872,370
NE4,14468,1063
NE40,7020,601
NE41,1045,114
NE42,5223,442
NE43,2134,267
NE44,236,98
NE45,1650,232
NE46,7475,1165
NE47,3302,664
NE48,1954,493
NE49,2022,339
NE5,21400,1365
NE6,22807,1562
NE61,15689,1928
NE62,4067,299
NE63,12921,1021
NE64,2746,216
NE65,9323,1218
NE66,8357,1215
NE67,631,129
NE68,777,118
NE69,250,41
NE7,6358,374
NE70,849,137
NE71,1592,210
NE8,13772,1305
NE82,13,6
NE83,36,16
NE85,76,18
NE88,44,11
NE89,9,1
NE9,16827,1019
NE92,105,47
NE98,147,14
NE99,827,842
NG1,6960,1605
NG10,21250,1311
NG11,16489,1080
NG12,15820,1183
NG13,9662,815
NG14,8417,701
NG15,19597,1219
NG16,28065,1724
NG17,32198,1929
NG18,20427,1665
NG19,22998,1386
NG2,24788,2108
NG20,11718,815
NG21,10692,619
NG22,12233,1010
NG23,7672,848
NG24,21393,1657
NG25,4015,329
NG3,21228,1344
NG31,20361,1533
NG32,6134,715
NG33,4505,511
NG34,19189,1551
NG4,18605,1199
NG5,38607,2503
NG6,16508,1018
NG7,19556,1744
NG70,43,21
NG8,25110,1735
NG80,158,53
NG9,30623,2117
NG90,300,29
NN1,14073,1638
NN10,16043,1188
NN11,17928,2068
NN12,11086,1130
NN13,8936,894
NN14,18338,1483
NN15,17206,1052
NN16,14408,1293
NN17,13835,1259
NN18,15454,768
NN2,17065,1135
NN29,2113,333
NN3,30219,2615
NN4,20222,1720
NN5,18688,1140
NN6,16314,1505
NN7,12928,1097
NN8,24274,2045
NN9,15384,1167
NN99,4,2
NP1,13844,1649
NP10,6707,742
NP11,8328,1037
NP12,7836,1026
NP13,4488,610
NP15,2053,480
NP16,5541,965
NP18,3984,575
NP19,9465,1394
NP2,12376,1649
NP20,8327,1809
NP22,5105,658
NP23,7438,1005
NP24,1046,160
NP25,4212,730
NP26,5610,782
NP3,11346,1529
NP4,22048,2747
NP44,18606,1532
NP5,4965,1009
NP6,12385,1874
NP7,11929,1288
NP8,2429,234
NP9,15471,2740
NPT,13594,2417
NR1,13908,1236
NR10,9892,855
NR11,9249,856
NR12,10022,1100
NR13,12629,1234
NR14,11905,1050
NR15,6694,703
NR16,5310,573
NR17,7521,650
NR18,8962,768
NR19,9164,806
NR2,14061,1066
NR20,8524,919
NR21,7482,924
NR22,456,74
NR23,1520,247
NR24,2061,235
NR25,4293,583
NR26,3792,343
NR27,5785,482
NR28,8070,684
NR29,9405,805
NR3,16127,1120
NR30,14079,1291
NR31,22707,1379
NR32,17979,1431
NR33,17964,1067
NR34,10023,947
NR35,5099,527
NR4,9910,660
NR5,12690,748
NR6,11535,780
NR7,14481,1311
NR8,9397,535
NR9,8095,763
NR99,76,10
NW1,24006,3485
NW10,36888,3244
NW11,12484,1713
NW1W,486,1199
NW2,27622,2543
NW26,176,243
NW3,23165,2781
NW4,12571,1515
NW5,12993,1484
NW6,29401,2627
NW7,10636,1372
NW8,14115,1636
NW9,27864,2248
OL1,10095,1454
OL10,12463,1110
OL11,17545,1434
OL12,18909,1516
OL13,7185,837
OL14,7263,990
OL15,6616,624
OL16,16157,1817
OL2,18030,1279
OL3,6804,732
OL4,16937,1265
OL5,5222,428
OL6,12724,1345
OL7,7534,571
OL8,14656,1152
OL9,16363,1287
OL95,186,21
OX1,6663,1720
OX10,9689,1468
OX11,18216,1523
OX12,12293,1272
OX13,6580,602
OX14,19052,1984
OX15,8269,1016
OX16,21742,2639
OX17,7855,869
OX18,7118,1152
OX2,15781,1654
OX20,1615,353
OX25,2588,574
OX26,8881,1301
OX27,1768,410
OX28,6974,1155
OX29,6139,1216
OX3,17091,1390
OX33,2097,375
OX39,2054,322
OX4,23813,2511
OX44,1912,440
OX49,1122,303
OX5,11050,1290
OX6,9910,1654
OX7,12079,1826
OX8,13832,2342
OX9,14262,2301
PA1,9459,860
PA10,1617,147
PA11,2926,266
PA12,1474,134
PA13,2893,263
PA14,5829,530
PA15,10437,949
PA16,10162,924
PA17,913,83
PA18,792,72
PA19,3640,331
PA2,13187,1199
PA20,3574,325
PA21,583,53
PA22,187,17
PA23,5609,510
PA24,187,17
PA25,33,3
PA26,99,9
PA27,286,26
PA28,3124,284
PA29,968,88
PA3,11922,1084
PA30,517,47
PA31,2937,267
PA32,748,68
PA33,484,44
PA34,5609,510
PA35,517,47
PA36,88,8
PA37,1265,115
PA38,385,35
PA39,440,40
PA4,8227,748
PA40,440,40
PA41,55,5
PA42,803,73
PA43,550,50
PA44,242,22
PA45,77,7
PA46,187,17
PA47,165,15
PA48,187,17
PA49,88,8
PA5,8304,755
PA6,2145,195
PA60,242,22
PA61,88,8
PA62,11,1
PA63,11,1
PA64,44,4
PA65,88,8
PA66,99,9
PA67,165,15
PA68,33,3
PA69,44,4
PA7,3069,279
PA70,66,6
PA71,44,4
PA72,231,21
PA73,66,6
PA74,11,1
PA75,770,70
PA76,77,7
PA77,451,41
PA78,55,5
PA8,3124,284
PA80,528,48
PA81,781,71
PA82,880,80
PA83,132,12
PA84,110,10
PA85,792,72
PA86,3849,350
PA87,2596,236
PA88,572,52
PA9,836,76
PA98,11,1
PE1,20911,2038
PE10,10811,860
PE11,19375,1647
PE12,18701,1490
PE13,15927,1354
PE14,9992,961
PE15,13467,1132
PE16,4792,361
PE17,12794,1834
PE18,11558,1720
PE19,19727,2256
PE2,22463,2070
PE20,6675,698
PE21,19314,1484
PE22,7573,887
PE23,3905,453
PE24,5862,607
PE25,10608,917
PE26,2865,424
PE27,4768,736
PE28,11397,1820
PE29,7540,1491
PE3,12450,1052
PE30,19650,1645
PE31,9600,993
PE32,7046,665
PE33,6738,620
PE34,6085,523
PE35,140,15
PE36,3037,400
PE37,5624,495
PE38,7382,577
PE4,12451,768
PE5,518,65
PE6,16940,1250
PE7,20612,1334
PE8,7791,816
PE9,14942,1319
PE99,6,14
PH1,16981,1544
PH10,5950,541
PH11,2255,205
PH12,1100,100
PH13,2211,201
PH14,847,77
PH15,2464,224
PH16,2937,267
PH17,165,15
PH18,539,49
PH19,88,8
PH2,18334,1667
PH20,693,63
PH21,1342,122
PH22,1639,149
PH23,418,38
PH24,297,27
PH25,407,37
PH26,1771,161
PH3,3179,289
PH30,11,1
PH31,209,19
PH32,506,46
PH33,6093,554
PH34,352,32
PH35,209,19
PH36,440,40
PH37,66,6
PH38,66,6
PH39,165,15
PH4,506,46
PH40,110,10
PH41,462,42
PH42,22,2
PH43,11,1
PH44,11,1
PH49,495,45
PH5,506,46
PH50,517,47
PH6,1419,129
PH7,4949,450
PH8,1518,138
PH9,605,55
PL1,13628,1602
PL10,1762,210
PL11,4548,404
PL12,9645,879
PL13,4657,549
PL14,10991,1294
PL15,8813,1015
PL16,827,127
PL17,4605,523
PL18,2486,256
PL19,7474,862
PL2,14046,841
PL20,5343,577
PL21,7837,768
PL22,1815,237
PL23,1463,198
PL24,4548,292
PL25,12175,1213
PL26,12100,977
PL27,5453,697
PL28,2000,266
PL29,462,67
PL3,13157,878
PL30,4994,607
PL31,6784,613
PL32,1977,191
PL33,896,89
PL34,871,95
PL35,598,89
PL4,14481,1255
PL5,18905,1107
PL6,18648,1240
PL7,13508,1373
PL8,2713,362
PL9,12402,1123
PL95,68,33
PO1,12355,1618
PO10,8613,762
PO11,8209,672
PO12,20679,1433
PO13,15393,929
PO14,14003,1473
PO15,9615,909
PO16,13868,1281
PO17,2981,381
PO18,6507,844
PO19,14748,2589
PO2,17252,1049
PO20,16097,1917
PO21,18796,1814
PO22,14242,1209
PO3,8834,585
PO30,13331,1471
PO31,6777,557
PO32,4125,284
PO33,14710,1265
PO34,992,131
PO35,1714,197
PO36,7538,706
PO37,4523,407
PO38,5921,729
PO39,1232,127
PO4,18028,1003
PO40,2713,339
PO41,1199,170
PO5,12652,986
PO6,16938,1268
PO7,18797,1640
PO8,15136,1058
PO9,21090,1615
PR0,122,25
PR1,28172,2887
PR11,537,105
PR2,34057,3039
PR25,7704,964
PR26,3375,375
PR3,17755,1699
PR4,27879,2213
PR5,26990,2364
PR6,15343,1545
PR7,27839,1882
PR8,24373,2064
PR9,20521,1303
RG1,19607,2840
RG10,7435,947
RG11,14213,2215
RG12,28561,3223
RG13,7519,1028
RG14,14904,2015
RG15,3556,817
RG16,4387,1079
RG17,4999,933
RG18,4422,681
RG19,4335,841
RG2,16527,1392
RG20,4390,1183
RG21,12424,1907
RG22,17700,1022
RG23,5485,457
RG24,16192,1718
RG25,5267,742
RG26,10091,1200
RG27,9581,1291
RG28,2631,291
RG29,1676,333
RG3,14702,1725
RG30,10237,1474
RG31,6190,802
RG4,16608,1728
RG40,8060,1578
RG41,7120,1148
RG42,7579,1474
RG45,3092,613
RG5,10952,675
RG6,14508,1772
RG7,13996,1935
RG8,7747,1309
RG9,10081,1806
RH1,20513,1992
RH10,28914,3261
RH11,22370,1544
RH12,22245,2092
RH13,16389,1858
RH14,7017,764
RH15,14269,1203
RH16,16464,1717
RH17,8079,921
RH18,1891,233
RH19,14928,1753
RH2,10992,1309
RH20,11325,1231
RH3,1771,184
RH4,6947,1100
RH5,6939,846
RH6,14368,1404
RH7,3273,321
RH77,43,18
RH8,6244,663
RH9,2539,198
RM1,9684,923
RM10,14464,810
RM11,12680,860
RM12,14281,966
RM13,12024,992
RM14,10946,898
RM15,12127,791
RM16,18950,1240
RM17,11088,954
RM18,7133,479
RM19,1564,178
RM2,5575,409
RM20,1656,255
RM3,18303,1331
RM4,1907,219
RM5,8062,488
RM50,11,15
RM6,12545,760
RM7,11642,1149
RM8,16586,805
RM9,14267,983
S1,5078,1455
S10,17280,1474
S11,13965,1082
S12,15044,840
S13,14047,692
S14,4290,208
S17,7112,552
S18,11098,1381
S19,6013,567
S2,17852,1519
S20,7757,852
S21,5024,510
S25,5543,650
S26,6323,613
S3,6316,848
S30,15569,1717
S31,12804,1253
S32,1497,268
S33,1364,211
S35,10202,1051
S36,7360,913
S4,4672,454
S40,16926,1657
S41,17156,1245
S42,13238,933
S43,18088,1281
S44,10013,744
S45,6755,554
S49,59,29
S5,25204,1252
S6,26430,1753
S60,17728,1640
S61,15472,1010
S62,9401,737
S63,18301,1453
S64,13780,813
S65,14059,1001
S66,19976,1636
S7,6488,450
S70,18764,1840
S71,21043,1407
S72,11193,830
S73,12518,904
S74,8351,581
S75,19821,1550
S8,20527,1311
S80,13723,1361
S81,16688,1273
S9,11087,1243
S95,61,46
S96,86,30
S97,94,48
S98,278,323
S99,32,38
SA1,22847,2333
SA10,13261,901
SA11,16461,1257
SA12,14523,894
SA13,8486,861
SA14,15193,1004
SA15,16011,1282
SA16,3828,286
SA17,4662,477
SA18,12975,915
SA19,4421,977
SA2,15324,962
SA20,1443,269
SA3,11532,974
SA31,7880,833
SA32,3091,431
SA33,5514,701
SA34,2253,251
SA35,372,45
SA36,119,11
SA37,534,64
SA38,1804,220
SA39,1068,124
SA4,20083,2093
SA40,1154,123
SA41,985,116
SA42,1031,160
SA43,5852,680
SA44,5336,783
SA45,671,104
SA46,1183,151
SA47,510,76
SA48,3706,468
SA5,15981,936
SA6,14148,953
SA61,6326,648
SA62,9177,1077
SA63,703,95
SA64,1181,112
SA65,2015,241
SA66,1360,178
SA67,3358,424
SA68,1790,164
SA69,1668,171
SA7,6396,427
SA70,4037,540
SA71,5026,455
SA72,4635,397
SA73,9673,767
SA8,5450,392
SA80,9,8
SA9,7141,634
SA99,339,71
SE1,32608,3672
SE10,18361,1239
SE11,10527,876
SE12,11852,826
SE13,19732,1183
SE14,10270,801
SE15,26963,2103
SE16,24499,2059
SE17,14534,1157
SE18,32921,2261
SE19,13158,1050
SE1P,364,800
SE2,10349,651
SE20,11077,787
SE21,5836,518
SE22,12901,953
SE23,14094,1046
SE24,7709,584
SE25,15373,1085
SE26,13412,1010
SE27,9266,695
SE28,10605,654
SE3,15217,1324
SE4,11480,783
SE5,20215,1536
SE6,22430,1562
SE7,8890,691
SE8,13760,954
SE9,25760,1737
SE99,221,16
SG1,22857,1991
SG10,899,136
SG11,3597,484
SG12,13242,1413
SG13,7271,909
SG14,8961,908
SG15,2583,167
SG16,2870,239
SG17,5951,464
SG18,12731,994
SG19,10666,950
SG2,17092,1103
SG3,2791,321
SG4,13279,1246
SG5,14777,1398
SG6,14640,1492
SG7,6239,574
SG8,16941,1798
SG9,5127,603
SK1,6931,946
SK10,18918,2093
SK11,16573,1523
SK12,14667,1532
SK13,12501,1543
SK14,23732,2072
SK15,12550,892
SK16,8631,573
SK17,13679,1486
SK2,13224,888
SK22,2987,486
SK23,4793,720
SK3,12122,936
SK4,15459,1319
SK5,13605,827
SK6,22419,1853
SK7,17410,1565
SK8,24597,2045
SK9,17113,1967
SL0,4578,537
SL1,27532,2865
SL2,18980,1541
SL3,17650,1697
SL4,18524,2099
SL5,9685,1437
SL6,32814,3462
SL60,159,203
SL7,8700,1119
SL8,2852,391
SL9,8337,1390
SL95,299,25
SM1,17384,1543
SM2,12314,843
SM3,8706,529
SM4,14368,877
SM5,15954,1032
SM6,15343,1242
SM7,7121,679
SN1,14019,1406
SN10,14412,1569
SN11,10554,969
SN12,12124,990
SN13,7043,834
SN14,11799,1369
SN15,15271,1808
SN16,6297,685
SN17,466,426
SN2,22807,2265
SN25,13779,943
SN26,584,76
SN3,22209,1681
SN38,1086,292
SN4,12178,1349
SN5,14727,1725
SN6,9674,838
SN7,6477,718
SN8,10409,1311
SN9,3601,437
SN99,55,29
SO1,18618,2501
SO14,6608,1384
SO15,9742,1837
SO16,14999,1882
SO17,4398,604
SO18,8522,1381
SO19,13786,1421
SO2,23771,2761
SO20,3456,459
SO21,7989,931
SO22,11333,897
SO23,10235,1589
SO24,4600,626
SO25,8,10
SO3,19416,2273
SO30,8362,1100
SO31,11769,1643
SO32,6014,852
SO4,22662,3223
SO40,9750,1438
SO41,8632,1530
SO42,1189,218
SO43,921,178
SO45,8090,1279
SO5,20653,2802
SO50,12001,1800
SO51,8663,1353
SO52,1739,211
SO53,7674,1157
SO9,6175,1120
SO97,172,19
SP1,10148,957
SP10,16554,1566
SP11,14596,1510
SP2,13374,1379
SP3,5151,818
SP4,14940,1443
SP5,9604,1225
SP6,6205,779
SP7,6758,785
SP8,6426,679
SP9,3900,374
SR1,3395,676
SR2,13759,1064
SR3,17385,1113
SR4,17392,1207
SR43,15,1
SR5,15560,1486
SR6,13241,914
SR7,13759,1020
SR8,16106,1254
SR88,8,3
SR9,84,25
SS0,18449,1111
SS1,12878,1309
SS11,7715,707
SS12,7973,522
SS13,9609,688
SS14,11133,1361
SS15,13780,816
SS16,13085,876
SS17,13401,977
SS2,14783,1000
SS22,322,103
SS3,11986,808
SS4,9010,741
SS5,9566,776
SS6,13319,1039
SS7,20797,1565
SS8,16179,1188
SS9,22015,1545
SS99,1727,334
ST1,13568,1494
ST10,10924,972
ST11,4130,276
ST12,1654,145
ST13,12861,1140
ST14,8821,832
ST15,10358,875
ST16,15027,1421
ST17,16735,1091
ST18,7481,647
ST19,6602,526
ST2,15210,860
ST20,2950,273
ST21,2704,251
ST3,28968,2040
ST4,25896,2470
ST5,34600,2566
ST55,447,183
ST6,28720,2124
ST7,24008,1637
ST8,8809,643
ST9,5111,412
SW10,7594,844
SW11,32825,2496
SW12,13736,991
SW13,7044,646
SW14,6702,655
SW15,25839,1989
SW16,33064,2248
SW17,26254,1630
SW18,27493,2006
SW19,32798,2832
SW1A,353,353
SW1E,607,373
SW1H,609,364
SW1P,6435,1594
SW1V,10468,1119
SW1W,3839,809
SW1X,2644,926
SW1Y,360,682
SW2,22917,1836
SW20,12214,949
SW3,9344,1803
SW4,18758,1531
SW5,7512,739
SW6,29368,2636
SW7,6910,1412
SW8,18048,1493
SW9,20777,1769
SW95,58,62
SW99,15,2
SY1,12540,1572
SY10,6901,1038
SY11,12063,1096
SY12,3731,426
SY13,8809,1017
SY14,2957,395
SY15,2406,281
SY16,7161,808
SY17,1623,206
SY18,2220,244
SY19,477,65
SY2,8288,641
SY20,3057,492
SY21,7618,1021
SY22,3885,442
SY23,11241,1263
SY24,1959,167
SY25,1915,243
SY3,15148,1294
SY4,11106,1234
SY5,9540,1225
SY6,3331,376
SY7,4750,664
SY8,8630,1014
SY9,1343,148
SY99,7,9
TA1,19440,1835
TA10,4549,529
TA11,4420,521
TA12,2691,213
TA13,2018,177
TA14,1345,113
TA15,464,32
TA16,808,63
TA17,269,36
TA18,5036,525
TA19,5447,552
TA2,13021,897
TA20,9660,1031
TA21,9293,791
TA22,1231,206
TA23,2730,301
TA24,8936,1140
TA3,6352,762
TA4,8769,1126
TA5,5403,559
TA6,21987,1760
TA7,6991,680
TA8,7588,610
TA9,6053,527
TD1,8535,776
TD10,605,55
TD11,3629,330
TD12,2588,270
TD13,495,45
TD14,3091,281
TD15,7921,731
TD2,1353,123
TD3,550,50
TD4,1320,120
TD5,5789,527
TD6,5169,470
TD7,3772,343
TD8,3311,301
TD9,9504,868
TF1,17944,1852
TF10,8803,779
TF11,5657,531
TF12,2389,262
TF13,1792,226
TF2,16989,1497
TF3,9895,889
TF4,9433,665
TF5,1797,138
TF6,2994,349
TF7,7702,808
TF8,1459,214
TF9,10936,1229
TN1,5899,717
TN10,6828,485
TN11,6192,763
TN12,12677,1528
TN13,9518,1461
TN14,7205,795
TN15,10515,1211
TN16,7803,914
TN17,5532,912
TN18,2944,416
TN19,2136,282
TN2,11909,1427
TN20,1645,236
TN21,7466,978
TN22,11681,1453
TN23,17387,2125
TN24,13419,1037
TN25,8214,882
TN26,5188,630
TN27,6078,786
TN28,3662,411
TN29,6015,617
TN3,4881,716
TN30,4640,539
TN31,6538,779
TN32,2194,315
TN33,5135,690
TN34,14044,1221
TN35,7749,513
TN36,1110,119
TN37,9666,642
TN38,11888,995
TN39,12317,853
TN4,13159,1065
TN40,8723,830
TN5,3776,547
TN6,10380,1235
TN7,957,138
TN8,6151,839
TN9,7898,1008
TQ1,16422,1457
TQ10,1745,206
TQ11,1889,185
TQ12,25011,2358
TQ13,11183,1261
TQ14,9265,840
TQ2,15106,1246
TQ3,13631,965
TQ4,10074,922
TQ5,8951,846
TQ6,3881,565
TQ7,7573,1083
TQ8,1077,214
TQ9,8767,1200
TR1,10321,1425
TR10,4719,454
TR11,13273,1407
TR12,4192,491
TR13,8798,957
TR14,12169,1095
TR15,9184,915
TR16,7836,764
TR17,780,107
TR18,9496,1198
TR19,4226,582
TR2,4678,589
TR20,4050,579
TR21,766,102
TR22,17,2
TR23,17,2
TR24,151,18
TR25,34,4
TR26,5106,773
TR27,7073,689
TR3,5584,576
TR4,5512,584
TR5,1824,221
TR6,1729,206
TR7,9540,919
TR8,5230,615
TR9,3346,317
TR93,324,83
TS1,6458,1280
TS10,16427,1450
TS11,5591,420
TS12,10204,808
TS13,4643,448
TS14,8346,636
TS15,6272,512
TS16,4638,400
TS17,19052,1328
TS18,11316,1321
TS19,15664,1525
TS2,636,295
TS20,9081,663
TS21,5953,634
TS22,4528,362
TS23,12331,944
TS24,10474,1172
TS25,17105,1233
TS26,10553,808
TS27,5449,421
TS28,2449,198
TS29,2804,209
TS3,12877,1085
TS4,7843,623
TS5,16540,1248
TS6,13720,1239
TS7,10439,729
TS8,9505,563
TS9,6099,633
TS90,14,10
TW1,11843,1489
TW10,8240,815
TW11,10361,1037
TW12,9998,943
TW13,13998,1190
TW14,11057,825
TW15,11942,1059
TW16,8814,888
TW17,6301,659
TW18,11754,1361
TW19,7081,537
TW2,12113,889
TW20,9146,1051
TW3,15691,1595
TW4,9965,737
TW5,10054,694
TW6,1513,816
TW7,15552,1347
TW8,10870,1004
TW9,10271,1363
UB1,12516,1185
UB10,14395,952
UB11,606,140
UB18,351,61
UB2,11120,769
UB3,16076,1752
UB4,14666,973
UB5,16889,1409
UB6,18896,1361
UB7,12509,972
UB8,13655,1514
UB9,6488,618
W1,2,1
W10,14970,1132
W11,14290,1606
W12,20490,1684
W13,12850,1085
W14,16028,1300
W1A,935,2724
W1B,284,545
W1C,130,208
W1D,395,945
W1F,303,994
W1G,785,896
W1H,3208,1372
W1J,326,941
W1K,616,1170
W1M,724,761
W1N,643,684
W1P,732,731
W1R,289,813
W1S,273,866
W1T,1224,1220
W1U,1824,1512
W1V,305,849
W1W,809,847
W1X,253,750
W1Y,428,810
W2,20905,2600
W3,22358,1873
W4,20142,2026
W5,21796,2050
W6,16406,1584
W7,11769,847
W8,7813,1475
W9,15757,1222
WA1,10688,1366
WA10,18437,1802
WA11,17664,1217
WA12,11121,862
WA13,5635,664
WA14,13341,1735
WA15,16573,1945
WA16,10678,1712
WA2,18046,1226
WA3,21427,1967
WA4,22132,2116
WA5,25056,2095
WA55,66,51
WA6,8871,1198
WA7,27781,2019
WA8,27731,2284
WA88,329,36
WA9,22546,1562
WC1A,436,642
WC1B,655,453
WC1E,395,292
WC1H,2276,672
WC1N,2279,569
WC1R,251,330
WC1V,294,401
WC1X,2778,663
WC2A,342,436
WC2B,536,639
WC2E,554,567
WC2H,1056,905
WC2N,398,495
WC2R,398,404
WC99,2,2
WD1,14669,2243
WD17,4688,915
WD18,5961,1423
WD19,5888,805
WD2,14833,2080
WD23,6270,1175
WD24,4970,784
WD25,6737,843
WD3,16589,2334
WD4,4661,576
WD5,4760,375
WD6,16296,1745
WD7,4879,732
WD99,10,22
WF1,17714,1968
WF10,22446,1519
WF11,8135,653
WF12,13202,1034
WF13,9855,1073
WF14,9273,739
WF15,7322,593
WF16,5153,456
WF17,17169,1454
WF2,22512,1621
WF3,14776,1138
WF4,19184,1531
WF5,10151,835
WF6,9462,675
WF7,9872,658
WF8,15678,1307
WF9,17621,1319
WF90,61,6
WN1,10000,1262
WN2,23008,1467
WN3,12842,908
WN4,12147,749
WN5,19272,1073
WN6,17578,1097
WN7,22512,1502
WN8,19786,1243
WR1,5287,833
WR10,8519,893
WR11,20925,2350
WR12,2720,256
WR13,4121,444
WR14,15667,1506
WR15,2993,326
WR2,13355,954
WR3,9579,689
WR4,10816,906
WR5,14335,1025
WR6,5382,633
WR7,2597,269
WR78,100,15
WR8,4033,440
WR9,14561,1182
WR99,253,28
WS1,10424,1286
WS10,19779,1251
WS11,19160,1940
WS12,15933,1377
WS13,13166,1026
WS14,7561,873
WS15,16704,1341
WS2,14952,981
WS3,21857,1193
WS4,7138,418
WS5,8108,499
WS6,7210,421
WS7,12998,1159
WS8,6914,405
WS9,12082,918
WV1,7769,1494
WV10,22435,1462
WV11,14342,857
WV12,10759,598
WV13,9437,741
WV14,20420,1363
WV15,3859,369
WV16,7618,784
WV2,7071,735
WV3,12552,920
WV4,14172,928
WV5,6187,592
WV6,18336,1477
WV7,2564,259
WV8,6781,525
WV9,3141,233
WV98,949,400
WV99,490,520
YO1,9657,2291
YO10,5722,784
YO11,12175,1191
YO12,17912,1117
YO13,4824,464
YO14,5506,507
YO15,6651,708
YO16,11864,1147
YO17,10215,1301
YO18,5213,538
YO19,3081,568
YO2,14900,1699
YO21,6249,802
YO22,4247,482
YO23,4713,693
YO24,7023,835
YO25,15394,2240
YO26,7301,1161
YO3,17231,2400
YO30,6040,866
YO31,6887,1034
YO32,5636,912
YO4,9013,1571
YO41,2692,514
YO42,4501,828
YO43,3669,546
YO5,2800,531
YO51,1799,332
YO6,6914,1580
YO60,1153,311
YO61,3494,752
YO62,3039,701
YO7,9222,1163
YO8,20694,2255
YO90,10,18
YO91,30,10
YO95,4,1
ZE1,4322,393
ZE2,3827,348
ZE3,143,13
