name,area,households,group,premium,capital,el_total,el_sub,el_wx,el_fl,el_gw,el_th,el_eow,el_fire,el_ad,sub_score,wx_score,fl_score,gw_score,f_high,f_low,sw_high,sw_low,gw_frac,sw_depth_m,sw_sev,rs_depth_m,rs_sev,th_rate,eow_rate,frost_days,fire_rate,ad_rate,wind_ms,gust_rp50,rain10_days,precip_mm,tvar99_vine,tvar99_euler,uplift_pct,el_er,er_score,er_head,er_basis,er_smp55,er_smp105,er_nfi55,er_nfi105,er_smp105_lo,er_smp105_hi,er_nfi105_lo,er_nfi105_hi,er_gi,er_dc50_hi,er_dc100_hi,er_dc50_lo,er_dc100_lo,cc_covered,premium_cc,el_total_cc,cc_uplift_pct,country,geol,sup_geol,sup_frac
TQ5,TQ,8971.0,2,137.2,4.5381,132.7,5.29,33.75,14.27,1.14,9.04,31.69,23.24,14.28,0.1193,0.7105,0.5216,0.0,0.018,0.0215,0.0395,0.1003,0.0,0.24,1.0458,0.15,0.5799,0.0031,0.0079,7.0,0.0016,0.0086,5.1,161.0,30.2,1129.0,9017.9,208.3,0.4939,31.29,0.5173872,0.010014,ncerm,0.0028586,0.010014,0.0033569,0.0113671,0.0045558,0.0121553,0.0052517,0.0136889,0.0,0.0,0.0,0.0,0.0,1,145.3585,140.42,5.9146,England,none (low-plasticity bedrock),Alluvium,0.0039
TQ6,TQ,3883.0,7,175.8,5.6227,170.13,5.19,36.47,31.86,1.14,7.01,35.2,37.67,15.59,0.1265,0.7657,0.8279,0.0,0.0723,0.0793,0.0809,0.1317,0.0,0.22,1.0022,0.44,1.0224,0.0022,0.008,8.2,0.0024,0.0086,5.4,160.0,37.4,1242.0,11929.5,263.8,-0.5717,38.66,0.575051,0.0123706,ncerm,0.0036815,0.0123706,0.0039293,0.0133745,0.0058417,0.0151862,0.0062869,0.0163944,0.0,0.0,0.0,0.0,0.0,1,208.5131,201.36,18.6407,England,none (low-plasticity bedrock),Alluvium,0.0526
TQ7,TQ,7723.0,5,159.0,5.2324,153.8,5.24,32.7,20.06,1.14,9.44,39.46,29.49,16.28,0.1225,0.6888,0.599,0.0,0.0359,0.0373,0.0436,0.0817,0.0,0.19,0.9371,0.49,1.0586,0.0029,0.0087,16.6,0.0018,0.0087,5.3,158.0,40.2,1149.0,10503.1,241.0,-0.4119,38.79,0.5760024,0.0124115,ncerm,0.003858,0.0124115,0.0041054,0.0131984,0.004619,0.0150559,0.0049698,0.0160461,0.0,0.0,0.0,0.0,0.0,1,166.8018,161.2,4.8872,England,none (low-plasticity bedrock),Alluvium,0.0445
TQ8,TQ,987.0,8,187.2,5.9017,181.32,4.21,36.2,28.32,1.14,10.81,42.85,39.41,18.39,0.0928,0.7602,0.6879,0.0,0.0594,0.0607,0.0443,0.0683,0.0,0.18,0.9269,0.59,1.2651,0.0029,0.0082,10.7,0.0021,0.0085,5.9,158.0,38.5,1162.0,12511.2,279.7,-1.1796,103.59,0.9413212,0.0331476,ncerm,0.0106532,0.0331476,0.0110406,0.0350354,0.012186,0.0402608,0.0128695,0.0426486,0.0,0.0,0.0,0.0,0.0,1,198.5493,192.1,6.0506,England,none (low-plasticity bedrock),Alluvium,0.023
TQ9,TQ,8801.0,6,169.0,5.6504,163.34,5.45,33.56,26.44,1.14,9.59,41.28,30.14,15.74,0.1251,0.7065,0.6643,0.0,0.0556,0.0645,0.0374,0.0608,0.0,0.19,0.9326,0.62,1.2076,0.0031,0.0095,25.8,0.0019,0.0088,4.7,158.0,44.8,1318.0,11151.6,257.5,-0.9828,1.91,0.1278892,0.0006119,ncerm,0.0,0.0006119,0.0,0.0006118,0.0,0.0015053,0.0,0.0015052,0.0,0.0,0.0,0.0,0.0,1,179.2228,173.07,6.0567,England,none (low-plasticity bedrock),Alluvium,0.121
TR1,TR,10435.0,3,146.2,4.7907,141.41,7.63,28.07,16.57,1.14,12.53,35.19,25.93,14.36,0.1952,0.592,0.5559,0.0,0.0107,0.0146,0.0644,0.1201,0.0,0.28,1.1531,0.34,0.834,0.0044,0.0089,19.0,0.0018,0.0088,4.8,158.0,35.6,1134.0,9789.0,221.3,1.9754,25.64,0.4683136,0.0082045,ncerm,0.0027328,0.0082045,0.0027328,0.0082045,0.0017597,0.010464,0.0017597,0.010464,0.0,0.0,0.0,0.0,0.0,1,159.3751,153.97,9.009,England,none (low-plasticity bedrock),Alluvium,0.4063
TR10,TR,4728.0,1,132.5,4.76,127.74,4.4,35.47,20.54,1.14,6.56,30.85,15.73,13.05,0.1155,0.7455,0.5867,0.0,0.0443,0.0444,0.0274,0.0578,0.0,0.2,0.9564,0.46,1.0351,0.0025,0.0086,14.8,0.0012,0.0088,5.3,159.0,45.0,1221.0,8705.1,207.1,-1.9397,2.15,0.1357355,0.0006892,ncerm,0.0002401,0.0006892,0.0002401,0.0006892,0.0001223,0.0009086,0.0001223,0.0009086,0.0,0.0,0.0,0.0,0.0,1,139.4894,134.37,5.2759,England,none (low-plasticity bedrock),Alluvium,0.0802
TR11,TR,13225.0,1,131.7,4.3646,127.34,4.47,32.49,12.32,1.14,7.53,31.81,23.33,14.25,0.1095,0.6846,0.4002,0.0,0.0064,0.0064,0.0283,0.0754,0.0,0.24,1.0454,0.61,1.1397,0.0026,0.008,8.5,0.0016,0.0087,5.1,159.0,35.5,1201.0,8578.2,200.1,-1.7689,33.88,0.5383076,0.0108402,ncerm,0.0034895,0.0108402,0.0037143,0.0117596,0.0042454,0.01321,0.0046426,0.0142855,0.0,0.0,0.0,0.0,0.0,1,139.2207,134.5,5.7088,England,none (low-plasticity bedrock),Alluvium,0.034
TR12,TR,4134.0,3,150.5,4.685,145.83,4.3,36.2,13.15,1.14,6.43,34.45,34.87,15.3,0.101,0.7602,0.3827,0.0,0.0142,0.0143,0.0171,0.0391,0.0,0.26,1.0846,0.53,1.1547,0.0021,0.0081,9.7,0.0023,0.0087,5.7,160.0,34.7,1072.0,9806.2,223.9,-2.025,27.79,0.4875282,0.0088915,ncerm,0.0027961,0.0088915,0.0028491,0.0090454,0.004219,0.0104152,0.0042861,0.0106062,0.0,0.0,0.0,0.0,0.0,1,154.525,149.64,2.6647,England,NEOGENE ROCKS (UNDIFFERENTIATED),Alluvium,0.0453
TR13,TR,8926.0,2,135.3,4.5672,130.74,4.74,34.08,15.35,1.14,7.61,32.12,21.98,13.73,0.1275,0.7171,0.5315,0.0,0.0198,0.0301,0.0419,0.0828,0.0,0.19,0.9336,0.37,0.8257,0.0028,0.0085,14.5,0.0016,0.0088,5.4,160.0,37.5,1147.0,8820.0,206.9,-0.2361,7.17,0.2475918,0.0022932,ncerm,0.0008114,0.0022932,0.0009349,0.0025907,0.0011976,0.0026254,0.0013785,0.0029601,0.0,0.0,0.0,0.0,0.0,1,137.4439,132.76,1.5793,England,none (low-plasticity bedrock),Alluvium,0.0941
TR14,TR,12105.0,2,133.3,4.2564,129.07,4.46,32.88,15.52,1.14,11.49,27.83,23.31,12.45,0.1142,0.6926,0.5441,0.0,0.011,0.0122,0.0601,0.1192,0.0,0.23,0.9919,0.45,0.9234,0.0047,0.0082,10.1,0.0019,0.0088,5.4,159.0,35.0,1127.0,8762.9,200.0,-0.4397,22.64,0.4401191,0.0072463,ncerm,0.0022416,0.0072463,0.0022416,0.0072463,0.0036431,0.008362,0.0036431,0.008362,0.0,0.0,0.0,0.0,0.0,1,136.883,132.43,2.6666,England,none (low-plasticity bedrock),Alluvium,0.0459
TR15,TR,9350.0,1,128.4,4.1752,124.18,4.51,33.97,12.57,1.14,9.5,28.17,21.98,12.34,0.1184,0.715,0.4576,0.0,0.0104,0.0105,0.036,0.0876,0.0,0.23,1.0411,0.11,0.5123,0.0039,0.0084,12.3,0.0018,0.0089,5.5,159.0,36.8,1178.0,8325.1,193.8,-0.7773,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,131.3516,127.01,2.3319,England,none (low-plasticity bedrock),none mapped,0.0036
TR16,TR,7672.0,2,136.2,4.5358,131.66,4.78,34.15,15.79,1.14,7.96,31.47,23.27,13.1,0.1305,0.7185,0.5757,0.0,0.0285,0.0285,0.045,0.0947,0.0,0.16,0.8466,0.21,0.7055,0.0031,0.0087,16.9,0.0018,0.0088,5.4,159.0,40.8,1226.0,8904.8,207.3,0.0365,31.32,0.5175673,0.010021,ncerm,0.0029682,0.010021,0.0031024,0.0102548,0.0048378,0.0116027,0.0049696,0.0118724,0.0,0.0,0.0,0.0,0.0,1,140.3778,135.61,3.0721,England,none (low-plasticity bedrock),Alluvium,0.1061
TR17,TR,775.0,4,152.9,4.866,148.07,6.18,37.35,16.9,1.14,6.99,31.85,33.38,14.3,0.167,0.7833,0.5019,0.0,0.022,0.0224,0.0339,0.0694,0.0,0.22,0.9921,0.59,1.2169,0.0024,0.008,7.6,0.0023,0.0086,5.7,159.0,33.1,1169.0,10097.4,229.2,-0.221,22.77,0.4413222,0.007286,ncerm,0.0025344,0.007286,0.0164109,0.0429469,0.0038888,0.0084001,0.0230691,0.0501927,0.0,0.0,0.0,0.0,0.0,1,157.5795,152.45,3.033,England,none (low-plasticity bedrock),Alluvium,0.3089
TR18,TR,9664.0,3,148.7,4.6593,144.05,4.43,38.1,19.95,1.14,10.38,28.37,28.9,12.77,0.1085,0.7986,0.6656,0.0,0.0374,0.0458,0.0568,0.127,0.0,0.23,1.0254,0.25,0.7518,0.0041,0.008,7.8,0.0023,0.0087,5.8,159.0,36.4,1169.0,9781.8,221.7,-0.3436,81.96,0.8373281,0.0262282,ncerm,0.0090595,0.0262282,0.0547094,0.1219919,0.0117074,0.0318106,0.0794407,0.1376772,0.0,0.0,0.0,0.0,0.0,1,159.8155,154.6,7.4678,England,none (low-plasticity bedrock),Alluvium,0.0554
TR19,TR,4142.0,2,135.6,4.5745,131.02,3.69,35.27,18.99,1.14,6.6,29.9,21.81,13.62,0.0903,0.7414,0.6591,0.0,0.0456,0.0456,0.0499,0.0964,0.0,0.26,1.0727,0.2,0.6214,0.0024,0.0079,6.5,0.0016,0.0087,6.8,158.0,29.6,1162.0,8965.8,207.3,-0.5744,27.05,0.4810013,0.008655,ncerm,0.0027636,0.008655,0.0036913,0.011084,0.004477,0.0099854,0.0059337,0.0127573,0.0,0.0,0.0,0.0,0.0,1,138.4171,133.68,2.0821,England,none (low-plasticity bedrock),Blown Sand,0.0216
TR2,TR,4679.0,1,130.3,4.5802,125.7,5.52,28.69,11.28,1.14,4.64,37.23,21.35,15.85,0.1359,0.6052,0.3652,0.0,0.0063,0.0064,0.0213,0.0629,0.0,0.23,1.0427,0.33,0.8897,0.0015,0.0085,13.7,0.0014,0.0087,4.8,156.0,32.4,1142.0,8527.9,202.0,-0.9289,22.04,0.4341575,0.0070513,ncerm,0.0021722,0.0070513,0.0024461,0.0077901,0.002586,0.0085551,0.0028608,0.0094826,0.0,0.0,0.0,0.0,0.0,1,137.1166,132.23,5.2455,England,none (low-plasticity bedrock),Alluvium,0.106
TR20,TR,4420.0,2,134.1,4.7622,129.3,4.34,38.54,16.21,1.14,4.62,32.5,17.41,14.55,0.1194,0.8072,0.5742,0.0,0.027,0.0327,0.0425,0.1003,0.0,0.28,1.1085,0.17,0.6149,0.0016,0.008,8.7,0.0012,0.0087,6.0,159.0,38.5,1166.0,8686.8,208.7,-0.5669,26.34,0.4747075,0.00843,ncerm,0.0027561,0.00843,0.0028251,0.0084302,0.0042478,0.0098761,0.0042504,0.0098788,0.0,0.0,0.0,0.0,0.0,1,137.2303,132.3,2.3609,England,none (low-plasticity bedrock),River Terrace Deposits (Undifferentiated),0.1485
TR21,TR,723.0,6,166.8,5.2967,161.49,4.5,31.43,23.23,1.14,6.75,38.82,36.79,18.83,0.1107,0.6625,0.7345,0.0,0.0413,0.0418,0.0691,0.1997,0.0,0.25,1.0597,0.32,0.8244,0.0018,0.0074,0.8,0.002,0.0087,8.4,146.0,22.6,1130.0,11379.9,249.8,0.2309,39.17,0.5788225,0.0125334,ncerm,0.003631,0.0125334,0.0076588,0.0213883,0.0061042,0.0138473,0.0114079,0.0238049,0.0,0.0,0.0,0.0,0.0,1,182.8703,176.86,9.6442,England,none (low-plasticity bedrock),Alluvium,0.15
TR22,TR,10.0,4,152.0,4.9972,147.01,4.86,31.52,15.46,1.14,0.0,38.98,36.14,18.91,0.1283,0.6645,0.527,0.0,0.0224,0.0244,0.0382,0.0846,0.0,0.22,1.0089,0.3,0.7977,0.0,0.0074,0.8,0.0019,0.0087,8.3,146.0,22.8,1129.0,10053.9,230.3,0.0465,20.16,0.415285,0.0064516,ncerm,0.0023364,0.0064516,0.0029972,0.0089564,0.0033424,0.0072873,0.0036127,0.0108496,0.0,0.0,0.0,0.0,0.0,1,157.2949,152.07,3.4792,England,none (low-plasticity bedrock),River Terrace Deposits (Undifferentiated),0.1714
TR23,TR,10.0,4,152.1,5.0003,147.13,4.79,31.65,15.46,1.14,0.0,39.05,36.14,18.91,0.1283,0.6672,0.527,0.0,0.0224,0.0244,0.0382,0.0846,0.0,0.22,1.0089,0.3,0.7977,0.0,0.0074,0.9,0.0019,0.0087,8.3,146.0,23.5,1130.0,10054.0,230.5,-0.0008,46.92,0.6335374,0.0150149,ncerm,0.0050564,0.0150149,0.0062212,0.0186396,0.0080458,0.0173344,0.0099003,0.0213809,0.0,0.0,0.0,0.0,0.0,1,157.4219,152.19,3.4762,England,none (low-plasticity bedrock),River Terrace Deposits (Undifferentiated),0.1714
TR24,TR,178.0,5,162.6,5.4136,157.2,4.45,31.61,25.34,1.14,0.0,39.07,36.68,18.91,0.1113,0.6663,0.7512,0.0,0.0686,0.0698,0.0501,0.1049,0.0,0.24,1.095,0.28,0.7998,0.0,0.0074,0.9,0.0019,0.0087,8.3,146.0,23.4,1130.0,10941.2,247.4,-0.3123,73.03,0.7904016,0.0233708,ncerm,0.0079393,0.0233708,0.0125341,0.0349593,0.0113405,0.0269334,0.0178622,0.0396872,0.0,0.0,0.0,0.0,0.0,1,175.8383,169.8,8.1352,England,none (low-plasticity bedrock),Blown Sand,0.1278
TR25,TR,30.0,7,178.4,4.9528,173.46,4.69,31.41,14.78,1.14,27.24,39.05,36.24,18.91,0.1243,0.6622,0.5036,0.0,0.0204,0.0223,0.0349,0.0773,0.0,0.22,1.0089,0.3,0.7976,0.0072,0.0074,0.9,0.0019,0.0087,8.3,146.0,22.1,1131.0,11763.3,256.0,-0.091,16.93,0.3805128,0.0054165,ncerm,0.00149,0.0054165,0.0014911,0.0054212,0.0015585,0.0066367,0.0015606,0.0066426,0.0,0.0,0.0,0.0,0.0,1,183.2278,178.08,2.701,England,none (low-plasticity bedrock),Blown Sand,0.1565
TR26,TR,5144.0,3,144.3,4.8597,139.41,3.67,38.77,21.73,1.14,5.54,30.76,23.63,14.18,0.0927,0.8118,0.7282,0.0,0.0739,0.074,0.0332,0.0789,0.0,0.26,1.0963,0.18,0.6249,0.002,0.0078,5.4,0.0017,0.0087,6.3,159.0,38.0,1153.0,9508.4,220.4,-0.2664,42.18,0.6007009,0.0134988,ncerm,0.0045272,0.0134988,0.0058858,0.0183968,0.0069314,0.0157731,0.0099492,0.0213131,0.0,0.0,0.0,0.0,0.0,1,153.3833,148.03,6.3204,England,none (low-plasticity bedrock),River Terrace Deposits (Undifferentiated),0.1244
TR27,TR,6969.0,2,136.0,4.7415,131.23,6.2,34.18,19.67,1.14,7.35,29.81,19.27,13.61,0.1783,0.7192,0.6403,0.0,0.0419,0.0473,0.0461,0.0925,0.0,0.21,0.9801,0.3,0.8015,0.0027,0.008,7.9,0.0014,0.0088,5.6,159.0,33.5,1129.0,9051.3,210.3,0.5723,30.6,0.5115951,0.0097911,ncerm,0.0030423,0.0097911,0.0032473,0.0109453,0.0050454,0.0113014,0.0058265,0.0125842,0.0,0.0,0.0,0.0,0.0,1,145.6843,140.45,7.1399,England,NEOGENE ROCKS (UNDIFFERENTIATED),Alluvium,0.6064
TR3,TR,5526.0,2,136.5,4.9173,131.59,5.16,30.29,14.31,1.14,6.22,40.12,18.03,16.31,0.1231,0.6388,0.4551,0.0,0.0167,0.0168,0.0293,0.0628,0.0,0.16,0.8667,0.55,1.1245,0.0019,0.0089,18.4,0.0011,0.0087,4.9,158.0,38.0,1175.0,8886.7,213.5,-1.2466,17.97,0.3920144,0.0057488,ncerm,0.0019334,0.0057488,0.0020893,0.0062185,0.0014387,0.0070074,0.0015165,0.0076348,0.0,0.0,0.0,0.0,0.0,1,140.4557,135.37,2.8959,England,none (low-plasticity bedrock),Alluvium,0.0585
TR4,TR,5502.0,2,135.2,4.4681,130.75,5.16,30.06,11.49,1.14,7.69,35.3,25.18,14.72,0.1223,0.6339,0.4252,0.0,0.0102,0.0103,0.0295,0.0723,0.0,0.18,0.9078,0.11,0.518,0.0027,0.0088,17.5,0.0018,0.0089,5.2,158.0,34.3,1128.0,8823.9,205.2,-0.2968,1.89,0.127186,0.0006051,ncerm,0.0001714,0.0006051,0.0001714,0.0006051,0.000188,0.0007452,0.000188,0.0007452,0.0,0.0,0.0,0.0,0.0,1,137.7708,133.2,1.8869,England,none (low-plasticity bedrock),Alluvium,0.0347
TR5,TR,1801.0,1,122.6,4.6153,118.0,5.15,33.44,13.97,1.14,4.17,33.19,11.73,15.22,0.1433,0.704,0.4319,0.0,0.0122,0.0124,0.0337,0.0534,0.0,0.29,1.1475,0.53,1.0779,0.0014,0.008,7.9,0.0008,0.0089,6.5,158.0,31.1,1074.0,8042.8,194.9,-1.529,15.26,0.3613361,0.0048843,ncerm,0.0014579,0.0048843,0.0014579,0.0048843,0.0021668,0.0055335,0.0021668,0.0055335,0.0,0.0,0.0,0.0,0.0,1,124.48,119.76,1.523,England,NEOGENE ROCKS (UNDIFFERENTIATED),none mapped,0.0129
TR6,TR,1735.0,6,167.5,5.2698,162.22,5.01,32.89,31.94,1.14,10.89,32.16,33.7,14.5,0.1233,0.6928,0.9315,0.0,0.1299,0.1301,0.0451,0.097,0.0,0.15,0.8392,0.21,0.7004,0.0038,0.0081,8.7,0.0024,0.0088,6.2,158.0,29.7,1043.0,11523.9,250.0,1.3977,60.04,0.716679,0.0192144,ncerm,0.0063187,0.0192144,0.0063421,0.0192144,0.009696,0.0220549,0.009696,0.0220549,0.0,0.0,0.0,0.0,0.0,1,178.4584,172.61,6.5501,England,none (low-plasticity bedrock),Blown Sand,0.2173
TR7,TR,9671.0,3,143.9,4.3497,139.5,5.27,33.27,12.86,1.14,14.81,30.07,28.56,13.53,0.1254,0.7005,0.4602,0.0,0.0067,0.0068,0.0389,0.1066,0.0,0.21,0.9833,0.33,0.8126,0.0055,0.0081,8.8,0.0021,0.0088,5.8,159.0,26.0,1077.0,9384.2,212.0,-0.1858,109.48,0.9677201,0.0350329,ncerm,0.0079788,0.0350329,0.0132006,0.0410614,0.0181122,0.0406898,0.0218102,0.0474385,0.0,0.0,0.0,0.0,0.0,1,147.1488,142.63,2.2925,England,none (low-plasticity bedrock),Blown Sand,0.3172
TR8,TR,5175.0,1,125.3,4.4591,120.82,5.3,29.83,12.54,1.14,6.26,34.05,17.08,14.63,0.1346,0.6291,0.4141,0.0,0.0105,0.0105,0.0255,0.0707,0.0,0.18,0.9156,0.5,1.0408,0.0022,0.0086,14.9,0.0012,0.0089,5.2,159.0,33.1,1118.0,8180.4,195.1,-1.1823,29.46,0.5020291,0.0094283,ncerm,0.0027766,0.0094283,0.0028623,0.0096322,0.0046565,0.0109417,0.0047751,0.0111744,0.0,0.0,0.0,0.0,0.0,1,127.4184,122.87,1.7036,England,none (low-plasticity bedrock),Alluvium,0.1124
TR9,TR,3300.0,1,129.9,4.227,125.63,4.78,28.49,12.31,1.14,8.18,32.11,25.4,13.23,0.1197,0.6009,0.427,0.0,0.0049,0.0083,0.0391,0.0754,0.0,0.2,0.9586,0.39,0.9951,0.0032,0.0089,18.9,0.002,0.0089,4.9,158.0,36.4,1194.0,8534.3,196.1,-1.1307,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,131.8936,127.57,1.5646,England,none (low-plasticity bedrock),River Terrace Deposits (Undifferentiated),0.0119
TS1,TS,6342.0,9,216.9,4.7918,212.13,21.69,11.09,21.19,1.14,61.32,30.47,54.58,10.65,0.4612,0.1984,0.7848,0.0,0.0148,0.0206,0.1199,0.3119,0.0,0.19,0.9115,0.18,0.643,0.0292,0.0104,36.6,0.0052,0.0088,4.1,152.0,11.6,617.0,14147.9,292.0,8.8196,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,223.5446,218.43,3.0554,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Lacustrine Deposits (Undifferentiated),0.9801
TS10,TS,16624.0,5,164.2,5.2019,159.04,20.84,16.6,23.89,1.14,37.94,31.06,15.01,12.57,0.4752,0.3356,0.8131,0.0,0.016,0.0171,0.1481,0.2842,0.0,0.23,1.0238,0.17,0.6215,0.0154,0.009,20.2,0.0012,0.0088,4.9,154.0,13.1,669.0,11470.4,245.7,10.5687,5.86,0.2239763,0.0018766,ncerm,0.0004915,0.0018766,0.0022647,0.0070336,0.0007766,0.002207,0.0038033,0.0079761,0.0,0.0,0.0,0.0,0.0,1,178.3865,172.51,8.6104,England,LIAS GROUP,Till,0.7476
TS11,TS,5442.0,3,142.9,5.2057,137.7,21.36,18.72,14.88,1.14,19.48,35.93,12.6,13.6,0.49,0.3853,0.5895,0.0,0.0006,0.0012,0.089,0.1678,0.0,0.16,0.8738,0.33,0.8485,0.0072,0.0095,26.3,0.0009,0.0087,5.3,153.0,11.7,672.0,10117.9,224.5,11.4632,32.55,0.5277042,0.0104174,ncerm,0.0034542,0.0104174,0.0110315,0.0291261,0.0051152,0.0117838,0.0156642,0.0328046,0.0,0.0,0.0,0.0,0.0,1,146.9548,141.55,2.8349,England,LIAS GROUP,Till,0.7591
TS12,TS,10268.0,3,150.5,5.1072,145.42,17.83,21.77,12.72,1.14,23.41,38.07,17.72,12.77,0.4506,0.4548,0.48,0.0,0.0018,0.0021,0.0625,0.0915,0.0,0.18,0.9169,0.14,0.5613,0.0093,0.0108,41.3,0.0014,0.0088,5.6,152.0,16.3,763.0,10006.6,230.5,8.4904,17.71,0.389192,0.0056664,ncerm,0.0016929,0.0056664,0.0031865,0.0096008,0.0025875,0.0065038,0.004709,0.0110878,0.0,0.0,0.0,0.0,0.0,1,152.5432,147.34,1.3384,England,RAVENSCAR GROUP,Till,0.8753
TS13,TS,4581.0,3,150.3,5.079,145.23,18.13,23.5,14.9,1.14,22.71,34.03,18.57,12.26,0.4494,0.4932,0.5271,0.0,0.0078,0.0204,0.0595,0.1,0.0,0.28,1.0955,0.19,0.6486,0.0094,0.0101,32.4,0.0015,0.0088,6.0,152.0,14.4,823.0,10116.3,229.9,8.8724,54.66,0.6837746,0.0174905,ncerm,0.0049801,0.0174905,0.0053337,0.0184303,0.0079125,0.0201016,0.0083822,0.0211847,0.0067954,0.0,0.0,0.0,0.0,1,153.5609,148.3,2.1652,England,RAVENSCAR GROUP,Till,0.7849
TS14,TS,8348.0,6,169.3,5.8525,163.46,16.67,17.56,23.78,1.14,30.64,46.67,12.42,14.58,0.4245,0.3584,0.7608,0.0,0.0231,0.0273,0.1241,0.1993,0.0,0.27,1.0728,0.29,0.832,0.0106,0.0116,50.6,0.0009,0.0088,4.9,151.0,17.5,751.0,11459.5,261.0,7.3011,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,173.5867,167.56,2.5275,England,LIAS GROUP,Till,0.9734
TS15,TS,6234.0,6,171.5,6.2913,165.17,12.63,12.8,36.52,1.14,22.77,51.56,10.98,16.77,0.2981,0.2424,0.9077,0.0,0.103,0.1056,0.0746,0.1285,0.0,0.18,0.9153,0.39,0.969,0.0069,0.0112,45.8,0.0007,0.0088,4.4,148.0,13.9,675.0,12247.2,270.0,4.6213,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183.2685,176.45,6.8868,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.9978
TS16,TS,4607.0,3,145.2,4.9463,140.28,11.55,12.1,14.07,1.14,24.62,47.97,13.53,15.3,0.2702,0.2245,0.5845,0.0,0.0006,0.0012,0.0755,0.2006,0.0,0.14,0.8068,0.33,0.8491,0.0083,0.0115,49.9,0.0009,0.0089,4.3,150.0,12.2,640.0,9891.5,222.7,5.479,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,148.501,143.49,2.2576,England,none (low-plasticity bedrock),Till,0.9971
TS17,TS,18976.0,3,145.6,4.7536,140.88,12.12,11.24,17.41,1.14,26.93,41.68,16.28,14.09,0.282,0.2021,0.5967,0.0,0.0186,0.0314,0.0547,0.1415,0.0,0.16,0.8555,0.47,1.0405,0.0099,0.011,44.0,0.0012,0.009,4.1,151.0,12.3,645.0,10008.2,220.1,5.0251,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,153.3403,148.27,5.2941,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.999
TS18,TS,11088.0,8,188.6,4.8893,183.68,15.01,11.56,19.89,1.14,55.88,39.11,28.32,12.76,0.3419,0.2107,0.6452,0.0,0.0197,0.0313,0.0692,0.1692,0.0,0.16,0.8534,0.63,1.2714,0.0225,0.0113,46.7,0.0023,0.0089,4.1,152.0,13.0,640.0,12178.2,265.2,5.3297,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,196.5138,191.28,4.2121,England,none (low-plasticity bedrock),Lacustrine Deposits (Undifferentiated),0.9942
TS19,TS,15995.0,3,147.7,4.5175,143.15,13.65,12.3,13.91,1.14,31.36,38.49,19.94,12.36,0.3128,0.2297,0.5311,0.0,0.0012,0.0104,0.0681,0.1294,0.0,0.17,0.8951,0.49,1.0192,0.013,0.0115,48.9,0.0017,0.0089,4.2,153.0,12.3,641.0,9884.2,218.4,6.7716,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,151.233,146.59,2.4154,England,none (low-plasticity bedrock),Till,0.9989
TS2,TS,553.0,5,160.5,4.7956,155.66,16.16,12.09,29.23,1.14,26.3,28.94,31.26,10.55,0.3614,0.2243,0.9734,0.0,0.1055,0.1219,0.0641,0.2771,0.0,0.2,0.9444,0.13,0.5564,0.0123,0.0097,28.6,0.0029,0.0086,4.1,155.0,9.9,613.0,11583.9,235.6,9.196,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,197.154,190.71,22.8716,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Raised Marine Deposits (Undifferentiated),0.7329
TS20,TS,9167.0,3,146.1,4.5948,141.54,15.42,12.33,13.43,1.14,30.55,38.14,18.06,12.46,0.3485,0.2304,0.5001,0.0,0.0004,0.0045,0.0658,0.1096,0.0,0.2,0.9586,0.39,0.9413,0.0124,0.0111,44.7,0.0015,0.0088,4.2,153.0,11.8,641.0,9891.0,218.1,7.8255,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,148.8208,144.13,1.8404,England,none (low-plasticity bedrock),Lacustrine Deposits (Undifferentiated),0.998
