name,area,households,group,premium,capital,el_total,el_sub,el_wx,el_fl,el_gw,el_th,el_eow,el_fire,el_ad,sub_score,wx_score,fl_score,gw_score,f_high,f_low,sw_high,sw_low,gw_frac,sw_depth_m,sw_sev,rs_depth_m,rs_sev,th_rate,eow_rate,frost_days,fire_rate,ad_rate,wind_ms,gust_rp50,rain10_days,precip_mm,tvar99_vine,tvar99_euler,uplift_pct,el_er,er_score,er_head,er_basis,er_smp55,er_smp105,er_nfi55,er_nfi105,er_smp105_lo,er_smp105_hi,er_nfi105_lo,er_nfi105_hi,er_gi,er_dc50_hi,er_dc100_hi,er_dc50_lo,er_dc100_lo,cc_covered,premium_cc,el_total_cc,cc_uplift_pct,country,geol,sup_geol,sup_frac
BR2,BR,20081.0,9,217.9,7.7891,210.16,51.79,11.14,22.64,1.38,25.94,51.89,26.57,18.8,0.8247,0.1996,0.788,0.5556,0.0582,0.0593,0.0783,0.1614,0.008,0.22,1.0101,0.15,0.5689,0.0072,0.0103,35.0,0.0015,0.009,4.2,131.0,16.6,721.0,16188.0,340.0,17.3003,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,223.2704,215.22,2.4425,England,THAMES GROUP,River Terrace Deposits (Undifferentiated),0.2017
BR3,BR,21416.0,10,238.3,8.2945,229.98,68.49,10.15,21.95,1.14,33.99,48.69,27.37,18.2,0.9894,0.173,0.7611,0.0,0.0418,0.0572,0.0896,0.1602,0.0,0.23,1.0316,0.15,0.5883,0.0096,0.0099,30.2,0.0016,0.0089,4.1,133.0,16.4,681.0,17615.9,368.2,17.9431,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,244.8338,236.18,2.7543,England,THAMES GROUP,River Terrace Deposits (Undifferentiated),0.01
BR4,BR,7422.0,10,222.2,7.9959,214.17,50.99,11.03,17.76,4.8,32.6,55.77,20.95,20.28,0.8122,0.1966,0.6543,1.0,0.0089,0.009,0.0987,0.1865,0.1206,0.23,1.008,0.11,0.507,0.0083,0.0102,34.4,0.0011,0.009,4.2,131.0,17.3,721.0,16341.4,347.4,17.4536,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,225.1431,217.0,1.3387,England,THAMES GROUP,River Terrace Deposits (Undifferentiated),0.0531
BR5,BR,18888.0,9,207.3,6.6764,200.66,28.01,12.2,14.04,11.58,35.77,49.18,32.71,17.18,0.5024,0.2271,0.521,1.0,0.0025,0.0036,0.0661,0.1268,0.344,0.21,0.9887,0.18,0.6648,0.0109,0.0107,40.0,0.002,0.0091,4.3,134.0,16.7,695.0,14553.0,311.9,12.6046,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,211.0608,204.21,1.7969,England,THANET SAND FORMATION,River Terrace Deposits (Undifferentiated),0.2501
BR6,BR,19685.0,9,198.3,6.5879,191.74,17.83,14.7,13.39,7.98,33.14,59.44,25.68,19.58,0.3586,0.29,0.4773,1.0,0.0012,0.0013,0.0528,0.1218,0.2252,0.27,1.0881,0.12,0.5222,0.0087,0.0112,46.4,0.0014,0.009,4.6,133.0,21.0,768.0,13355.2,301.5,8.2642,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,201.7747,195.1,1.7385,England,THANET SAND FORMATION,River Terrace Deposits (Undifferentiated),0.1954
BR7,BR,7589.0,10,237.1,7.8875,229.2,59.79,10.45,10.68,1.14,42.2,57.33,26.85,20.75,0.9087,0.1812,0.3586,0.0,0.0029,0.0031,0.0291,0.0557,0.0,0.16,0.8714,0.51,1.1162,0.0105,0.0102,34.5,0.0013,0.009,4.1,134.0,16.4,653.0,16812.7,360.7,14.317,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,239.1588,231.2,0.874,England,THAMES GROUP,none mapped,0.0046
BR8,BR,9608.0,6,170.3,6.344,163.97,35.92,12.39,13.76,1.14,18.57,48.36,17.99,15.85,0.5967,0.232,0.4813,0.0,0.0007,0.0009,0.0601,0.1077,0.0,0.28,1.1158,0.16,0.59,0.006,0.0113,46.7,0.0012,0.0089,4.5,134.0,15.9,676.0,12352.4,269.7,14.9234,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,172.0981,165.69,1.0464,England,THANET SAND FORMATION,none mapped,0.0043
BS1,BS,7565.0,10,276.8,5.623,271.23,7.13,17.58,45.6,1.14,89.73,36.01,61.2,12.85,0.1511,0.359,1.0,0.0,0.0426,0.4269,0.1329,0.2435,0.0,0.27,1.1146,0.31,0.9014,0.034,0.0098,29.2,0.0047,0.0085,4.1,151.0,25.1,892.0,17561.8,364.9,3.9961,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,291.7311,285.41,5.3756,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.2779
BS10,BS,12376.0,5,163.5,4.9158,158.56,14.93,18.8,20.1,1.14,27.26,33.53,29.69,13.11,0.3621,0.3872,0.7417,0.0,0.0183,0.0217,0.1145,0.2252,0.0,0.19,0.9348,0.15,0.5883,0.0107,0.0095,25.5,0.0023,0.009,4.5,152.0,22.2,856.0,11163.5,240.5,6.6607,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,170.6279,165.38,4.3746,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.0279
BS11,BS,7813.0,6,166.5,5.0135,161.49,16.84,19.81,23.21,1.14,26.33,30.26,31.4,12.51,0.3961,0.4105,0.8102,0.0,0.0023,0.0138,0.1897,0.2272,0.0,0.19,0.9397,0.54,1.1034,0.0109,0.009,19.9,0.0026,0.009,4.7,152.0,16.5,861.0,11534.4,245.1,7.6425,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,182.781,177.0,9.773,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.6347
BS13,BS,12786.0,6,174.0,5.3411,168.68,23.63,21.43,16.98,1.14,26.19,33.19,33.82,12.3,0.537,0.4472,0.6835,0.0,0.0055,0.0178,0.1078,0.2106,0.0,0.15,0.8393,0.13,0.5403,0.011,0.01,32.2,0.0029,0.009,4.5,151.0,26.5,926.0,12051.1,257.7,11.7042,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180.7523,175.06,3.8706,England,LIAS GROUP,Landslip,0.0215
BS14,BS,12857.0,5,164.4,5.5131,158.85,22.77,19.51,17.65,1.14,26.6,37.63,19.96,13.59,0.5174,0.4036,0.6981,0.0,0.0005,0.0027,0.1215,0.2457,0.0,0.17,0.8693,0.2,0.6462,0.01,0.0102,33.7,0.0015,0.0089,4.3,150.0,26.4,914.0,11368.7,250.7,11.713,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,168.6729,162.94,2.6247,England,LIAS GROUP,none mapped,0.0039
BS15,BS,21255.0,1,130.9,4.2523,126.65,6.07,16.08,15.74,1.14,21.8,36.97,15.59,13.25,0.1236,0.3233,0.5647,0.0,0.0073,0.0095,0.071,0.1386,0.0,0.21,0.9753,0.47,0.9778,0.0084,0.0102,34.4,0.0012,0.0089,4.0,149.0,25.6,870.0,8843.2,197.5,1.5311,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,134.2482,129.88,2.5593,England,TRIASSIC ROCKS (UNDIFFERENTIATED),none mapped,0.0025
BS16,BS,35180.0,3,147.7,4.5383,143.13,7.63,16.83,13.92,1.14,25.53,40.98,22.63,14.47,0.1745,0.3413,0.4858,0.0,0.0027,0.0054,0.0569,0.1058,0.0,0.27,1.0768,0.46,0.9953,0.0091,0.0105,37.1,0.0016,0.0089,4.2,149.0,25.1,870.0,9808.1,218.8,2.2519,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,151.2471,146.6,2.4244,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.0183
BS2,BS,7935.0,9,206.0,4.8851,201.08,8.37,17.44,32.65,1.14,49.92,32.03,47.85,11.68,0.1942,0.3557,1.0,0.0,0.0641,0.2194,0.1219,0.2215,0.0,0.29,1.174,0.14,0.5567,0.0213,0.0098,29.6,0.0041,0.0087,4.1,151.0,25.5,886.0,13797.5,282.5,4.9604,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,218.2669,212.81,5.9753,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.1301
BS20,BS,14353.0,3,142.6,4.7458,137.89,10.36,20.67,12.87,1.14,14.59,38.61,23.65,15.99,0.2711,0.4302,0.4487,0.0,0.0052,0.0083,0.0388,0.099,0.0,0.0,1.0,0.0,1.0,0.0047,0.0089,18.3,0.0015,0.0089,4.5,152.0,24.1,880.0,9625.4,217.0,2.6301,10.74,0.3030617,0.0034359,ncerm,0.0013686,0.0034359,0.0017705,0.0044264,0.0019065,0.0038988,0.0027154,0.0049632,0.0,0.0,0.0,0.0,0.0,0,142.5975,137.89,0.0,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.254
BS21,BS,10803.0,2,135.0,4.8019,130.2,12.13,22.88,12.7,1.14,11.35,36.73,18.43,14.85,0.3057,0.4796,0.4852,0.0,0.0048,0.0157,0.0381,0.1335,0.0,0.14,0.8019,0.49,0.9616,0.0039,0.009,19.5,0.0013,0.0088,4.9,154.0,24.0,888.0,9067.5,210.2,3.7209,1.74,0.1221208,0.0005579,ncerm,0.0001753,0.0005579,0.0003029,0.0009349,0.0003334,0.0005951,0.0004641,0.0010654,0.0,0.0,0.0,0.0,0.0,1,141.5956,136.5,4.8803,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.336
BS22,BS,16098.0,2,140.5,5.0111,135.5,15.32,26.96,12.92,1.14,11.77,34.45,18.81,14.13,0.3787,0.5684,0.5174,0.0,0.0066,0.0219,0.0351,0.1641,0.0,0.14,0.8165,0.2,0.6589,0.0042,0.0089,18.8,0.0014,0.0088,5.3,156.0,24.1,982.0,9432.6,219.0,6.652,10.95,0.3059884,0.0035026,ncerm,0.0011273,0.0035026,0.0017881,0.0055711,0.0017327,0.0040853,0.0023437,0.0067172,0.0,0.0,0.0,0.0,0.0,1,147.0797,141.74,4.6778,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.564
BS23,BS,17464.0,9,199.3,6.0512,193.28,12.96,27.48,46.15,1.14,26.78,31.18,34.81,12.78,0.3317,0.5796,1.0,0.0,0.1907,0.3547,0.0718,0.2418,0.0,0.18,0.9112,0.17,0.6099,0.0105,0.0088,17.5,0.0027,0.0087,5.3,157.0,25.9,958.0,14205.6,294.1,9.7722,12.09,0.3216273,0.0038698,ncerm,0.001235,0.0038698,0.0014999,0.0047696,0.0013354,0.0047832,0.0015513,0.0059644,0.0,0.0,0.0,0.0,0.0,1,246.1289,238.06,23.4765,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.2363
BS24,BS,10268.0,4,151.9,5.4081,146.49,19.09,21.73,14.34,1.14,15.86,40.08,19.11,15.15,0.4367,0.4539,0.5962,0.0,0.0159,0.0952,0.0345,0.1083,0.0,0.14,0.8005,0.11,0.5079,0.0054,0.0099,30.3,0.0013,0.009,4.8,151.0,25.6,919.0,10427.0,236.6,10.0098,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,158.2808,152.58,4.2048,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.8752
BS25,BS,2965.0,5,163.8,5.3481,158.42,10.05,18.26,13.39,1.14,21.14,51.21,25.44,17.8,0.264,0.3749,0.4973,0.0,0.0045,0.01,0.0493,0.1258,0.0,0.15,0.8284,0.62,1.2619,0.006,0.0104,36.7,0.0014,0.0088,4.2,150.0,27.5,943.0,10891.2,247.6,2.9187,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,166.1235,160.76,1.4356,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.0197
BS26,BS,2124.0,5,161.4,5.5375,155.88,18.54,15.95,14.72,1.14,21.52,46.32,21.01,16.68,0.4255,0.3202,0.5847,0.0,0.0139,0.058,0.0442,0.1342,0.0,0.17,0.9004,0.12,0.5345,0.0065,0.0101,33.0,0.0013,0.0088,4.2,149.0,25.1,894.0,11184.0,248.2,9.0168,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,165.7669,160.07,2.6936,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.3355
BS27,BS,3077.0,5,165.3,5.3645,159.92,13.34,15.65,21.46,1.14,19.31,43.53,29.63,15.85,0.3408,0.313,0.7344,0.0,0.0624,0.1193,0.0279,0.0882,0.0,0.13,0.7848,0.2,0.6804,0.0062,0.01,31.7,0.0019,0.0088,4.1,148.0,27.0,938.0,11475.4,249.3,5.2545,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,167.1133,161.7,1.1061,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.0125
BS28,BS,1453.0,8,186.0,6.665,179.34,19.76,13.16,32.51,1.14,20.48,52.02,21.57,18.71,0.4357,0.2516,0.7652,0.0,0.0285,0.0358,0.124,0.1675,0.0,0.35,1.265,1.12,1.7354,0.0055,0.0101,32.9,0.0012,0.0088,4.0,147.0,21.4,861.0,13355.9,290.4,6.4426,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,190.7616,183.9,2.5545,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.1474
BS29,BS,1318.0,3,145.0,5.2917,139.69,15.28,19.53,13.47,1.14,18.9,44.3,11.79,15.3,0.3655,0.4041,0.5326,0.0,0.0151,0.0644,0.0236,0.1055,0.0,0.15,0.8227,0.16,0.5824,0.0063,0.0105,37.9,0.0008,0.0088,4.4,151.0,26.0,932.0,9804.9,227.9,6.9635,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,147.8038,142.42,1.9443,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.3604
BS3,BS,17802.0,5,161.2,5.1516,156.06,12.49,17.95,31.18,1.14,25.32,32.85,22.95,12.18,0.2944,0.3675,0.9482,0.0,0.0223,0.046,0.2034,0.34,0.0,0.25,1.0612,0.24,0.7277,0.0105,0.0098,29.2,0.0019,0.0088,4.1,151.0,24.6,900.0,11296.9,241.9,6.6621,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,175.9729,170.14,9.1557,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.5359
BS30,BS,12591.0,2,135.7,4.8211,130.86,9.83,16.16,16.0,1.14,18.65,42.24,12.07,14.78,0.2334,0.3253,0.5633,0.0,0.0056,0.0194,0.0706,0.1297,0.0,0.24,1.0163,0.42,0.9816,0.0064,0.0105,37.2,0.0008,0.0089,4.1,147.0,23.6,880.0,9286.3,211.2,3.5893,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,139.101,134.17,2.5236,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Landslip,0.0076
BS31,BS,10350.0,6,166.3,5.7,160.63,23.21,16.58,15.47,1.14,18.58,43.49,26.8,15.37,0.4874,0.3352,0.4822,0.0,0.0135,0.0389,0.0312,0.0683,0.0,0.17,0.8955,0.62,1.2254,0.0062,0.0104,35.8,0.0018,0.0089,4.1,147.0,22.4,900.0,11627.3,255.6,9.4488,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,171.7771,165.83,3.2727,England,LIAS GROUP,Alluvium,0.1802
BS32,BS,10086.0,2,141.2,5.2489,135.96,17.05,18.4,14.24,1.14,13.89,41.96,14.09,15.19,0.3908,0.3779,0.5721,0.0,0.0008,0.0022,0.0795,0.1682,0.0,0.16,0.8528,0.26,0.7364,0.0047,0.0103,35.1,0.001,0.009,4.4,152.0,22.2,852.0,9744.7,223.4,8.8549,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,145.1384,139.73,2.7846,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.041
BS34,BS,15034.0,5,162.2,5.2344,156.93,19.84,17.89,16.58,1.14,26.73,37.6,23.62,13.53,0.4525,0.3662,0.6342,0.0,0.0027,0.0035,0.0952,0.2044,0.0,0.19,0.9321,0.26,0.7371,0.0102,0.0103,34.6,0.0018,0.0089,4.3,152.0,23.5,859.0,11120.4,244.2,9.8699,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,166.9685,161.51,2.9655,England,TRIASSIC ROCKS (UNDIFFERENTIATED),none mapped,0.0033
BS35,BS,10064.0,4,151.1,4.8789,146.2,9.43,18.56,13.77,1.14,18.98,43.44,25.16,15.72,0.2208,0.3817,0.5144,0.0,0.0057,0.0368,0.0416,0.1202,0.0,0.19,0.9213,0.27,0.7552,0.0061,0.0101,32.9,0.0016,0.0088,4.5,150.0,23.2,869.0,10126.4,227.5,3.0826,0.8,0.0828306,0.0002567,ncerm,7.31e-05,0.0002567,0.000599,0.002277,0.0001468,0.0002759,0.0015633,0.0024324,0.0,0.0,0.0,0.0,0.0,1,172.6255,166.78,14.2635,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.2038
BS36,BS,6519.0,3,144.4,4.8465,139.59,6.67,17.32,14.5,1.14,23.91,46.59,13.27,16.19,0.1381,0.3529,0.5541,0.0,0.0007,0.0038,0.0823,0.132,0.0,0.19,0.9336,0.2,0.6466,0.0076,0.0106,38.6,0.0008,0.0089,4.2,150.0,24.3,857.0,9696.5,220.4,2.4833,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,147.9322,143.01,2.4193,England,TRIASSIC ROCKS (UNDIFFERENTIATED),none mapped,0.0055
BS37,BS,17236.0,4,151.0,4.9505,146.0,11.41,16.95,16.02,1.14,23.27,42.73,20.13,14.35,0.2714,0.344,0.6293,0.0,0.0092,0.0326,0.0738,0.1794,0.0,0.16,0.8613,0.2,0.6474,0.0083,0.0109,42.6,0.0014,0.0089,4.3,146.0,24.4,885.0,10115.3,228.5,4.8778,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,157.2941,152.1,4.2013,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.0285
BS39,BS,6945.0,4,156.7,5.3733,151.29,13.39,22.59,12.31,1.14,18.87,46.44,20.46,16.09,0.3318,0.4732,0.4219,0.0,0.01,0.011,0.0279,0.0732,0.0,0.18,0.9183,0.34,0.8906,0.006,0.0106,39.2,0.0013,0.0089,4.5,149.0,31.7,982.0,10218.4,240.8,3.9472,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,158.3828,152.98,1.0982,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Landslip,0.0172
BS4,BS,21144.0,4,155.1,4.8542,150.21,13.22,17.1,21.82,1.14,24.58,34.07,25.58,12.69,0.3157,0.3477,0.7099,0.0,0.0141,0.0276,0.101,0.2186,0.0,0.2,0.9259,0.71,1.3668,0.01,0.0099,30.6,0.0021,0.0089,4.0,150.0,25.4,893.0,10596.3,231.1,4.5661,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,158.5207,153.5,2.2309,England,LIAS GROUP,Alluvium,0.1168
BS40,BS,5590.0,7,181.5,5.7602,175.76,11.01,24.0,13.59,1.14,28.12,53.15,25.89,18.85,0.2974,0.5042,0.496,0.0,0.0223,0.0246,0.0309,0.0661,0.0,0.19,0.907,0.19,0.6399,0.0076,0.0103,35.5,0.0014,0.0089,4.8,150.0,30.4,1005.0,11760.9,271.8,3.1012,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,182.3499,176.63,0.458,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.0148
BS41,BS,2617.0,7,176.0,5.4584,170.54,12.43,21.52,11.92,1.14,40.03,49.45,15.88,18.17,0.3318,0.4492,0.4426,0.0,0.0063,0.0092,0.0402,0.0807,0.0,0.18,0.9178,0.14,0.5566,0.0115,0.0102,33.6,0.0009,0.009,4.5,151.0,29.5,927.0,11376.7,261.5,3.4801,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,177.1367,171.7,0.6496,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Landslip,0.1435
BS48,BS,9973.0,3,146.6,4.8808,141.74,7.87,19.38,12.48,1.14,19.03,45.31,19.64,16.89,0.2039,0.4007,0.4732,0.0,0.0031,0.0039,0.0529,0.1032,0.0,0.18,0.9127,0.13,0.5548,0.0057,0.0098,29.3,0.0012,0.0088,4.3,153.0,25.6,916.0,9803.5,223.1,2.2521,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,148.5738,143.67,1.3341,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.0388
BS49,BS,4947.0,4,154.5,5.4899,148.99,16.71,19.59,13.81,1.14,20.46,45.69,15.47,16.12,0.3892,0.4055,0.5152,0.0,0.001,0.047,0.0489,0.1062,0.0,0.15,0.8434,0.38,0.9725,0.0065,0.0104,36.0,0.001,0.0089,4.3,151.0,26.2,938.0,10458.5,240.5,7.3057,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,157.2601,151.68,1.8005,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Alluvium,0.1409
BS5,BS,23273.0,5,159.8,4.2536,155.51,5.64,16.29,23.31,1.14,28.42,31.39,37.64,11.69,0.1067,0.3283,0.7057,0.0,0.0142,0.0278,0.1079,0.1896,0.0,0.26,1.0663,0.76,1.399,0.0124,0.0099,30.0,0.0033,0.0089,4.0,151.0,24.4,872.0,10884.2,226.4,0.719,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,167.7155,163.1,4.9754,England,TRIASSIC ROCKS (UNDIFFERENTIATED),none mapped,0.0022
BS6,BS,13431.0,7,183.5,5.4468,178.09,16.11,17.62,20.64,1.14,33.62,41.25,32.71,15.01,0.3896,0.3598,0.6469,0.0,0.0043,0.0078,0.0995,0.1966,0.0,0.38,1.2513,0.63,1.2487,0.0112,0.0099,30.2,0.0022,0.0087,4.1,152.0,25.6,873.0,12517.7,268.9,6.2041,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,190.6132,184.86,3.8565,England,TRIASSIC ROCKS (UNDIFFERENTIATED),none mapped,0.0037
BS7,BS,16938.0,6,168.9,5.3082,163.6,23.73,17.19,14.71,1.14,31.53,36.82,24.91,13.58,0.5325,0.3496,0.5801,0.0,0.0004,0.0012,0.0856,0.165,0.0,0.17,0.8865,0.26,0.7366,0.0119,0.01,31.4,0.0019,0.0089,4.1,151.0,24.6,866.0,11675.9,252.1,11.7061,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,173.3302,167.81,2.6166,England,LIAS GROUP,none mapped,0.0036
BS8,BS,12007.0,8,191.8,5.2269,186.56,8.28,19.04,22.19,1.14,38.09,43.7,38.64,15.48,0.2196,0.3928,0.7254,0.0,0.0017,0.0218,0.1397,0.2023,0.0,0.29,1.1679,0.14,0.5567,0.0121,0.0099,30.8,0.0025,0.0085,4.2,152.0,27.7,882.0,12887.6,273.7,2.9799,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,201.5678,195.95,5.0997,England,TRIASSIC ROCKS (UNDIFFERENTIATED),none mapped,0.0037
BS9,BS,12402.0,7,176.6,5.2468,171.32,8.84,17.85,18.03,1.14,39.38,47.14,20.96,17.99,0.2137,0.3653,0.663,0.0,0.0004,0.0011,0.1124,0.2157,0.0,0.23,0.9967,0.26,0.7356,0.0113,0.0097,27.9,0.0012,0.0089,4.2,152.0,23.7,875.0,11829.5,258.8,3.3558,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180.639,175.28,2.3053,England,TRIASSIC ROCKS (UNDIFFERENTIATED),none mapped,0.0033
CA1,CA,11585.0,3,148.2,5.0359,143.13,7.56,16.67,32.34,1.14,12.04,35.51,26.1,11.77,0.2059,0.3373,0.7983,0.0,0.0012,0.2053,0.101,0.1558,0.0,0.2,0.9828,1.07,1.6902,0.0052,0.011,43.2,0.0023,0.0088,4.3,148.0,19.5,886.0,10384.6,227.1,-0.3531,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,200.5818,193.25,35.379,England,TRIASSIC ROCKS (UNDIFFERENTIATED),Till,0.997
CA10,CA,6237.0,4,153.0,5.5542,147.41,6.86,24.91,16.82,1.14,8.23,53.08,21.38,15.0,0.2298,0.5241,0.5594,0.0,0.0308,0.0431,0.0356,0.0638,0.0,0.2,0.9511,0.29,0.815,0.0028,0.0128,64.3,0.0014,0.0087,4.6,140.0,36.7,1285.0,9839.4,240.0,1.7034,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,158.535,152.78,3.6396,England,none (low-plasticity bedrock),Till,0.7794
