name,area,households,group,premium,capital,el_total,el_sub,el_wx,el_fl,el_gw,el_th,el_eow,sub_score,wx_score,fl_score,gw_score,f_high,f_low,sw_high,sw_low,gw_frac,sw_depth_m,sw_sev,th_rate,eow_rate,frost_days,wind_ms,gust_rp50,rain10_days,precip_mm,tvar99_vine,tvar99_euler,uplift_pct,el_er,er_score,er_smp55,er_smp105,er_nfi55,er_nfi105,er_smp105_lo,er_smp105_hi,er_nfi105_lo,er_nfi105_hi,er_gi,cc_covered,premium_cc,el_total_cc,cc_uplift_pct,country,geol,sup_geol,sup_frac
N21 1,N,3678.0,10,180.6,7.4006,173.2,62.4,10.2,20.2,0.0,39.4,41.0,0.9463,0.2229,0.659,0.0,0.1238,0.1524,0.1062,0.1859,0.0,0.29,1.0856,0.0114,0.0102,29.7,4.1,140.0,14.8,663.0,14652.4,294.70001,18.2483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183.9287,176.3,1.8352,England,THAMES GROUP,Glacial Sand And Gravel,0.1131
N21 2,N,2764.0,10,193.5,7.0749998,186.4,59.8,10.0,16.9,0.0,59.1,40.6,0.915,0.2168,0.6196,0.0,0.0937,0.1145,0.1135,0.2177,0.0,0.25,1.0106,0.0171,0.0101,27.4,4.1,140.0,14.3,661.0,14913.9,302.20001,17.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,195.6111,188.4,1.1044,England,THAMES GROUP,River Terrace Deposits (Undifferentiated),0.179
N21 3,N,2535.0,10,189.3,6.6981001,182.6,61.0,10.0,8.3,0.0,62.7,40.8,0.9268,0.2154,0.4779,0.0,0.0,0.0,0.1494,0.2762,0.0,0.24,0.9941,0.0181,0.0102,28.3,4.0,141.0,15.6,661.0,14270.9,291.5,18.7318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,191.6376,184.8,1.2286,England,THAMES GROUP,Glacial Sand And Gravel,0.154
N21 9,N,210.0,6,129.0,6.7694998,122.2,67.7,10.1,3.7,0.0,0.0,40.7,1.0,0.2157,0.2949,0.0,0.0,0.0,0.0613,0.092,0.0,0.17,0.8755,0.0,0.0102,28.0,4.0,141.0,15.1,661.0,10941.5,231.8,25.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,129.3561,122.6,0.2639,England,THAMES GROUP,none mapped,0.0
N22 5,N,5195.0,9,171.2,7.0142002,164.2,67.3,9.7,9.2,0.0,37.7,40.4,1.0,0.2069,0.4807,0.0,0.0,0.0,0.1644,0.2398,0.0,0.28,1.0979,0.0109,0.0101,26.0,3.9,143.0,15.0,651.0,13827.9,278.29999,20.7358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,173.5536,166.4,1.3713,England,THAMES GROUP,none mapped,0.0
N22 6,N,5028.0,10,218.4,7.9151001,210.5,67.2,9.6,30.3,0.0,63.2,40.3,1.0,0.2072,0.8629,0.0,0.0,0.0,0.5495,0.7136,0.0,0.35,1.2492,0.0183,0.0101,25.7,3.9,143.0,15.2,648.0,16834.0,339.29999,18.6454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,224.1835,216.0,2.6255,England,THAMES GROUP,none mapped,0.0
N22 7,N,2767.0,9,173.4,7.0760999,166.3,67.2,10.0,9.4,0.0,39.1,40.5,1.0,0.2169,0.4685,0.0,0.0,0.0,0.159,0.2191,0.0,0.35,1.2249,0.0113,0.0101,27.1,4.0,143.0,16.4,653.0,13941.4,281.89999,20.0511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,176.0607,168.9,1.5408,England,THAMES GROUP,none mapped,0.0
N22 8,N,4208.0,9,163.5,7.1106,156.3,67.2,9.9,11.1,0.0,27.6,40.5,1.0,0.2133,0.5416,0.0,0.0,0.0,0.2102,0.2998,0.0,0.26,1.0587,0.008,0.0101,27.0,4.0,142.0,15.9,655.0,13527.5,271.89999,22.1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,165.8426,158.6,1.4612,England,THAMES GROUP,none mapped,0.0
N22 9,N,294.0,6,125.4,6.4556999,119.0,66.8,10.2,1.6,0.0,0.0,40.4,1.0,0.2103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0101,26.1,3.9,143.0,15.5,652.0,10603.7,224.2,24.2991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,127.8697,121.2,1.9347,England,THAMES GROUP,none mapped,0.0
N3 1,N,3577.0,10,208.3,7.5711002,200.8,64.9,10.1,20.3,0.0,64.0,41.4,0.9725,0.2207,0.5985,0.0,0.1045,0.1045,0.0934,0.159,0.0,0.78,1.8603,0.0185,0.0103,32.2,4.1,138.0,17.4,672.0,15871.2,325.20001,16.0647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,211.2483,203.5,1.3916,England,THAMES GROUP,Till,0.1
N3 2,N,3751.0,8,153.1,5.9948001,147.1,44.3,10.3,9.5,0.0,41.7,41.3,0.7261,0.2248,0.4905,0.0,0.0,0.0,0.1742,0.2402,0.0,0.28,1.0764,0.0121,0.0103,31.7,4.0,139.0,17.8,669.0,12119.8,245.2,17.5488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,155.1787,149.1,1.3307,England,THAMES GROUP,Till,0.9961
N3 3,N,3043.0,10,184.7,6.5441999,178.1,52.0,9.8,13.8,0.0,61.3,41.3,0.8157,0.21,0.5643,0.0,0.0504,0.0504,0.1435,0.2431,0.0,0.31,1.1106,0.0177,0.0103,31.9,4.0,138.0,17.8,670.0,13997.3,284.79999,16.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,186.2625,179.6,0.865,England,THAMES GROUP,Till,0.6703
N3 9,N,245.0,4,113.8,6.0682001,107.7,49.9,10.1,6.3,0.0,0.0,41.4,0.7925,0.2193,0.4741,0.0,0.0,0.0,0.1426,0.2851,0.0,0.12,0.7252,0.0,0.0103,32.0,4.0,138.0,17.6,671.0,9525.3,206.2,25.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,117.7601,111.5,3.524,England,THAMES GROUP,Till,0.7545
N4 1,N,5661.0,10,185.5,7.0071001,178.5,67.3,9.3,10.2,0.0,51.6,40.1,1.0,0.1967,0.5383,0.0,0.0,0.0,0.1962,0.3304,0.0,0.22,0.979,0.015,0.01,24.2,3.8,145.0,15.1,633.0,14507.4,292.20001,20.3858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,188.1266,181.0,1.3941,England,THAMES GROUP,none mapped,0.0
N4 2,N,8289.0,10,198.7,7.3765998,191.3,67.3,9.3,18.2,0.0,56.7,39.8,1.0,0.199,0.7297,0.0,0.0,0.0,0.3588,0.6123,0.0,0.27,1.0625,0.0164,0.01,22.6,3.8,146.0,14.8,632.0,15477.0,311.60001,19.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,203.3856,195.8,2.3707,England,THAMES GROUP,none mapped,0.0
N4 3,N,5619.0,10,216.6,7.3256001,209.3,67.3,9.3,16.7,0.0,76.0,39.9,1.0,0.199,0.6631,0.0,0.0,0.0,0.2945,0.511,0.0,0.32,1.1628,0.022,0.01,23.3,3.8,146.0,15.7,636.0,16034.2,328.70001,18.1527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,220.843,213.3,1.9569,England,THAMES GROUP,none mapped,0.0
N4 4,N,3338.0,10,186.4,7.0022001,179.4,67.4,9.5,9.3,0.0,53.1,40.1,1.0,0.2018,0.4815,0.0,0.0,0.0,0.1575,0.2629,0.0,0.32,1.129,0.0154,0.01,24.3,3.8,145.0,15.8,641.0,14486.7,293.29999,19.4566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,189.022,181.9,1.4135,England,THAMES GROUP,none mapped,0.0
N5 1,N,5708.0,9,177.2,7.0900002,170.1,67.3,9.1,12.4,0.0,41.7,39.5,1.0,0.1911,0.544,0.0,0.0,0.0,0.2008,0.3363,0.0,0.35,1.2185,0.0121,0.0099,20.7,3.8,148.0,14.4,632.0,14285.2,285.39999,20.1721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180.4568,173.2,1.849,England,THAMES GROUP,none mapped,0.0
N5 2,N,5393.0,9,157.2,6.2154002,151.0,52.4,9.2,9.3,0.0,40.5,39.5,0.8202,0.1916,0.483,0.0,0.0,0.0,0.1422,0.3133,0.0,0.31,1.148,0.0117,0.0099,20.9,3.8,148.0,14.2,631.0,12598.2,252.0,18.4295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,160.2836,153.9,1.9795,England,THAMES GROUP,River Terrace Deposits (Undifferentiated),0.3785
N5 9,N,171.0,7,140.6,7.2891002,133.3,67.3,9.0,17.5,0.0,0.0,39.5,1.0,0.1912,0.7593,0.0,0.0,0.0,0.4064,0.6096,0.0,0.19,0.9332,0.0,0.0099,20.7,3.8,148.0,14.3,632.0,12136.9,252.10001,24.6462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,142.4308,135.0,1.316,England,THAMES GROUP,none mapped,0.0
N6 4,N,2096.0,10,218.3,6.8765998,211.4,63.0,10.2,8.8,0.0,88.4,41.0,0.9499,0.2212,0.4541,0.0,0.0,0.0,0.1448,0.2197,0.0,0.37,1.2191,0.0256,0.0103,30.0,3.9,143.0,18.8,658.0,15394.3,323.70001,16.7259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,221.2321,214.2,1.3409,England,THAMES GROUP,Till,0.1354
N6 5,N,5130.0,10,192.4,6.7484002,185.6,64.6,10.4,5.1,0.0,64.8,40.7,0.9661,0.2253,0.3428,0.0,0.0,0.0,0.0808,0.1303,0.0,0.3,1.099,0.0188,0.0102,28.1,3.9,144.0,19.2,651.0,14356.0,295.39999,18.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,193.838,187.0,0.7532,England,THAMES GROUP,none mapped,0.0
N6 6,N,1457.0,10,204.1,6.9352999,197.2,65.7,10.1,7.3,0.0,73.5,40.7,0.9804,0.2181,0.4116,0.0,0.0,0.0,0.1095,0.2086,0.0,0.4,1.3034,0.0213,0.0102,27.9,3.9,144.0,17.6,656.0,14967.7,310.89999,17.0996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,206.3592,199.3,1.0847,England,THAMES GROUP,none mapped,0.0
N7 0,N,4900.0,10,193.4,7.2715998,186.2,67.4,9.2,16.3,0.0,53.8,39.6,1.0,0.1939,0.667,0.0,0.0,0.0,0.3065,0.4918,0.0,0.29,1.1108,0.0156,0.0099,21.3,3.8,147.0,15.0,639.0,15162.0,304.60001,19.5199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,196.7797,189.3,1.7231,England,THAMES GROUP,none mapped,0.0
N7 6,N,3301.0,10,222.8,7.5443001,215.3,67.3,9.1,22.2,0.0,77.1,39.5,1.0,0.1937,0.7868,0.0,0.0,0.0,0.4111,0.73,0.0,0.31,1.1469,0.0223,0.0099,21.1,3.8,147.0,14.6,636.0,16581.0,338.60001,18.0764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,232.2386,224.3,4.2385,England,THAMES GROUP,none mapped,0.0
N7 7,N,3959.0,10,193.4,7.4302001,186.0,67.3,9.2,19.7,0.0,50.3,39.5,1.0,0.1941,0.7211,0.0,0.0,0.0,0.3346,0.6455,0.0,0.34,1.192,0.0146,0.0099,21.0,3.8,147.0,14.6,634.0,15354.2,307.29999,19.3428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,199.6091,191.8,3.2144,England,THAMES GROUP,none mapped,0.0
N7 8,N,4688.0,9,179.2,6.9355998,172.3,67.5,9.0,9.8,0.0,46.6,39.3,1.0,0.187,0.5189,0.0,0.0,0.0,0.1657,0.357,0.0,0.25,1.0202,0.0135,0.0098,19.9,3.7,148.0,14.4,634.0,14230.4,284.70001,20.5532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,181.9902,174.9,1.5405,England,THAMES GROUP,none mapped,0.0
N7 9,N,5066.0,10,193.9,7.0118999,186.9,66.4,9.0,12.2,0.0,59.8,39.5,0.9895,0.1894,0.5901,0.0,0.0,0.0,0.2284,0.4193,0.0,0.24,1.0144,0.0173,0.0099,20.5,3.7,148.0,14.8,637.0,14917.2,300.70001,19.6131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,197.0063,189.8,1.6016,England,THAMES GROUP,River Terrace Deposits (Undifferentiated),0.0222
N8 0,N,4519.0,9,174.1,7.1936002,166.9,67.3,9.6,13.1,0.0,36.7,40.2,1.0,0.2045,0.5677,0.0,0.0,0.0,0.23,0.3321,0.0,0.33,1.1994,0.0106,0.0101,25.2,3.9,144.0,15.2,644.0,14165.5,284.10001,20.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,177.2052,169.8,1.776,England,THAMES GROUP,none mapped,0.0
N8 7,N,4861.0,10,183.4,7.7392998,175.7,67.2,10.0,23.0,0.0,35.0,40.5,1.0,0.2165,0.635,0.0,0.0,0.0,0.287,0.4179,0.0,0.74,1.8189,0.0101,0.0101,26.7,3.9,143.0,16.8,650.0,15089.1,302.89999,17.8884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,189.3913,181.3,3.246,England,THAMES GROUP,none mapped,0.0
N8 8,N,3598.0,10,200.5,7.4236002,193.1,67.2,10.1,17.0,0.0,58.2,40.5,1.0,0.2213,0.6567,0.0,0.0,0.0,0.314,0.426,0.0,0.34,1.2001,0.0169,0.0101,27.1,3.9,144.0,17.8,649.0,15481.4,314.39999,19.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,203.6658,196.1,1.5764,England,THAMES GROUP,none mapped,0.0
N8 9,N,4331.0,9,179.5,6.9622002,172.5,67.5,9.8,7.1,0.0,47.8,40.2,1.0,0.2101,0.4095,0.0,0.0,0.0,0.1078,0.2084,0.0,0.41,1.2732,0.0139,0.01,25.0,3.9,145.0,16.2,644.0,14090.5,286.39999,18.8325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183.4592,176.3,2.2237,England,THAMES GROUP,none mapped,0.0
N9 0,N,4842.0,10,187.8,6.0764999,181.7,34.0,8.3,25.5,0.0,73.9,40.1,0.5849,0.1691,0.7727,0.0,0.147,0.3802,0.0807,0.2831,0.0,0.18,0.8701,0.0214,0.01,24.2,3.8,141.0,13.6,649.0,13954.2,282.60001,10.8975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,201.7072,195.1,7.4114,England,THAMES GROUP,River Terrace Deposits (Undifferentiated),0.997
N9 1,N,150.0,2,97.8,5.3133998,92.5,29.5,9.0,13.9,0.0,0.0,40.1,0.525,0.1881,0.6455,0.0,0.0,0.0,0.3109,0.3887,0.0,0.21,0.9737,0.0,0.01,24.5,3.9,141.0,13.7,656.0,8171.3,180.3,17.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,98.166,92.9,0.3815,England,THAMES GROUP,River Terrace Deposits (Undifferentiated),1.0
N9 7,N,3599.0,9,156.9,5.3831,151.5,29.5,8.9,14.9,0.0,58.2,40.1,0.525,0.1852,0.6458,0.0,0.0402,0.2651,0.1211,0.3169,0.0,0.15,0.8096,0.0169,0.01,24.3,3.9,141.0,13.6,658.0,11931.8,240.8,11.8431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,159.9593,154.4,1.9422,England,THAMES GROUP,River Terrace Deposits (Undifferentiated),1.0
N9 8,N,4146.0,9,167.7,5.7189999,162.0,29.5,8.5,22.6,0.0,61.4,40.0,0.525,0.1757,0.7991,0.0,0.0839,0.3508,0.1521,0.5648,0.0,0.17,0.8569,0.0178,0.01,24.0,3.9,141.0,13.6,653.0,12774.7,257.29999,11.0688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,181.6731,175.4,8.3235,England,THAMES GROUP,River Terrace Deposits (Undifferentiated),1.0
N9 9,N,5876.0,8,154.9,5.2426,149.7,29.4,9.2,11.5,0.0,59.4,40.2,0.525,0.1927,0.5463,0.0,0.0177,0.093,0.1295,0.3144,0.0,0.25,1.0022,0.0172,0.0101,25.3,3.9,141.0,13.9,657.0,11655.4,236.39999,12.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,159.9875,154.5,3.2825,England,THAMES GROUP,River Terrace Deposits (Undifferentiated),1.0
NE1 1,NE,240.0,10,365.4,4.4791002,360.9,14.5,11.0,8.6,0.0,286.2,40.6,0.285,0.2445,0.4947,0.0,0.0,0.0,0.1106,0.4447,0.0,0.27,1.0301,0.0829,0.0101,27.3,4.2,149.0,14.4,700.0,16488.5,436.79999,3.5688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,370.2704,365.6,1.3381,England,none (low-plasticity bedrock),Till,1.0
NE1 2,NE,1222.0,9,167.5,5.1953001,162.3,14.1,11.1,23.0,0.0,73.5,40.7,0.285,0.2466,0.6783,0.0,0.1416,0.1416,0.0964,0.2257,0.0,0.47,1.3661,0.0213,0.0102,28.0,4.2,149.0,14.3,690.0,12156.2,251.5,4.3326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,185.0856,179.2,10.4953,England,none (low-plasticity bedrock),Till,1.0
NE1 3,NE,551.0,10,263.4,6.8056998,256.6,13.6,10.9,64.2,0.0,127.4,40.6,0.2743,0.2435,1.0,0.0,0.5286,0.5286,0.0876,0.2447,0.0,0.22,0.9523,0.0369,0.0101,27.4,4.2,149.0,14.4,701.0,17717.0,371.70001,6.0322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,285.9942,278.3,8.567,England,none (low-plasticity bedrock),Till,0.879
NE1 4,NE,718.0,10,319.1,4.3965001,314.7,14.7,11.2,6.0,0.0,242.1,40.8,0.285,0.2467,0.407,0.0,0.0,0.0,0.0939,0.2435,0.0,0.28,1.0477,0.0701,0.0102,28.6,4.2,149.0,14.9,699.0,15426.7,389.60001,3.3231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,321.738,317.3,0.8305,England,none (low-plasticity bedrock),Till,1.0
NE1 5,NE,437.0,10,350.4,4.5956001,345.8,14.3,11.0,11.2,0.0,268.6,40.6,0.285,0.244,0.5614,0.0,0.0,0.0,0.1702,0.4893,0.0,0.28,1.058,0.0778,0.0102,27.7,4.2,149.0,14.5,700.0,16372.9,423.70001,3.9166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,353.7923,349.1,0.959,England,none (low-plasticity bedrock),Till,1.0
NE1 6,NE,351.0,10,274.4,4.4369001,270.0,14.7,11.2,6.6,0.0,196.7,40.7,0.285,0.2484,0.4108,0.0,0.0,0.0,0.0932,0.2557,0.0,0.36,1.1914,0.057,0.0102,27.9,4.2,149.0,14.5,697.0,14453.1,345.79999,3.3293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,277.9882,273.5,1.2973,England,none (low-plasticity bedrock),Till,1.0
NE1 7,NE,212.0,10,370.6,4.7494998,365.9,14.4,11.3,13.0,0.0,286.2,40.9,0.285,0.253,0.5096,0.0,0.0,0.0,0.1608,0.3413,0.0,0.54,1.5239,0.0829,0.0102,29.0,4.2,149.0,15.2,696.0,16912.9,446.70001,3.0264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,376.6919,371.7,1.6389,England,none (low-plasticity bedrock),Till,1.0
NE1 8,NE,189.0,10,370.2,4.7384,365.4,14.4,11.3,12.8,0.0,286.2,40.7,0.285,0.2508,0.5066,0.0,0.0,0.0,0.1398,0.3946,0.0,0.57,1.5617,0.0829,0.0102,28.3,4.2,149.0,14.8,696.0,16899.2,446.29999,2.9189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,377.8901,372.8,2.0883,England,none (low-plasticity bedrock),Till,1.0
NE10 0,NE,3875.0,8,149.3,4.7804999,144.6,13.3,11.0,15.7,0.0,63.6,40.9,0.2596,0.2448,0.5836,0.0,0.087,0.087,0.094,0.2189,0.0,0.32,1.128,0.0184,0.0102,29.5,4.2,149.0,13.5,697.0,10945.8,226.10001,4.3284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,151.9943,147.1,1.7831,England,none (low-plasticity bedrock),Till,0.8099
NE10 8,NE,7742.0,2,101.1,4.4766002,96.7,14.5,12.5,6.1,0.0,22.2,41.4,0.2843,0.2817,0.3949,0.0,0.0068,0.0091,0.0865,0.186,0.0,0.28,1.0766,0.0064,0.0104,32.5,4.4,149.0,14.4,693.0,8037.7,173.10001,6.3238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,103.1447,98.6,1.9869,England,none (low-plasticity bedrock),Till,0.996
NE10 9,NE,4299.0,3,105.6,4.1171999,101.5,12.2,11.5,3.9,0.0,32.7,41.3,0.2215,0.255,0.3022,0.0,0.0,0.0,0.0475,0.1472,0.0,0.21,0.9377,0.0095,0.0103,31.4,4.2,150.0,14.6,702.0,8167.5,171.0,4.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,106.3233,102.2,0.6517,England,none (low-plasticity bedrock),Till,0.6153
NE11 0,NE,2287.0,9,167.0,4.9955001,162.0,13.5,14.4,15.5,0.0,77.0,41.5,0.2811,0.3342,0.5953,0.0,0.0812,0.1345,0.0974,0.2016,0.0,0.25,1.0039,0.0223,0.0104,33.0,4.7,151.0,14.8,708.0,11622.8,247.60001,4.5451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,171.1442,166.0,2.5037,England,none (low-plasticity bedrock),Till,0.9524
NE11 9,NE,5477.0,5,117.1,5.0865002,112.0,13.5,10.2,22.7,0.0,24.8,40.8,0.264,0.224,0.7001,0.0,0.1564,0.2161,0.0719,0.1968,0.0,0.25,1.0193,0.0072,0.0102,28.6,4.1,149.0,13.1,708.0,9632.7,199.3,4.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,148.7205,142.3,26.9764,England,none (low-plasticity bedrock),Alluvium,0.8062
NE12 2,NE,240.0,1,76.3,4.2550998,72.0,15.2,12.5,2.3,0.0,0.0,42.1,0.285,0.2782,0.1703,0.0,0.0,0.0,0.023,0.023,0.0,0.1,0.6719,0.0,0.0105,36.2,4.4,150.0,15.0,681.0,5970.4,143.10001,10.8059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,76.4386,72.2,0.1913,England,none (low-plasticity bedrock),Till,1.0
NE12 5,NE,1063.0,3,104.5,4.6461,99.9,14.1,13.9,7.6,0.0,21.7,42.6,0.285,0.3213,0.4486,0.0,0.0,0.0,0.1387,0.2223,0.0,0.26,1.0522,0.0063,0.0106,39.4,4.6,152.0,14.7,681.0,8218.0,179.10001,6.7441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,106.6136,101.9,2.0069,England,none (low-plasticity bedrock),Till,1.0
NE12 6,NE,4318.0,2,100.4,4.6115999,95.8,14.1,13.8,7.2,0.0,18.4,42.3,0.285,0.3166,0.4395,0.0,0.0053,0.0079,0.1232,0.2034,0.0,0.25,1.0193,0.0053,0.0106,37.6,4.6,151.0,14.8,681.0,7951.9,174.60001,6.6441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,102.3439,97.7,1.9491,England,none (low-plasticity bedrock),Till,1.0
NE12 7,NE,2622.0,3,106.3,4.8396001,101.4,14.0,13.0,12.7,0.0,19.3,42.4,0.285,0.299,0.5531,0.0,0.0228,0.0494,0.1655,0.2775,0.0,0.32,1.1442,0.0056,0.0106,38.1,4.5,151.0,14.9,680.0,8518.8,184.0,6.7079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,110.4543,105.4,3.9488,England,none (low-plasticity bedrock),Till,1.0
NE12 8,NE,4718.0,5,116.1,4.7722001,111.4,14.1,12.3,12.4,0.0,30.5,42.1,0.285,0.2804,0.5684,0.0,0.0286,0.0827,0.1564,0.2745,0.0,0.24,0.9903,0.0088,0.0105,36.4,4.4,150.0,15.3,680.0,9136.9,192.60001,6.6694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,122.5407,117.5,5.5205,England,none (low-plasticity bedrock),Till,1.0
NE12 9,NE,3889.0,5,115.6,4.809,110.8,14.0,12.6,13.0,0.0,29.3,42.0,0.2834,0.2866,0.5711,0.0,0.0303,0.0584,0.1739,0.2636,0.0,0.28,1.0688,0.0085,0.0105,35.6,4.5,149.0,14.9,680.0,9128.2,192.89999,6.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,118.7954,113.9,2.7318,England,none (low-plasticity bedrock),Till,1.0
NE13 6,NE,3013.0,4,114.8,5.046,109.7,13.7,14.0,15.3,0.0,23.7,43.0,0.2827,0.3253,0.585,0.0,0.0747,0.0907,0.1224,0.1936,0.0,0.29,1.0958,0.0069,0.0108,42.1,4.6,154.0,15.3,688.0,9097.3,196.2,5.4259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,117.0522,111.9,1.9881,England,none (low-plasticity bedrock),Till,1.0
NE13 7,NE,3043.0,5,119.2,5.1654,114.0,13.7,13.6,18.3,0.0,25.3,43.2,0.2824,0.3136,0.6513,0.0,0.0968,0.1347,0.1377,0.224,0.0,0.25,1.017,0.0073,0.0108,43.2,4.6,151.0,15.6,692.0,9482.8,202.5,5.7082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,121.7746,116.5,2.1473,England,none (low-plasticity bedrock),Till,1.0
NE13 8,NE,466.0,7,136.6,5.0832,131.5,13.5,12.9,17.9,0.0,44.5,42.8,0.2725,0.2955,0.6262,0.0,0.1016,0.1505,0.1012,0.181,0.0,0.27,1.0496,0.0129,0.0107,40.8,4.5,147.0,15.7,694.0,10417.2,218.39999,4.8327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,140.5623,135.3,2.9254,England,none (low-plasticity bedrock),Till,1.0
NE13 9,NE,2041.0,5,119.1,4.9534001,114.2,13.1,13.0,16.1,0.0,29.3,42.6,0.263,0.2976,0.6146,0.0,0.0771,0.1402,0.124,0.207,0.0,0.24,0.9905,0.0085,0.0107,39.6,4.5,150.0,15.1,684.0,9399.6,198.60001,5.3642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,123.0594,117.9,3.3137,England,none (low-plasticity bedrock),Till,1.0
