name,area,households,group,premium,capital,el_total,el_sub,el_wx,el_fl,el_gw,el_th,el_eow,sub_score,wx_score,fl_score,gw_score,f_high,f_low,sw_high,sw_low,gw_frac,sw_depth_m,sw_sev,th_rate,eow_rate,frost_days,wind_ms,gust_rp50,rain10_days,precip_mm,tvar99_vine,tvar99_euler,uplift_pct,el_er,er_score,er_smp55,er_smp105,er_nfi55,er_nfi105,er_smp105_lo,er_smp105_hi,er_nfi105_lo,er_nfi105_hi,er_gi,cc_covered,premium_cc,el_total_cc,cc_uplift_pct,country,geol,sup_geol,sup_frac
AB10 1,AB,3206.0,2,98.0,4.7680998,93.3,8.6,13.9,17.4,1.2,10.2,42.0,0.1271,0.3225,0.6277,1.0,0.1039,0.1178,0.1046,0.2202,0.02,0.0,1.0,0.0029,0.0105,35.7,4.7,139.0,19.2,858.0,7971.8,173.5,3.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,98.0256,93.3,0.0,Scotland,none (low-plasticity bedrock),Glacial Sand And Gravel,1.0
AB10 6,AB,3816.0,2,96.6,4.6968002,91.9,9.0,13.8,15.3,1.2,10.2,42.5,0.1387,0.319,0.6127,1.0,0.0618,0.098,0.1569,0.2477,0.02,0.0,1.0,0.0029,0.0106,39.0,4.6,139.0,19.6,864.0,7817.6,170.7,4.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,96.6099,91.9,0.0,Scotland,none (low-plasticity bedrock),Glacial Sand And Gravel,1.0
AB10 7,AB,3487.0,6,124.4,5.875,118.6,9.6,13.8,41.4,1.2,10.2,42.4,0.1635,0.32,0.9313,1.0,0.3001,0.3435,0.152,0.2216,0.02,0.0,1.0,0.0029,0.0106,38.4,4.6,139.0,19.3,866.0,10462.6,217.0,5.8522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,124.4759,118.6,0.0,Scotland,none (low-plasticity bedrock),Glacial Sand And Gravel,1.0
AB11 5,AB,2064.0,6,130.9,6.0970001,124.8,7.6,14.5,50.3,1.2,10.2,40.9,0.108,0.3392,0.9864,1.0,0.4079,0.4319,0.0694,0.1184,0.02,0.0,1.0,0.0029,0.0102,29.1,4.8,139.0,17.8,859.0,11127.1,227.10001,5.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,130.9349,124.8,0.0,Scotland,none (low-plasticity bedrock),Blown Sand,0.2401
AB11 6,AB,3268.0,2,99.6,4.8197999,94.7,6.8,14.1,20.7,1.2,10.2,41.8,0.0705,0.3264,0.7174,1.0,0.1084,0.1529,0.1848,0.2809,0.02,0.0,1.0,0.0029,0.0104,34.5,4.7,139.0,18.9,859.0,8122.2,176.60001,1.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.5411,94.7,0.0,Scotland,none (low-plasticity bedrock),Glacial Sand And Gravel,0.9497
AB11 7,AB,907.0,4,111.8,5.4418001,106.4,9.7,14.0,29.7,1.2,10.2,41.7,0.1633,0.3243,0.7935,1.0,0.2378,0.2457,0.0848,0.1444,0.02,0.0,1.0,0.0029,0.0104,33.8,4.7,139.0,18.7,865.0,9294.8,199.3,2.2241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,111.8625,106.4,0.0,Scotland,none (low-plasticity bedrock),Alluvium,0.8808
AB11 8,AB,2252.0,1,80.5,3.9219,76.6,7.0,15.9,2.0,1.0,10.2,40.5,0.0794,0.3657,0.123,1.0,0.002,0.0032,0.007,0.0115,0.02,0.0,1.0,0.0029,0.0101,26.8,4.9,140.0,17.8,858.0,6280.7,142.8,0.5733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80.4197,76.6,0.0,Scotland,none (low-plasticity bedrock),Glacial Sand And Gravel,0.0437
AB11 9,AB,1454.0,3,105.8,5.1424999,100.6,6.9,14.8,26.7,1.2,10.2,40.9,0.08,0.3465,0.7583,1.0,0.1917,0.3138,0.0708,0.1299,0.02,0.0,1.0,0.0029,0.0102,29.1,4.8,139.0,18.1,860.0,8718.2,188.89999,0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105.7873,100.6,0.0,Scotland,none (low-plasticity bedrock),Blown Sand,0.1895
AB12 3,AB,4613.0,1,86.4,4.2012,82.2,8.5,17.3,4.0,1.1,10.2,41.1,0.1258,0.4048,0.2688,1.0,0.0086,0.0088,0.0367,0.0613,0.02,0.0,1.0,0.0029,0.0103,30.6,4.9,141.0,19.5,869.0,6749.3,152.60001,2.3869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,86.3774,82.2,0.0,Scotland,none (low-plasticity bedrock),Till,0.3465
AB12 4,AB,2862.0,1,89.7,4.4271002,85.3,10.0,16.8,5.5,1.2,10.2,41.7,0.1738,0.393,0.3601,1.0,0.0196,0.0196,0.063,0.0917,0.02,0.0,1.0,0.0029,0.0104,34.3,4.9,143.0,19.7,874.0,7053.5,160.3,3.1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.6743,85.3,0.0,Scotland,none (low-plasticity bedrock),Till,0.5207
AB12 5,AB,3925.0,2,98.7,4.9047999,93.8,12.4,12.6,12.2,1.1,10.2,45.3,0.2383,0.2858,0.5064,1.0,0.0758,0.0807,0.0678,0.0964,0.02,0.0,1.0,0.0029,0.0113,55.4,4.3,141.0,22.5,872.0,7914.0,176.7,5.9917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,98.6479,93.8,0.0,Scotland,none (low-plasticity bedrock),Till,0.9945
AB12 9,AB,1220.0,2,95.4,4.7318001,90.6,13.0,15.3,9.3,1.2,10.2,41.7,0.265,0.3566,0.5137,1.0,0.0,0.0,0.1744,0.314,0.02,0.0,1.0,0.0029,0.0104,33.9,4.7,140.0,20.5,868.0,7645.6,170.5,8.4795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95.3383,90.6,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB13 0,AB,1454.0,2,99.1,4.8688002,94.2,10.9,9.9,15.7,1.1,10.2,46.5,0.1855,0.2131,0.5782,1.0,0.1005,0.1017,0.0886,0.1227,0.02,0.0,1.0,0.0029,0.0116,62.8,4.0,140.0,21.5,874.0,8026.5,176.0,4.5752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.0261,94.2,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB14 0,AB,2236.0,2,94.8,4.6742001,90.1,11.3,8.6,12.8,1.0,10.2,46.2,0.1905,0.1759,0.506,1.0,0.0841,0.0849,0.0568,0.0798,0.02,0.0,1.0,0.0029,0.0116,61.2,3.8,140.0,19.6,883.0,7692.3,168.5,5.1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94.742,90.1,0.0,Scotland,none (low-plasticity bedrock),Glacial Sand And Gravel,1.0
AB15 4,AB,1955.0,3,105.8,5.2406998,100.6,13.1,13.6,19.2,1.2,10.2,43.4,0.265,0.3155,0.6653,1.0,0.1101,0.1508,0.1248,0.2278,0.02,0.0,1.0,0.0029,0.0108,44.0,4.6,139.0,21.2,863.0,8638.3,189.60001,6.5922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105.8215,100.6,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB15 5,AB,1673.0,2,97.0,4.8527999,92.2,13.2,14.0,10.6,1.2,10.2,43.1,0.265,0.3231,0.4883,1.0,0.0563,0.0673,0.0734,0.1427,0.02,0.0,1.0,0.0029,0.0108,42.3,4.7,138.0,21.3,858.0,7791.9,174.60001,6.5172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,96.9878,92.2,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB15 6,AB,2924.0,3,101.6,5.0286002,96.6,13.1,13.8,14.2,1.2,10.2,44.1,0.265,0.3206,0.5995,1.0,0.0486,0.0486,0.1861,0.2573,0.02,0.0,1.0,0.0029,0.011,48.6,4.6,138.0,22.9,861.0,8190.3,181.5,7.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,101.6036,96.6,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB15 7,AB,2330.0,2,93.5,4.6719999,88.9,12.5,13.4,7.8,1.1,10.2,43.9,0.2424,0.3072,0.4377,1.0,0.0281,0.0354,0.0827,0.1602,0.02,0.0,1.0,0.0029,0.011,47.1,4.6,139.0,21.2,865.0,7449.2,168.10001,5.9688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93.49,88.9,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB15 8,AB,4676.0,2,93.8,4.6742001,89.1,12.4,14.2,5.6,1.1,10.2,45.6,0.2411,0.3259,0.3679,1.0,0.0142,0.0164,0.0756,0.104,0.02,0.0,1.0,0.0029,0.0114,57.4,4.6,138.0,24.1,863.0,7357.4,168.3,5.7083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93.724,89.1,0.0,Scotland,none (low-plasticity bedrock),Till,0.9763
AB15 9,AB,3706.0,3,103.8,5.1029,98.7,11.7,10.6,19.9,1.1,10.2,45.2,0.2118,0.2346,0.6435,1.0,0.1394,0.1506,0.0808,0.1228,0.02,0.0,1.0,0.0029,0.0113,55.1,4.1,139.0,22.0,869.0,8503.8,184.7,5.0626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,103.7944,98.7,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB16 5,AB,3894.0,1,90.8,4.5271001,86.2,13.3,14.2,4.6,1.1,10.2,42.8,0.2615,0.3269,0.3422,1.0,0.0,0.0001,0.0738,0.1498,0.02,0.0,1.0,0.0029,0.0107,40.5,4.7,138.0,21.6,857.0,7207.8,162.7,7.1599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.697,86.2,0.0,Scotland,none (low-plasticity bedrock),Till,0.981
AB16 6,AB,3159.0,1,92.3,4.6052999,87.7,13.4,14.2,4.7,1.1,10.2,44.1,0.265,0.3267,0.3467,1.0,0.0,0.0,0.0797,0.1422,0.02,0.0,1.0,0.0029,0.011,48.2,4.7,138.0,23.4,859.0,7292.3,165.5,7.2094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92.2549,87.7,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB16 7,AB,3737.0,1,91.8,4.5755,87.2,11.9,14.3,6.1,1.1,10.2,43.7,0.2259,0.3301,0.4001,1.0,0.0127,0.0133,0.0916,0.1476,0.02,0.0,1.0,0.0029,0.0109,46.0,4.7,138.0,23.1,856.0,7261.3,164.89999,5.5672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,91.7709,87.2,0.0,Scotland,none (low-plasticity bedrock),Till,0.7885
AB16 9,AB,1314.0,2,98.5,4.8695002,93.7,13.1,14.1,11.8,1.2,10.2,43.3,0.265,0.3281,0.5839,1.0,0.0,0.0,0.2307,0.3893,0.02,0.0,1.0,0.0029,0.0108,43.6,4.7,138.0,22.0,857.0,7922.2,175.7,8.5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,98.4914,93.7,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB21 0,AB,4895.0,2,94.8,4.7388,90.1,12.7,10.5,9.8,1.1,10.2,45.8,0.2386,0.2306,0.4588,1.0,0.0594,0.0611,0.0608,0.0865,0.02,0.0,1.0,0.0029,0.0114,58.4,4.2,138.0,20.7,851.0,7621.5,170.39999,5.6555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94.7959,90.1,0.0,Scotland,none (low-plasticity bedrock),Till,0.9967
AB21 1,AB,16.0,2,96.4,4.7756,91.6,13.3,12.2,11.4,1.1,10.2,43.4,0.265,0.2753,0.5711,1.0,0.0,0.0,0.2355,0.328,0.02,0.0,1.0,0.0029,0.0108,44.2,4.4,138.0,20.1,856.0,7805.3,172.0,8.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,96.3134,91.6,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB21 7,AB,2784.0,1,91.5,4.5506001,87.0,11.0,12.5,8.5,1.1,10.2,43.7,0.1954,0.2829,0.4436,1.0,0.0416,0.0436,0.0774,0.1114,0.02,0.0,1.0,0.0029,0.0109,46.3,4.5,138.0,19.9,851.0,7311.5,164.0,4.3058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,91.4595,87.0,0.0,Scotland,none (low-plasticity bedrock),Till,0.8861
AB21 9,AB,4863.0,2,95.2,4.7256999,90.5,11.7,13.0,10.3,1.1,10.2,44.2,0.2203,0.2973,0.4855,1.0,0.05,0.0537,0.0919,0.1326,0.02,0.0,1.0,0.0029,0.011,48.8,4.5,138.0,23.4,856.0,7618.7,170.3,5.5817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95.1769,90.5,0.0,Scotland,none (low-plasticity bedrock),Till,0.9914
AB22 8,AB,4660.0,1,89.7,4.4747,85.2,11.2,13.0,8.0,1.1,10.2,41.7,0.2037,0.2952,0.4314,1.0,0.0412,0.0412,0.0685,0.1104,0.02,0.0,1.0,0.0029,0.0104,34.2,4.6,138.0,19.8,856.0,7218.8,161.2,4.3517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.635,85.2,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB22 9,AB,360.0,1,89.4,4.4707999,84.9,13.6,13.0,4.9,1.1,10.2,42.2,0.265,0.2946,0.3538,1.0,0.0,0.0,0.094,0.1152,0.02,0.0,1.0,0.0029,0.0105,36.8,4.6,138.0,20.5,856.0,7164.2,160.39999,7.5374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.3199,84.9,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB23 8,AB,4957.0,1,86.4,4.2535,82.1,8.3,14.6,6.3,1.1,10.2,41.7,0.1154,0.3362,0.3732,1.0,0.0306,0.0326,0.0534,0.0744,0.02,0.0,1.0,0.0029,0.0104,33.8,4.9,138.0,16.1,851.0,6845.5,154.10001,1.7652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,86.2974,82.1,0.0,Scotland,none (low-plasticity bedrock),Glacial Sand And Gravel,0.5551
AB23 9,AB,78.0,2,100.0,4.7528,95.3,6.8,13.1,22.9,1.2,10.2,41.2,0.065,0.3021,0.8403,1.0,0.0,0.0,0.5244,0.6662,0.02,0.0,1.0,0.0029,0.0103,31.1,4.6,138.0,18.1,856.0,8234.6,174.89999,4.7003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0342,95.3,0.0,Scotland,none (low-plasticity bedrock),Glacial Sand And Gravel,1.0
AB24 1,AB,1470.0,2,100.1,4.8752999,95.3,7.5,13.7,21.7,1.2,10.2,41.0,0.0959,0.3179,0.662,1.0,0.1647,0.1785,0.051,0.1157,0.02,0.0,1.0,0.0029,0.0103,30.1,4.7,139.0,18.0,857.0,8226.0,177.89999,1.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.1387,95.3,0.0,Scotland,none (low-plasticity bedrock),Blown Sand,0.433
AB24 2,AB,2627.0,3,103.2,5.0833001,98.2,11.5,13.8,19.7,1.2,10.2,41.9,0.2203,0.3193,0.6816,1.0,0.1156,0.1248,0.149,0.2407,0.02,0.0,1.0,0.0029,0.0105,35.3,4.7,138.0,20.3,856.0,8463.5,184.39999,5.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,103.2373,98.2,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB24 3,AB,2846.0,1,84.9,4.1501002,80.8,7.3,13.8,6.8,1.1,10.2,41.6,0.0849,0.317,0.4344,1.0,0.0,0.0,0.1269,0.2179,0.02,0.0,1.0,0.0029,0.0104,33.4,4.7,139.0,19.3,857.0,6748.7,150.7,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84.871,80.8,0.0,Scotland,none (low-plasticity bedrock),Glacial Sand And Gravel,1.0
AB24 4,AB,2658.0,1,90.1,4.5046,85.6,13.5,14.0,4.8,1.1,10.2,42.1,0.2651,0.3212,0.3526,1.0,0.0,0.0,0.0775,0.1619,0.02,0.0,1.0,0.0029,0.0105,36.5,4.7,138.0,20.6,857.0,7191.9,161.8,7.3238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0768,85.6,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB24 5,AB,3112.0,1,88.4,4.3599,84.1,8.3,14.2,9.4,1.1,10.2,40.8,0.1142,0.3285,0.4496,1.0,0.0608,0.063,0.0497,0.083,0.02,0.0,1.0,0.0029,0.0102,28.9,4.8,139.0,17.8,857.0,7090.4,158.0,1.7683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,88.3845,84.1,0.0,Scotland,none (low-plasticity bedrock),Blown Sand,0.1646
AB25 1,AB,2299.0,2,99.4,4.8269,94.6,7.6,13.7,20.3,1.2,10.2,41.6,0.0991,0.3177,0.7084,1.0,0.1097,0.1385,0.1634,0.3221,0.02,0.0,1.0,0.0029,0.0104,33.6,4.7,139.0,18.9,858.0,8129.6,176.39999,2.4948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.4018,94.6,0.0,Scotland,none (low-plasticity bedrock),Glacial Sand And Gravel,1.0
AB25 2,AB,2830.0,3,105.0,5.1778998,99.8,12.2,13.8,20.3,1.2,10.2,42.1,0.2413,0.3194,0.7185,1.0,0.0991,0.1363,0.201,0.3121,0.02,0.0,1.0,0.0029,0.0105,36.7,4.7,139.0,19.6,858.0,8615.5,187.89999,5.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,105.0052,99.8,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB25 3,AB,2330.0,2,95.9,4.6893001,91.2,10.6,13.8,13.4,1.2,10.2,41.9,0.193,0.3211,0.6004,1.0,0.0266,0.0386,0.208,0.3218,0.02,0.0,1.0,0.0029,0.0105,35.4,4.7,138.0,20.0,857.0,7765.0,169.8,6.2621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95.8195,91.2,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB25 9,AB,141.0,2,98.3,4.8536,93.4,13.1,13.8,13.2,1.2,10.2,41.9,0.265,0.321,0.6189,1.0,0.0,0.0,0.2859,0.3574,0.02,0.0,1.0,0.0029,0.0105,35.3,4.7,138.0,20.0,857.0,7981.0,175.2,8.7482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,98.227,93.4,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB30 1,AB,5020.0,2,99.6,4.9510999,94.7,12.3,16.3,10.1,1.2,10.2,44.6,0.245,0.3819,0.478,1.0,0.0545,0.0581,0.0811,0.1121,0.02,0.0,1.0,0.0029,0.0112,51.6,4.4,152.0,26.1,1009.0,7847.6,178.8,5.4689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.5722,94.7,0.0,Scotland,none (low-plasticity bedrock),Till,0.8899
AB31 4,AB,3972.0,2,98.1,4.9046998,93.2,14.0,9.2,8.6,1.0,10.2,50.3,0.2612,0.193,0.4445,1.0,0.0475,0.0531,0.069,0.0937,0.02,0.0,1.0,0.0029,0.0126,85.4,3.7,139.0,25.7,939.0,7780.9,176.39999,6.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,98.0268,93.2,0.0,Scotland,none (low-plasticity bedrock),Till,0.9834
AB31 5,AB,4394.0,3,101.7,4.9986,96.7,12.0,9.3,17.2,1.1,10.2,46.9,0.2166,0.1959,0.6097,1.0,0.1066,0.1199,0.1025,0.1388,0.02,0.0,1.0,0.0029,0.0117,65.3,3.8,142.0,21.5,906.0,8282.4,180.7,5.7009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,101.6346,96.7,0.0,Scotland,none (low-plasticity bedrock),Till,0.9781
AB31 6,AB,1705.0,3,103.4,5.0903001,98.3,10.8,17.0,8.4,1.2,10.2,50.7,0.2068,0.4006,0.44,1.0,0.0387,0.0424,0.0796,0.1112,0.02,0.0,1.0,0.0029,0.0127,88.2,4.4,142.0,30.3,1170.0,7864.6,184.60001,4.2546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,103.3713,98.3,0.0,Scotland,none (low-plasticity bedrock),Till,0.7772
AB31 9,AB,94.0,2,95.2,4.7087002,90.5,14.0,9.1,8.8,1.0,10.2,47.4,0.265,0.1892,0.4967,1.0,0.0,0.0,0.1381,0.3682,0.02,0.0,1.0,0.0029,0.0119,68.3,3.6,142.0,24.0,964.0,7648.4,169.2,9.5035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95.1352,90.5,0.0,Scotland,none (low-plasticity bedrock),Till,1.0
AB32 6,AB,4816.0,2,99.5,4.8961,94.6,11.7,9.7,15.5,1.1,10.2,46.4,0.2087,0.2089,0.5899,1.0,0.0874,0.0905,0.1194,0.1576,0.02,0.0,1.0,0.0029,0.0116,62.5,4.0,139.0,20.5,866.0,8080.0,176.89999,5.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.4931,94.6,0.0,Scotland,none (low-plasticity bedrock),Till,0.9905
AB32 7,AB,829.0,2,98.1,4.8688002,93.2,12.5,10.9,11.0,1.1,10.2,47.6,0.2358,0.2399,0.492,1.0,0.0577,0.0622,0.086,0.1177,0.02,0.0,1.0,0.0029,0.0119,69.4,4.2,139.0,19.8,880.0,7826.1,175.3,6.3044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,98.0341,93.2,0.0,Scotland,none (low-plasticity bedrock),Till,0.9354
AB33 8,AB,4254.0,3,103.4,5.1665001,98.2,12.8,14.8,7.5,1.1,10.2,51.9,0.2532,0.3431,0.4063,1.0,0.0473,0.0515,0.0461,0.0628,0.02,0.0,1.0,0.0029,0.013,95.1,4.6,137.0,27.1,973.0,7909.6,186.39999,4.6235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,103.2989,98.2,0.0,Scotland,none (low-plasticity bedrock),Till,0.9342
AB34 4,AB,1110.0,2,97.7,4.8730998,92.9,13.3,10.3,6.7,1.0,10.2,51.4,0.2483,0.2212,0.3869,1.0,0.0338,0.0345,0.0567,0.0781,0.02,0.0,1.0,0.0029,0.0129,92.2,4.0,136.0,23.7,948.0,7640.6,175.3,5.8654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97.6717,92.9,0.0,Scotland,none (low-plasticity bedrock),Till,0.9598
AB34 5,AB,3143.0,2,99.9,4.9601002,95.0,12.0,10.1,9.1,1.0,10.2,52.6,0.2166,0.2188,0.4519,1.0,0.051,0.0579,0.0678,0.0928,0.02,0.0,1.0,0.0029,0.0131,99.2,4.0,135.0,24.0,1013.0,7796.4,178.89999,4.8275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.8478,95.0,0.0,Scotland,none (low-plasticity bedrock),Till,0.8339
AB35 5,AB,2580.0,4,111.9,5.3852,106.5,8.9,24.4,7.3,1.2,10.2,54.5,0.1582,0.5796,0.4105,1.0,0.0353,0.0394,0.0656,0.0954,0.02,0.0,1.0,0.0029,0.0136,111.0,5.1,138.0,28.7,1374.0,8075.6,197.8,2.5191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,111.8633,106.5,0.0,Scotland,none (low-plasticity bedrock),Till,0.4496
AB36 8,AB,735.0,4,108.6,5.2702999,103.3,9.2,19.5,6.2,1.2,10.2,57.0,0.1555,0.461,0.3753,1.0,0.0313,0.0332,0.0528,0.0762,0.02,0.0,1.0,0.0029,0.0143,126.1,5.1,138.0,27.1,1143.0,7897.8,192.5,2.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,108.5269,103.3,0.0,Scotland,none (low-plasticity bedrock),Till,0.4053
AB37 9,AB,1376.0,2,101.2,4.9765,96.2,10.3,15.7,6.2,1.1,10.2,52.6,0.1847,0.3664,0.3819,1.0,0.026,0.028,0.0629,0.0974,0.02,0.0,1.0,0.0029,0.0132,99.6,4.5,144.0,22.5,1011.0,7636.1,180.39999,3.4782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,101.1205,96.2,0.0,Scotland,none (low-plasticity bedrock),Till,0.5512
AB38 7,AB,985.0,3,107.6,5.2990999,102.3,11.9,18.6,10.1,1.2,10.2,50.3,0.2446,0.4397,0.4956,1.0,0.0407,0.0447,0.1091,0.1736,0.02,0.0,1.0,0.0029,0.0126,85.9,4.8,150.0,26.7,1004.0,8199.7,192.3,5.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,107.5928,102.3,0.0,Scotland,none (low-plasticity bedrock),Till,0.9405
AB38 9,AB,1548.0,2,97.3,4.8582001,92.5,12.2,13.5,7.8,1.1,10.2,47.7,0.2328,0.31,0.4192,1.0,0.0421,0.0472,0.0596,0.0892,0.02,0.0,1.0,0.0029,0.0119,70.1,4.2,148.0,19.6,1002.0,7620.5,175.10001,4.8706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97.2767,92.5,0.0,Scotland,none (low-plasticity bedrock),Till,0.8221
AB39 2,AB,4707.0,2,99.1,4.8494,94.2,10.0,23.5,5.3,1.2,10.2,43.9,0.197,0.5566,0.349,1.0,0.0253,0.0256,0.0494,0.0689,0.02,0.0,1.0,0.0029,0.011,47.4,5.4,154.0,20.3,939.0,7488.6,177.0,2.4593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.0461,94.2,0.0,Scotland,none (low-plasticity bedrock),Till,0.62
AB39 3,AB,3206.0,2,99.3,4.8973999,94.4,11.1,19.9,5.5,1.2,10.2,46.5,0.2202,0.4694,0.3639,1.0,0.0193,0.022,0.0656,0.0902,0.02,0.0,1.0,0.0029,0.0116,62.8,5.1,149.0,22.5,946.0,7556.9,177.7,3.9201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.2388,94.4,0.0,Scotland,none (low-plasticity bedrock),Till,0.835
