x,y,value
112500,922500,5.9440107
112500,927500,5.9716163
112500,932500,6.379117
112500,937500,7.149104
117500,477500,5.2595134
117500,482500,5.0613427
117500,487500,4.5220823
117500,492500,4.5286674
117500,497500,4.330441
117500,502500,4.229287
117500,507500,4.0978823
117500,512500,4.188773
117500,517500,4.236129
117500,522500,4.999291
117500,527500,6.073823
117500,532500,6.2321553
117500,537500,6.1411724
117500,542500,5.4333973
117500,547500,4.531033
117500,552500,4.3185263
117500,557500,4.3818226
117500,562500,4.7080736
117500,567500,4.641187
117500,572500,4.738128
117500,577500,4.925355
117500,582500,4.7146115
117500,587500,4.483947
117500,592500,4.455486
117500,597500,5.0024595
117500,602500,6.0414457
117500,652500,7.890273
117500,657500,7.725128
117500,752500,7.3367906
117500,757500,7.6571746
117500,842500,7.56893
117500,847500,7.07932
117500,852500,7.141473
117500,892500,6.761653
117500,897500,6.524251
117500,902500,6.8331604
117500,907500,7.0914993
117500,912500,6.505708
117500,917500,5.9407053
117500,922500,5.5098367
117500,927500,5.6927195
117500,932500,5.941087
117500,937500,6.40066
117500,942500,7.1290407
122500,477500,5.047173
122500,482500,4.5666304
122500,487500,4.1880107
122500,492500,4.274016
122500,497500,4.322023
122500,502500,4.3526444
122500,507500,4.3050365
122500,512500,4.3146725
122500,517500,4.231881
122500,522500,4.3646803
122500,527500,5.055707
122500,532500,5.836433
122500,537500,5.934161
122500,542500,5.6464663
122500,547500,4.7950253
122500,552500,4.623387
122500,557500,4.5414605
122500,562500,4.6673083
122500,567500,4.6708817
122500,572500,4.4930854
122500,577500,4.501533
122500,582500,4.6923685
122500,587500,4.7882867
122500,592500,4.664162
122500,597500,5.222238
122500,602500,6.129195
122500,657500,6.7060456
122500,662500,6.787783
122500,667500,7.165282
122500,757500,6.960107
122500,762500,7.622551
122500,807500,7.487642
122500,837500,7.382862
122500,842500,6.897424
122500,847500,6.3801117
122500,852500,6.525561
122500,862500,7.717532
122500,897500,6.941252
122500,902500,6.589405
122500,907500,6.085307
122500,912500,5.744609
122500,917500,5.5061073
122500,922500,5.351368
122500,927500,5.3306227
122500,932500,5.277351
122500,937500,5.640127
122500,942500,6.033403
122500,947500,7.1489816
127500,472500,5.143266
127500,477500,4.8274107
127500,482500,5.114032
127500,487500,4.7296996
127500,492500,4.7578416
127500,497500,4.633112
127500,502500,4.425807
127500,507500,4.3917346
127500,512500,4.3552804
127500,517500,4.267106
127500,522500,4.3320475
127500,527500,4.6026936
127500,532500,4.869661
127500,537500,4.955663
127500,542500,4.9041886
127500,547500,4.5976124
127500,552500,4.3775597
127500,557500,4.2897587
127500,562500,4.2688613
127500,567500,4.4293685
127500,572500,4.4974713
127500,577500,4.8684673
127500,582500,5.202873
127500,587500,5.3483086
127500,592500,5.340377
127500,597500,5.559681
127500,602500,6.0709996
127500,642500,7.612681
127500,647500,7.6392097
127500,657500,6.927125
127500,662500,6.300668
127500,667500,6.204943
127500,672500,6.9267683
127500,722500,7.861636
127500,762500,7.278327
127500,807500,7.583768
127500,842500,6.087365
127500,847500,5.767669
127500,852500,6.2839766
127500,857500,6.362474
127500,862500,6.991543
127500,902500,6.5592523
127500,907500,6.6524553
127500,912500,6.243519
127500,917500,5.3800244
127500,922500,5.2092657
127500,927500,5.067315
127500,932500,5.0252986
127500,937500,5.514119
127500,942500,5.8595862
127500,947500,6.310693
132500,467500,5.6280146
132500,472500,5.4429693
132500,477500,5.9901
132500,482500,5.5868444
132500,487500,5.022893
132500,492500,4.717716
132500,497500,4.575204
132500,502500,4.765497
132500,507500,4.569852
132500,512500,4.573662
132500,517500,4.2856965
132500,522500,4.518039
132500,527500,4.9814267
132500,532500,5.0341525
132500,537500,5.011702
132500,542500,4.588719
132500,547500,4.743373
132500,552500,4.795476
132500,557500,4.9129233
132500,562500,4.499736
132500,567500,4.7404857
132500,572500,5.0535607
132500,577500,5.80825
132500,582500,6.340265
132500,587500,6.3803606
132500,592500,6.1214623
132500,597500,6.0500526
