x,y,value
-5.156303133998736,50.01915777807681,1069.233764648
-5.49855013732349,50.117295889445074,1169.729003906
-5.330993125407544,50.12222809119818,1142.256347656
-5.1633904053426365,50.12691878969817,1240.228637695
-5.3384993454153085,50.22996873987045,1106.607177734
-5.170520634839223,50.23467697707366,1227.089355469
-5.002498786432617,50.23914273601146,1121.718261719
-3.825312211129031,50.26360334856919,1103.780883789
-5.177694843203607,50.342432742563346,1041.505493164
-5.009294325202257,50.34691550519127,1129.773925781
-4.840851934338132,50.35115471402933,1315.173706055
-4.672370085677303,50.35515033799285,1256.387451172
-4.503850673307202,50.3589025303199,1271.161499023
-3.9980921071003026,50.36869521106169,1266.698852539
-3.8294483237105617,50.37147016492257,1411.245117188
-3.6607785280665883,50.37400133813973,1268.460449219
-5.016131071709124,50.4546856127732,1045.630859375
-4.847307118395579,50.45894132902269,1249.419677734
-4.678443429538203,50.46295233923493,1413.925170898
-4.509542265080689,50.466718634437996,1494.834594727
-4.340605722546568,50.470240506651805,1343.40612793
-4.1716361066677665,50.47351731459217,1354.499023438
-4.002636131177116,50.47654885385637,1829.204101562
-3.833608843543003,50.47933528710746,1934.23840332
-3.6645560991638497,50.48187603909058,1193.5703125
-3.4954804474312486,50.484170958849376,1011.265136719
-4.8538018876058295,50.566725122594626,1053.477905273
-4.684553949142477,50.570751673726704,1411.057739258
-4.515268719438936,50.574532677981175,1602.28125
-4.345947832603235,50.57806801547853,1320.727050781
-4.1765931728649885,50.58135737790848,1470.32043457
-4.007208018636283,50.58440071718187,2146.728759766
-3.837795069515062,50.58719787556438,1817.569458008
-3.6683566743268474,50.58974790784309,1194.790405273
-3.498896198557106,50.59205153071562,1000.387145996
-1.973093937533903,50.60169583550094,947.016662598
-4.690702332226181,50.678548563814466,1340.705322266
-4.521030156594647,50.68234399470753,1352.526245117
-4.351322315348429,50.685892688493546,1184.530395508
-4.181580380279296,50.68919469739858,1294.457275391
-4.011807950451456,50.69224961859364,1822.678833008
-3.8420078858609092,50.695057202745524,1373.98059082
-3.6721819447190684,50.697616787602456,1061.954345703
-3.502333862792819,50.699929379982144,890.46661377
-3.332464508614948,50.7019950873394,922.478515625
-2.8227500434572983,50.706707886544066,924.630004883
-2.6528191199035804,50.70778426684782,970.179260254
-2.4828799810740247,50.708613063851246,1073.635864258
-2.3129344017578126,50.709193723861425,1007.071228027
-2.1429844583653654,50.70952591437668,901.713439941
-1.9730322864815864,50.70961042504947,899.715881348
-1.293254854146597,50.70747252701171,869.416320801
-4.526827397670141,50.79015279604161,1106.915649414
-4.356730090470332,50.79371472795493,1220.907714844
-4.18659901563784,50.79702877673821,1233.260620117
-4.0164373153112685,50.8000952894279,1108.801269531
-3.846247701899195,50.80291334280316,1017.383972168
-3.6760320090572103,50.80548330550299,899.012268066
-3.505792640580703,50.80780516833241,923.89642334
-3.3355325390728523,50.80987900542078,935.142272949
-3.165252472342398,50.81170416416813,1148.593505859
-2.9949553790023247,50.8132811197295,1088.677856445
-2.8246444940627677,50.81460963301247,1098.183349609
-2.654323349609413,50.815689908085574,1106.46875
-2.483993515316142,50.816521444851766,1109.413330078
-2.313655951196351,50.81710454762574,1043.848876953
-2.1433141479583178,50.817438613920636,953.113037109
-1.9729702556247317,50.81752291759397,908.318115234
-1.80262836696603,50.81735910899216,897.450927734
-1.6322899065394318,50.81694738020137,907.04486084
-1.4619551381948839,50.816286468696894,875.925598145
-0.7807110545547072,50.8111572647119,786.644775391
-0.099745984048196,50.80205639801917,854.871520996
0.24058254488658626,50.79601626583482,854.393249512
-4.532660705979672,50.89795916677078,1304.055297852
-4.362171507089491,50.90153443156168,1384.408447266
-4.191648897032776,50.9048607777703,1221.717407227
-4.021095464398842,50.907938667691525,1132.288208008
-3.8505136254395453,50.910768087281625,1077.947998047
